date,USDCHF,USDCAD,GBPCAD,NZDJPY,empty,sum
2016.01.11,-36.0000000000027,135.9999999999806,-53.999999999998494,477.00000000000387,,522.9999999999833
2016.01.11,2.999999999997449,179.99999999998016,286.9999999999706,500.0,,969.9999999999482
2016.01.11,-348.9999999999993,37.99999999998249,347.0000000000084,500.0,,535.9999999999916
2016.01.11,-187.00000000000384,179.99999999998016,207.99999999998596,346.00000000000364,,546.9999999999659
2016.01.11,-106.00000000000608,220.99999999998232,107.99999999999699,353.9999999999992,,576.9999999999725
2016.01.11,-133.00000000000534,156.99999999998494,194.99999999998963,283.00000000000125,,501.99999999997044
2016.01.11,-133.00000000000534,152.99999999998093,45.99999999999049,275.0000000000057,,340.99999999997175
2016.01.11,-148.99999999999915,107.99999999999699,38.99999999998904,195.99999999999795,,193.99999999998482
2016.01.11,4.000000000004,91.99999999998099,63.000000000013046,221.00000000000364,,380.0000000000017
2016.01.11,-17.000000000000348,14.999999999987246,31.999999999987594,135.99999999999568,,165.99999999997016
2016.01.11,-36.0000000000027,83.9999999999952,-17.000000000022553,94.99999999999886,,125.99999999996881
2016.01.11,15.999999999993797,-11.00000000000545,68.00000000000139,103.9999999999992,,176.99999999998894
2016.01.11,36.0000000000027,-54.0000000000207,129.00000000000134,225.9999999999991,,336.99999999998244
2016.01.11,24.999999999997247,-30.0000000000189,48.000000000003595,111.99999999999477,,154.9999999999767
2016.01.11,-21.00000000000435,45.99999999999049,82.00000000000429,221.9999999999942,,328.99999999998465
2016.01.11,-16.0000000000049,12.999999999996348,106.99999999999044,159.9999999999966,,263.99999999997846
2016.01.11,-23.00000000000635,-29.00000000001235,86.99999999999264,146.0000000000008,,180.99999999997473
2016.01.11,-114.99999999999844,67.9999999999792,195.9999999999962,227.99999999999443,,376.99999999997135
2016.01.11,-12.000000000000899,91.99999999998099,97.99999999997588,212.99999999999386,,390.99999999994986
2016.01.11,59.99999999999339,48.99999999998794,139.9999999999846,70.00000000000739,,318.9999999999733
2016.01.11,248.99999999999923,-175.00000000001404,212.00000000001216,-105.00000000000398,,180.9999999999934
2016.01.11,376.99999999999403,-454.00000000002103,-18.999999999991246,-584.9999999999937,,-681.000000000012
2016.01.11,393.9999999999944,-439.0000000000116,-4.999999999988347,-510.9999999999957,,-561.0000000000013
2016.01.11,380.00000000000256,-487.0000000000152,-137.00000000000932,-704.9999999999983,,-949.0000000000202
2016.01.11,195.9999999999962,-476.0000000000098,-29.00000000001235,-295.0000000000017,,-604.0000000000276
2016.01.11,146.00000000000168,-461.0000000000003,-138.0000000000159,-313.0000000000024,,-766.0000000000169
2016.01.11,170.99999999999892,-475.0000000000032,-113.00000000002974,-373.00000000000466,,-790.0000000000387
2016.01.11,188.9999999999947,-571.0000000000103,-227.00000000002163,-438.99999999999295,,-1048.0000000000302
2016.01.11,212.00000000000108,-678.0000000000008,-227.00000000002163,-551.9999999999925,,-1245.0000000000139
2016.01.11,270.0000000000036,-670.000000000015,-195.9999999999962,-516.9999999999959,,-1113.0000000000036
2016.01.11,309.0000000000037,-770.000000000004,-297.9999999999983,-643.0000000000007,,-1401.9999999999993
2016.01.11,344.99999999999534,-777.0000000000055,-248.99999999998812,-632.9999999999956,,-1313.9999999999936
2016.01.11,446.9999999999974,-701.0000000000183,-148.99999999999915,-632.9999999999956,,-1036.0000000000157
2016.01.11,220.99999999999343,-490.0000000000126,-18.000000000029104,-432.9999999999927,,-720.000000000041
2016.01.11,466.9999999999952,-133.00000000000534,129.00000000000134,-368.9999999999998,,93.99999999999147
2016.01.11,747.0000000000088,181.9999999999933,362.99999999998,-81.99999999999363,,1209.9999999999884
2016.01.11,363.99999999999767,325.99999999998187,709.9999999999884,-123.99999999999523,,1275.9999999999727
2016.01.11,577.0000000000052,408.9999999999927,1122.9999999999852,-200.9999999999934,,1907.9999999999898
2016.01.11,444.9999999999954,727.9999999999953,1503.9999999999943,28.000000000005798,,2704.999999999991
2016.01.11,561.0000000000003,709.9999999999884,1541.9999999999768,-60.000000000002274,,2752.999999999963
2016.01.11,485.99999999999756,738.9999999999785,1398.0000000000105,87.99999999999386,,2710.99999999998
2016.01.11,415.99999999999415,653.999999999999,1312.9999999999864,9.000000000000341,,2391.99999999998
2016.01.11,559.9999999999939,559.9999999999827,1085.0000000000027,-167.0000000000016,,2037.9999999999775
2016.01.11,544.0,589.9999999999794,1158.9999999999989,-135.00000000000512,,2157.999999999973
2016.01.11,690.9999999999972,510.99999999999477,1148.9999999999777,-359.99999999999943,,1990.99999999997
2016.01.11,743.0000000000048,585.9999999999976,1137.9999999999945,-430.9999999999974,,2035.9999999999995
2016.01.11,709.9999999999884,564.9999999999933,985.0000000000136,-435.0000000000023,,1824.9999999999932
2016.01.11,703.9999999999935,493.99999999999443,960.9999999999897,-438.99999999999295,,1719.9999999999848
2016.01.12,699.0000000000052,468.9999999999861,999.9999999999786,-500.0,,1667.99999999997
2016.01.12,710.999999999995,528.9999999999795,1112.0000000000018,-451.9999999999982,,1899.9999999999782
2016.01.12,750.0000000000063,669.9999999999928,1134.0000000000127,-305.9999999999974,,2248.0000000000146
2016.01.12,734.9999999999968,585.9999999999976,1107.0000000000136,-352.99999999999443,,2075.0000000000136
2016.01.12,680.9999999999983,523.9999999999911,1024.0000000000027,-254.99999999999545,,1973.9999999999968
2016.01.12,767.0000000000066,451.99999999998573,1005.9999999999736,-504.0000000000049,,1720.999999999961
2016.01.12,720.9999999999939,486.999999999993,849.9999999999729,-503.0000000000001,,1554.99999999996
2016.01.12,690.9999999999972,476.9999999999941,863.9999999999759,-513.9999999999958,,1517.9999999999714
2016.01.12,652.0000000000082,614.9999999999877,1040.999999999981,-457.9999999999984,,1849.9999999999784
2016.01.12,502.00000000000244,670.9999999999993,1200.0000000000011,-340.999999999994,,2032.0000000000086
2016.01.12,566.9999999999953,641.999999999987,1113.0000000000084,-429.00000000000205,,1892.9999999999889
2016.01.12,512.0000000000014,652.9999999999925,1174.0000000000084,-316.0000000000025,,2022.9999999999998
2016.01.12,548.9999999999995,639.9999999999961,1047.9999999999823,-376.0000000000048,,1860.9999999999734
2016.01.12,471.99999999999466,693.9999999999947,1046.0000000000136,-281.0000000000059,,1930.9999999999968
