date,USDCHF,GBPUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2015.04.06,-92.00000000000318,-113.99999999999189,-51.000000000001044,-308.00000000000824,-30.0000000000189,0.0,-41.00000000001103,0.0,-75.9999999999983,-177.00000000000495,-56.99999999998795,-48.99999999999238,-418.99999999999693,0.0,-421.0000000000047,,-1835.0000000000196
2015.04.06,-100.99999999999554,-117.99999999999588,-27.999999999994696,-392.00000000000347,-2.0000000000131024,160.00000000000458,-17.000000000010118,204.99999999999963,-73.00000000000084,-174.00000000000747,-116.99999999999022,-25.99999999999625,-548.0000000000018,31.999999999998696,-435.0000000000076,,-1634.000000000014
2015.04.06,-85.99999999999719,-167.00000000000603,-5.999999999994898,-301.0000000000068,26.999999999999247,191.99999999999218,-24.00000000000091,136.99999999999824,70.99999999999883,-197.00000000000273,-72.00000000000273,1.0000000000047748,-376.99999999999534,-3.999999999992898,-343.99999999998875,,-1149.9999999999952
2015.04.06,-24.000000000001798,-90.99999999999665,13.00000000000745,-153.00000000000313,96.99999999999153,296.9999999999917,-88.00000000000807,154.99999999999403,188.9999999999947,-204.00000000000418,25.000000000005684,10.000000000005116,-215.0000000000034,-51.000000000001044,-198.99999999999363,,-239.0000000000217
2015.04.06,-97.00000000000264,0.0,-76.99999999999375,-70.0000000000034,58.000000000002494,314.99999999999864,-140.00000000000057,139.00000000000023,217.99999999999596,-241.00000000000233,43.00000000000637,-77.99999999998875,-146.0000000000008,-100.99999999999554,-200.00000000000017,,-376.9999999999842
2015.04.06,-32.999999999994145,9.999999999998899,-87.99999999999919,23.999999999990695,142.99999999998204,346.0000000000019,-47.000000000011255,196.99999999999162,343.9999999999999,-219.99999999999798,21.000000000015007,-77.99999999998875,-67.00000000000728,-114.99999999999844,-121.99999999999989,,314.9999999999832
2015.04.06,82.99999999999974,-75.00000000000284,-113.99999999999189,35.999999999991594,217.0000000000005,324.9999999999975,-2.0000000000095497,298.9999999999937,422.00000000000017,-151.00000000000114,-31.999999999982265,-188.99999999999295,-61.00000000000705,-152.99999999999204,-150.00000000000568,,454.99999999999795
2015.04.06,39.00000000000014,-66.99999999999484,-97.9999999999981,10.999999999994348,180.99999999998673,265.99999999998846,-94.0000000000083,315.9999999999941,414.00000000000324,-156.00000000000057,58.9999999999975,-173.99999999999238,16.999999999995907,-112.000000000001,-140.99999999999113,,460.99999999997397
2015.04.06,111.00000000000554,-201.99999999999108,-8.999999999992347,-181.00000000000892,218.99999999999142,282.0000000000045,-138.00000000000523,326.9999999999995,287.0000000000039,-134.0000000000008,207.00000000002206,-152.00000000000102,-102.00000000000387,8.000000000008,-119.00000000000244,,404.00000000002916
2015.04.06,151.00000000000114,-143.99999999998857,90.0000000000012,-149.00000000001023,261.9999999999845,304.9999999999997,-97.99999999999898,347.9999999999928,305.99999999999517,-135.00000000000733,258.0000000000098,-68.9999999999884,-82.99999999999841,116.00000000000499,-99.00000000000463,,1058.999999999993
2015.04.06,136.00000000000279,-153.00000000000313,170.00000000000347,-198.00000000000927,254.999999999983,261.9999999999845,-145.00000000001023,329.00000000000153,258.0000000000027,-126.99999999999933,260.0000000000193,14.000000000010004,-114.00000000000432,203.00000000000873,-34.000000000000696,,1115.999999999989
2015.04.06,118.00000000000699,-35.999999999991594,131.99999999999878,-127.00000000001043,303.9999999999932,252.99999999999213,-151.00000000001046,331.999999999999,309.0000000000037,-72.0000000000054,371.0000000000093,-25.99999999999625,-45.000000000001705,179.00000000000693,-42.999999999993044,,1498.0000000000011
2015.04.06,123.00000000000644,12.999999999996348,147.00000000000824,-134.0000000000008,326.9999999999884,236.99999999999832,-109.00000000000887,332.99999999999443,282.99999999999994,-55.000000000005045,372.0000000000141,14.000000000010004,-79.00000000000773,173.00000000000094,-41.000000000002146,,1603.9999999999927
2015.04.06,89.00000000000574,9.999999999998899,52.000000000007596,-98.0000000000092,280.9999999999979,249.99999999999466,-132.000000000005,322.9999999999955,312.9999999999966,-84.0000000000063,225.00000000002274,-52.99999999999727,-82.99999999999841,103.00000000000864,-103.99999999999298,,1092.000000000019
2015.04.06,65.00000000000395,4.000000000004,36.0000000000027,-138.00000000000477,254.999999999983,222.99999999999542,-135.00000000000512,323.99999999999096,258.9999999999981,-97.00000000000264,219.99999999999886,-52.99999999999727,-114.00000000000432,87.00000000000374,-157.99999999999147,,777.9999999999753
2015.04.06,97.9999999999981,-12.999999999996348,80.00000000000229,-137.00000000000932,287.9999999999994,211.99999999998997,-115.0000000000091,318.99999999999153,261.99999999999557,-55.000000000005045,306.0000000000116,-56.99999999998795,-106.99999999999932,98.0000000000092,-168.99999999999693,,1009.9999999999935
2015.04.06,136.99999999999824,-11.999999999989797,79.00000000000685,-155.00000000000514,337.99999999999386,238.99999999998923,-37.00000000000614,322.9999999999955,276.9999999999939,-50.0000000000056,207.9999999999984,-21.000000000000796,-158.00000000000125,78.00000000000028,-185.99999999999727,,1059.9999999999698
2015.04.06,158.99999999999804,-12.999999999996348,35.00000000000725,-123.00000000000644,353.99999999998766,246.99999999999721,-49.000000000006594,349.99999999999477,317.0000000000006,-47.00000000000814,241.00000000001387,-82.99999999999841,-121.99999999999989,28.000000000005798,-211.99999999998997,,1081.9999999999995
2015.04.06,65.99999999999939,-11.999999999989797,-23.999999999990695,-84.0000000000063,243.99999999999977,204.99999999998852,-81.00000000000307,329.00000000000153,351.0000000000013,-58.99999999999794,219.99999999999886,-113.99999999999011,-61.00000000000705,4.000000000004,-154.99999999999403,,829.0000000000143
2015.04.06,143.00000000000423,-4.000000000004,-35.999999999991594,-66.00000000001049,339.99999999998477,181.9999999999933,-38.000000000010914,368.9999999999971,368.9999999999971,-24.000000000001798,260.9999999999957,-149.99999999999147,-61.00000000000705,40.00000000000669,-248.00000000000378,,1076.9999999999575
2015.04.06,123.00000000000644,-1.999999999990898,-112.99999999999643,-112.000000000001,383.0,195.9999999999962,-53.00000000001148,419.9999999999982,349.99999999999477,-4.000000000004,260.9999999999957,-231.99999999999932,-114.99999999999488,-20.999999999993246,-309.0000000000037,,771.9999999999964
2015.04.06,26.999999999999247,106.00000000000608,-126.99999999999933,-63.00000000000195,339.99999999998477,204.99999999998852,-129.0000000000049,395.99999999999636,310.9999999999946,-29.000000000001247,354.0000000000134,-227.99999999999443,-67.99999999999784,7.0000000000014495,-279.99999999999136,,821.9999999999936
2015.04.06,50.0000000000056,134.00000000001188,-103.99999999999298,-59.000000000009045,332.9999999999833,180.0000000000024,-153.0000000000058,330.9999999999924,290.9999999999968,-19.00000000000235,385.0000000000193,-197.9999999999933,-48.00000000000182,-7.0000000000014495,-268.0000000000016,,848.0000000000034
2015.04.06,-12.000000000000899,188.00000000001037,-37.99999999999359,-66.00000000001049,278.00000000000045,131.99999999999878,-246.9999999999999,273.000000000001,236.99999999999832,12.000000000000899,475.00000000002274,-158.99999999999181,-64.99999999999773,26.000000000003798,-207.00000000000162,,827.0000000000405
2015.04.06,-73.99999999999629,168.0000000000126,-6.999999999990347,-130.0000000000079,180.0000000000024,68.00000000000139,-382.000000000005,208.99999999999253,129.9999999999968,-2.000000000002,498.0000000000189,-125.0,-88.99999999999864,47.00000000000814,-208.99999999999253,,282.0000000000399
2015.04.06,-75.9999999999983,103.00000000000864,46.00000000000159,-156.00000000000057,178.99999999999582,58.99999999998684,-375.0,198.99999999999363,117.00000000000044,-4.000000000004,492.999999999995,-109.99999999999943,-123.00000000000466,62.000000000006494,-221.99999999998886,,191.9999999999926
2015.04.06,-46.00000000000159,92.00000000000318,41.000000000002146,-179.00000000000693,229.99999999999687,112.000000000001,-346.00000000000364,149.99999999999457,105.99999999999498,-6.0000000000060005,503.0000000000143,-118.99999999999977,-135.99999999999568,-2.999999999997449,-246.99999999999721,,151.99999999999886
2015.04.06,-46.00000000000159,208.00000000000819,59.000000000009045,-199.00000000000472,282.9999999999888,105.99999999998388,-373.00000000000466,156.99999999999602,105.99999999999498,9.999999999998899,623.0000000000189,-100.99999999999909,-156.0000000000059,28.000000000005798,-252.99999999999213,,451.99999999999636
2015.04.06,-182.99999999999983,194.0000000000053,-32.999999999994145,-176.0000000000095,106.99999999999044,146.00000000000168,-325.00000000000284,91.99999999999208,41.9999999999976,-48.000000000003595,560.0000000000023,-147.99999999999613,-132.000000000005,-5.999999999994898,-243.99999999999977,,-154.0000000000163
2015.04.06,-181.9999999999933,184.00000000000637,-61.999999999995396,-164.00000000000858,102.99999999998644,130.99999999999224,-344.99999999999886,90.99999999999665,17.999999999995797,-51.000000000001044,580.0000000000125,-196.99999999998852,-115.99999999999966,-31.999999999998696,-310.9999999999946,,-352.99999999998863
2015.04.06,-98.99999999999353,137.00000000000932,-3.999999999992898,-162.0000000000066,149.9999999999835,140.99999999999113,-282.0000000000107,96.99999999999153,32.999999999994145,-87.99999999999919,463.99999999999864,-164.00000000000148,-152.00000000000102,-35.999999999991594,-287.9999999999994,,-253.00000000002814
2015.04.06,-166.99999999999494,106.00000000000608,39.00000000000014,-156.00000000000057,46.999999999997044,261.0000000000001,-263.00000000000523,157.99999999999147,14.000000000002899,-175.00000000000293,385.0000000000193,-70.99999999999795,-183.00000000000693,114.00000000000298,-195.9999999999962,,-86.99999999998468
2015.04.06,-183.99999999999528,300.99999999999574,-96.99999999999153,-124.00000000000189,177.99999999998929,350.9999999999902,-274.0000000000009,136.99999999999824,26.999999999999247,-191.00000000000784,528.00000000002,-161.99999999999193,-164.00000000000148,26.999999999999247,-239.99999999999577,,113.00000000000531
