date,EURUSD,USDCAD,GBPCHF,EURCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,AUDCAD,AUDNZD,empty,sum
2019.10.07,-28.999999999990145,-16.000000000016,-393.99999999998323,-182.0000000000155,-92.00000000000318,-237.99999999999955,-146.00000000000168,-99.00000000000375,-72.99999999998974,-97.9999999999981,,-1367.0000000000011
2019.10.07,-19.999999999997797,-19.999999999997797,-363.9999999999866,-101.00000000001774,-134.99999999999625,-245.9999999999809,-219.99999999999798,-82.99999999999841,-110.99999999999443,-26.999999999999247,,-1326.999999999967
2019.10.07,-44.99999999998394,-140.0000000000068,-506.9999999999908,-145.00000000001734,-163.00000000000205,-524.0000000000009,-326.9999999999884,-177.0000000000067,-100.99999999999554,-55.99999999998939,,-2184.999999999982
2019.10.07,-31.999999999987594,-109.00000000000354,-483.99999999999557,-130.0000000000079,-136.00000000000279,-556.999999999988,-299.99999999998914,-228.9999999999992,-29.999999999996696,-0.9999999999843467,,-2007.9999999999545
2019.10.07,-44.99999999998394,-150.00000000000568,-471.9999999999835,-135.00000000001845,-156.99999999999602,-556.999999999988,-275.000000000003,-233.0000000000041,-43.999999999999595,0.0,,-2067.9999999999823
2019.10.07,-48.99999999998794,-155.00000000001623,-451.0000000000014,-123.00000000000644,-156.99999999999602,-498.9999999999952,-242.00000000000887,-197.00000000000273,-41.9999999999976,-14.999999999987246,,-1929.9999999999995
2019.10.07,-68.99999999998573,-168.0000000000126,-516.9999999999897,-173.00000000000094,-159.9999999999935,-525.0000000000057,-337.0000000000095,-215.0000000000034,-54.999999999993946,-34.99999999998504,,-2253.99999999998
2019.10.07,-87.99999999999919,-97.00000000001374,-510.99999999999477,-185.00000000001293,-165.9999999999995,-480.99999999999454,-326.9999999999884,-187.00000000001182,-61.999999999995396,63.000000000013046,,-2040.9999999999975
2019.10.07,-107.99999999999699,-76.0000000000094,-495.99999999998533,-215.00000000000963,-141.99999999999767,-442.99999999998363,-337.0000000000095,-209.00000000000318,-57.99999999999139,94.00000000001629,,-1989.9999999999704
2019.10.07,-92.99999999998754,-72.0000000000054,-481.99999999998244,-218.00000000000708,-105.99999999999498,-463.99999999999864,-313.00000000000773,-252.00000000000955,-13.999999999991797,108.00000000001918,,-1905.9999999999661
2019.10.07,-79.99999999999119,-33.00000000001635,-469.99999999999267,-212.00000000001216,-109.00000000000354,-465.99999999997976,-350.00000000000585,-255.00000000000966,-24.999999999997247,159.00000000002024,,-1840.9999999999884
2019.10.07,-64.99999999998174,-24.000000000001798,-495.000000000001,-210.0000000000213,-112.99999999999643,-456.99999999999363,-329.00000000000153,-228.00000000000864,-15.999999999993797,136.00000000000279,,-1800.9999999999973
