date,EURUSD,USDCAD,GBPCHF,EURCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,AUDCAD,AUDNZD,empty,sum
2019.10.07,-9.999999999998899,0.0,-275.000000000003,-81.00000000001995,-65.99999999999939,-183.9999999999975,-79.99999999999119,-66.0000000000025,-31.999999999998696,76.0000000000094,,-718.0000000000018
2019.10.07,17.000000000000348,-8.000000000008,-325.99999999998187,-67.00000000001705,-90.99999999999665,-204.99999999998408,-181.00000000000892,15.000000000000568,-62.99999999999084,98.0000000000203,,-810.9999999999661
2019.10.07,-25.999999999992696,-77.00000000001594,-439.99999999999596,-113.00000000000753,-119.00000000000244,-472.99999999998477,-259.0000000000092,-169.00000000001114,-15.999999999993797,8.000000000008,,-1684.0000000000057
2019.10.07,-22.999999999995246,-93.00000000000975,-468.9999999999861,-121.00000000001555,-119.99999999999788,-555.9999999999832,-275.000000000003,-225.9999999999991,-3.999999999992898,37.00000000002035,,-1849.9999999999623
2019.10.07,-32.999999999994145,-138.0000000000159,-435.9999999999919,-98.0000000000203,-136.99999999999824,-491.9999999999902,-211.99999999998997,-182.00000000000216,-17.999999999995797,10.000000000021103,,-1735.9999999999775
2019.10.07,-42.999999999993044,-143.00000000000423,-415.99999999999415,-72.0000000000054,-114.99999999999844,-462.99999999999386,-234.00000000000088,-145.00000000001023,-13.999999999991797,29.00000000001235,,-1615.9999999999798
2019.10.07,-64.99999999998174,-85.00000000000173,-502.9999999999868,-169.00000000001913,-156.00000000000057,-473.99999999998954,-313.00000000000773,-176.00000000000193,-52.99999999999194,64.0000000000196,,-1929.9999999999616
2019.10.07,-87.99999999999919,-69.00000000000794,-471.9999999999835,-179.00000000001802,-139.00000000000023,-395.9999999999866,-313.00000000000773,-148.00000000001035,-49.99999999999449,105.00000000002174,,-1748.9999999999864
2019.10.07,-82.99999999998863,-47.00000000001925,-465.99999999998863,-203.00000000001984,-73.00000000000084,-423.9999999999782,-293.0000000000099,-201.00000000000762,48.000000000003595,139.00000000000023,,-1603.0000000000093
2019.10.07,-76.99999999999375,-15.00000000000945,-439.99999999999596,-192.00000000001438,-98.99999999999353,-459.0000000000032,-303.0000000000088,-246.00000000000932,-13.999999999991797,168.0000000000126,,-1677.000000000008
2019.10.07,-40.99999999997994,35.999999999991594,-455.99999999998977,-206.00000000001728,-85.99999999999719,-425.9999999999877,-306.00000000000625,-219.0000000000083,12.000000000000899,167.00000000000603,,-1524.9999999999882
2019.10.07,-51.99999999998539,-12.000000000012001,-478.0000000000006,-200.00000000000017,-68.00000000000139,-431.99999999998795,-300.99999999999574,-194.00000000000261,56.0000000000005,161.00000000001114,,-1519.9999999999743
2019.10.07,-34.99999999998504,-28.000000000005798,-485.99999999998647,-210.0000000000213,-92.99999999999864,-430.9999999999832,-261.0000000000001,-195.0000000000074,53.00000000000304,167.00000000000603,,-1518.9999999999786
2019.10.07,-8.999999999992347,-9.000000000014552,-539.999999999985,-229.00000000001253,-95.99999999999609,-442.99999999998363,-280.9999999999979,-182.00000000000216,66.00000000001049,139.00000000000023,,-1583.9999999999734
2019.10.07,-7.999999999985796,0.0,-573.9999999999857,-238.0000000000049,-100.99999999999554,-513.9999999999816,-324.9999999999975,-219.99999999999886,68.00000000000139,125.00000000001954,,-1786.999999999929
2019.10.07,-8.999999999992347,-6.000000000017103,-583.0000000000002,-249.00000000001032,-104.99999999999955,-510.9999999999957,-309.0000000000037,-222.99999999999898,77.00000000000485,169.00000000001913,,-1748.9999999999939
2019.10.07,9.000000000014552,24.999999999986144,-584.9999999999911,-261.0000000000001,-102.99999999999754,-465.0000000000034,-302.0000000000023,-192.00000000000728,82.99999999999974,204.00000000000418,,-1586.999999999997
2019.10.07,11.00000000000545,35.999999999991594,-468.9999999999861,-263.00000000001324,-124.99999999999733,-366.9999999999902,-150.00000000000568,-219.99999999999886,47.00000000000814,217.0000000000005,,-1282.9999999999857
2019.10.07,11.00000000000545,49.99999999999449,-437.99999999998283,-220.00000000002018,-110.99999999999443,-400.0000000000057,-207.00000000000162,-222.99999999999898,15.00000000000945,236.00000000001398,,-1286.99999999998
2019.10.07,-3.999999999981796,78.99999999998464,-319.0000000000026,-137.00000000000932,-46.00000000000159,-356.9999999999993,-235.00000000000742,-207.00000000000784,3.0000000000085514,230.00000000001907,,-992.9999999999975
2019.10.07,107.00000000001265,61.99999999998429,-261.9999999999845,-86.0000000000083,-87.99999999999919,-263.9999999999816,-49.00000000001015,-121.99999999999989,2.000000000002,119.00000000000244,,-580.999999999982
2019.10.07,65.00000000000395,41.000000000002146,-170.00000000000347,-19.00000000001345,-10.999999999994348,-240.99999999998545,-53.999999999998494,-126.00000000000477,34.000000000000696,169.00000000001913,,-311.9999999999741
2019.10.07,121.99999999999989,32.999999999994145,26.0000000000149,105.99999999998388,133.00000000000534,-112.99999999999955,110.99999999999443,-58.000000000006935,178.00000000000037,92.00000000000318,,629.9999999999897
2019.10.07,150.00000000000568,51.000000000001044,-71.99999999998319,92.99999999998754,173.00000000000094,-182.99999999999272,18.0000000000069,-44.00000000001114,252.0000000000078,65.00000000000395,,503.00000000002683
2019.10.07,89.00000000000574,48.99999999998794,-73.99999999999629,35.999999999991594,163.99999999999747,-170.99999999999227,15.00000000000945,-96.00000000000364,243.00000000000432,82.00000000000429,,337.00000000000864
2019.10.07,43.999999999999595,-5.000000000010552,-113.99999999999189,45.99999999999049,158.99999999999804,-211.9999999999891,-52.99999999999194,-84.00000000000318,226.00000000000398,13.000000000018552,,20.00000000002401
2019.10.07,55.000000000005045,4.999999999988347,-256.99999999999613,-29.00000000001235,156.99999999999602,-328.00000000000296,-121.99999999999989,-133.00000000000978,292.00000000000335,-14.999999999987246,,-375.0000000000155
2019.10.07,7.0000000000014495,-89.00000000000574,-438.9999999999894,-80.00000000001339,117.00000000000044,-574.9999999999886,-249.99999999999466,-231.99999999999932,304.00000000000426,-62.99999999999084,,-1299.999999999976
2019.10.07,-9.999999999998899,-73.00000000001194,-374.999999999992,-96.00000000000719,85.00000000000173,-447.00000000000273,-182.99999999999983,-198.0000000000075,250.00000000000577,-26.999999999999247,,-1074.000000000012
2019.10.07,-80.99999999999774,-82.00000000000429,-304.9999999999997,-141.00000000001333,100.00000000000009,-403.99999999999636,-116.00000000000499,-274.0000000000009,255.00000000000523,24.000000000001798,,-1024.0000000000102
2019.10.07,-131.99999999999878,-145.00000000001734,-334.9999999999964,-159.00000000002024,117.00000000000044,-480.99999999999454,-126.99999999998823,-332.9999999999984,296.0000000000074,65.00000000000395,,-1234.000000000002
2019.10.07,-186.99999999998164,-256.00000000001177,-243.99999999999977,-175.00000000001404,104.00000000000409,-508.99999999998613,76.0000000000094,-463.0000000000081,314.0000000000032,23.00000000001745,,-1316.9999999999675
2019.10.07,-95.00000000000064,-208.00000000000819,-384.9999999999909,-261.0000000000001,28.000000000005798,-497.99999999999045,93.99999999999409,-415.00000000000625,328.0000000000061,-82.99999999998863,,-1494.9999999999793
2019.10.07,-143.99999999998857,-204.00000000000418,-322.00000000000006,-183.00000000002203,46.999999999997044,-578.000000000003,-18.999999999991246,-457.9999999999984,247.00000000000833,-24.999999999986144,,-1638.999999999988
2019.10.07,-130.99999999999224,-249.00000000001032,-381.99999999999346,-189.00000000001694,29.999999999996696,-716.9999999999845,-21.999999999988695,-529.0000000000106,273.000000000001,-59.99999999999339,,-1975.9999999999925
2019.10.07,-154.99999999999403,-154.0000000000097,-228.99999999999034,-142.0000000000199,65.99999999999939,-520.9999999999866,-42.0000000000087,-448.0000000000075,194.0000000000053,-60.99999999999994,,-1492.000000000012
2019.10.07,-149.9999999999835,-140.0000000000068,-243.99999999999977,-137.00000000000932,82.00000000000429,-591.9999999999845,-69.9999999999923,-496.0000000000093,208.00000000000819,-77.99999999997809,,-1616.9999999999511
2019.10.07,-46.999999999997044,-154.0000000000097,-376.9999999999829,-165.00000000001512,58.000000000002494,-686.9999999999834,-39.999999999995595,-484.00000000000887,290.00000000000136,-29.999999999996696,,-1635.9999999999854
2019.10.07,-35.999999999991594,-96.00000000000719,-300.99999999999574,-143.00000000000423,90.0000000000012,-685.0000000000023,-32.0000000000098,-520.0000000000102,291.0000000000079,50.0000000000167,,-1381.9999999999952
2019.10.07,-35.999999999991594,-87.00000000001484,-295.99999999998516,-132.00000000002098,97.00000000000264,-712.9999999999939,-59.000000000009045,-538.0000000000109,281.00000000000904,80.00000000001339,,-1403.0000000000011
2019.10.07,-23.999999999979593,-73.00000000001194,-182.99999999999983,-96.00000000000719,131.00000000000333,-640.9999999999911,45.000000000006146,-548.0000000000018,299.00000000000483,112.000000000001,,-977.9999999999762
2019.10.07,17.000000000000348,-144.0000000000108,-363.9999999999866,-206.00000000001728,-31.999999999998696,-932.9999999999927,119.00000000000244,-757.000000000005,254.00000000000978,43.00000000001525,,-2002.9999999999832
2019.10.07,47.00000000001925,-94.00000000001629,-173.00000000000094,-89.00000000000574,114.00000000000298,-769.0000000000055,184.99999999999073,-669.0000000000111,340.00000000000693,89.00000000000574,,-1019.0000000000139
2019.10.07,55.000000000005045,-111.00000000001664,-154.99999999999403,-63.000000000013046,153.00000000000313,-734.9999999999852,198.00000000000927,-626.0000000000048,378.00000000000057,54.0000000000207,,-851.9999999999749
2019.10.07,66.00000000001049,-164.00000000000858,-129.00000000000134,-53.00000000001415,141.00000000000225,-718.9999999999941,303.9999999999932,-627.0000000000095,412.00000000000125,111.00000000001664,,-658.000000000004
2019.10.07,50.0000000000167,-137.00000000000932,-126.99999999998823,-65.00000000000395,156.00000000000057,-673.9999999999782,269.00000000000813,-603.9999999999992,412.00000000000125,64.0000000000196,,-655.9999999999328
2019.10.07,75.00000000000284,-134.00000000001188,-141.99999999999767,-51.000000000001044,153.00000000000313,-703.9999999999793,256.99999999999613,-594.9999999999989,415.0000000000098,51.000000000001044,,-674.999999999976
