,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,20,"['CHFJPY', 'CADJPY']",80.0,0.39783859910513314,B
1,1,EURUSD,15,"['AUDCAD', 'NZDCHF', 'AUDUSD', 'NZDUSD', 'NZDCAD', 'AUDCHF']",80.0,0.8752298809523822,B
2,2,USDJPY,10,['AUDCAD'],80.0,-0.19544476190475996,S
3,3,AUDUSD,10,['AUDCAD'],80.0,0.20025376984126778,B
4,4,NZDUSD,15,['AUDCAD'],80.0,0.49686873903872864,B
5,5,GBPCHF,15,"['NZDCHF', 'AUDCHF', 'AUDJPY', 'NZDCAD', 'NZDUSD']",80.0,0.015639065656565646,B
6,6,AUDCHF,10,"['AUDCAD', 'AUDUSD']",100.0,0.5969565873016087,B
7,7,EURGBP,10,['USDJPY'],80.0,0.3315333333333307,B
8,8,GBPCAD,10,"['AUDNZD', 'EURCAD', 'EURCHF']",100.0,0.8931,B
9,9,EURCAD,50,"['NZDCAD', 'NZDUSD', 'EURNZD', 'NZDCHF', 'EURJPY', 'NZDJPY', 'CADJPY']",80.0,0.6826065315240326,B
10,10,EURNZD,10,['AUDCHF'],80.0,-0.3355759523809509,S
11,11,AUDJPY,15,['AUDCAD'],100.0,0.49783117771117025,B
12,12,NZDCAD,10,['AUDCAD'],80.0,0.19282484126984106,B
