date,EURUSD,USDJPY,USDCAD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,AUDCAD,AUDNZD,empty,sum
2016.02.15,0.0,-31.999999999996476,-104.99999999999955,-287.9999999999994,-206.00000000000307,-134.99999999999625,-17.000000000000348,-222.0000000000084,-353.99999999996544,-118.99999999999977,-79.99999999999119,-12.000000000000899,-95.00000000000064,,-1664.9999999999613
2016.02.15,-41.99999999998649,-231.99999999999932,-119.00000000000244,-340.00000000000693,-341.99999999999875,-109.99999999999899,-28.999999999990145,-463.99999999999864,-327.9999999999728,-222.99999999999898,2.999999999997449,60.99999999999994,-51.99999999998539,,-2216.999999999942
2016.02.15,-102.00000000000209,-337.0000000000033,-105.99999999998388,-554.00000000001,-442.99999999999784,-241.99999999999778,-117.00000000000044,-783.9999999999918,-293.99999999997203,-269.00000000000546,-221.99999999998886,97.9999999999981,-14.999999999987246,,-3386.9999999999427
2016.02.15,-182.99999999999983,-347.999999999999,0.0,-601.000000000007,-421.99999999999704,-278.9999999999959,-148.99999999999915,-834.0000000000032,-383.99999999998437,-243.0000000000092,-337.99999999999386,53.00000000000304,31.000000000003247,,-3696.999999999982
2016.02.15,-163.00000000000205,-316.0000000000025,63.000000000013046,-628.0000000000064,-397.00000000000557,-305.99999999999517,-156.99999999999602,-796.999999999997,-236.99999999999832,-212.0000000000033,-390.0000000000015,63.00000000000195,-12.999999999996348,,-3489.999999999989
2016.02.15,-103.99999999999298,-204.00000000000773,83.00000000001084,-487.99999999999955,-284.9999999999966,-297.9999999999983,-62.99999999999084,-516.9999999999959,-159.99999999998238,-124.00000000000944,-327.00000000001063,92.00000000000318,-153.9999999999875,,-2548.9999999999573
2016.02.15,-45.99999999999049,-204.00000000000773,124.99999999999733,-438.00000000000506,-320.99999999999795,-299.00000000000483,-39.00000000000014,-515.0000000000148,-131.99999999997658,-169.00000000001114,-341.99999999999784,78.99999999999574,-61.99999999998429,,-2362.9999999999973
2016.02.15,-132.99999999998312,-325.00000000000284,195.00000000001182,-591.0000000000082,-426.9999999999925,-378.00000000000057,-121.99999999999989,-765.9999999999911,-4.999999999988347,-287.00000000000614,-516.9999999999897,114.99999999999844,-194.99999999998963,,-3435.9999999999413
2016.02.15,-176.99999999998272,-364.9999999999949,118.00000000001809,-632.0000000000103,-391.00000000000534,-390.0000000000015,-119.99999999999788,-774.0000000000009,-272.9999999999677,-250.0,-506.9999999999908,0.999999999995449,-205.99999999999508,,-3965.9999999999336
2016.02.15,-173.00000000000094,-471.00000000000364,153.00000000000313,-695.0000000000011,-426.9999999999925,-473.0000000000012,-135.99999999999167,-968.9999999999941,180.00000000002458,-347.0000000000084,-644.0000000000001,180.99999999999784,-242.99999999999324,,-4063.999999999962
2016.02.15,-184.99999999999073,-506.0000000000002,312.00000000000114,-778.000000000012,-454.9999999999983,-507.0000000000019,-176.99999999999383,-1069.9999999999932,602.0000000000358,-350.0000000000085,-720.0000000000095,300.0000000000003,-241.99999999998667,,-3775.9999999999573
2016.02.15,-200.99999999998454,-584.9999999999937,368.9999999999971,-805.0000000000113,-527.000000000001,-543.0000000000045,-205.99999999999508,-1237.9999999999995,634.0000000000234,-419.00000000001114,-804.0000000000047,352.9999999999922,-280.9999999999979,,-4252.99999999999
2016.02.15,-213.99999999998087,-615.9999999999997,375.0000000000142,-904.0000000000159,-527.000000000001,-573.0000000000013,-224.9999999999974,-1307.9999999999927,741.0000000000139,-440.00000000001194,-815.9999999999945,408.9999999999927,-302.0000000000023,,-4399.999999999976
2016.02.15,-205.99999999999508,-626.0000000000048,351.0000000000124,-912.0000000000017,-513.0000000000052,-565.9999999999999,-222.99999999999542,-1318.9999999999884,682.0000000000271,-451.9999999999982,-791.9999999999927,390.99999999999693,-283.99999999999534,,-4468.99999999994
2016.02.15,-153.9999999999875,-620.9999999999951,348.00000000001495,-931.0000000000151,-483.99999999999466,-568.0000000000018,-203.99999999999307,-1334.0000000000032,779.0000000000408,-527.000000000001,-713.9999999999924,439.0000000000005,-299.00000000000483,,-4269.999999999933
2016.02.15,-198.99999999999363,-646.0000000000008,402.9999999999978,-1026.0000000000157,-483.0000000000041,-609.9999999999994,-226.99999999999943,-1388.0000000000052,961.0000000000341,-498.00000000000466,-818.0000000000076,512.9999999999968,-346.9999999999862,,-4364.999999999988
2016.02.15,-200.99999999998454,-737.9999999999995,384.00000000000654,-1021.0000000000052,-572.0000000000027,-626.0000000000043,-244.99999999999523,-1512.0000000000005,840.0000000000407,-585.9999999999985,-804.0000000000047,476.9999999999941,-370.999999999988,,-4974.999999999941
2016.02.15,-120.99999999999334,-632.000000000005,346.0000000000019,-943.000000000005,-527.000000000001,-575.9999999999987,-209.9999999999991,-1377.0000000000095,689.0000000000284,-581.0000000000031,-686.9999999999932,422.9999999999956,-72.99999999998974,,-4268.999999999972
2016.02.15,-285.00000000000193,-599.9999999999943,345.0000000000175,-978.9999999999966,-515.0000000000006,-611.000000000006,-276.9999999999939,-1344.9999999999989,737.0000000000321,-506.0000000000002,-940.0000000000075,405.9999999999952,-78.99999999998464,,-4648.999999999939
2016.02.15,-305.9999999999841,-548.0000000000018,280.0000000000136,-1031.000000000004,-350.9999999999991,-631.0000000000038,-284.9999999999908,-1169.9999999999875,738.0000000000387,-278.0000000000058,-895.0000000000014,436.9999999999985,-36.999999999998145,,-4076.999999999925
2016.02.15,-368.9999999999971,-493.9999999999998,108.00000000001918,-1051.0000000000018,-188.0000000000024,-624.9999999999977,-269.9999999999925,-1028.9999999999964,575.9999999999987,-165.00000000000625,-819.9999999999985,370.9999999999991,11.00000000000545,,-3944.99999999997
2016.02.15,-459.99999999999375,-579.0000000000077,50.0000000000167,-1209.0000000000157,-96.9999999999942,-711.000000000006,-259.9999999999936,-983.0000000000041,693.0000000000102,-177.0000000000067,-865.0000000000047,383.99999999999545,5.000000000010552,,-4208.999999999994
2016.02.15,-430.9999999999814,-581.9999999999936,121.00000000001555,-1170.0000000000043,-79.9999999999983,-707.9999999999975,-242.99999999999324,-900.0000000000057,848.0000000000043,-188.0000000000024,-852.0000000000083,410.9999999999947,26.999999999999247,,-3746.999999999971
2016.02.15,-400.00000000000034,-615.9999999999997,87.99999999999919,-1076.0000000000102,-212.0000000000033,-668.0000000000019,-185.99999999999727,-966.0000000000082,806.00000000004,-356.00000000000875,-743.9999999999891,419.9999999999982,89.00000000000574,,-3820.999999999975
2016.02.15,-380.9999999999869,-644.999999999996,153.00000000000313,-931.0000000000151,-240.99999999999966,-751.9999999999972,-136.99999999999824,-945.999999999998,1108.00000000002,-332.9999999999984,-998.00000000001,412.00000000000125,-21.00000000000435,,-3711.9999999999795
2016.02.15,-378.999999999996,-611.0000000000042,233.00000000001654,-1036.999999999999,-230.99999999999454,-736.9999999999987,-161.99999999999548,-935.0000000000023,1114.000000000015,-317.0000000000073,-909.9999999999886,417.0000000000007,-113.99999999999189,,-3668.9999999999454
2016.02.15,-370.999999999988,-644.999999999996,140.0000000000068,-1090.0000000000132,-239.00000000000432,-717.000000000001,-180.99999999999784,-963.9999999999986,1235.0000000000084,-393.0000000000007,-851.0000000000017,556.9999999999964,-62.99999999999084,,-3581.999999999981
2016.02.15,-448.9999999999883,-637.0000000000005,133.00000000000534,-889.0000000000065,-182.00000000000216,-758.0000000000031,-109.99999999999899,-736.9999999999948,1431.0000000000045,-309.0000000000117,-1018.9999999999922,520.9999999999936,-93.99999999999409,,-3098.999999999989
2016.02.15,-536.9999999999875,-727.9999999999944,208.00000000000819,-1106.000000000007,-111.99999999999477,-834.9999999999968,-202.9999999999976,-931.0000000000116,1573.0000000000023,-218.00000000000352,-1131.9999999999998,510.99999999999477,-234.00000000000088,,-3743.999999999989
2016.02.15,-551.9999999999969,-787.9999999999967,177.00000000000495,-1104.0000000000161,-120.99999999999511,-804.0000000000047,-195.9999999999962,-997.9999999999905,1556.000000000024,-255.00000000000966,-1059.00000000001,585.0000000000022,-141.99999999999767,,-3700.999999999982
2016.02.15,-564.9999999999933,-789.0000000000015,158.0000000000137,-1195.0000000000127,-123.00000000000466,-843.0000000000049,-228.99999999999034,-1066.0000000000025,1338.000000000017,-246.9999999999999,-1131.9999999999998,522.9999999999957,-104.99999999999955,,-4274.999999999984
2016.02.15,-573.9999999999857,-840.0000000000034,160.00000000000458,-1242.0000000000098,-99.99999999999432,-917.9999999999966,-219.99999999999798,-1127.0000000000095,1321.0000000000389,-311.00000000000705,-1173.0000000000018,470.9999999999992,-96.99999999999153,,-4649.999999999955
2016.02.15,-644.0000000000001,-871.9999999999999,40.0000000000178,-1381.00000000001,-120.99999999999511,-949.9999999999953,-236.99999999999832,-1116.0000000000139,1488.0000000000227,-456.00000000000307,-1147.9999999999934,551.0000000000015,-187.99999999998818,,-5033.9999999999545
2016.02.15,-865.999999999989,-1022.9999999999961,117.00000000001154,-1533.0000000000066,-37.9999999999967,-1056.9999999999968,-420.9999999999936,-1355.9999999999945,1392.0000000000155,-252.00000000000955,-1564.999999999994,471.99999999999466,-121.99999999999989,,-6251.999999999956
2016.02.15,-1059.9999999999943,-1122.0,-39.999999999995595,-1526.0000000000052,-36.99999999999193,-1068.0000000000023,-446.9999999999974,-1299.0000000000066,1368.000000000036,-151.00000000001046,-1662.000000000008,419.9999999999982,-123.99999999999079,,-6747.999999999968
2016.02.15,-1005.9999999999958,-1200.0000000000027,80.00000000001339,-1495.0000000000018,-105.00000000000398,-1053.0000000000039,-420.9999999999936,-1336.999999999989,1361.0000000000343,-239.00000000000432,-1578.999999999997,380.999999999998,-119.99999999998678,,-6732.999999999934
2016.02.15,-907.9999999999977,-1260.000000000005,93.00000000000975,-1395.000000000013,-188.99999999999295,-1061.000000000001,-322.9999999999955,-1282.999999999987,1425.0000000000095,-396.0000000000008,-1533.0000000000066,393.9999999999944,-133.00000000000534,,-6568.999999999991
2016.02.15,-914.9999999999991,-1317.9999999999977,97.00000000001374,-1272.0000000000064,-280.9999999999917,-1048.0000000000045,-247.99999999999267,-1330.0000000000125,1410.0000000000002,-451.0000000000076,-1519.0000000000036,327.99999999999494,-119.99999999998678,,-6666.999999999994
2016.02.15,-981.999999999994,-1359.9999999999995,147.00000000000824,-1192.0000000000152,-311.9999999999976,-1061.9999999999964,-239.99999999999577,-1337.9999999999939,1502.0000000000255,-440.00000000001194,-1588.999999999996,330.9999999999924,-106.00000000000608,,-6640.999999999979
