date,AUDUSD,NZDUSD,CADCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.10.18,-14.999999999998348,-20.999999999993246,-67.00000000000594,-87.99999999999919,-97.00000000000264,-54.9999999999784,0.0,-310.0000000000103,-162.00000000001768,-33.00000000000125,-36.000000000001364,-26.000000000003798,,-910.000000000012
2021.10.18,-106.99999999999044,-202.9999999999976,-89.00000000000574,-243.99999999999977,-4.999999999999449,-144.9999999999818,9.000000000014552,-1.999999999990898,-281.0000000000201,-70.99999999999795,-215.99999999999397,63.00000000000195,,-1290.9999999999611
2021.10.18,-234.99999999999633,-349.99999999999477,-121.00000000000443,-330.0000000000081,12.000000000000899,-319.9999999999932,-162.9999999999825,-45.99999999999049,-567.0000000000064,-316.0000000000025,-441.99999999999307,73.99999999999629,,-2803.999999999975
2021.10.18,-208.99999999999253,-304.00000000000426,-56.0000000000005,-282.99999999999994,11.00000000000545,-334.99999999997954,-145.99999999998658,31.000000000003247,-513.0000000000078,-314.9999999999977,-420.0000000000017,170.99999999999892,,-2367.999999999963
2021.10.18,-162.99999999999093,-282.99999999999994,-36.999999999998145,-262.00000000000665,-2.999999999997449,-335.9999999999843,-108.00000000000409,93.99999999999409,-472.00000000000574,-230.00000000000398,-373.00000000000466,161.99999999999548,,-2011.0000000000064
2021.10.18,-168.99999999999693,-256.0000000000007,-19.999999999997797,-231.0000000000034,-0.999999999995449,-334.0000000000032,-98.99999999998954,146.00000000000168,-384.00000000000654,-236.0000000000042,-322.9999999999933,251.99999999999667,,-1654.9999999999925
2021.10.18,-121.99999999999989,-180.99999999999784,-34.000000000000696,-211.00000000000563,-24.000000000001798,-310.0000000000023,-68.9999999999884,121.99999999999989,-294.0000000000165,-195.99999999999795,-237.99999999999955,153.00000000000313,,-1404.0000000000075
2021.10.18,-17.000000000000348,-139.00000000000023,-29.000000000001247,-200.00000000000017,-2.000000000002,-107.99999999997567,57.00000000001637,107.99999999999699,-313.00000000000773,-28.999999999996362,-161.00000000000136,142.99999999999312,,-689.9999999999786
2021.10.18,-15.999999999993797,-100.99999999999554,-41.000000000002146,-175.99999999999838,16.0000000000049,6.000000000000227,167.0000000000016,106.00000000000608,-237.00000000002052,30.000000000001137,-99.00000000000375,117.00000000000044,,-227.99999999999977
2021.10.18,-44.99999999999504,-85.00000000000173,-46.999999999997044,-134.0000000000008,73.00000000000084,170.00000000001592,206.00000000001728,69.9999999999923,-119.00000000000244,31.00000000000591,-16.000000000005343,100.99999999999554,,205.0000000000254
2021.10.18,-60.99999999999994,-104.00000000000409,-28.000000000005798,-151.00000000000114,92.99999999999864,268.0000000000007,247.0000000000141,137.9999999999937,-143.00000000000423,55.999999999997385,6.000000000000227,139.00000000000023,,459.99999999998977
2021.10.18,-71.99999999999429,-165.00000000000404,-36.0000000000027,-207.00000000000162,82.00000000000429,171.99999999999704,188.0000000000166,137.9999999999937,-280.0000000000136,19.99999999999602,-97.99999999999898,161.00000000000003,,-97.00000000000747
2021.10.18,-20.999999999993246,-158.0000000000026,-41.000000000002146,-214.99999999999852,73.99999999999629,44.00000000001114,73.0000000000075,136.00000000000279,-302.0000000000023,21.000000000000796,-137.00000000000045,107.99999999999699,,-417.9999999999837
