date,GBPUSD,EURUSD,EURCHF,EURJPY,EURCAD,EURAUD,AUDCAD,empty,sum
2018.04.16,-79.00000000000685,-58.000000000002494,0.0,-43.99999999998272,-70.0000000000145,-52.99999999999194,0.0,,-303.9999999999985
2018.04.16,-8.000000000008,-9.999999999998899,46.999999999997044,45.000000000015916,-58.000000000002494,29.00000000001235,26.999999999999247,,72.00000000001515
2018.04.16,-29.999999999996696,-36.0000000000138,124.00000000001299,54.000000000002046,-45.000000000006146,-54.99999999998284,-115.99999999999389,,-103.99999999997831
2018.04.16,-25.00000000000835,-26.999999999999247,212.99999999999653,106.00000000002296,49.99999999999449,-181.9999999999933,-178.99999999999582,,-43.99999999998269
2018.04.16,-8.000000000008,-7.0000000000014495,277.00000000001614,97.00000000000841,64.99999999998174,-165.9999999999995,-165.00000000000404,,92.99999999999335
2018.04.16,22.999999999995246,7.0000000000014495,262.00000000000665,76.99999999999818,112.99999999998533,-24.999999999986144,-131.00000000000333,,325.9999999999974
2018.04.16,72.99999999998974,21.00000000000435,225.00000000000853,-3.9999999999906777,107.99999999999699,-94.99999999997843,-160.00000000000458,,168.0000000000259
2018.04.16,96.99999999999153,48.99999999998794,238.0000000000049,8.000000000009777,169.99999999998127,-87.99999999999919,-207.99999999999707,,265.9999999999792
2018.04.16,200.99999999998454,82.00000000000429,258.0000000000027,28.00000000002001,161.99999999999548,-108.99999999998133,-224.000000000002,,398.0000000000237
2018.04.16,163.9999999999864,51.99999999998539,242.00000000000887,-38.99999999998727,198.99999999999363,-109.99999999998789,-236.99999999999832,,271.0000000000008
2018.04.16,123.99999999999079,45.99999999999049,231.0000000000034,-106.99999999999932,220.99999999998232,15.00000000000945,-193.99999999999417,,335.99999999998295
2018.04.16,202.9999999999976,86.99999999999264,235.00000000000742,-207.9999999999984,249.99999999999466,-58.99999999998684,-229.00000000000142,,279.0000000000056
2018.04.16,224.99999999998633,89.00000000000574,226.99999999999943,-219.99999999999886,278.00000000000045,4.000000000004,-214.00000000000307,,388.999999999994
2018.04.16,245.99999999999068,87.99999999999919,225.00000000000853,-169.9999999999875,275.9999999999874,-39.999999999995595,-234.99999999999633,,390.00000000000637
2018.04.16,200.99999999998454,45.000000000006146,209.9999999999991,-243.99999999999977,258.99999999998704,-18.999999999991246,-209.00000000000364,,242.99999999998215
2018.04.16,183.99999999998417,21.00000000000435,205.00000000001074,-281.99999999998226,240.9999999999801,-26.999999999999247,-209.9999999999991,,131.99999999999875
2018.04.16,141.99999999999767,-2.0000000000131024,246.00000000001288,-288.99999999998727,227.99999999998377,-37.99999999998249,-212.99999999999653,,74.00000000001495
2018.04.16,79.99999999999119,-12.999999999996348,248.00000000000378,-350.9999999999991,245.99999999999068,15.00000000000945,-178.00000000000037,,46.99999999999929
2018.04.16,89.99999999999008,-5.999999999994898,255.00000000000523,-304.00000000000205,215.99999999999397,-50.99999999997884,-202.9999999999976,,-2.9999999999841407
2018.04.16,-9.000000000014552,-49.00000000001015,242.00000000000887,-304.9999999999784,205.99999999999508,-9.999999999998899,-178.99999999999582,,-103.99999999999386
2018.04.16,-9.000000000014552,-29.00000000001235,211.00000000000563,-305.9999999999832,201.99999999999108,135.00000000001845,-119.99999999999788,,84.0000000000072
2018.04.16,73.99999999999629,58.000000000002494,207.00000000000162,-173.99999999997817,275.9999999999874,119.00000000000244,-163.99999999999747,,396.00000000001455
2018.04.16,180.99999999998673,239.99999999999577,214.00000000000307,1.0000000000047748,424.00000000000216,218.00000000000708,-204.00000000000418,,1073.9999999999955
2018.04.16,299.99999999998914,273.9999999999965,229.99999999999687,17.00000000002433,507.9999999999973,297.0000000000139,-234.00000000000088,,1392.000000000017
2018.04.16,288.99999999998374,275.9999999999874,168.99999999999693,8.000000000009777,593.9999999999834,362.00000000001785,-232.99999999999432,,1464.9999999999848
2018.04.16,422.9999999999956,289.9999999999903,154.0000000000097,16.000000000019554,573.9999999999857,316.0000000000052,-195.9999999999962,,1577.00000000001
2018.04.16,597.9999999999874,303.9999999999932,155.00000000001623,37.00000000000614,445.99999999999085,299.00000000000483,-182.00000000000438,,1656.9999999999943
2018.04.16,593.9999999999834,304.9999999999997,168.99999999999693,88.99999999999864,424.99999999998647,301.0000000000179,-126.99999999999933,,1755.9999999999836
2018.04.16,595.9999999999966,331.999999999999,225.00000000000853,92.00000000001296,537.9999999999941,411.0000000000058,-148.0000000000037,,2046.0000000000132
2018.04.16,671.9999999999837,370.999999999988,260.0000000000158,162.00000000000614,604.9999999999889,491.0000000000192,-119.99999999999788,,2441.000000000004
2018.04.16,602.999999999998,296.9999999999917,219.99999999999798,219.0000000000225,458.9999999999872,496.00000000000756,-90.99999999999665,,2203.000000000008
2018.04.16,618.9999999999918,310.9999999999946,217.0000000000005,221.00000000000364,475.99999999998755,509.00000000000387,-48.99999999999905,,2303.9999999999827
2018.04.16,705.9999999999844,485.99999999998647,214.00000000000307,384.00000000001455,506.9999999999908,586.0000000000198,-21.00000000000435,,2861.9999999999945
2018.04.16,810.999999999984,531.9999999999991,190.00000000000128,317.0000000000073,498.9999999999828,622.0000000000115,2.000000000002,,2972.9999999999877
2018.04.16,770.9999999999884,499.000000000005,168.99999999999693,280.00000000000114,352.9999999999811,455.0000000000054,-19.00000000000235,,2507.999999999976
2018.04.16,739.9999999999851,373.00000000000114,165.00000000001512,173.00000000000182,183.99999999998417,355.0000000000164,-7.0000000000014495,,1983.0000000000023
2018.04.16,812.999999999997,336.00000000000296,190.00000000000128,133.00000000000978,134.99999999999625,311.0000000000168,28.000000000005798,,1946.00000000003
2018.04.16,795.9999999999967,363.0000000000022,207.00000000000162,165.00000000002046,258.99999999998704,394.00000000000546,-2.000000000002,,2182.000000000012
2018.04.16,892.0000000000039,402.9999999999978,202.00000000001327,180.00000000000682,306.9999999999906,377.0000000000051,0.0,,2361.0000000000173
2018.04.16,846.9999999999977,445.99999999999085,187.00000000000384,130.00000000002387,299.99999999998914,399.00000000001603,-12.999999999996348,,2296.000000000025
