date,EURUSD,EURCHF,AUDCAD,empty,sum
2018.05.07,0.0,-66.99999999999484,-23.00000000000635,,-90.0000000000012
2018.05.07,43.999999999999595,-49.99999999999449,-12.000000000000899,,-17.999999999995797
2018.05.07,66.99999999999484,7.0000000000014495,-15.00000000000945,,58.99999999998684
2018.05.07,81.9999999999821,42.999999999993044,0.999999999995449,,125.99999999997058
2018.05.07,82.99999999998863,41.000000000002146,35.999999999991594,,159.99999999998238
2018.05.07,38.99999999998904,28.999999999990145,80.99999999999774,,148.99999999997692
2018.05.07,27.999999999983594,21.00000000000435,103.99999999999298,,152.99999999998093
2018.05.07,106.99999999999044,11.999999999989797,57.99999999999139,,176.99999999997164
2018.05.07,157.99999999999147,25.999999999992696,56.99999999999594,,240.9999999999801
2018.05.07,153.9999999999875,12.999999999996348,59.99999999999339,,226.99999999997726
2018.05.07,144.99999999999514,11.999999999989797,21.999999999999797,,178.99999999998474
2018.05.07,194.99999999998963,15.00000000000945,12.999999999996348,,222.99999999999545
2018.05.07,217.0000000000005,4.000000000004,2.999999999997449,,224.00000000000196
2018.05.07,163.00000000000205,-2.999999999997449,22.999999999995246,,182.99999999999986
2018.05.07,92.99999999998754,-28.999999999990145,100.00000000000009,,163.99999999999747
2018.05.07,87.99999999999919,-24.000000000001798,128.99999999999022,,192.9999999999876
2018.05.07,-28.000000000005798,-41.000000000002146,139.99999999999568,,70.99999999998774
2018.05.07,-90.00000000001229,-48.000000000003595,158.99999999999804,,20.99999999998215
2018.05.07,-127.00000000001043,-70.99999999999883,153.99999999999858,,-44.00000000001069
2018.05.07,-140.0000000000068,-86.99999999999264,178.99999999999582,,-48.00000000000361
2018.05.07,-286.00000000000847,-97.9999999999981,166.99999999999494,,-217.00000000001165
2018.05.07,-250.00000000001688,-59.000000000009045,153.99999999999858,,-155.00000000002734
2018.05.07,-290.9999999999968,-45.000000000006146,172.99999999998983,,-163.00000000001313
2018.05.07,-226.00000000001506,68.00000000000139,183.99999999999528,,25.99999999998161
2018.05.07,-251.00000000000122,146.00000000000168,168.99999999999693,,63.999999999997385
2018.05.07,-270.99999999999903,123.99999999999079,166.99999999999494,,19.9999999999867
2018.05.07,-273.0000000000121,139.00000000000023,165.9999999999995,,31.999999999987608
2018.05.07,-336.00000000000296,147.99999999999258,199.9999999999891,,11.999999999978712
2018.05.07,-391.000000000008,130.0000000000079,200.99999999999562,,-60.00000000000449
2018.05.07,-523.0000000000068,75.00000000000284,241.99999999999778,,-206.0000000000062
2018.05.07,-531.9999999999991,36.999999999998145,257.9999999999916,,-237.00000000000938
2018.05.07,-397.0000000000029,28.000000000005798,265.99999999999955,,-102.99999999999756
2018.05.07,-445.0000000000065,1.0000000000065512,291.99999999999227,,-152.00000000000767
2018.05.07,-459.0000000000094,8.000000000008,306.9999999999906,,-144.00000000001074
2018.05.07,-435.0000000000076,25.00000000000835,188.9999999999947,,-221.00000000000455
2018.05.07,-402.0000000000135,-72.0000000000054,139.99999999999568,,-334.0000000000232
2018.05.07,-391.000000000008,-72.0000000000054,122.99999999999534,,-340.0000000000181
2018.05.07,-341.00000000001353,-41.000000000002146,142.99999999999312,,-239.00000000002257
2018.05.07,-270.99999999999903,-42.999999999993044,142.99999999999312,,-170.99999999999898
2018.05.07,-209.9999999999991,0.0,151.9999999999966,,-58.0000000000025
2018.05.07,-290.00000000001245,-21.00000000000435,128.99999999999022,,-182.0000000000266
2018.05.07,-268.0000000000016,-24.000000000001798,123.99999999999079,,-168.00000000001262
2018.05.07,-277.00000000001614,-25.00000000000835,127.99999999999478,,-174.00000000002973
2018.05.07,-280.9999999999979,-2.999999999997449,97.9999999999981,,-185.99999999999724
2018.05.07,-312.00000000000114,-32.999999999994145,-30.000000000007798,,-375.00000000000307
2018.05.07,-313.00000000000773,-32.999999999994145,-27.00000000001035,,-373.0000000000122
2018.05.07,-307.99999999999716,-34.000000000000696,-35.00000000000725,,-377.0000000000051
2018.05.07,-289.0000000000059,-29.999999999996696,-1.0000000000065512,,-320.00000000000915
2018.05.08,-289.0000000000059,-82.00000000000429,49.99999999999449,,-321.00000000001575
2018.05.08,-310.0000000000103,-43.999999999999595,62.99999999999084,,-291.00000000001904
2018.05.08,-289.0000000000059,-18.999999999991246,53.999999999998494,,-253.99999999999866
2018.05.08,-287.9999999999994,-18.0000000000069,44.99999999999504,,-261.0000000000112
2018.05.08,-289.0000000000059,-18.0000000000069,28.999999999990145,,-278.0000000000226
2018.05.08,-263.99999999999756,-36.999999999998145,2.999999999997449,,-297.99999999999824
2018.05.08,-196.0000000000184,-15.00000000000945,-64.0000000000085,,-275.0000000000364
2018.05.08,-246.99999999999721,-15.999999999993797,-43.00000000000415,,-305.99999999999517
2018.05.08,-200.00000000000017,-5.999999999994898,-32.0000000000098,,-238.00000000000486
2018.05.08,-385.00000000001313,-51.000000000001044,-5.000000000010552,,-441.0000000000247
2018.05.08,-365.0000000000153,-48.000000000003595,87.99999999999919,,-325.00000000001967
2018.05.08,-299.00000000000483,-35.00000000000725,87.99999999999919,,-246.00000000001285
2018.05.08,-304.9999999999997,-22.999999999995246,69.9999999999923,,-258.0000000000026
2018.05.08,-375.0000000000142,-38.0000000000047,67.9999999999903,,-345.00000000002865
2018.05.08,-419.0000000000138,-42.999999999993044,71.99999999999429,,-390.0000000000126
