date,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2019.04.15,0.0,-22.999999999996135,0.0,-40.00000000000669,-100.99999999999554,-185.00000000001293,-34.000000000000696,-76.00000000000762,-87.00000000000374,-92.99999999999864,-134.99999999999625,-67.9999999999903,-144.9999999999818,-266.0000000000107,-31.999999999996476,-81.00000000001995,-52.99999999999194,-239.00000000001143,-65.99999999998829,-60.000000000002274,-90.99999999999665,-134.99999999999625,,-2010.000000000004
2019.04.15,86.99999999999264,-61.00000000000705,-12.000000000012001,-26.999999999999247,-151.00000000000114,-194.0000000000053,-55.000000000005045,-61.99999999999761,-129.00000000000134,-80.00000000000229,-204.00000000000418,46.00000000000159,-129.99999999999545,-201.99999999999108,-51.9999999999925,-86.0000000000083,-69.00000000000794,-200.00000000000017,-82.99999999999841,-43.00000000000637,-41.000000000002146,-207.99999999999707,,-1956.0000000000402
2019.04.15,100.99999999999554,-31.00000000000591,-18.0000000000069,-21.00000000000435,-141.00000000000225,-182.99999999999983,-65.99999999998829,-60.000000000002274,-149.00000000001023,-80.00000000000229,-190.00000000000128,85.00000000000173,-129.99999999999545,-259.9999999999936,-60.99999999999284,-64.0000000000196,-89.00000000000574,-90.00000000001229,-110.99999999999,-46.00000000000648,-66.99999999999484,-192.99999999999872,,-1864.0000000000357
2019.04.15,99.00000000000463,-60.000000000002274,20.999999999982144,-14.999999999998348,-141.99999999999767,-192.99999999999872,-78.99999999998464,-88.00000000000807,-145.00000000000622,-75.9999999999983,-197.99999999999818,75.00000000000284,-171.99999999999704,-361.9999999999957,-84.99999999999375,-41.000000000002146,-185.99999999999727,-106.00000000000608,-112.99999999999955,-45.000000000001705,-21.999999999999797,-202.9999999999976,,-2135.999999999993
2019.04.15,100.99999999999554,-66.0000000000025,0.0,0.999999999995449,-158.0000000000026,-225.99999999999287,-89.00000000000574,-100.00000000000853,-151.00000000000114,-53.999999999998494,-217.0000000000005,69.00000000000794,-219.99999999999886,-404.9999999999887,-134.00000000000034,-24.000000000001798,-194.0000000000053,-128.000000000017,-132.99999999999557,-43.00000000000637,9.999999999998899,-209.00000000000364,,-2370.000000000032
2019.04.15,103.00000000000864,-91.00000000000819,4.999999999988347,-1.0000000000065512,-151.00000000000114,-262.00000000000665,-86.99999999999264,-115.0000000000091,-140.0000000000068,-62.000000000006494,-209.9999999999991,55.000000000005045,-250.0,-486.00000000000864,-147.99999999999613,-14.000000000002899,-228.00000000000597,-101.00000000001774,-141.9999999999959,-67.00000000000728,-4.999999999999449,-212.00000000000108,,-2609.0000000000696
2019.04.15,113.99999999999189,-129.99999999999545,39.999999999995595,12.999999999996348,-141.99999999999767,-337.0000000000095,-112.000000000001,-135.00000000000512,-147.00000000000824,-62.000000000006494,-219.00000000000253,25.00000000000835,-365.99999999998545,-561.9999999999958,-185.00000000000227,-8.000000000008,-248.00000000000378,-113.00000000000753,-147.99999999999613,-75.00000000000284,-7.0000000000014495,-221.99999999999997,,-3026.000000000037
2019.04.15,130.99999999999224,-106.99999999999932,55.99999999998939,41.9999999999976,-129.00000000000134,-378.999999999996,-109.00000000000354,-88.00000000000807,-141.00000000000225,-48.99999999999905,-212.99999999999653,-1.999999999990898,-340.99999999997976,-631.0000000000038,-144.00000000000546,19.999999999997797,-262.999999999991,-64.0000000000196,-115.99999999999966,-24.00000000000091,4.000000000004,-209.9999999999991,,-2757.000000000015
2019.04.15,123.99999999999079,-39.00000000000148,39.999999999995595,46.00000000000159,-161.00000000000003,-357.99999999999164,-112.000000000001,-48.00000000000182,-139.00000000000023,-29.000000000001247,-229.99999999999687,-3.999999999992898,-268.99999999997704,-702.0000000000026,-87.0000000000033,20.999999999982144,-341.99999999999784,-123.00000000000644,-85.99999999999852,24.00000000000091,34.99999999999615,-243.00000000000432,,-2682.00000000001
2019.04.15,104.99999999999955,-46.999999999997044,-34.000000000000696,18.999999999991246,-194.0000000000053,-340.9999999999913,-113.99999999999189,-70.00000000000739,-167.00000000000603,-46.00000000000159,-263.0000000000021,21.00000000000435,-292.99999999997794,-663.999999999998,-121.99999999999989,-14.000000000002899,-320.9999999999935,-190.00000000000128,-111.99999999999477,-9.000000000000341,17.999999999995797,-268.0000000000016,,-3105.9999999999827
2019.04.15,104.99999999999955,-34.99999999999659,-57.00000000001815,-31.999999999998696,-266.999999999995,-398.00000000000944,-167.00000000000603,-58.9999999999975,-188.00000000001037,-100.00000000000009,-336.00000000000296,24.000000000001798,-357.99999999997567,-580.0000000000027,-171.99999999999704,-25.00000000000835,-282.0000000000045,-283.000000000011,-146.99999999999136,-58.9999999999975,2.000000000002,-317.9999999999961,,-3732.000000000016
2019.04.15,103.00000000000864,-49.000000000006594,-73.00000000001194,-41.000000000002146,-238.0000000000049,-419.9999999999982,-165.9999999999995,-75.00000000000284,-182.00000000000438,-100.00000000000009,-295.0000000000008,9.00000000000345,-417.99999999997794,-598.999999999994,-185.99999999999284,2.999999999997449,-296.9999999999917,-193.00000000002092,-156.99999999999648,-76.99999999999818,-5.999999999994898,-273.9999999999965,,-3730.9999999999854
2019.04.15,83.9999999999952,-37.9999999999967,-73.99999999999629,-40.00000000000669,-234.00000000000088,-402.9999999999978,-160.00000000000458,-81.00000000000307,-187.00000000000384,-99.00000000000463,-288.9999999999948,15.00000000000945,-394.9999999999818,-578.9999999999961,-185.99999999999284,-1.0000000000065512,-287.9999999999994,-182.99999999999983,-162.9999999999967,-73.99999999999807,4.000000000004,-260.00000000000466,,-3630.9999999999764
2019.04.15,76.0000000000094,13.00000000000523,-31.000000000003247,3.999999999992898,-189.00000000000583,-390.0000000000015,-124.99999999999733,-40.99999999999682,-145.00000000000622,-41.000000000002146,-229.99999999999687,2.000000000002,-336.9999999999891,-719.000000000003,-106.99999999999932,26.999999999999247,-333.0000000000055,-98.0000000000203,-93.99999999999409,19.99999999999602,24.000000000001798,-234.99999999999633,,-2949.0000000000114
2019.04.15,72.0000000000054,22.999999999996135,-42.0000000000087,-9.999999999998899,-214.99999999999852,-347.0000000000084,-123.99999999999079,-43.99999999999693,-150.00000000000568,-52.000000000007596,-256.0000000000007,21.00000000000435,-290.9999999999968,-571.9999999999948,-93.99999999999409,7.999999999985796,-242.99999999999324,-171.00000000001003,-93.99999999999409,4.9999999999954525,17.000000000000348,-261.0000000000001,,-2820.0000000000114
2019.04.15,73.99999999999629,12.000000000000455,-21.00000000000435,0.999999999995449,-212.99999999999653,-327.00000000001063,-110.99999999999443,-49.000000000006594,-133.00000000000534,-38.0000000000047,-251.00000000000122,25.00000000000835,-266.9999999999959,-669.0000000000085,-88.99999999999864,13.999999999980695,-340.9999999999913,-170.00000000000347,-81.99999999999363,18.000000000000682,24.000000000001798,-267.00000000000614,,-2860.000000000038
2019.04.15,53.999999999998494,18.000000000000682,-40.0000000000178,5.999999999994898,-217.0000000000005,-310.9999999999946,-80.99999999999774,-63.00000000000239,-134.0000000000008,-21.999999999999797,-244.99999999999523,13.00000000000745,-265.99999999999113,-665.0000000000044,-64.99999999999773,-4.000000000004,-334.00000000001205,-192.00000000001438,-87.99999999999386,27.000000000001023,39.999999999995595,-267.00000000000614,,-2836.0000000000346
2019.04.15,46.999999999997044,16.000000000005343,-8.000000000008,36.999999999998145,-197.99999999999818,-282.0000000000045,-63.99999999999739,-64.99999999999773,-116.00000000000499,7.9999999999968985,-226.99999999999943,17.000000000000348,-246.99999999998568,-665.0000000000044,-63.00000000000239,12.999999999996348,-347.9999999999928,-168.0000000000126,-74.99999999998863,49.99999999999716,45.000000000006146,-260.00000000000466,,-2553.0000000000036
2019.04.15,15.999999999993797,-3.0000000000001137,38.99999999998904,51.99999999999649,-173.9999999999964,-263.00000000001324,-45.000000000006146,-123.00000000000466,-91.00000000000774,35.999999999991594,-207.99999999999707,14.000000000002899,-215.99999999997976,-676.9999999999943,-111.99999999999477,13.999999999980695,-350.9999999999902,-163.00000000000205,-35.99999999998715,60.000000000002274,12.000000000000899,-282.0000000000045,,-2501.0000000000205
2019.04.15,0.0,0.0,82.99999999998863,57.99999999999139,-165.9999999999995,-219.99999999999798,-46.999999999997044,-123.00000000000466,-31.000000000003247,56.99999999999594,-165.00000000000404,47.00000000000814,-233.99999999998045,-668.0000000000019,-108.00000000000409,140.99999999999113,-421.0000000000047,-48.000000000003595,-28.999999999996362,63.99999999999295,11.00000000000545,-295.0000000000008,,-2094.0000000000246
2019.04.15,-21.00000000000435,22.00000000000557,-1.0000000000065512,-4.999999999999449,-183.99999999999528,-249.00000000001032,-92.99999999998754,-147.99999999999613,-54.00000000000959,21.999999999999797,-170.99999999999892,65.99999999999939,-306.99999999998795,-615.00000000001,-182.00000000000216,160.99999999998892,-445.0000000000065,-23.00000000001745,-62.99999999998818,12.000000000000455,-7.0000000000014495,-284.0000000000065,,-2569.000000000034
2019.04.15,-26.999999999999247,9.000000000000341,3.999999999981796,-1.0000000000065512,-180.99999999999784,-324.0000000000132,-102.00000000000209,-135.00000000000512,-72.0000000000054,17.999999999995797,-163.00000000000205,1.0000000000065512,-355.99999999999454,-720.0000000000095,-156.0000000000059,107.99999999999699,-384.9999999999909,1.999999999990898,-64.99999999999773,18.999999999991246,-12.000000000000899,-246.00000000000176,,-2784.000000000069
2019.04.15,8.000000000008,7.000000000005002,8.999999999992347,39.999999999995595,-134.99999999999625,-408.9999999999927,-180.99999999998673,-100.99999999999909,-84.0000000000063,15.999999999993797,-139.99999999999568,18.0000000000069,-376.9999999999811,-838.0000000000055,-167.0000000000016,143.99999999998857,-480.99999999999807,100.99999999999554,-52.99999999999727,70.99999999999795,16.0000000000049,-192.99999999999872,,-2728.999999999971
2019.04.15,76.99999999999375,-15.000000000000568,31.999999999987594,25.999999999992696,-124.00000000000189,-446.0000000000131,-214.00000000000307,-48.00000000000182,-117.00000000000044,-23.00000000000635,-173.00000000000094,18.0000000000069,-395.9999999999866,-805.9999999999956,-212.0000000000033,192.99999999999872,-476.9999999999941,161.99999999999548,-59.99999999998806,30.000000000001137,4.000000000004,-197.00000000000273,,-2766.0000000000177
