date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPCAD,EURJPY,EURCAD,EURAUD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.10.28,-51.000000000001044,0.0,-1.999999999990898,-29.999999999996696,-12.999999999996348,-66.00000000001049,-26.00000000001046,-4.999999999999449,-65.00000000000395,-60.99999999999994,-17.000000000000348,-39.99999999999204,-36.0000000000138,-53.999999999998494,-24.999999999997247,-4.999999999999449,-17.999999999984695,,-513.9999999999953
2019.10.28,-46.00000000000159,157.00000000000713,15.999999999993797,-28.000000000005798,-7.0000000000014495,-63.99999999999739,49.99999999999716,27.999999999994696,-48.000000000003595,-19.00000000000235,151.9999999999966,17.000000000010118,-58.000000000002494,-87.99999999999919,-20.999999999993246,15.999999999993797,-8.999999999992347,,47.99999999999383
2019.10.28,-46.00000000000159,157.00000000000713,26.999999999999247,-5.999999999994898,-10.999999999994348,-60.99999999999994,34.99999999999659,16.0000000000049,-30.000000000007798,-4.999999999999449,181.9999999999933,8.000000000009777,-73.99999999999629,-102.00000000000209,-25.999999999992696,15.999999999993797,-5.999999999994898,,74.0000000000207
2019.10.28,-43.00000000000415,127.00000000001043,32.999999999994145,12.000000000012001,-14.999999999998348,-76.0000000000094,60.99999999999284,-4.999999999999449,-31.999999999998696,7.0000000000014495,190.00000000000128,24.00000000000091,-126.0000000000039,-124.00000000001299,-4.999999999999449,41.9999999999976,-1.999999999990898,,67.99999999999338
2019.10.28,-53.999999999998494,66.00000000001049,29.999999999996696,43.00000000001525,-41.9999999999976,-79.99999999999119,57.00000000000216,-2.000000000002,-29.000000000001247,34.000000000000696,140.99999999999113,37.00000000000614,-131.00000000001444,-175.99999999999838,-18.999999999991246,21.999999999999797,4.000000000004,,-98.99999999996822
2019.10.28,-63.00000000000195,55.000000000005045,28.000000000005798,51.000000000001044,-56.0000000000005,-87.99999999999919,48.00000000000182,-12.000000000000899,-43.999999999999595,46.00000000000159,147.00000000000824,28.000000000005798,-158.99999999999804,-215.00000000000963,-32.999999999994145,10.999999999994348,-11.999999999989797,,-267.99999999997004
2019.10.28,-100.99999999999554,22.999999999995246,-8.000000000008,75.00000000000284,-59.99999999999339,-96.99999999999153,27.999999999991587,-7.0000000000014495,-69.00000000000794,68.00000000000139,130.0000000000079,29.000000000010573,-161.00000000001114,-168.0000000000126,-4.999999999999449,51.99999999999649,-19.999999999997797,,-291.0000000000128
2019.10.28,-119.00000000000244,22.0000000000109,-17.000000000000348,80.99999999999774,-53.999999999998494,-113.99999999999189,15.999999999991132,21.00000000000435,-53.999999999998494,48.99999999999905,136.00000000000279,14.000000000010004,-121.99999999999989,-141.00000000001333,-2.999999999997449,48.99999999999905,12.000000000012001,,-223.9999999999754
2019.10.28,-182.00000000000438,-4.999999999988347,-21.999999999988695,107.00000000001265,-65.00000000000395,-165.9999999999995,-42.00000000000159,24.000000000001798,-69.00000000000794,54.999999999993946,143.00000000000423,28.000000000005798,-156.00000000000057,-169.00000000001913,-2.999999999997449,41.000000000002146,0.0,,-480.999999999991
2019.10.28,-175.00000000000293,-17.000000000000348,-28.000000000005798,129.00000000000134,-78.00000000000028,-165.9999999999995,-36.000000000001364,34.99999999999615,-53.00000000000304,79.99999999999119,121.99999999999989,32.00000000001069,-180.0000000000024,-188.00000000001037,-7.9999999999968985,34.99999999999615,7.0000000000014495,,-489.00000000002615
