date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,NZDJPY,AUDNZD,empty,sum
2020.01.20,-63.00000000000195,-65.00000000000395,-11.00000000000545,-17.000000000000348,-10.999999999994348,-13.00000000000745,-35.999999999991594,-83.00000000001262,-26.999999999999247,-1.999999999981128,-24.000000000001798,-84.0000000000174,-31.999999999996476,-34.000000000000696,-57.00000000000216,-114.99999999999844,,-674.000000000015
2020.01.20,-38.0000000000047,-36.0000000000138,11.00000000000545,21.00000000000435,-9.999999999998899,-21.999999999999797,-36.999999999998145,-46.00000000000648,-31.000000000003247,7.000000000005002,11.00000000000545,-55.000000000005045,-25.99999999999625,92.00000000000318,-37.00000000000614,-178.99999999999582,,-375.0000000000049
2020.01.20,-68.00000000000139,-60.000000000015596,4.999999999988347,15.999999999993797,12.000000000000899,-23.00000000000635,-59.99999999999339,-91.00000000000819,-39.999999999995595,60.000000000002274,70.0000000000145,-43.00000000001525,-13.999999999995794,90.00000000001229,-96.00000000000364,-195.9999999999962,,-438.0000000000193
2020.01.20,-81.00000000000884,-87.99999999999919,-28.000000000005798,35.999999999991594,62.000000000006494,29.999999999996696,-102.00000000000209,-97.99999999999898,-60.99999999999994,118.99999999999977,106.00000000000608,66.99999999999484,49.99999999999716,-21.00000000000435,-157.0000000000107,-177.99999999998929,,-344.0000000000265
2020.01.20,-77.00000000000485,-103.00000000000864,-65.00000000000395,46.999999999997044,55.000000000005045,37.99999999999359,-99.99999999998899,-146.0000000000008,-51.99999999999649,120.00000000000455,137.9999999999937,36.999999999998145,72.00000000000273,12.000000000012001,-165.00000000000625,-173.00000000000094,,-362.0000000000041
2020.01.20,-60.00000000000449,-96.00000000000719,-65.00000000000395,49.99999999999449,37.00000000000925,35.999999999991594,-95.00000000000064,-140.00000000000057,-26.000000000003798,97.00000000000841,107.99999999999699,40.99999999997994,61.00000000000705,99.00000000000463,-144.00000000000546,-173.99999999998528,,-271.000000000019
2020.01.20,-57.00000000000705,-65.00000000000395,-58.000000000002494,51.000000000001044,38.0000000000047,36.999999999998145,-78.99999999998464,-128.0000000000001,-17.000000000000348,96.00000000000364,114.99999999999844,54.99999999998284,49.99999999999716,26.0000000000149,-159.00000000000603,-147.99999999999258,,-242.99999999999636
2020.01.20,-48.99999999999905,-58.000000000002494,-49.00000000001015,55.000000000005045,41.000000000002146,37.99999999999359,-79.99999999999119,-143.00000000000068,-19.00000000000235,114.00000000000432,120.00000000000898,43.999999999999595,84.00000000000318,62.000000000006494,-142.00000000001012,-165.9999999999995,,-147.99999999999216
2020.01.20,-70.99999999999883,-36.999999999998145,-48.000000000003595,68.00000000000139,70.0000000000034,57.99999999999139,-106.99999999999044,-129.0000000000049,-34.000000000000696,127.00000000000955,114.0000000000141,140.99999999999113,99.00000000000375,45.000000000006146,-161.00000000000136,-173.00000000000094,,-37.99999999997803
2020.01.20,-53.00000000000304,-53.999999999998494,-53.00000000001415,66.99999999999484,64.0000000000085,37.99999999999359,-92.00000000000318,-148.00000000001035,-19.999999999997797,144.00000000000546,133.00000000000534,95.999999999985,121.00000000000932,46.999999999997044,-153.0000000000058,-181.9999999999933,,-45.000000000027
