date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CADCHF,AUDCHF,NZDCHF,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.04.03,25.999999999992696,-102.00000000000209,37.99999999999359,123.99999999999079,21.00000000000435,39.00000000000014,126.0000000000039,151.00000000001222,18.999999999991246,-148.00000000001478,-73.00000000001194,-56.000000000011596,52.99999999999727,37.00000000000614,123.00000000000466,113.99999999999189,202.0000000000022,,693.9999999999507
2017.04.03,-82.99999999998863,0.0,70.0000000000034,126.99999999999933,82.00000000000429,112.000000000001,173.00000000000094,-120.99999999999334,3.0000000000001137,-12.000000000012001,-17.000000000000348,-80.00000000001339,123.99999999999523,99.00000000000375,124.00000000000944,65.00000000000395,119.99999999999788,,786.0000000000116
2017.04.03,102.00000000000209,-85.00000000000173,119.99999999999788,218.99999999999142,45.000000000006146,126.99999999999933,214.00000000000307,239.00000000001143,-62.00000000001182,-178.99999999999582,-94.00000000001629,-19.00000000001345,108.99999999999466,153.0000000000058,225.00000000000853,191.99999999999218,315.9999999999941,,1621.9999999999677
2017.04.03,73.00000000001194,-168.99999999999693,136.99999999999824,134.99999999999625,-4.999999999999449,141.00000000000225,131.00000000000333,312.00000000000114,-71.00000000001216,-345.0000000000175,-134.00000000001188,-287.000000000015,18.000000000000682,132.000000000005,97.99999999999898,282.0000000000045,266.999999999995,,714.9999999999643
2017.04.03,-8.000000000008,-231.99999999998778,100.99999999999554,134.99999999999625,-34.99999999999615,108.00000000000809,133.00000000000534,280.0000000000136,-44.00000000001114,-407.0000000000018,-202.9999999999976,-283.000000000011,-34.000000000006025,73.0000000000075,82.99999999999841,273.9999999999965,312.00000000000114,,253.00000000000273
2017.04.03,-26.999999999999247,-261.0000000000001,54.999999999993946,126.99999999999933,-30.999999999992145,81.00000000000884,138.00000000000477,286.00000000000847,18.999999999991246,-415.0000000000098,-263.99999999999756,-278.00000000000045,-82.00000000000784,-9.000000000000341,44.00000000001114,235.00000000000742,314.99999999999864,,-66.99999999998374
2017.04.03,-45.99999999999049,-147.99999999999258,87.00000000000374,166.99999999999494,-30.999999999992145,50.0000000000056,124.00000000000189,124.00000000001299,18.999999999991246,-382.0000000000157,-294.0000000000165,-292.00000000000335,-64.00000000000716,-22.999999999996135,41.00000000001103,195.9999999999962,295.0000000000008,,-176.9999999999955
2017.04.03,-28.000000000005798,-151.9999999999966,131.99999999999878,202.9999999999976,-17.999999999995797,109.00000000000354,170.99999999999892,153.00000000000313,-44.00000000001114,-348.00000000001495,-175.00000000001404,-156.00000000000057,0.999999999990564,91.00000000000819,143.00000000000068,253.99999999999866,343.9999999999999,,679.9999999999611
2017.04.03,-56.99999999999594,-153.9999999999875,98.99999999999353,191.99999999999218,-21.999999999999797,70.99999999999883,156.00000000000057,111.00000000001664,-115.99999999999966,-375.9999999999986,-246.99999999999721,-171.00000000001003,34.99999999999659,88.99999999999864,160.0000000000108,211.00000000000563,331.0000000000035,,312.00000000002825
2017.04.03,-95.00000000000064,-224.000000000002,-60.00000000000449,189.99999999999017,-51.99999999999649,-80.99999999999774,163.00000000000205,148.00000000001478,-164.00000000000148,-470.9999999999992,-571.0000000000103,-247.00000000001944,13.999999999995794,-63.00000000000239,182.00000000000216,52.99999999999194,375.9999999999986,,-902.0000000000384
2017.04.03,-92.99999999998754,-158.99999999999804,-102.00000000000209,209.9999999999991,-41.9999999999976,-149.99999999999457,160.00000000000458,73.00000000001194,-152.00000000000102,-431.0000000000036,-678.0000000000008,-225.00000000000853,30.000000000001137,-135.99999999999568,185.00000000000227,-52.000000000007596,361.9999999999957,,-1199.9999999999823
