date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURGBP,GBPJPY,EURCAD,empty,sum
2015.03.09,-23.999999999990695,-28.000000000005798,18.999999999991246,-24.999999999991473,-27.999999999983594,-8.999999999992347,22.999999999995246,-1.0000000000065512,6.0000000000060005,-6.000000000000227,48.99999999998794,,-23.999999999990244
2015.03.09,-123.99999999999079,-239.99999999999577,-83.00000000001084,-108.00000000000409,-114.99999999999844,-73.99999999999629,44.99999999999504,47.99999999998139,46.999999999997044,131.00000000000023,14.999999999987246,,-458.00000000003536
2015.03.09,-210.99999999999451,-275.000000000003,-160.00000000000458,-84.00000000000318,-153.00000000000313,-107.99999999999699,50.99999999998994,-36.0000000000138,11.00000000000545,205.99999999998886,-36.999999999998145,,-796.0000000000331
2015.03.09,-215.99999999999397,-225.00000000000853,-144.0000000000108,-63.99999999999295,-132.99999999998312,-100.00000000000009,68.99999999999685,-111.00000000001664,-4.999999999999449,174.0000000000066,-41.000000000002146,,-796.0000000000042
2015.03.09,-221.99999999999997,-300.00000000001137,-246.00000000001288,-150.99999999999625,-186.99999999998164,-107.00000000000153,44.99999999999504,-35.00000000000725,-36.999999999998145,137.00000000000045,-110.00000000001009,,-1213.0000000000236
2015.03.09,-64.99999999999284,-243.00000000001543,-173.00000000000094,-39.00000000000148,-22.999999999995246,36.0000000000027,104.99999999999955,146.99999999998602,-15.999999999993797,233.0000000000041,-198.00000000000927,,-236.0000000000166
2015.03.09,-118.99999999999133,-181.00000000000892,-126.0000000000039,-24.00000000000091,23.00000000001745,91.00000000000774,174.99999999999181,2.999999999997449,-12.999999999996348,182.99999999999272,-181.9999999999933,,-169.9999999999875
2015.03.09,-82.99999999999974,-188.00000000001037,-107.99999999999699,-51.9999999999925,8.000000000008,109.99999999999899,266.999999999995,69.9999999999923,0.999999999995449,149.0000000000009,-147.99999999999258,,25.999999999998465
2015.03.09,-115.99999999999389,-205.00000000001074,-109.00000000000354,55.999999999997385,-24.000000000001798,148.99999999999915,218.99999999999142,49.99999999999449,11.00000000000545,336.00000000001273,-114.0000000000141,,252.99999999997652
2015.03.09,-85.99999999999719,-252.0000000000078,-134.00000000001188,85.99999999999852,-44.99999999998394,169.00000000000804,243.99999999999977,144.99999999999514,16.0000000000049,433.9999999999975,-120.00000000000898,,456.9999999999941
2015.03.09,-19.999999999997797,-246.99999999999721,-106.00000000000608,237.99999999999955,21.00000000000435,192.00000000000327,401.99999999999125,234.99999999998522,31.000000000003247,657.0000000000107,-161.99999999999548,,1241.000000000001
2015.03.09,6.0000000000060005,-246.00000000001288,-78.00000000000028,269.999999999996,-17.000000000000348,185.00000000000182,367.99999999999056,268.9999999999859,50.0000000000056,705.0000000000125,-80.99999999999774,,1430.9999999999873
2015.03.09,-57.99999999999139,-286.00000000000847,-116.00000000000499,209.00000000000318,-53.999999999998494,145.00000000000622,334.9999999999964,215.99999999999397,45.000000000006146,663.0000000000109,-90.99999999999665,,1008.0000000000168
2015.03.09,-86.99999999999264,-333.0000000000055,-112.000000000001,140.00000000000057,-68.00000000000139,153.00000000000313,365.99999999999966,217.0000000000005,68.99999999999685,615.0000000000091,-70.99999999999883,,889.0000000000103
2015.03.09,-52.99999999999194,-320.00000000000915,-77.00000000001594,225.00000000000853,-29.999999999996696,198.00000000000927,373.99999999999653,254.999999999983,84.0000000000063,725.9999999999991,-66.99999999999484,,1314.9999999999943
2015.03.09,-28.999999999990145,-300.99999999999574,-118.00000000001809,225.9999999999991,-41.000000000002146,108.00000000000809,353.99999999999875,281.99999999998226,48.000000000003595,706.9999999999936,-107.00000000001265,,1128.9999999999666
2015.03.09,-164.99999999999292,-402.9999999999978,-236.00000000001398,150.99999999999625,-174.99999999999181,-19.999999999997797,185.99999999999727,156.99999999998494,19.00000000000235,711.9999999999891,-109.00000000000354,,116.99999999997202
2015.03.09,-142.99999999999312,-402.9999999999978,-277.00000000001614,138.00000000000523,-153.00000000000313,-24.999999999997247,211.99999999998997,192.99999999999872,-7.0000000000014495,693.9999999999884,-184.00000000000637,,44.99999999996703
2015.03.09,-278.9999999999959,-348.00000000001495,-329.00000000000153,75.00000000000284,-217.0000000000005,-78.00000000000028,78.00000000000028,-63.000000000013046,-66.99999999999484,530.0000000000011,-178.99999999999582,,-877.0000000000126
2015.03.09,-248.99999999999923,-310.0000000000103,-341.00000000001353,76.99999999999818,-137.9999999999937,-36.999999999998145,58.99999999999794,-56.000000000011596,-92.99999999999864,486.99999999999477,-280.9999999999979,,-882.0000000000323
