,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,15,"['NZDCAD', 'AUDCAD', 'NZDUSD', 'EURUSD', 'GBPUSD', 'USDCHF']",100.0,0.9866,B
1,1,GBPUSD,10,['USDJPY'],80.0,-0.9585399999999983,S
2,2,EURUSD,10,['USDJPY'],80.0,-0.9618399999999999,S
3,3,USDJPY,20,"['EURCAD', 'CADJPY', 'CADCHF', 'NZDCHF', 'NZDJPY', 'AUDJPY', 'GBPJPY', 'USDJPY']",100.0,0.06902963064713073,B
4,4,USDCAD,15,['USDJPY'],100.0,0.9973933333333336,B
5,5,GBPCHF,50,"['NZDCHF', 'EURUSD']",80.0,-0.174906919413065,S
6,6,CHFJPY,10,['EURGBP'],100.0,0.9997,B
7,7,EURGBP,10,"['NZDCAD', 'AUDCAD', 'EURNZD', 'AUDCHF', 'GBPAUD', 'AUDUSD', 'GBPCHF', 'EURCHF']",100.0,1.0,B
8,8,GBPJPY,20,['AUDCHF'],80.0,-0.49814139102726795,S
9,9,GBPCAD,20,"['GBPUSD', 'EURUSD', 'USDCAD', 'USDCHF', 'AUDNZD']",100.0,0.8329532142857199,B
10,10,GBPAUD,50,['EURGBP'],80.0,0.45665004741531984,B
11,11,EURNZD,15,"['NZDJPY', 'NZDCHF']",80.0,0.750055422355403,B
12,12,CADJPY,10,['EURJPY'],80.0,0.9917899999999991,B
13,13,NZDJPY,30,['USDCHF'],80.0,0.0002371358467365499,B
14,14,AUDCAD,10,['EURGBP'],80.0,-0.3311009523809511,S
