date,USDCHF,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CHFJPY,CADCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.10.05,-27.999999999994696,-11.999999999989797,0.0,-28.000000000005798,-41.9999999999976,-39.999999999995595,-120.00000000000455,-9.00000000000345,-179.99999999998016,-21.999999999988695,-35.999999999991594,-17.000000000000348,-85.00000000000796,-4.0000000000048885,-17.999999999995797,-51.99999999999649,,-692.9999999999575
2020.10.05,-46.999999999997044,-21.999999999988695,21.000000000000796,-26.999999999999247,-62.000000000006494,-82.00000000000429,-305.0000000000068,2.999999999997449,-132.99999999998312,59.000000000009045,-32.999999999994145,11.00000000000545,-153.99999999999636,57.00000000000216,2.000000000002,-103.99999999999298,,-815.9999999999521
2020.10.05,-24.000000000001798,-41.99999999998649,140.99999999999113,-45.000000000006146,-57.00000000000705,-90.99999999999665,-277.000000000001,22.999999999995246,8.000000000008,-181.9999999999933,-42.0000000000087,-124.99999999999733,-216.00000000000819,115.99999999999966,-85.00000000000173,-46.00000000000159,,-944.0000000000159
2020.10.05,-177.00000000000495,-26.999999999999247,161.99999999999193,-20.000000000020002,-14.000000000002899,-255.00000000000523,-543.9999999999969,-56.0000000000005,-79.99999999999119,67.00000000001705,-32.999999999994145,41.000000000002146,-219.0000000000083,104.99999999998977,-21.999999999999797,-17.999999999995797,,-1090.000000000018
2020.10.05,-312.9999999999966,-42.999999999993044,214.9999999999892,-62.000000000006494,-35.00000000000725,-401.00000000000693,-756.0000000000002,-168.00000000000148,-73.99999999999629,104.00000000001519,-41.000000000002146,5.000000000010552,-266.00000000000534,165.99999999999682,-29.999999999996696,-15.999999999993797,,-1714.9999999999945
2020.10.05,-319.99999999999807,-66.99999999999484,233.99999999999466,-79.00000000000685,-21.999999999999797,-409.99999999999926,-777.000000000001,-172.00000000000549,-39.999999999995595,-34.99999999998504,-43.999999999999595,-75.00000000000284,-298.0000000000018,165.99999999999682,-80.00000000000229,-3.999999999992898,,-2022.9999999999939
2020.10.05,-161.99999999999548,-109.99999999998789,230.99999999999454,-184.00000000000637,-170.00000000000347,-185.99999999999727,-560.0000000000023,-24.000000000001798,-82.99999999998863,-173.00000000000094,-24.000000000001798,-316.0000000000052,-454.00000000000773,195.99999999999795,-192.00000000000327,-107.99999999999699,,-2319.000000000007
2020.10.05,-231.0000000000034,-156.00000000000057,268.99999999999125,-213.00000000001873,-172.00000000000549,-211.99999999998997,-656.9999999999965,-29.000000000001247,-124.99999999999733,-141.99999999999767,-7.0000000000014495,-314.99999999999864,-489.0000000000043,295.0000000000017,-212.00000000000108,-98.99999999999353,,-2495.0000000000164
2020.10.05,-209.9999999999991,-157.99999999999147,256.0000000000002,-223.00000000001762,-121.00000000000443,-181.00000000000892,-590.0000000000034,-5.000000000010552,-40.99999999997994,-147.99999999999258,17.000000000000348,-200.00000000000017,-418.00000000000637,284.9999999999966,-139.99999999999568,-34.000000000000696,,-1911.0000000000136
2020.10.05,-261.0000000000001,-224.99999999998633,237.99999999999955,-220.00000000002018,-136.99999999999824,-200.00000000000017,-649.0000000000009,-40.00000000000669,-68.99999999998573,-162.99999999997982,-80.99999999999774,-177.00000000000495,-433.9999999999975,284.9999999999966,-165.00000000000404,-42.999999999993044,,-2340.999999999979
2020.10.05,-295.99999999999625,-221.99999999998886,241.99999999999022,-260.0000000000158,-126.99999999999933,-211.00000000000563,-701.9999999999982,-37.00000000000925,-39.999999999995595,-133.99999999998968,-48.99999999998794,-197.99999999998707,-451.9999999999982,289.99999999999204,-153.00000000000313,-24.999999999997247,,-2373.9999999999905
2020.10.05,-277.000000000005,-209.9999999999991,266.9999999999959,-250.00000000001688,-148.0000000000037,-211.00000000000563,-695.999999999998,-37.00000000000925,-19.999999999997797,-131.99999999999878,-5.999999999994898,-201.00000000000674,-450.00000000000284,316.99999999999307,-155.00000000000514,-39.999999999995595,,-2249.00000000005
2020.10.05,-268.99999999999704,-207.99999999998596,268.0000000000007,-258.0000000000027,-143.00000000000423,-198.00000000000927,-674.9999999999972,-23.00000000000635,-17.000000000000348,-100.99999999999554,0.0,-182.99999999999983,-439.00000000000716,319.0000000000026,-136.00000000000279,-34.000000000000696,,-2097.0000000000055
