date,USDCHF,EURUSD,USDJPY,USDCAD,EURCHF,CADCHF,EURGBP,GBPCAD,EURJPY,EURCAD,CADJPY,empty,sum
2015.05.25,-24.999999999997247,-36.999999999998145,0.0,-7.999999999985796,-11.00000000000545,-26.999999999999247,-14.000000000002899,-15.999999999993797,-81.00000000001728,-49.00000000001015,-16.999999999995907,,-285.0000000000059
2015.05.25,15.999999999993797,31.000000000003247,33.00000000000125,17.000000000000348,-1.0000000000065512,-115.99999999999389,28.999999999990145,9.999999999998899,-31.00000000000591,-22.0000000000109,-97.99999999999898,,-132.00000000002854
2015.05.25,19.999999999997797,34.99999999998504,31.00000000000591,4.000000000004,15.999999999993797,-85.00000000000173,50.99999999998994,103.00000000000864,-13.00000000000523,12.999999999996348,-93.99999999999409,,80.99999999998045
2015.05.25,-18.0000000000069,10.999999999983245,9.000000000000341,-55.99999999998939,0.0,-17.000000000000348,44.99999999999504,119.00000000000244,-22.00000000001978,32.999999999994145,27.000000000001023,,130.9999999999598
2015.05.25,-34.000000000000696,-35.00000000000725,13.00000000000523,-17.999999999984695,14.000000000002899,-41.000000000002146,16.999999999989246,171.99999999999437,-66.0000000000025,-49.00000000001015,18.000000000000682,,-9.000000000015007
2015.05.25,-11.00000000000545,17.999999999984695,30.000000000001137,21.00000000000435,42.0000000000087,-39.00000000000014,38.99999999998904,198.00000000000927,-18.000000000000682,-16.000000000016,-24.999999999991473,,238.9999999999834
2015.05.25,32.999999999994145,44.99999999998394,63.00000000000239,26.999999999999247,35.00000000000725,-31.999999999998696,55.99999999998939,164.00000000000858,-45.000000000015916,14.999999999987246,5.000000000009663,,365.99999999996726
2015.05.25,52.99999999999194,204.00000000000418,150.00000000000568,85.00000000000173,99.99999999998899,-19.00000000000235,122.99999999999534,188.9999999999947,2.999999999985903,139.00000000000023,73.0000000000075,,1099.9999999999739
2015.05.25,51.99999999999649,197.00000000000273,171.00000000000648,38.0000000000047,144.99999999999514,-10.999999999994348,126.99999999999933,161.00000000001114,25.000000000005684,168.99999999999693,89.00000000001285,,1163.0000000000373
2015.05.25,69.9999999999923,218.99999999999142,177.99999999999727,66.00000000001049,136.00000000000279,12.000000000000899,128.99999999999022,161.99999999999548,60.000000000002274,183.99999999998417,114.00000000000432,,1329.9999999999716
