date,GBPUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.12.10,-29.999999999996696,-100.00000000000853,-2.999999999997449,-34.99999999999615,-220.00000000002018,-102.00000000000209,-45.000000000006146,-4.9999999999954525,-144.99999999999514,-75.00000000000284,-18.999999999991246,-118.99999999999977,-43.99999999999693,-4.999999999999449,-125.00000000000844,-5.000000000010552,,-1077.000000000027
2018.12.10,60.000000000015596,-104.00000000001342,-1.0000000000065512,-9.00000000000345,-242.00000000000887,-84.0000000000063,19.999999999997797,109.99999999998522,-17.000000000000348,-85.00000000000173,-120.99999999999334,-109.00000000000887,-1.9999999999953388,-43.00000000000415,-243.99999999999977,124.99999999999733,,-746.0000000000464
2018.12.10,73.00000000001194,-60.000000000002274,4.999999999999449,111.00000000000554,-228.00000000000597,-58.99999999999794,104.00000000000409,-74.00000000001228,66.99999999999484,-85.00000000000173,-249.99999999999466,-94.0000000000083,142.00000000001012,-84.0000000000063,-311.00000000000574,291.9999999999812,,-451.000000000028
2018.12.10,146.00000000000168,56.99999999998795,-57.00000000000705,85.00000000000173,-198.00000000000927,-19.999999999997797,153.99999999999858,6.000000000000227,144.99999999999514,-136.00000000000279,-392.9999999999989,-19.000000000005457,216.00000000000819,-136.99999999999824,-404.0000000000044,306.9999999999906,,-248.00000000003973
2018.12.10,136.00000000000279,-27.000000000001023,-34.000000000000696,153.00000000000313,-230.00000000001907,-17.999999999995797,195.00000000000074,58.9999999999975,214.99999999998744,-170.00000000000347,-336.9999999999873,-126.00000000000477,225.00000000000853,-129.00000000000134,-409.99999999999926,362.99999999998,,-135.00000000003263
2018.12.10,175.00000000001404,-3.0000000000001137,36.999999999998145,11.00000000000545,-284.00000000001756,-163.00000000000205,51.99999999999649,61.00000000000705,-70.99999999999883,-52.99999999999194,-166.99999999998383,-152.00000000000102,93.00000000000352,-73.00000000000084,-375.9999999999986,354.9999999999942,,-557.9999999999758
2018.12.10,225.00000000000853,96.9999999999942,164.99999999999292,-193.99999999999417,-288.0000000000216,-199.00000000000472,-82.00000000000429,48.00000000000182,-226.99999999999943,-198.99999999999363,-45.99999999999049,-103.9999999999992,-45.000000000001705,39.00000000000014,-261.0000000000001,237.99999999998266,,-833.0000000000291
2018.12.10,313.00000000000773,192.99999999999784,276.9999999999939,-217.99999999999596,-252.0000000000078,-175.00000000000293,-58.000000000002494,24.00000000000091,-198.99999999999363,-268.0000000000016,-80.99999999999774,-76.00000000000762,-21.99999999999136,122.99999999999534,-43.00000000000415,203.99999999998198,,-258.0000000000274
2018.12.10,434.000000000001,259.9999999999909,271.9999999999945,-300.99999999999574,-230.00000000001907,-165.00000000000404,-68.99999999999685,94.99999999999886,-170.00000000000347,-290.9999999999968,-113.99999999999189,-37.00000000000614,-60.99999999999284,126.99999999999933,20.999999999993246,139.9999999999846,,-89.00000000004445
2018.12.10,434.000000000001,257.99999999999557,280.00000000000244,-248.99999999999923,-214.00000000000307,-139.00000000000023,-51.000000000001044,79.99999999998408,-97.9999999999981,-268.0000000000016,-86.99999999999264,-43.99999999999693,-21.99999999999136,136.99999999999824,-2.000000000002,173.99999999998528,,188.9999999999806
2018.12.10,433.0000000000167,228.9999999999992,315.9999999999941,-222.99999999999542,-220.00000000002018,-141.99999999999767,-26.999999999999247,116.99999999999022,-124.00000000001299,-236.99999999999832,-12.999999999996348,-58.000000000006935,-37.9999999999967,156.00000000000057,-16.0000000000049,232.99999999999432,,385.99999999996635
2018.12.10,414.00000000000324,192.99999999999784,335.99999999999187,-270.99999999999903,-238.0000000000049,-172.00000000000549,-89.00000000000574,129.99999999999545,-178.00000000001148,-204.00000000000418,63.000000000013046,-81.00000000000307,-100.99999999999909,173.9999999999964,40.99999999999105,185.99999999999727,,202.99999999995316
2018.12.10,384.00000000000654,141.9999999999959,274.9999999999919,-280.00000000000244,-238.0000000000049,-173.00000000000094,-94.00000000000519,149.0000000000009,-163.00000000000205,-180.0000000000024,-0.9999999999843467,-87.0000000000033,-105.99999999999454,122.99999999999534,-7.0000000000014495,183.99999999998417,,-72.00000000002663
2018.12.10,353.0000000000033,120.99999999999511,295.0000000000008,-239.99999999999577,-264.0000000000198,-217.99999999999596,-94.00000000000519,189.99999999999773,-231.0000000000034,-187.00000000000384,50.0000000000167,-130.00000000000966,-111.99999999999477,161.99999999999548,26.999999999999247,198.99999999999363,,-79.00000000002643
2018.12.10,383.0,80.99999999998886,285.9999999999974,-256.99999999999613,-277.00000000001614,-219.99999999999798,-101.00000000000664,263.9999999999816,-219.99999999999798,-217.99999999998488,36.0000000000138,-141.00000000000534,-152.00000000000102,153.99999999999858,21.999999999999797,173.99999999998528,,-186.00000000004093
2018.12.10,431.0000000000036,90.99999999999397,320.9999999999935,-319.99999999999807,-277.00000000001614,-201.00000000000674,-134.0000000000008,272.99999999999613,-191.00000000000784,-241.00000000000233,20.000000000020002,-161.00000000000136,-206.99999999999363,181.9999999999933,90.0000000000012,137.9999999999937,,-186.0000000000316
2018.12.10,428.00000000000614,97.99999999999898,329.00000000000153,-380.00000000000256,-262.00000000000665,-228.00000000000597,-190.99999999999673,239.00000000000432,-323.0000000000066,-244.9999999999841,12.000000000012001,-173.00000000000182,-292.99999999999216,183.99999999999528,103.99999999999298,87.99999999999919,,-612.9999999999862
2018.12.10,264.0000000000198,70.99999999999795,266.999999999995,-326.9999999999995,-229.00000000001253,-214.00000000000307,-151.00000000000114,141.9999999999959,-283.000000000011,-238.99999999998923,-34.99999999998504,-165.99999999999682,-225.9999999999991,134.99999999999625,118.99999999999133,66.99999999999484,,-805.0000000000061
2018.12.10,215.00000000000963,-9.000000000000341,234.00000000000088,-282.99999999999994,-174.00000000000747,-192.99999999999872,-151.00000000000114,144.9999999999818,-354.9999999999942,-280.9999999999979,-79.99999999999119,-180.99999999999739,-212.99999999999386,124.99999999999733,39.00000000000014,85.00000000000173,,-1076.9999999999905
2018.12.10,174.00000000000747,-74.00000000001228,273.000000000001,-256.99999999999613,-160.00000000000458,-229.00000000000142,-112.99999999999643,193.9999999999884,-473.0000000000123,-299.99999999998914,-33.99999999997849,-255.00000000000966,-268.99999999999125,153.99999999999858,48.99999999999905,178.99999999999582,,-1141.000000000001
2018.12.10,160.00000000000458,-105.00000000000398,302.9999999999977,-241.00000000000233,-391.000000000008,-251.99999999999667,-94.00000000000519,209.00000000000318,-476.9999999999941,-302.0000000000023,85.00000000000173,-272.00000000000557,-265.99999999999113,248.99999999999923,57.99999999999139,251.99999999998556,,-1084.000000000026
2018.12.10,23.00000000001745,-161.00000000000136,280.9999999999979,-215.99999999999397,-188.00000000001037,-314.0000000000032,-163.00000000000205,169.9999999999875,-700.999999999996,-234.99999999998522,184.00000000000637,-246.00000000000932,-250.0,251.99999999999667,68.99999999999685,247.99999999998158,,-1247.0000000000173
2018.12.10,103.00000000000864,-135.00000000000512,292.9999999999988,-242.99999999999324,-273.0000000000121,-333.0000000000055,-180.0000000000024,222.99999999998477,-590.0000000000016,-200.00000000000017,212.00000000001216,-252.00000000000955,-299.99999999999716,246.99999999999721,85.99999999999719,241.99999999998667,,-1100.0000000000416
2018.12.10,108.00000000001918,-175.00000000001137,324.9999999999975,-220.99999999999343,-314.00000000001427,-329.999999999997,-172.00000000000549,251.00000000000477,-565.9999999999999,-164.99999999999292,254.00000000002086,-268.0000000000007,-284.9999999999966,280.9999999999979,71.99999999999429,249.99999999999466,,-954.9999999999824
2018.12.10,74.0000000000185,-165.00000000000625,349.99999999999477,-234.99999999999633,-221.00000000000452,-329.00000000000153,-185.99999999999727,233.0000000000041,-673.0000000000125,-185.99999999999727,369.0000000000193,-230.00000000000398,-307.00000000000216,339.99999999999585,139.99999999999568,244.9999999999841,,-781.0000000000093
