names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,20,['EURCHF'],80.0,0.4213499278499279,S
GBPUSD,10,"['EURUSD', 'AUDUSD']",100.0,1.0,S
EURUSD,30,"['AUDNZD', 'GBPAUD']",100.0,-0.6657590187590189,B
USDJPY,15,"['EURCHF', 'CADCHF']",80.0,0.596325396825397,S
AUDUSD,20,"['AUDNZD', 'GBPCAD']",80.0,0.8050842490842491,S
EURCHF,15,['AUDCAD'],80.0,-0.41511471861471866,B
CHFJPY,20,"['EURGBP', 'USDJPY', 'USDCHF', 'EURNZD', 'CADJPY', 'CADCHF', 'AUDUSD', 'EURUSD']",100.0,0.7,S
CADCHF,50,"['EURCHF', 'EURAUD', 'AUDCHF', 'AUDCAD', 'NZDCAD', 'GBPCHF', 'NZDCHF', 'GBPAUD', 'AUDNZD', 'USDCHF']",100.0,0.65,S
AUDCHF,30,"['NZDCAD', 'GBPCHF']",80.0,0.5041199911199915,S
EURGBP,10,['CADCHF'],80.0,-0.38176984126984154,B
GBPJPY,20,"['USDCHF', 'CADCHF', 'NZDUSD', 'GBPUSD']",80.0,1.0,S
EURJPY,10,"['EURGBP', 'GBPCHF']",80.0,0.06,S
EURCAD,10,"['AUDJPY', 'AUDUSD']",80.0,0.4610873015873016,S
EURAUD,30,['EURNZD'],80.0,-0.19623147259803603,B
EURNZD,10,['AUDCHF'],100.0,-0.6605634920634923,B
CADJPY,30,"['EURGBP', 'USDCAD', 'GBPCAD']",100.0,-0.17746825396825397,B
AUDJPY,10,"['EURGBP', 'EURAUD', 'EURNZD']",100.0,-0.68,B
AUDCAD,10,['EURGBP'],80.0,0.986,S
AUDNZD,50,"['AUDUSD', 'USDCHF', 'GBPAUD', 'NZDUSD', 'GBPCHF', 'EURNZD', 'EURCAD']",100.0,-0.06166666666666666,B
