date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2018.01.29,-114.99999999999844,-4.999999999988347,-114.99999999999844,-94.0000000000083,-78.00000000000028,-62.99999999999084,-96.9999999999942,-150.00000000000568,-92.99999999999864,-77.00000000000485,-102.00000000000387,-64.99999999999773,-140.0000000000068,-170.99999999998784,-112.99999999998533,-10.000000000005116,-6.000000000000227,-141.99999999999767,0.0,,-1635.9999999999725
2018.01.29,-60.00000000000449,-55.99999999998939,-129.00000000000134,-70.99999999999795,-111.99999999998988,-59.000000000009045,-117.999999999995,-101.00000000000664,-73.99999999999629,-113.00000000000753,-85.00000000000796,-46.00000000002069,-211.00000000000563,-211.99999999998997,-198.99999999999363,-100.00000000000853,-22.00000000000557,-254.99999999999412,6.000000000017103,,-2017.0000000000061
2018.01.29,-99.00000000000463,-139.9999999999846,-103.00000000000864,-66.0000000000025,-93.99999999999409,17.000000000000348,-86.99999999998909,-162.0000000000066,-56.99999999999594,-124.99999999999733,-193.9999999999884,-28.00000000002001,-198.00000000000927,-147.99999999999258,-204.00000000000418,-69.00000000000261,-18.000000000000682,-196.99999999999162,-43.999999999999595,,-2015.9999999999918
2018.01.29,-68.00000000000139,-130.99999999999224,-51.000000000001044,-10.000000000005116,-192.99999999999872,69.9999999999923,-73.99999999999807,-172.00000000000549,-102.99999999999754,-99.00000000000463,-140.99999999999113,-7.000000000005002,-133.00000000000534,-217.0000000000005,-332.9999999999833,-8.000000000009777,52.99999999999727,-223.99999999999088,-81.9999999999821,,-1922.9999999999827
2018.01.29,-72.0000000000054,-141.99999999999767,-34.000000000000696,39.99999999999204,-195.9999999999962,83.00000000001084,-65.99999999998829,-192.00000000000327,-109.99999999999899,-60.99999999999994,-69.99999999999318,-1.0000000000047748,-136.00000000000279,-200.00000000000017,-303.9999999999932,-87.0000000000033,-32.00000000001069,-219.99999999999798,-47.99999999998139,,-1847.999999999975
2018.01.29,-101.00000000000664,-198.99999999999363,-53.00000000001415,-37.00000000000614,-178.00000000000037,95.00000000000064,-62.99999999998818,-202.0000000000022,-131.00000000000333,-138.00000000000477,-221.00000000000364,-40.000000000020464,-142.0000000000199,-251.00000000000122,-153.9999999999875,-32.00000000001069,16.999999999995907,-243.99999999999977,9.000000000014552,,-2065.0000000000514
2018.01.29,-334.9999999999964,-166.99999999998383,-302.0000000000023,-197.00000000000273,-147.99999999999258,83.9999999999952,-30.9999999999917,-241.00000000000233,-127.99999999999478,-158.0000000000026,-222.0000000000084,21.99999999999136,-109.00000000000354,-215.99999999999397,-79.99999999999119,-35.0000000000108,-21.000000000000796,-216.99999999998943,118.00000000001809,,-2382.9999999999627
2018.01.29,-331.999999999999,-17.999999999984695,-300.00000000001137,-174.0000000000066,-10.999999999994348,139.00000000000023,51.00000000000193,-243.00000000000432,-126.99999999999933,-153.99999999999858,-151.00000000001046,46.999999999997044,-143.00000000000423,-167.9999999999904,63.99999999999739,-45.000000000001705,-66.0000000000025,-181.9999999999933,120.00000000000898,,-1692.999999999995
2018.01.29,-462.0000000000068,62.000000000006494,-407.0000000000018,-295.0000000000017,67.00000000000594,139.00000000000023,30.000000000001137,-295.0000000000008,-141.00000000000225,-167.00000000000603,-211.9999999999891,19.000000000005457,-91.00000000001884,-113.99999999999189,-44.99999999998394,-25.000000000005684,-41.00000000001103,-119.99999999999788,34.000000000000696,,-2063.9999999999973
2018.01.29,-428.00000000000614,121.99999999999989,-369.0000000000193,-254.0000000000049,59.000000000009045,214.00000000000307,73.0000000000075,-292.9999999999988,-122.99999999999534,-113.00000000000753,-121.99999999998568,15.999999999991132,-89.00000000000574,-83.9999999999952,-70.99999999999883,11.999999999986244,-30.000000000001137,-118.99999999999133,11.00000000000545,,-1588.0000000000075
