date,AUDUSD,NZDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,AUDCAD,NZDCAD,empty,sum
2019.09.02,-6.0000000000060005,-82.99999999999974,-140.0000000000068,-72.00000000000273,0.0,-24.000000000001798,-38.99999999998727,-234.00000000000088,-133.00000000000534,-111.00000000001664,-49.00000000001015,-215.00000000000963,-15.000000000000568,-11.00000000000545,-20.999999999993246,,-1153.000000000046
2019.09.02,-14.999999999998348,14.999999999998348,-76.99999999999375,-76.00000000000762,-1.999999999990898,-8.000000000008,-55.00000000000682,-238.99999999998923,-173.00000000000094,-91.00000000001884,-33.00000000001635,-235.99999999999176,-75.00000000000284,8.999999999992347,55.000000000005045,,-1001.00000000003
2019.09.02,-12.000000000000899,2.000000000002,-76.99999999999375,-89.00000000001285,-12.000000000000899,4.999999999999449,-80.0000000000125,-405.9999999999952,-297.9999999999983,-174.00000000000747,-104.99999999999955,-354.0000000000099,-96.00000000000364,24.000000000001798,37.00000000000925,,-1635.0000000000225
2019.09.02,21.999999999999797,48.99999999999905,-76.99999999999375,129.99999999999545,16.0000000000049,29.999999999996696,250.0,-408.9999999999927,-295.0000000000008,-177.00000000000495,-66.00000000001049,-232.00000000000998,32.99999999998704,66.99999999999484,74.00000000000739,,-585.0000000000275
2019.09.02,53.999999999998494,63.00000000000195,-32.999999999994145,191.99999999999307,15.00000000000945,41.000000000002146,306.0000000000116,-374.999999999992,-209.00000000001472,-109.00000000000354,37.99999999998249,-188.9999999999947,99.99999999999432,83.9999999999952,108.00000000000809,,85.99999999999766
2019.09.02,20.999999999993246,31.000000000003247,-28.999999999990145,196.99999999998852,14.000000000002899,20.999999999993246,286.00000000000136,-367.0000000000062,-270.99999999999903,-102.00000000000209,-49.00000000001015,-269.00000000000813,70.99999999999795,42.999999999993044,67.00000000000594,,-336.00000000003627
2019.09.02,-6.0000000000060005,-17.000000000000348,-55.000000000005045,208.99999999998897,13.00000000000745,7.9999999999968985,320.99999999999795,-337.0000000000095,-293.0000000000099,-116.00000000000499,-62.000000000006494,-357.99999999999164,77.99999999998875,9.999999999998899,3.0000000000085514,,-602.0000000000465
2019.09.02,-43.999999999999595,-68.00000000000139,-55.000000000005045,168.99999999999693,-47.9999999999925,-70.0000000000034,141.9999999999959,-285.00000000000193,-354.0000000000099,-74.0000000000185,-152.0000000000188,-507.9999999999973,-26.00000000001046,-40.00000000000669,-59.99999999999339,,-1473.000000000066
2019.09.02,-36.0000000000027,-58.99999999999794,-56.99999999999594,154.99999999998693,-44.99999999999504,-43.00000000000415,182.99999999999272,-256.99999999999613,-290.9999999999968,-68.00000000000139,-136.00000000000279,-438.00000000000506,-6.000000000000227,-23.00000000000635,-39.00000000000014,,-1160.000000000025
2019.09.02,-7.0000000000014495,-17.999999999995797,-106.00000000000608,181.99999999998795,4.000000000004,-4.999999999999449,274.0000000000009,-306.00000000000625,-269.00000000000813,-89.00000000000574,-94.00000000001629,-397.0000000000029,59.99999999998806,4.999999999999449,-0.999999999995449,,-767.0000000000571
2019.09.02,46.999999999997044,75.9999999999983,-120.99999999999334,180.99999999999739,95.00000000000064,115.99999999999389,342.9999999999893,-299.99999999998914,-174.00000000000747,-57.00000000001815,58.000000000002494,-124.00000000001299,151.9999999999868,61.999999999995396,109.00000000000354,,462.99999999994367
2019.09.02,41.000000000002146,87.99999999999919,-116.00000000000499,165.99999999999682,82.99999999999974,134.0000000000008,317.0000000000073,-265.99999999998846,-165.9999999999995,-84.0000000000174,13.999999999980695,-99.00000000000463,119.99999999999034,53.999999999998494,132.0000000000099,,417.99999999997044
2019.09.02,39.999999999995595,102.00000000000209,-116.00000000000499,159.9999999999966,73.00000000000084,151.00000000000114,328.00000000000296,-280.9999999999979,-195.9999999999962,-100.0000000000112,-29.00000000001235,-66.99999999999484,120.99999999999511,51.99999999999649,159.00000000000912,,396.9999999999825
2019.09.02,24.000000000001798,101.00000000000664,-119.00000000000244,163.99999999998727,67.00000000000594,143.9999999999997,329.00000000000773,-320.00000000000915,-229.00000000001253,-80.00000000001339,-26.0000000000149,-59.000000000009045,101.99999999998965,43.999999999999595,154.0000000000097,,295.9999999999465
2019.09.02,35.999999999991594,90.0000000000012,-109.00000000000354,154.99999999998693,78.00000000000028,132.99999999999423,342.00000000001296,-326.9999999999884,-242.00000000000887,-82.00000000000429,-7.0000000000014495,-110.00000000001009,106.99999999999932,52.99999999999194,140.0000000000068,,256.99999999996857
2019.09.02,22.999999999995246,78.00000000000028,-116.00000000000499,134.00000000000034,71.00000000000995,129.00000000000134,358.0000000000041,-333.0000000000055,-289.0000000000059,-89.00000000000574,-50.0000000000167,-147.99999999999258,97.99999999999898,36.999999999998145,123.00000000000644,,25.999999999983388
2019.09.02,4.999999999999449,92.00000000000318,-157.99999999999147,119.99999999999034,89.00000000000574,165.9999999999995,381.0000000000002,-304.9999999999997,-300.00000000001137,-33.00000000001635,-22.0000000000109,-32.999999999994145,98.99999999998954,3.999999999992898,130.0000000000079,,234.99999999996479
2019.09.02,27.999999999994696,102.00000000000209,-157.00000000000713,150.99999999999625,104.99999999999955,176.99999999999383,430.0000000000068,-364.9999999999931,-299.00000000000483,-57.00000000001815,22.999999999995246,-24.000000000001798,131.9999999999908,46.999999999997044,151.00000000000114,,443.9999999999525
