date,AUDUSD,NZDUSD,GBPCHF,CADCHF,EURCAD,EURNZD,CADJPY,NZDJPY,empty,sum
2019.05.13,-31.999999999998696,-17.000000000000348,-229.99999999999687,-126.0000000000039,-129.00000000000134,-34.000000000000696,-9.999999999990905,-3.0000000000001137,,-580.9999999999928
2019.05.13,-26.999999999999247,49.99999999999449,-232.00000000000998,-123.00000000000644,-170.99999999998784,-154.0000000000097,29.000000000010573,66.0000000000025,,-562.0000000000056
2019.05.13,-4.999999999999449,51.99999999999649,-200.00000000000017,-102.00000000000209,-202.9999999999976,-150.00000000000568,-22.999999999996135,42.999999999992156,,-588.0000000000125
2019.05.13,-27.999999999994696,17.000000000000348,-197.00000000000273,-42.0000000000087,-205.99999999999508,-215.99999999999397,-24.999999999991473,24.00000000000091,,-672.9999999999853
2019.05.13,-34.000000000000696,20.999999999993246,-141.99999999999767,-17.000000000000348,-212.99999999999653,-221.00000000000452,-24.00000000000091,27.999999999991587,,-602.0000000000158
2019.05.13,-78.00000000000028,-14.999999999998348,-133.00000000000534,7.9999999999968985,-316.99999999998954,-326.0000000000041,-156.99999999999648,-93.00000000000352,,-1111.0000000000007
2019.05.13,-134.0000000000008,-65.99999999999939,-160.00000000000458,22.999999999995246,-329.00000000000153,-455.0000000000054,-190.9999999999883,-164.00000000000148,,-1476.0000000000064
2019.05.13,-107.99999999999699,-60.99999999999994,-165.9999999999995,12.000000000000899,-235.99999999999176,-391.000000000008,-89.9999999999892,-112.00000000000898,,-1151.9999999999936
2019.05.13,-95.99999999999609,-57.00000000000705,-161.99999999999548,0.0,-207.00000000000162,-411.0000000000058,-83.99999999998897,-102.00000000000387,,-1118.9999999999989
2019.05.13,-104.00000000000409,-80.99999999999774,-141.99999999999767,15.999999999993797,-242.99999999999324,-458.00000000000284,-49.99999999999716,-97.00000000000841,,-1159.0000000000073
2019.05.13,-177.00000000000495,-141.00000000000225,-164.99999999999292,35.999999999991594,-261.0000000000001,-557.9999999999918,-84.99999999999375,-156.99999999999648,,-1507.9999999999905
2019.05.13,-170.99999999999892,-128.00000000000588,-187.00000000000384,26.999999999999247,-258.0000000000027,-539.0000000000006,-103.9999999999992,-161.00000000000136,,-1521.0000000000132
2019.05.13,-165.00000000000404,-104.00000000000409,-191.00000000000784,34.000000000000696,-248.00000000000378,-510.99999999999477,-69.99999999999318,-132.000000000005,,-1387.000000000012
2019.05.13,-166.99999999999494,-114.00000000000298,-195.00000000001182,29.999999999996696,-252.99999999999213,-547.999999999993,-69.99999999999318,-140.00000000000057,,-1456.9999999999918
2019.05.13,-151.00000000000114,-92.00000000000318,-178.00000000001148,31.999999999998696,-207.00000000000162,-425.99999999999307,-52.99999999999727,-103.9999999999992,,-1179.0000000000082
2019.05.13,-131.99999999999878,-95.00000000000064,-180.0000000000024,2.000000000002,-195.9999999999962,-435.9999999999919,-50.99999999998772,-106.99999999999932,,-1194.999999999975
2019.05.13,-182.00000000000438,-133.00000000000534,-182.99999999999983,-2.000000000002,-198.99999999999363,-516.9999999999897,-68.9999999999884,-164.00000000000148,,-1448.999999999985
2019.05.13,-190.99999999999673,-124.00000000000189,-209.9999999999991,-3.0000000000085514,-209.9999999999991,-510.99999999999477,-99.99999999999432,-168.99999999999693,,-1517.9999999999914
2019.05.13,-175.00000000000293,-124.99999999999733,-204.00000000000418,0.999999999995449,-299.00000000000483,-580.0000000000027,-118.99999999999977,-162.9999999999967,,-1664.0000000000132
2019.05.13,-199.00000000000472,-148.99999999999915,-141.99999999999767,79.99999999999119,-322.00000000000006,-656.9999999999965,-100.99999999999909,-186.9999999999976,,-1677.0000000000036
2019.05.13,-215.99999999999397,-168.99999999999693,-96.00000000000719,78.00000000000028,-278.00000000000045,-628.9999999999907,-122.99999999999045,-210.00000000000796,,-1642.9999999999873
2019.05.13,-231.0000000000034,-184.00000000000637,-83.9999999999952,39.00000000000014,-175.99999999999838,-600.0000000000006,-146.99999999999136,-280.00000000000114,,-1662.9999999999964
2019.05.13,-209.9999999999991,-162.0000000000066,-59.99999999999339,70.99999999999883,-180.99999999998673,-605.9999999999955,-162.9999999999967,-271.0000000000008,,-1581.99999999998
2019.05.13,-180.0000000000024,-119.99999999999788,-18.0000000000069,29.000000000001247,-181.9999999999933,-547.999999999993,-91.99999999999875,-192.99999999999784,,-1303.9999999999886
2019.05.13,-161.00000000000003,-92.99999999999864,-45.000000000006146,18.999999999991246,-109.00000000000354,-446.9999999999974,-74.99999999998863,-174.0000000000066,,-1085.0000000000098
2019.05.13,-121.99999999999989,-62.000000000006494,-25.999999999992696,71.99999999999429,-197.99999999998707,-426.9999999999996,-43.99999999999693,-134.00000000000034,,-940.9999999999886
2019.05.13,-156.99999999999602,-84.0000000000063,21.00000000000435,137.9999999999937,-187.99999999998818,-520.0000000000093,-71.99999999998852,-164.00000000000148,,-1025.9999999999918
2019.05.13,-175.00000000000293,-118.00000000000699,15.999999999993797,158.99999999999804,-270.99999999999903,-580.0000000000027,-105.99999999999454,-195.99999999999795,,-1271.0000000000123
2019.05.13,-239.99999999999577,-143.9999999999997,72.99999999998974,231.99999999999886,-350.9999999999902,-653.999999999999,-168.99999999999693,-236.0000000000042,,-1488.9999999999968
