date,EURUSD,USDJPY,USDCAD,CADCHF,AUDCHF,EURJPY,AUDJPY,empty,sum
2019.09.30,9.999999999998899,27.999999999991587,-28.000000000005798,19.999999999997797,41.9999999999976,40.00000000000625,48.00000000000182,,159.99999999998815
2019.09.30,11.999999999989797,16.999999999995907,-11.999999999989797,50.0000000000056,56.0000000000005,33.00000000000125,51.00000000000193,,207.00000000000517
2019.09.30,38.0000000000047,-37.00000000000614,-41.000000000002146,68.00000000000139,61.999999999995396,6.000000000000227,0.0,,95.99999999999343
2019.09.30,41.000000000002146,-81.00000000000307,-45.99999999999049,36.999999999998145,-0.999999999995449,-39.00000000000148,-73.99999999999807,,-162.99999999998826
2019.09.30,32.999999999994145,-33.00000000000125,-45.000000000006146,70.0000000000034,73.00000000000084,4.0000000000048885,16.000000000005343,,118.00000000000122
2019.09.30,18.999999999991246,-10.000000000005116,-45.000000000006146,82.00000000000429,48.000000000003595,13.999999999995794,-7.000000000005002,,100.99999999997866
2019.09.30,-11.00000000000545,-5.000000000009663,-45.99999999999049,74.00000000000739,66.99999999999484,-12.000000000000455,22.00000000000557,,89.00000000000173
2019.09.30,-38.0000000000047,-52.00000000000671,-72.0000000000054,56.0000000000005,0.999999999995449,-91.99999999999875,-76.99999999999818,,-274.0000000000178
2019.09.30,-77.00000000001594,-36.000000000001364,-114.99999999999844,39.00000000000014,9.999999999998899,-118.99999999999977,-69.00000000000261,,-367.0000000000191
2019.09.30,-62.000000000006494,-27.000000000001023,-52.99999999999194,77.00000000000485,76.99999999999375,-90.00000000000341,10.000000000005116,,-67.99999999999916
2019.09.30,-55.000000000005045,-57.00000000000216,-53.999999999998494,63.99999999999739,53.00000000000304,-117.999999999995,-25.99999999999625,,-192.9999999999965
2019.09.30,-97.00000000001374,-6.000000000000227,-73.99999999999629,99.00000000000463,26.000000000003798,-105.99999999999454,-64.99999999999773,,-222.9999999999941
2019.09.30,-66.99999999999484,-25.000000000005684,-35.00000000000725,104.99999999999955,32.999999999994145,-93.99999999999409,-55.999999999997385,,-139.00000000000557
2019.09.30,-78.00000000000028,-18.000000000000682,-55.99999999998939,104.99999999999955,41.9999999999976,-91.99999999999875,-48.00000000000182,,-144.9999999999938
