date,EURUSD,USDJPY,USDCAD,CADCHF,AUDCHF,EURJPY,AUDJPY,empty,sum
2019.09.30,-7.0000000000014495,-40.00000000000625,-82.00000000000429,-24.999999999997247,-7.9999999999968985,-39.00000000000148,-54.99999999999261,,-256.0000000000002
2019.09.30,0.9999999999843467,12.999999999991019,-52.99999999999194,6.0000000000060005,21.00000000000435,33.00000000000125,40.00000000000625,,61.00000000000128
2019.09.30,-5.000000000010552,-39.00000000000148,-48.000000000003595,19.00000000000235,31.000000000003247,4.0000000000048885,-1.9999999999953388,,-40.00000000000049
2019.09.30,21.999999999988695,-103.9999999999992,-70.99999999999883,12.000000000000899,-26.000000000003798,-49.99999999999716,-102.99999999999443,,-320.00000000000387
2019.09.30,17.999999999984695,-82.00000000000784,-58.000000000002494,36.0000000000027,-14.000000000002899,-39.99999999999204,-73.99999999999807,,-214.00000000001594
2019.09.30,14.000000000002899,-54.000000000002046,-75.00000000000284,46.999999999997044,27.999999999994696,-22.999999999996135,-37.00000000000614,,-100.00000000001252
2019.09.30,-18.0000000000069,-42.00000000000159,-59.99999999999339,65.00000000000395,32.999999999994145,-30.000000000001137,-33.00000000000125,,-85.00000000000617
2019.09.30,-46.999999999997044,-82.00000000000784,-95.00000000000064,36.0000000000027,-4.999999999999449,-121.99999999999989,-102.00000000000387,,-417.000000000006
2019.09.30,-97.00000000001374,-67.99999999999784,-144.99999999999514,26.999999999999247,-7.9999999999968985,-118.99999999999977,-88.99999999999864,,-499.00000000000273
2019.09.30,-78.00000000000028,-46.999999999997044,-127.00000000001043,35.00000000000725,-9.999999999998899,-126.00000000000477,-79.9999999999983,,-433.0000000000025
2019.09.30,-68.00000000000139,-61.99999999999761,-70.99999999999883,60.00000000000449,44.99999999999504,-118.99999999999977,-25.99999999999625,,-240.99999999999432
2019.09.30,-103.00000000000864,-67.00000000000728,-83.9999999999952,58.99999999999794,10.999999999994348,-159.00000000000603,-105.99999999999454,,-449.00000000001944
2019.09.30,-97.00000000001374,-45.000000000001705,-78.00000000000028,62.000000000006494,5.999999999994898,-132.99999999999557,-87.99999999999386,,-373.0000000000038
2019.09.30,-87.00000000001484,-51.00000000000193,-66.99999999999484,75.9999999999983,12.000000000000899,-128.0000000000001,-82.99999999999841,,-328.0000000000109
2019.09.30,-97.00000000001374,-51.00000000000193,-72.0000000000054,70.0000000000034,12.999999999996348,-115.99999999999966,-81.99999999999363,,-335.0000000000146
2019.09.30,-63.000000000013046,-112.00000000000898,-46.999999999997044,72.0000000000054,-14.999999999998348,-158.00000000000125,-123.00000000000466,,-446.00000000001796
2019.09.30,-42.0000000000087,-136.0000000000099,-45.000000000006146,70.99999999999883,-43.00000000000415,-182.00000000000216,-194.99999999999318,,-572.0000000000254
2019.09.30,-56.000000000011596,-204.00000000000773,-53.999999999998494,72.0000000000054,-68.99999999999685,-251.00000000000477,-281.0000000000059,,-843.00000000002
2019.09.30,-96.00000000000719,-183.9999999999975,-85.00000000000173,82.99999999999974,-85.00000000000173,-248.00000000000466,-290.9999999999968,,-906.0000000000098
2019.09.30,-56.000000000011596,-159.00000000000603,-24.000000000001798,141.99999999999767,-12.999999999996348,-203.00000000000296,-222.99999999999898,,-536.00000000002
2019.09.30,-2.0000000000131024,-213.99999999999864,-63.99999999999739,117.00000000000044,-39.00000000000014,-204.9999999999983,-262.00000000000045,,-669.0000000000076
2019.09.30,-59.000000000009045,-177.0000000000067,11.999999999989797,192.00000000000327,24.999999999997247,-180.99999999999739,-203.99999999999352,,-392.00000000001637
2019.09.30,-87.99999999999919,-118.99999999999977,-72.0000000000054,204.99999999999963,41.000000000002146,-189.99999999999773,-201.99999999999818,,-424.9999999999985
2019.09.30,-73.99999999999629,-115.99999999999966,-96.99999999999153,180.0000000000024,24.000000000001798,-186.9999999999976,-221.9999999999942,,-491.9999999999751
2019.09.30,-151.00000000001222,-73.0000000000075,-130.99999999999224,207.00000000000162,85.99999999999719,-176.9999999999925,-140.00000000000057,,-379.0000000000062
2019.09.30,-202.00000000001327,-33.00000000000125,-150.99999999999002,212.00000000000108,97.00000000000264,-213.99999999999864,-143.00000000000068,,-434.0000000000001
2019.09.30,-209.00000000001472,-28.000000000005798,-140.0000000000068,277.000000000005,149.99999999999457,-224.00000000000375,-156.0000000000059,,-330.0000000000374
2019.09.30,-211.00000000000563,-39.00000000000148,-165.9999999999995,326.0000000000041,226.99999999999943,-248.00000000000466,-143.00000000000068,,-254.0000000000084
2019.09.30,-344.99999999999534,-72.00000000000273,-180.0000000000024,318.00000000000716,226.99999999999943,-400.99999999999625,-141.00000000000534,,-593.9999999999955
2019.09.30,-334.00000000001205,-22.999999999996135,-157.99999999999147,311.00000000000574,229.99999999999687,-358.0000000000041,-99.00000000000375,,-431.0000000000049
2019.09.30,-557.0000000000075,-3.0000000000001137,-259.0000000000092,334.00000000000097,270.0000000000036,-560.9999999999928,-85.99999999999852,,-862.0000000000036
2019.09.30,-548.0000000000151,9.999999999990905,-276.9999999999939,363.99999999999767,309.99999999999915,-493.9999999999998,-91.99999999999875,,-727.0000000000199
2019.09.30,-463.0000000000134,31.999999999996476,-234.00000000000088,414.00000000000324,326.0000000000041,-438.99999999999295,-84.99999999999375,,-448.9999999999972
2019.09.30,-494.00000000001666,6.999999999990791,-248.00000000000378,399.0000000000049,358.0000000000028,-393.0000000000007,-15.000000000000568,,-386.00000000002325
2019.09.30,-395.000000000012,21.99999999999136,-137.9999999999937,434.000000000001,407.99999999999727,-352.00000000000387,13.00000000000523,,-8.000000000014666
2019.09.30,-422.00000000001125,-33.00000000000125,-120.99999999999334,483.0000000000001,278.9999999999959,-397.99999999999613,-132.000000000005,,-344.0000000000109
2019.09.30,-412.9999999999967,45.000000000001705,-131.99999999999878,478.0000000000006,263.99999999999756,-331.99999999999363,-129.0000000000049,,-218.9999999999941
2019.09.30,-415.0000000000098,129.99999999999545,-140.99999999999113,523.0000000000068,307.99999999999716,-266.9999999999959,-102.99999999999443,,35.000000000008185
2019.09.30,-371.00000000001023,105.00000000000398,-151.9999999999966,500.00000000000045,326.9999999999995,-254.0000000000049,-87.0000000000033,,67.99999999998892
2019.09.30,-373.00000000000114,120.99999999999511,-139.00000000000023,499.000000000005,341.0000000000024,-197.9999999999933,-60.000000000002274,,191.00000000000557
2019.09.30,-395.000000000012,173.00000000000182,-103.99999999999298,568.9999999999973,375.9999999999986,-204.9999999999983,-25.99999999999625,,387.9999999999982
2019.09.30,-470.9999999999992,158.00000000000125,-141.99999999999767,596.0000000000076,429.0000000000016,-308.9999999999975,-24.00000000000091,,237.00000000001523
2019.09.30,-436.9999999999985,128.0000000000001,-123.99999999999079,602.0000000000025,426.9999999999996,-292.99999999999216,-34.000000000006025,,269.0000000000148
2019.09.30,-401.00000000000693,99.99999999999432,-103.00000000000864,585.9999999999976,415.99999999999415,-293.99999999999693,-28.000000000005798,,275.9999999999677
2019.09.30,-409.99999999999926,99.99999999999432,-59.99999999999339,600.0000000000006,404.99999999999983,-301.9999999999925,-43.99999999999693,,289.0000000000126
