date,USDCAD,empty,sum
2019.08.19,-26.0000000000149,,-26.0000000000149
2019.08.19,-119.00000000000244,,-119.00000000000244
2019.08.19,-80.99999999999774,,-80.99999999999774
2019.08.19,-94.00000000001629,,-94.00000000001629
2019.08.19,-62.000000000006494,,-62.000000000006494
2019.08.19,-75.00000000000284,,-75.00000000000284
2019.08.19,-76.0000000000094,,-76.0000000000094
2019.08.19,-121.00000000001555,,-121.00000000001555
2019.08.19,-130.0000000000079,,-130.0000000000079
2019.08.19,-141.99999999999767,,-141.99999999999767
2019.08.19,-134.99999999999625,,-134.99999999999625
2019.08.19,-102.00000000000209,,-102.00000000000209
2019.08.19,-151.9999999999966,,-151.9999999999966
2019.08.19,-165.00000000001512,,-165.00000000001512
2019.08.19,-150.00000000000568,,-150.00000000000568
2019.08.19,-140.0000000000068,,-140.0000000000068
2019.08.19,-134.99999999999625,,-134.99999999999625
2019.08.19,-168.99999999999693,,-168.99999999999693
2019.08.19,-110.00000000001009,,-110.00000000001009
2019.08.19,-70.0000000000145,,-70.0000000000145
2019.08.19,-80.00000000001339,,-80.00000000001339
2019.08.19,-97.9999999999981,,-97.9999999999981
2019.08.19,-134.00000000001188,,-134.00000000001188
2019.08.19,-107.99999999999699,,-107.99999999999699
2019.08.19,-11.00000000000545,,-11.00000000000545
2019.08.19,-22.0000000000109,,-22.0000000000109
2019.08.19,12.999999999996348,,12.999999999996348
2019.08.19,28.999999999990145,,28.999999999990145
2019.08.19,15.999999999993797,,15.999999999993797
2019.08.19,27.999999999983594,,27.999999999983594
2019.08.19,-97.9999999999981,,-97.9999999999981
2019.08.19,-19.999999999997797,,-19.999999999997797
2019.08.19,-58.000000000002494,,-58.000000000002494
2019.08.19,-170.00000000000347,,-170.00000000000347
2019.08.19,-236.99999999999832,,-236.99999999999832
2019.08.19,-270.99999999999903,,-270.99999999999903
2019.08.19,-273.9999999999965,,-273.9999999999965
2019.08.19,-453.99999999999886,,-453.99999999999886
2019.08.19,-526.0000000000042,,-526.0000000000042
2019.08.19,-561.9999999999958,,-561.9999999999958
2019.08.19,-581.0000000000093,,-581.0000000000093
2019.08.19,-634.0000000000013,,-634.0000000000013
2019.08.19,-677.0000000000165,,-677.0000000000165
2019.08.19,-697.9999999999986,,-697.9999999999986
2019.08.19,-644.0000000000001,,-644.0000000000001
2019.08.19,-767.0000000000066,,-767.0000000000066
2019.08.19,-713.0000000000081,,-713.0000000000081
2019.08.19,-634.0000000000013,,-634.0000000000013
2019.08.20,-643.0000000000158,,-643.0000000000158
2019.08.20,-650.0000000000173,,-650.0000000000173
2019.08.20,-646.0000000000132,,-646.0000000000132
2019.08.20,-659.0000000000095,,-659.0000000000095
2019.08.20,-687.0000000000153,,-687.0000000000153
2019.08.20,-695.0000000000011,,-695.0000000000011
2019.08.20,-653.0000000000147,,-653.0000000000147
2019.08.20,-704.0000000000157,,-704.0000000000157
2019.08.20,-643.0000000000158,,-643.0000000000158
2019.08.20,-636.0000000000143,,-636.0000000000143
2019.08.20,-592.0000000000148,,-592.0000000000148
