date,USDCAD,empty,sum
2019.08.19,-137.00000000000932,,-137.00000000000932
2019.08.19,-144.0000000000108,,-144.0000000000108
2019.08.19,-175.00000000001404,,-175.00000000001404
2019.08.19,-100.0000000000112,,-100.0000000000112
2019.08.19,-102.00000000000209,,-102.00000000000209
2019.08.19,-87.00000000001484,,-87.00000000001484
2019.08.19,-120.00000000000898,,-120.00000000000898
2019.08.19,-136.00000000000279,,-136.00000000000279
2019.08.19,-155.00000000001623,,-155.00000000001623
2019.08.19,-156.00000000000057,,-156.00000000000057
2019.08.19,-146.00000000000168,,-146.00000000000168
2019.08.19,-143.00000000000423,,-143.00000000000423
2019.08.19,-153.00000000000313,,-153.00000000000313
2019.08.19,-170.00000000000347,,-170.00000000000347
2019.08.19,-168.0000000000126,,-168.0000000000126
2019.08.19,-150.00000000000568,,-150.00000000000568
2019.08.19,-143.00000000000423,,-143.00000000000423
2019.08.19,-170.00000000000347,,-170.00000000000347
2019.08.19,-172.0000000000166,,-172.0000000000166
2019.08.19,-110.00000000001009,,-110.00000000001009
2019.08.19,-124.99999999999733,,-124.99999999999733
2019.08.19,-102.00000000000209,,-102.00000000000209
2019.08.19,-144.0000000000108,,-144.0000000000108
2019.08.19,-140.0000000000068,,-140.0000000000068
2019.08.19,-113.00000000000753,,-113.00000000000753
2019.08.19,-48.000000000003595,,-48.000000000003595
2019.08.19,-49.00000000001015,,-49.00000000001015
2019.08.19,-12.000000000012001,,-12.000000000012001
2019.08.19,-46.0000000000127,,-46.0000000000127
2019.08.19,-24.000000000001798,,-24.000000000001798
2019.08.19,-138.0000000000159,,-138.0000000000159
2019.08.19,-107.99999999999699,,-107.99999999999699
2019.08.19,-58.000000000002494,,-58.000000000002494
2019.08.19,-195.00000000001182,,-195.00000000001182
2019.08.19,-261.0000000000001,,-261.0000000000001
2019.08.19,-275.000000000003,,-275.000000000003
2019.08.19,-280.9999999999979,,-280.9999999999979
2019.08.19,-502.00000000000244,,-502.00000000000244
2019.08.19,-568.9999999999973,,-568.9999999999973
2019.08.19,-588.0000000000107,,-588.0000000000107
2019.08.19,-594.0000000000057,,-594.0000000000057
2019.08.19,-643.0000000000158,,-643.0000000000158
2019.08.19,-689.0000000000063,,-689.0000000000063
2019.08.19,-720.0000000000095,,-720.0000000000095
2019.08.19,-702.0000000000026,,-702.0000000000026
2019.08.19,-770.000000000004,,-770.000000000004
2019.08.19,-774.000000000008,,-774.000000000008
2019.08.19,-710.0000000000106,,-710.0000000000106
2019.08.20,-673.0000000000125,,-673.0000000000125
2019.08.20,-669.0000000000085,,-669.0000000000085
2019.08.20,-670.9999999999993,,-670.9999999999993
2019.08.20,-670.9999999999993,,-670.9999999999993
