date,USDCHF,EURUSD,AUDUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.08.10,-112.99999999999643,-47.99999999998139,-41.000000000002146,-51.9999999999925,-120.99999999999334,-59.99999999999339,-35.00000000000725,-161.00000000000136,-204.00000000000418,-211.00000000000563,-156.99999999999648,-188.9999999999947,-47.00000000001925,-93.99999999999409,-139.00000000000023,-114.99999999999844,-51.000000000001044,,-1837.999999999982
2020.08.10,-112.000000000001,-25.999999999992696,-49.00000000001015,76.00000000000762,-150.99999999999002,-37.99999999999359,-12.000000000000899,-54.000000000002046,-364.00000000000875,-245.0000000000063,10.000000000005116,-299.00000000000483,75.99999999998718,-30.9999999999917,-197.99999999999818,-179.99999999999127,58.000000000002494,,-1538.9999999999893
2020.08.10,-154.99999999999403,-130.99999999999224,-114.00000000000298,140.00000000000057,-131.99999999999878,-10.999999999994348,12.999999999996348,-102.00000000000387,-362.00000000001785,-211.99999999998997,-54.000000000002046,-252.99999999999213,213.99999999998087,-76.99999999999818,-178.99999999999582,-310.9999999999946,100.0000000000112,,-1625.9999999999877
2020.08.10,-139.00000000000023,-122.99999999998423,-109.00000000000354,140.00000000000057,-114.99999999999844,54.00000000000959,47.9999999999925,-98.99999999998954,-242.00000000000887,-212.99999999999653,-55.999999999997385,-161.99999999999548,338.99999999997823,-76.99999999999818,-163.99999999999747,-211.99999999998997,154.0000000000097,,-975.9999999999692
2020.08.10,-134.99999999999625,-102.99999999998644,-92.00000000000318,126.00000000000477,-105.99999999999498,55.000000000005045,56.99999999999594,-118.99999999999977,-231.0000000000034,-143.00000000000423,-45.000000000001705,-161.00000000001114,381.99999999999346,-64.99999999999773,-139.99999999999568,-213.99999999999199,219.00000000001364,,-714.9999999999736
2020.08.10,-120.99999999999334,-75.99999999998718,-68.00000000000139,141.9999999999959,-92.99999999999864,20.0000000000089,46.999999999997044,-111.99999999999477,-175.00000000001404,-113.99999999999189,-48.99999999999238,-107.99999999999699,289.9999999999903,-57.999999999992724,-78.00000000000028,-165.9999999999995,192.99999999999872,,-525.9999999999724
2020.08.10,-106.99999999999044,-51.99999999998539,-33.000000000005244,112.99999999999955,-119.99999999999788,-1.999999999990898,19.999999999997797,-75.00000000001705,-162.00000000001768,-96.99999999999153,-36.99999999999193,-136.00000000000279,267.99999999997937,-27.000000000001023,-53.00000000000304,-137.9999999999937,205.00000000001074,,-433.0000000000013
2020.08.10,-80.99999999999774,35.00000000000725,28.999999999990145,70.99999999999795,-137.9999999999937,-3.999999999992898,25.999999999992696,-64.99999999999773,-146.00000000000168,-109.00000000000354,-24.999999999991473,-126.0000000000039,300.99999999999574,-12.000000000000455,-56.0000000000005,-152.99999999999204,234.00000000000088,,-218.99999999999093
2020.08.10,-97.9999999999981,34.000000000000696,-4.000000000004,42.00000000000159,-124.99999999999733,30.000000000007798,25.999999999992696,-118.99999999999977,-106.00000000000608,-197.99999999998707,-77.99999999998875,-78.00000000000028,404.9999999999887,-67.99999999999784,-65.99999999999939,-205.99999999999508,273.0000000000121,,-335.99999999997016
2020.08.10,-122.99999999999534,47.00000000001925,26.999999999999247,40.00000000000625,-149.99999999999457,1.0000000000065512,20.999999999993246,-56.000000000011596,-99.00000000000463,-151.9999999999966,-48.00000000000182,-75.00000000000284,427.99999999998397,-42.999999999992156,-41.9999999999976,-184.99999999999073,277.00000000001614,,-131.99999999996322
