date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDNZD,empty,sum
2018.12.10,-60.99999999999994,-129.00000000000134,-83.9999999999952,0.0,0.0,-60.99999999999994,-2.999999999997449,-68.99999999999685,-35.999999999991594,-75.99999999998718,-184.99999999997385,-18.999999999991246,-262.999999999991,-118.99999999999977,-256.99999999999613,,-1361.9999999999216
2018.12.10,-39.00000000000014,-131.00000000001444,-90.99999999999665,44.00000000001114,66.99999999999484,-60.99999999999994,-17.000000000000348,-156.99999999999602,2.999999999997449,-255.00000000000523,-212.99999999999386,-120.99999999999334,-524.9999999999977,-109.00000000000887,-302.9999999999866,,-1907.9999999999895
2018.12.10,-68.99999999999685,-195.00000000001182,-157.99999999999147,-152.9999999999916,10.999999999983245,-76.99999999999375,-56.0000000000005,-219.00000000000253,7.0000000000014495,-329.00000000000153,-193.9999999999884,-249.99999999999466,-735.9999999999811,-94.0000000000083,-405.9999999999952,,-2917.9999999999727
2018.12.10,-85.00000000000173,-223.00000000001762,-171.00000000001003,-143.99999999999125,9.999999999998899,-37.99999999999359,-136.00000000000279,-312.9999999999966,85.00000000000173,-514.9999999999987,-102.99999999998022,-392.9999999999989,-936.9999999999878,-19.000000000005457,-411.99999999999017,,-3393.999999999974
2018.12.10,-65.99999999999939,-202.00000000001327,-164.99999999999292,-85.99999999999852,-33.00000000001635,-81.9999999999932,-97.00000000000264,-290.9999999999968,29.00000000001235,-424.99999999998647,-192.99999999998363,-336.9999999999873,-901.9999999999806,-126.00000000000477,-434.000000000001,,-3409.9999999999445
2018.12.10,-68.99999999999685,-246.00000000001288,-200.00000000000017,-120.99999999999511,-95.00000000000064,-124.99999999999733,-4.000000000004,-234.00000000000088,-1.999999999990898,-262.999999999991,-211.9999999999891,-166.99999999998383,-795.9999999999967,-152.00000000000102,-459.99999999999375,,-3145.9999999999536
2018.12.10,-188.9999999999947,-393.0000000000211,-445.0000000000065,-209.99999999999375,-209.00000000001472,-106.99999999999044,107.99999999999699,-114.00000000000298,0.0,-53.999999999998494,-300.9999999999877,-45.99999999999049,-605.9999999999955,-103.9999999999992,-431.99999999998795,,-3101.9999999999864
2018.12.10,-243.99999999999977,-471.0000000000214,-497.99999999999847,-282.99999999998704,-228.00000000000597,-66.99999999999484,121.99999999999989,-0.999999999995449,42.0000000000087,46.0000000000127,-281.99999999998226,-80.99999999999774,-391.9999999999924,-76.00000000000762,-300.99999999999574,,-2713.9999999999573
2018.12.10,-307.99999999999716,-521.0000000000159,-530.0000000000082,-335.9999999999985,-229.00000000001253,-28.999999999990145,58.000000000002494,4.000000000004,140.0000000000068,-90.99999999999665,-250.99999999997635,-113.99999999999189,-322.00000000000006,-37.00000000000614,-272.99999999998994,,-2838.99999999997
2018.12.10,-278.00000000000045,-485.0000000000021,-476.0000000000098,-302.99999999999727,-221.00000000000452,-17.000000000000348,60.99999999999994,-14.999999999998348,161.99999999999548,-43.999999999999595,-254.99999999999545,-86.99999999999264,-353.99999999998766,-43.99999999999693,-278.9999999999848,,-2634.9999999999745
