date,CHFJPY,GBPJPY,EURJPY,CADJPY,empty,sum
2016.05.30,-4.0000000000048885,-15.999999999991132,-34.000000000006025,-34.000000000006025,,-88.00000000000807
2016.05.30,15.000000000000568,18.000000000000682,-16.000000000005343,1.9999999999953388,,18.999999999991246
2016.05.30,-94.99999999999886,-205.99999999998886,-168.00000000000637,-42.00000000000159,,-510.9999999999957
2016.05.30,-332.00000000000784,-620.9999999999809,-416.000000000011,-141.00000000000534,,-1510.000000000005
2016.05.30,-376.0000000000048,-730.9999999999945,-410.0000000000108,-165.00000000000625,,-1682.0000000000164
2016.05.30,-398.00000000001035,-818.9999999999884,-450.00000000000284,-190.00000000001194,,-1857.0000000000132
2016.05.30,-365.0000000000091,-701.9999999999982,-371.0000000000093,-159.00000000000603,,-1597.0000000000227
2016.05.30,-398.00000000001035,-692.9999999999836,-383.0000000000098,-91.99999999999875,,-1566.0000000000027
2016.05.30,-395.00000000001023,-590.9999999999798,-387.00000000000045,27.000000000001023,,-1345.9999999999895
2016.05.30,-442.0000000000073,-638.9999999999816,-408.00000000000125,0.0,,-1488.99999999999
2016.05.30,-551.0000000000019,-907.999999999987,-532.0000000000107,-125.0,,-2116.0
2016.05.30,-549.9999999999972,-949.9999999999886,-547.0000000000113,-146.0000000000008,,-2192.999999999998
2016.05.30,-579.9999999999983,-976.9999999999754,-579.0000000000077,-168.00000000000637,,-2303.9999999999877
2016.05.30,-543.9999999999969,-1054.9999999999784,-563.0000000000024,-145.00000000001023,,-2306.999999999988
2016.05.30,-688.0000000000024,-1325.9999999999934,-768.0000000000007,-207.00000000000784,,-2989.000000000004
2016.05.30,-695.0000000000074,-1290.9999999999968,-759.0000000000003,-207.00000000000784,,-2952.0000000000123
2016.05.30,-697.0000000000027,-1185.0000000000023,-764.00000000001,-183.00000000000693,,-2829.000000000022
2016.05.30,-804.000000000002,-1420.9999999999923,-913.0000000000109,-286.00000000000136,,-3424.000000000007
