date,CHFJPY,GBPJPY,EURJPY,CADJPY,empty,sum
2016.05.30,48.00000000000182,64.00000000002137,11.999999999986244,84.99999999999375,,209.00000000000318
2016.05.30,24.00000000000091,33.00000000001546,-11.00000000000989,9.000000000000341,,55.00000000000682
2016.05.30,-61.99999999999761,-149.99999999997726,-114.00000000000432,71.99999999998852,,-253.99999999999068
2016.05.30,-262.00000000000045,-512.9999999999768,-323.0000000000075,-88.00000000000807,,-1185.9999999999927
2016.05.30,-361.0000000000042,-713.9999999999986,-404.0000000000106,-156.0000000000059,,-1635.000000000019
2016.05.30,-311.9999999999976,-677.9999999999973,-358.0000000000041,-148.00000000001035,,-1496.0000000000095
2016.05.30,-329.00000000000773,-595.9999999999752,-314.00000000000716,-65.00000000001194,,-1304.0000000000018
2016.05.30,-287.00000000000614,-492.999999999995,-273.00000000001035,37.9999999999967,,-1015.0000000000147
2016.05.30,-387.00000000000045,-566.9999999999789,-377.00000000000955,53.999999999987836,,-1277.000000000001
2016.05.30,-427.0000000000067,-606.9999999999993,-397.00000000000557,12.999999999991019,,-1418.0000000000205
2016.05.30,-540.9999999999968,-897.9999999999961,-527.000000000001,-108.00000000000409,,-2073.999999999998
2016.05.30,-536.0000000000014,-925.9999999999877,-537.0000000000061,-123.00000000000466,,-2122.0
2016.05.30,-517.0000000000101,-902.9999999999916,-524.0000000000009,-135.00000000000512,,-2079.0000000000077
2016.05.30,-539.0000000000015,-1048.0000000000018,-557.0000000000022,-138.00000000000523,,-2282.000000000011
2016.05.30,-667.0000000000016,-1262.9999999999768,-739.0000000000043,-187.00000000001182,,-2855.9999999999945
2016.05.30,-648.0000000000103,-1109.9999999999852,-705.0000000000125,-156.0000000000059,,-2619.000000000014
2016.05.30,-650.0000000000057,-1149.9999999999773,-729.0000000000134,-150.00000000000568,,-2679.000000000002
2016.05.30,-777.000000000001,-1257.9999999999814,-901.0000000000105,-251.00000000000477,,-3186.9999999999973
2016.05.30,-862.000000000009,-1578.9999999999793,-1053.0000000000114,-456.00000000000307,,-3950.0000000000027
2016.05.30,-838.0000000000081,-1294.9999999999875,-1037.0000000000061,-406.0000000000059,,-3576.0000000000077
2016.05.30,-829.0000000000077,-1332.9999999999984,-1054.000000000002,-412.00000000000614,,-3628.0000000000146
2016.05.30,-942.9999999999978,-1329.999999999984,-1167.0000000000016,-438.0000000000024,,-3877.999999999986
2016.05.30,-993.0000000000092,-1209.0000000000032,-1148.0000000000105,-352.00000000000387,,-3702.0000000000264
2016.05.30,-907.0000000000107,-899.0000000000009,-1036.0000000000014,-329.9999999999983,,-3172.000000000011
2016.05.30,-901.0000000000105,-830.9999999999889,-992.0000000000044,-307.00000000000216,,-3031.000000000006
2016.05.30,-870.0000000000045,-924.999999999983,-1044.0000000000111,-316.0000000000025,,-3155.000000000001
2016.05.30,-890.0000000000006,-1018.999999999977,-1089.0000000000127,-335.9999999999985,,-3333.999999999989
2016.05.30,-873.0000000000047,-941.9999999999789,-1075.0000000000027,-398.00000000001035,,-3287.999999999997
2016.05.30,-879.0000000000049,-971.99999999998,-1071.0000000000123,-468.0000000000035,,-3390.000000000001
2016.05.30,-918.9999999999969,-1173.9999999999782,-1128.0,-517.0000000000101,,-3737.999999999985
2016.05.30,-954.0000000000077,-1363.999999999976,-1128.0,-483.0000000000041,,-3928.9999999999877
2016.05.30,-980.000000000004,-1207.9999999999984,-1141.0000000000055,-454.9999999999983,,-3784.000000000006
2016.05.30,-989.0000000000043,-1147.9999999999961,-1178.0000000000114,-362.000000000009,,-3677.000000000021
2016.05.30,-981.9999999999993,-1256.0000000000002,-1176.0000000000018,-303.0000000000115,,-3717.0000000000127
2016.05.30,-993.0000000000092,-1106.9999999999993,-1164.0000000000014,-305.0000000000068,,-3569.000000000017
2016.05.30,-908.0000000000013,-1060.9999999999786,-999.0000000000094,-219.0000000000083,,-3186.9999999999977
2016.05.30,-826.0000000000076,-1113.999999999976,-978.0000000000086,-307.00000000000216,,-3224.9999999999945
2016.05.30,-853.0000000000086,-1245.999999999981,-1033.0000000000014,-310.0000000000023,,-3441.999999999993
2016.05.30,-808.0000000000069,-1343.999999999994,-968.0000000000035,-365.0000000000091,,-3485.0000000000136
2016.05.30,-843.0000000000035,-1326.9999999999982,-1041.000000000011,-430.0000000000068,,-3641.0000000000196
2016.05.30,-909.000000000006,-1351.9999999999754,-1057.0000000000023,-361.0000000000042,,-3678.9999999999877
2016.05.30,-893.0000000000007,-1225.999999999999,-994.000000000014,-355.000000000004,,-3468.000000000018
2016.05.30,-915.9999999999968,-1298.0000000000018,-1052.0000000000068,-378.0000000000001,,-3644.0000000000055
2016.05.30,-951.9999999999982,-1324.9999999999886,-1059.0000000000118,-396.0000000000008,,-3731.9999999999995
2016.05.30,-951.0000000000076,-1378.9999999999907,-1103.0000000000086,-408.00000000000125,,-3841.000000000008
2016.05.30,-942.9999999999978,-1375.9999999999764,-1115.000000000009,-427.0000000000067,,-3860.99999999999
2016.05.30,-960.000000000008,-1343.999999999994,-1087.0000000000032,-400.0000000000057,,-3791.000000000011
2016.05.30,-945.999999999998,-1362.9999999999995,-1054.000000000002,-407.0000000000107,,-3770.00000000001
2016.05.31,-957.0000000000078,-1361.9999999999948,-1084.0000000000032,-428.0000000000115,,-3831.0000000000173
2016.05.31,-963.0000000000081,-1242.999999999995,-1053.0000000000114,-406.0000000000059,,-3665.0000000000205
2016.05.31,-907.0000000000107,-1195.999999999998,-1025.0000000000057,-359.99999999999943,,-3488.000000000014
2016.05.31,-808.9999999999975,-997.9999999999905,-918.0000000000064,-264.00000000001,,-2989.0000000000045
2016.05.31,-814.9999999999977,-1000.0,-942.0000000000073,-276.00000000001046,,-3033.0000000000155
2016.05.31,-751.0000000000048,-891.9999999999959,-866.0000000000139,-248.00000000000466,,-2757.000000000019
2016.05.31,-766.0000000000053,-1123.9999999999952,-887.0000000000005,-260.0000000000051,,-3037.000000000006
2016.05.31,-813.0000000000024,-1277.9999999999916,-913.0000000000109,-245.00000000000455,,-3249.0000000000095
2016.05.31,-947.0000000000027,-1774.9999999999773,-1083.0000000000127,-359.99999999999943,,-4164.999999999992
2016.05.31,-977.0000000000039,-1968.999999999994,-1131.0000000000002,-537.0000000000061,,-4614.000000000005
2016.05.31,-963.0000000000081,-1858.9999999999804,-1128.0,-509.00000000000034,,-4458.999999999989
2016.05.31,-962.0000000000033,-1869.9999999999761,-1120.0000000000045,-512.0000000000005,,-4463.9999999999845
2016.05.31,-960.000000000008,-1970.9999999999752,-1154.0000000000105,-539.0000000000015,,-4623.999999999995
2016.05.31,-1174.9999999999973,-2399.9999999999773,-1401.0000000000105,-734.0000000000089,,-5709.9999999999945
2016.05.31,-1031.000000000006,-1906.9999999999823,-1157.0000000000107,-618.9999999999998,,-4713.999999999999
2016.05.31,-936.9999999999976,-1808.9999999999975,-1061.000000000007,-590.0000000000034,,-4397.0000000000055
2016.05.31,-1023.0000000000103,-1852.9999999999802,-1144.0000000000055,-615.0000000000091,,-4635.0000000000055
2016.05.31,-1069.0000000000027,-1948.9999999999839,-1164.0000000000014,-609.9999999999994,,-4791.999999999986
2016.05.31,-1063.0000000000023,-1953.9999999999793,-1139.00000000001,-609.9999999999994,,-4765.999999999991
2016.05.31,-1040.9999999999968,-1381.9999999999766,-1040.0000000000064,-465.0000000000034,,-3927.9999999999836
2016.05.31,-1055.0000000000068,-1336.999999999989,-1068.000000000012,-435.0000000000023,,-3895.0000000000105
2016.05.31,-926.0000000000019,-829.9999999999841,-957.0000000000078,-368.0000000000092,,-3081.0000000000027
2016.05.31,-917.0000000000016,-661.9999999999777,-833.0000000000126,-218.00000000000352,,-2629.9999999999955
2016.05.31,-898.0000000000103,-602.9999999999802,-834.0000000000032,-163.0000000000109,,-2498.0000000000045
2016.05.31,-1011.0000000000099,-906.9999999999823,-982.0000000000135,-306.0000000000116,,-3206.0000000000173
2016.05.31,-1073.9999999999982,-975.9999999999991,-1114.0000000000043,-341.0000000000082,,-3505.00000000001
2016.05.31,-1118.9999999999998,-1264.9999999999864,-1227.0000000000039,-407.0000000000107,,-4018.000000000001
2016.05.31,-1144.0000000000055,-1072.0000000000027,-1179.000000000002,-362.99999999999955,,-3758.0000000000095
2016.05.31,-1170.0000000000018,-1028.9999999999964,-1219.0000000000082,-403.0000000000058,,-3821.0000000000123
2016.05.31,-1165.9999999999968,-1260.9999999999957,-1220.0000000000132,-490.99999999999966,,-4138.0000000000055
2016.05.31,-1103.999999999999,-1356.9999999999993,-1191.0000000000025,-462.0000000000033,,-4114.000000000005
2016.05.31,-1198.9999999999982,-1566.0000000000025,-1297.0000000000114,-233.0000000000041,,-4295.000000000016
2016.05.31,-1141.0000000000055,-1322.0000000000027,-1381.0000000000002,-288.0000000000109,,-4132.000000000019
2016.05.31,-1275.0000000000057,-1502.999999999986,-1467.000000000013,-398.00000000001035,,-4643.000000000015
2016.05.31,-1121.0000000000093,-1324.9999999999886,-1331.0000000000032,-326.0000000000076,,-4103.000000000009
2016.05.31,-555.9999999999974,-180.99999999998317,-817.0000000000073,-102.00000000000387,,-1655.9999999999916
2016.05.31,-557.0000000000022,-203.00000000000296,-772.0000000000056,24.999999999991473,,-1507.000000000019
2016.05.31,-460.9999999999985,376.0000000000048,-631.0000000000002,179.9999999999926,,-536.0000000000014
2016.05.31,-386.0000000000099,832.9999999999984,-601.0000000000133,192.99999999999784,,38.999999999973056
2016.05.31,-421.0000000000065,653.00000000002,-589.0000000000128,242.999999999995,,-114.00000000000432
2016.05.31,-436.9999999999976,710.000000000008,-631.0000000000002,164.99999999999204,,-192.99999999999784
2016.05.31,-397.00000000000557,812.0000000000118,-609.0000000000089,242.999999999995,,48.99999999999238
2016.05.31,-301.00000000000193,1143.0000000000007,-454.00000000000773,472.999999999999,,860.99999999999
2016.05.31,-191.0000000000025,1289.0000000000157,-358.0000000000041,536.9999999999919,,1277.000000000001
2016.05.31,-352.00000000000387,1079.0000000000077,-488.00000000001376,385.9999999999957,,624.9999999999858
2016.05.31,-356.9999999999993,945.999999999998,-490.0000000000091,281.9999999999965,,380.999999999986
2016.05.31,-338.0000000000081,948.0000000000075,-501.0000000000048,242.999999999995,,351.99999999998965
2016.05.31,-373.00000000000466,974.000000000018,-547.0000000000113,190.9999999999883,,244.99999999999034
2016.06.01,-389.00000000001,969.9999999999989,-538.0000000000109,191.99999999999307,,234.999999999971
2016.06.01,-368.0000000000092,930.0000000000068,-534.000000000006,167.99999999999216,,195.99999999998374
2016.06.01,-409.000000000006,935.0000000000023,-551.0000000000019,164.99999999999204,,139.99999999998636
2016.06.01,-439.9999999999977,799.0000000000066,-576.0000000000076,81.99999999999363,,-135.00000000000512
2016.06.01,-374.00000000000944,1029.0000000000248,-504.0000000000049,121.99999999999989,,273.00000000001035
2016.06.01,-367.00000000000443,1070.999999999998,-483.0000000000041,134.00000000000034,,354.99999999998977
2016.06.01,-289.0000000000015,1195.999999999998,-374.00000000000944,215.99999999999397,,748.999999999981
2016.06.01,-237.99999999999955,1338.0000000000223,-313.0000000000024,186.9999999999976,,974.000000000018
2016.06.01,-281.0000000000059,1093.0000000000177,-375.0,132.99999999999557,,570.0000000000074
2016.06.01,-290.00000000000625,945.999999999998,-385.0000000000051,-4.0000000000048885,,266.9999999999817
2016.06.01,-328.00000000000296,852.0000000000039,-442.0000000000073,-41.00000000001103,,40.999999999982606
2016.06.01,-379.0000000000049,872.0000000000141,-470.0000000000131,-43.00000000000637,,-20.000000000010232
2016.06.01,-197.00000000000273,1109.0000000000089,-285.0000000000108,106.99999999999932,,733.9999999999947
2016.06.01,-219.0000000000083,1082.000000000022,-327.0000000000124,104.99999999998977,,640.9999999999911
2016.06.01,-186.00000000000705,1006.0000000000002,-343.0000000000035,36.000000000001364,,512.999999999991
2016.06.01,-66.0000000000025,1250.0,-210.00000000000796,153.99999999999636,,1127.999999999986
2016.06.01,552.9999999999973,2279.0000000000246,597.999999999999,652.9999999999916,,4083.0000000000127
2016.06.01,381.9999999999908,1895.0000000000102,384.9999999999909,574.9999999999886,,3236.9999999999804
2016.06.01,345.9999999999894,1938.0000000000166,363.9999999999901,637.999999999991,,3285.999999999987
2016.06.01,335.9999999999985,2019.0000000000055,256.9999999999908,631.0000000000002,,3242.9999999999955
2016.06.01,417.99999999999216,2300.0000000000114,344.99999999999886,768.9999999999912,,3831.999999999994
2016.06.01,125.0,1844.0000000000225,-43.00000000000637,596.9999999999942,,2523.0000000000105
2016.06.01,167.0000000000016,2148.0000000000246,1.9999999999953388,664.0000000000015,,2981.000000000023
2016.06.01,308.9999999999975,2427.9999999999973,134.9999999999909,807.9999999999927,,3679.999999999978
2016.06.01,489.9999999999949,3002.0000000000095,384.9999999999909,1042.0000000000016,,4918.999999999997
2016.06.01,352.99999999999443,2811.0000000000073,309.99999999998806,950.9999999999934,,4424.999999999984
2016.06.01,376.99999999999534,3069.000000000017,408.9999999999918,1046.999999999997,,4902.000000000001
2016.06.01,391.9999999999959,3069.000000000017,478.9999999999992,983.9999999999947,,4924.000000000006
2016.06.01,540.9999999999968,3525.0000000000055,634.9999999999909,1117.999999999995,,5818.999999999987
2016.06.01,616.9999999999902,3591.000000000008,651.9999999999868,1086.999999999989,,5946.9999999999745
2016.06.01,480.99999999999454,3373.000000000019,557.9999999999927,977.9999999999944,,5390.000000000001
2016.06.01,569.9999999999932,3954.0000000000077,768.9999999999912,1300.9999999999877,,6593.99999999998
2016.06.01,503.0000000000001,3859.000000000009,744.9999999999903,1305.9999999999973,,6412.999999999996
2016.06.01,360.99999999999,3722.000000000008,552.9999999999973,1393.0000000000007,,6028.999999999996
2016.06.01,356.9999999999993,3629.000000000019,496.9999999999999,1316.9999999999932,,5800.000000000011
2016.06.01,228.9999999999992,3580.0000000000127,405.9999999999917,1159.9999999999966,,5375.0
2016.06.01,247.99999999999045,3566.0000000000027,375.99999999999056,1057.9999999999927,,5247.999999999976
2016.06.01,302.99999999999727,3627.0000000000095,396.99999999999136,1074.9999999999886,,5401.999999999987
2016.06.01,186.9999999999976,3421.9999999999973,307.9999999999927,1021.0000000000008,,4937.999999999988
2016.06.01,135.99999999999568,3151.0000000000105,169.9999999999875,1021.9999999999914,,4478.999999999985
2016.06.01,182.99999999999272,3236.000000000018,225.9999999999991,976.9999999999897,,4622.0
2016.06.01,231.99999999999932,3451.999999999998,217.9999999999893,1012.999999999991,,4914.999999999977
2016.06.01,213.99999999999864,3503.0000000000146,246.9999999999999,995.9999999999951,,4960.000000000008
2016.06.01,221.9999999999942,3461.0000000000127,161.99999999999193,932.9999999999927,,4777.999999999991
2016.06.01,174.99999999999716,3468.0000000000177,114.99999999999488,906.9999999999965,,4665.000000000006
2016.06.01,189.99999999999773,3516.0000000000196,128.99999999999068,921.999999999997,,4757.0000000000055
2016.06.01,186.9999999999976,3424.0000000000064,171.99999999999704,982.9999999999899,,4765.999999999991
2016.06.01,197.00000000000273,3421.9999999999973,159.9999999999966,993.9999999999998,,4772.999999999996
2016.06.02,225.9999999999991,3451.000000000022,181.99999999998795,1028.9999999999964,,4888.0000000000055
2016.06.02,292.99999999999216,3552.9999999999973,258.99999999998613,1059.9999999999882,,5164.999999999964
