date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.05.07,-31.000000000003247,-133.99999999998968,-13.00000000000523,-41.000000000002146,-13.00000000000745,-66.99999999999484,-48.00000000000182,-34.99999999999615,-90.0000000000012,-107.99999999999699,-143.00000000000423,-118.99999999999977,-190.00000000000128,-269.9999999999925,-6.999999999990791,-10.99999999999568,-23.00000000000635,-32.999999999994145,,-1375.9999999999834
2018.05.07,-21.00000000000435,-121.99999999999989,-15.000000000000568,12.999999999996348,12.999999999996348,-49.99999999999449,-33.999999999991815,-39.999999999995595,-100.00000000000009,-162.99999999997982,-222.99999999999542,-100.99999999999909,-218.00000000000708,-299.00000000000483,-57.999999999992724,-13.999999999995794,-12.000000000000899,-41.9999999999976,,-1485.999999999967
2018.05.07,17.000000000000348,-129.00000000000134,-63.00000000000239,29.999999999996696,17.999999999995797,7.0000000000014495,-21.000000000000796,15.00000000000945,-58.000000000002494,-171.99999999999437,-243.99999999999977,-72.00000000000273,-204.99999999998852,-289.9999999999903,-67.99999999999784,15.000000000000568,-15.00000000000945,-56.99999999999594,,-1291.9999999999818
2018.05.07,17.000000000000348,-115.99999999998278,-49.000000000006594,61.99999999998429,34.99999999999615,42.999999999993044,-36.99999999999193,7.0000000000014495,-97.9999999999981,-164.99999999999292,-309.0000000000037,-61.00000000000705,-198.00000000000927,-330.9999999999924,-48.99999999999238,22.00000000000557,0.999999999995449,-35.999999999991594,,-1261.9999999999925
2018.05.07,15.00000000000945,-104.99999999999955,-25.000000000005684,45.99999999999049,67.9999999999903,41.000000000002146,-134.00000000000034,9.00000000000345,-116.00000000000499,-158.99999999999804,-364.9999999999931,-171.99999999999704,-195.9999999999962,-374.999999999992,-34.99999999999659,-85.00000000000796,35.999999999991594,-62.99999999999084,,-1614.999999999995
2018.05.07,24.000000000001798,-89.99999999999008,27.999999999991587,44.99999999998394,82.99999999999974,28.999999999990145,-123.00000000000466,8.000000000008,-163.99999999999747,-167.9999999999904,-495.000000000001,-147.99999999999613,-184.99999999999073,-483.99999999999557,-18.999999999991246,-82.99999999999841,80.99999999999774,-67.9999999999903,,-1728.9999999999732
2018.05.07,-33.000000000005244,-151.9999999999966,-171.00000000000648,80.99999999999774,123.99999999999079,21.00000000000435,-60.000000000002274,-43.999999999999595,-246.99999999999721,-230.9999999999812,-621.0000000000049,-87.99999999999386,-270.99999999999903,-635.0000000000077,-161.99999999999193,-27.000000000001023,103.99999999999298,-113.99999999999189,,-2525.9999999999927
2018.05.07,-51.99999999999649,-190.00000000000128,-203.00000000000296,89.99999999999008,89.99999999999008,11.999999999989797,12.000000000000455,-58.99999999999794,-238.0000000000049,-295.0000000000008,-625.0000000000089,31.00000000000591,-323.99999999999096,-594.0000000000057,-183.9999999999975,64.99999999999773,57.99999999999139,-136.99999999999824,,-2543.00000000004
2018.05.07,-107.99999999999699,-261.9999999999845,-344.99999999999886,70.99999999999883,88.99999999999464,25.999999999992696,43.00000000000637,-91.99999999999208,-278.00000000000045,-358.9999999999982,-719.000000000003,45.99999999999227,-391.000000000008,-722.0000000000005,-298.9999999999924,42.999999999992156,56.99999999999594,-178.99999999999582,,-3378.9999999999977
2018.05.07,-109.00000000000354,-243.99999999999977,-299.99999999999716,76.99999999999375,100.00000000000009,12.999999999996348,13.00000000000523,-95.00000000000064,-290.00000000000136,-386.9999999999818,-710.999999999995,39.00000000001569,-378.999999999996,-720.0000000000095,-259.9999999999909,16.000000000005343,59.99999999999339,-200.00000000000017,,-3376.999999999966
2018.05.07,-129.00000000000134,-247.99999999998158,-216.99999999999875,-9.999999999998899,9.999999999998899,11.999999999989797,-4.9999999999954525,-82.99999999999974,-204.99999999999963,-389.99999999997925,-605.9999999999955,10.99999999999568,-329.00000000000153,-527.0000000000108,-179.9999999999926,-73.0000000000075,21.999999999999797,-247.99999999999267,,-3194.999999999971
2018.05.07,-111.00000000000554,-241.00000000000233,-201.00000000000762,-8.000000000008,7.9999999999968985,15.00000000000945,-57.999999999992724,-54.999999999993946,-153.00000000000313,-339.99999999998477,-514.9999999999987,-61.00000000000705,-287.9999999999994,-436.9999999999985,-123.99999999999523,-81.00000000000307,12.999999999996348,-226.99999999999943,,-2863.9999999999973
2018.05.07,-143.9999999999997,-272.99999999998994,-165.99999999999682,-46.0000000000127,-24.000000000001798,4.000000000004,-102.99999999999443,-47.9999999999925,-148.0000000000037,-354.9999999999942,-469.99999999999267,-110.99999999999,-273.9999999999965,-401.00000000000693,-78.99999999999352,-141.9999999999959,2.999999999997449,-240.99999999999122,,-3017.9999999999513
2018.05.07,-153.00000000000313,-268.9999999999859,-148.00000000001035,-39.999999999995595,-8.000000000008,-2.999999999997449,-111.0000000000042,-62.99999999999084,-200.00000000000017,-354.9999999999942,-608.0000000000085,-93.99999999999409,-273.9999999999965,-500.9999999999959,-94.99999999999886,-135.99999999999568,22.999999999995246,-229.99999999999687,,-3264.9999999999804
2018.05.07,-82.99999999999974,-163.9999999999864,-120.00000000000455,43.999999999999595,95.00000000000064,-28.999999999990145,-140.00000000000057,-60.99999999999994,-239.0000000000003,-358.9999999999982,-714.999999999999,-98.99999999998954,-239.99999999999577,-550.000000000006,-91.99999999999875,-72.00000000000273,100.00000000000009,-147.99999999999258,,-2871.999999999964
2018.05.07,-58.000000000002494,-129.00000000000134,-34.000000000006025,70.99999999999883,136.99999999999824,-24.000000000001798,-141.9999999999959,-53.999999999998494,-239.0000000000003,-351.99999999999676,-727.0000000000109,-112.99999999999955,-229.99999999999687,-554.00000000001,-48.00000000000182,-64.00000000000716,128.99999999999022,-123.99999999999079,,-2555.0000000000337
2018.05.07,-39.00000000000014,-99.99999999998899,7.999999999995566,93.99999999999409,174.99999999999181,-41.000000000002146,-128.0000000000001,-45.99999999999049,-239.0000000000003,-356.9999999999851,-785.9999999999978,-91.99999999998454,-208.99999999999253,-548.9999999999995,-43.99999999999693,-66.0000000000025,139.99999999999568,-127.99999999999478,,-2406.9999999999586
2018.05.07,17.000000000000348,-20.999999999982144,43.99999999999693,143.99999999998857,197.99999999999818,-48.000000000003595,-125.0,-29.000000000001247,-260.00000000000466,-407.99999999998613,-815.9999999999945,-63.99999999999295,-165.9999999999995,-567.0000000000064,-42.999999999992156,-34.99999999999659,158.99999999999804,-85.99999999999719,,-2105.9999999999754
2018.05.07,15.00000000000945,-14.999999999987246,58.9999999999975,144.99999999999514,200.00000000000017,-70.99999999999883,-135.00000000000512,-34.99999999999615,-251.99999999999667,-418.9999999999916,-858.0000000000032,-96.00000000000364,-164.00000000000858,-571.9999999999948,-33.00000000000125,-39.00000000000148,153.99999999999858,-76.99999999999375,,-2192.9999999999814
2018.05.07,69.9999999999923,59.000000000009045,75.9999999999934,143.00000000000423,217.99999999999596,-86.99999999999264,-123.00000000000466,-7.0000000000014495,-233.00000000000543,-387.99999999998835,-848.0000000000043,-31.999999999982265,-75.00000000000284,-469.99999999999267,-4.9999999999954525,-25.000000000005684,178.99999999999582,-39.00000000000014,,-1586.999999999985
2018.05.07,87.99999999999919,101.00000000001774,105.99999999999454,164.99999999999292,219.99999999999798,-97.9999999999981,-87.0000000000033,16.0000000000049,-197.99999999999818,-426.9999999999996,-879.0000000000075,8.000000000009777,-31.999999999987594,-404.0000000000044,-3.9999999999906777,-40.99999999999682,166.99999999999494,-47.9999999999925,,-1346.9999999999666
2018.05.07,182.99999999999983,163.00000000000205,69.99999999999318,136.99999999998712,196.99999999999162,-59.000000000009045,-13.999999999995794,76.0000000000094,-145.00000000000622,-505.99999999998425,-934.9999999999969,56.000000000011596,46.0000000000127,-323.0000000000066,-10.99999999999568,-36.000000000001364,153.99999999999858,-53.999999999998494,,-1000.9999999999883
