date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2021.07.05,-262.00000000000665,-49.00000000001015,0.0,-72.99999999998974,-68.99999999999685,0.0,0.0,-319.99999999999807,-221.00000000000364,-631.0000000000038,-272.00000000000557,-401.00000000000693,0.0,0.0,-165.00000000000625,-144.99999999999602,-236.99999999999832,,-2845.000000000022
2021.07.05,-168.00000000000148,-133.00000000000534,4.0000000000048885,-76.99999999999375,-122.99999999999534,103.00000000000864,48.000000000003595,-270.99999999999903,-195.99999999999795,-670.000000000015,-229.99999999999687,-436.9999999999985,106.00000000000608,123.00000000000466,-197.00000000000273,-192.99999999999784,-270.0000000000036,,-2580.9999999999795
2021.07.05,-146.00000000000168,-106.00000000000608,61.99999999999761,-115.99999999999389,-138.99999999998914,134.00000000001188,32.0000000000098,-300.0000000000003,-320.99999999999795,-743.0000000000048,-319.999999999987,-480.99999999999807,110.00000000001009,123.00000000000466,-272.00000000000557,-275.0000000000057,-325.99999999999295,,-3083.999999999949
2021.07.05,-170.00000000000347,-73.00000000001194,134.00000000000034,-78.99999999999574,-107.99999999999699,205.99999999999508,85.00000000000173,-290.00000000000136,-377.00000000000955,-724.9999999999978,-421.0000000000047,-449.9999999999948,231.0000000000034,246.00000000000932,-260.0000000000051,-269.00000000000546,-310.9999999999946,,-2631.0000000000114
2021.07.05,-172.00000000000549,-43.999999999999595,162.00000000000614,-69.9999999999923,-112.99999999999643,246.99999999999721,83.00000000001084,-287.9999999999994,-391.00000000001955,-719.000000000003,-418.9999999999916,-425.99999999999307,228.99999999999034,281.0000000000059,-266.9999999999959,-287.00000000000614,-298.9999999999937,,-2492.9999999999854
2021.07.05,-185.00000000000182,-15.00000000000945,185.00000000000227,-52.99999999999194,-93.99999999999409,260.0000000000158,86.99999999999264,-292.00000000000335,-383.0000000000098,-763.0000000000026,-465.0000000000043,-456.9999999999963,239.99999999999577,255.00000000000966,-263.9999999999958,-277.000000000001,-300.0000000000003,,-2520.9999999999945
2021.07.05,-230.000000000008,-36.999999999998145,186.00000000000705,-15.999999999993797,-75.9999999999983,253.99999999999866,87.99999999999919,-263.99999999999756,-367.00000000001864,-825.0000000000091,-523.9999999999911,-554.00000000001,302.0000000000023,209.00000000000318,-221.00000000000364,-256.0000000000002,-326.9999999999995,,-2658.0000000000177
2021.07.05,-214.99999999999852,-32.0000000000098,162.9999999999967,4.000000000004,-60.99999999999994,195.00000000001182,117.99999999999588,-263.0000000000021,-354.0000000000134,-794.0000000000058,-466.9999999999952,-577.0000000000052,333.9999999999899,171.00000000000648,-219.99999999999886,-257.99999999999557,-331.0000000000035,,-2587.0000000000236
2021.07.05,-213.00000000000762,-50.0000000000167,141.9999999999959,-23.999999999990695,-93.99999999999409,209.9999999999991,96.99999999999153,-261.0000000000001,-314.9999999999977,-788.0000000000109,-526.9999999999886,-550.000000000006,280.9999999999979,172.00000000001125,-204.00000000000773,-260.9999999999957,-339.99999999999585,,-2725.000000000016
2021.07.05,-179.00000000000693,-51.000000000001044,105.00000000000398,-35.999999999991594,-87.99999999999919,205.99999999999508,109.00000000000354,-275.99999999999847,-251.00000000000477,-802.9999999999982,-485.0000000000021,-548.9999999999995,299.00000000000483,163.0000000000109,-194.00000000000261,-224.99999999999432,-339.99999999999585,,-2594.999999999976
2021.07.05,-236.00000000000287,-28.000000000005798,109.00000000000887,-17.999999999995797,-45.99999999999049,256.99999999999613,114.99999999999844,-289.0000000000059,-259.00000000001455,-846.0000000000134,-499.9999999999893,-547.0000000000086,371.00000000001023,137.00000000000045,-185.00000000000227,-174.99999999999716,-292.00000000000335,,-2432.0000000000155
2021.07.05,-252.0000000000078,22.999999999995246,144.00000000000546,-8.999999999992347,-19.999999999997797,295.0000000000008,130.99999999999224,-309.0000000000037,-266.00000000001955,-846.0000000000134,-492.9999999999879,-540.0000000000072,343.00000000000443,134.00000000000034,-189.00000000000716,-170.0000000000017,-304.9999999999997,,-2329.0000000000396
2021.07.05,-243.00000000000432,-8.000000000008,129.0000000000049,-61.999999999995396,-40.99999999999105,273.0000000000121,130.99999999999224,-331.0000000000035,-250.0,-821.000000000005,-370.00000000000364,-546.000000000002,317.0000000000117,143.00000000000068,-237.99999999999955,-174.0000000000066,-314.99999999999864,,-2405.999999999996
2021.07.05,-246.00000000000176,9.999999999998899,140.00000000000057,-32.999999999994145,-25.999999999992696,270.99999999999903,130.99999999999224,-309.99999999999915,-282.0000000000107,-849.0000000000109,-489.99999999999045,-561.9999999999958,374.0000000000077,127.00000000000955,-207.00000000000784,-168.99999999999693,-307.0000000000017,,-2427.999999999994
2021.07.05,-253.99999999999866,38.99999999998904,173.00000000000182,22.0000000000109,18.0000000000069,278.00000000000045,130.99999999999224,-280.9999999999979,-257.000000000005,-862.0000000000072,-514.9999999999987,-561.9999999999958,429.99999999999704,138.00000000000523,-173.00000000000182,-147.99999999999613,-285.9999999999974,,-2108.999999999995
2021.07.05,-245.0000000000063,-1.0000000000065512,180.99999999999739,-2.999999999997449,7.0000000000014495,282.0000000000045,141.99999999999767,-292.00000000000335,-294.00000000001114,-842.9999999999937,-429.99999999999704,-575.9999999999987,425.0000000000087,148.00000000001035,-201.99999999999818,-162.9999999999967,-292.9999999999988,,-2156.9999999999877
2021.07.05,-236.00000000000287,-18.0000000000069,156.0000000000059,-30.999999999992145,-7.9999999999968985,229.99999999999687,130.0000000000079,-295.99999999999625,-289.99999999999204,-824.0000000000025,-411.99999999999017,-584.0000000000067,432.0000000000102,158.00000000000125,-216.00000000000819,-162.9999999999967,-287.9999999999994,,-2259.999999999969
2021.07.05,-236.00000000000287,-22.0000000000109,156.99999999999648,-17.999999999995797,-5.999999999994898,218.00000000000708,114.99999999999844,-273.000000000001,-242.999999999995,-829.0000000000131,-486.999999999993,-595.9999999999966,462.0000000000068,135.00000000000512,-195.99999999999795,-155.00000000000114,-288.9999999999948,,-2262.999999999983
2021.07.05,-253.0000000000032,-21.00000000000435,141.00000000000534,-13.999999999991797,-27.999999999994696,269.00000000000813,130.99999999999224,-312.00000000000114,-355.0000000000182,-958.9999999999987,-544.9999999999955,-594.0000000000057,371.99999999999454,125.0,-198.99999999999807,-165.00000000000625,-305.99999999999517,,-2713.0000000000123
2021.07.05,-235.00000000000742,-89.00000000000574,18.000000000000682,-93.99999999999409,-94.99999999998954,358.9999999999982,154.0000000000097,-358.9999999999982,-371.0000000000093,-1086.9999999999936,-519.9999999999872,-709.0000000000041,337.99999999999386,46.00000000000648,-212.0000000000033,-189.99999999999773,-381.99999999999346,,-3427.9999999999754
2021.07.05,-326.9999999999995,-62.000000000006494,24.00000000000091,-83.9999999999952,-77.99999999998919,416.00000000001637,177.99999999998929,-383.0,-323.0000000000075,-1093.999999999995,-523.0000000000068,-683.0000000000114,330.9999999999924,16.000000000005343,-183.9999999999975,-162.9999999999967,-397.0000000000029,,-3336.000000000004
2021.07.05,-319.0000000000026,-156.00000000000057,-46.999999999997044,-143.9999999999997,-89.99999999999008,391.000000000008,207.00000000000162,-402.9999999999978,-332.9999999999984,-1167.0000000000068,-520.9999999999936,-839.0000000000119,295.0000000000008,-43.99999999999693,-198.99999999999807,-158.00000000000125,-407.99999999999727,,-3934.999999999982
2021.07.05,-191.00000000000784,-156.00000000000057,-96.9999999999942,-191.99999999999218,-105.99999999999498,418.0000000000073,191.00000000000784,-414.00000000000324,-263.00000000000523,-1168.0000000000134,-475.99999999998755,-771.0000000000106,375.9999999999986,-46.999999999997044,-204.00000000000773,-99.00000000000375,-398.9999999999938,,-3597.9999999999977
2021.07.05,-219.00000000000253,-158.0000000000137,-67.99999999999784,-178.99999999999582,-95.99999999999609,456.00000000001194,201.00000000000674,-400.00000000000034,-312.0000000000118,-1191.0000000000086,-495.000000000001,-737.9999999999942,429.99999999999704,-10.99999999999568,-216.99999999999875,-105.99999999999454,-378.00000000000057,,-3480.9999999999955
2021.07.05,-179.00000000000693,-194.0000000000053,-85.99999999999852,-166.99999999999494,-73.99999999999629,368.00000000001273,184.00000000000637,-387.000000000004,-277.9999999999916,-1229.9999999999977,-453.99999999999886,-838.0000000000055,468.00000000000176,-71.99999999998852,-192.00000000000728,-81.00000000000307,-386.9999999999929,,-3598.9999999999704
2021.07.05,-114.99999999999844,-228.00000000000597,-146.0000000000008,-199.9999999999891,-122.99999999999534,356.00000000000074,151.9999999999966,-353.0000000000033,-243.99999999999977,-1263.000000000014,-441.99999999998687,-855.0000000000058,476.9999999999941,-96.9999999999942,-180.00000000000682,-76.00000000000762,-407.0000000000018,,-3744.0000000000186
2021.07.05,-155.00000000000514,-212.99999999999653,-134.9999999999909,-187.9999999999993,-76.99999999999375,375.0000000000142,171.00000000001003,-362.00000000000676,-215.0000000000034,-1289.0000000000068,-465.99999999998863,-876.9999999999944,527.9999999999951,-125.0,-173.00000000000182,-43.99999999999693,-412.00000000000125,,-3656.9999999999663
2021.07.05,-141.00000000000225,-223.00000000001762,-141.9999999999959,-173.9999999999964,-65.99999999999939,351.99999999999676,154.0000000000097,-328.0000000000061,-256.0000000000002,-1341.9999999999986,-513.9999999999923,-905.0000000000002,581.9999999999936,-135.99999999999568,-147.99999999999613,-18.000000000000682,-395.0000000000009,,-3700.0000000000027
2021.07.05,-116.00000000000499,-229.00000000001253,-149.99999999999147,-195.9999999999962,-85.99999999999719,367.0000000000062,147.99999999999258,-362.00000000000676,-250.0,-1353.000000000004,-504.9999999999999,-896.000000000008,534.9999999999966,-143.00000000000068,-177.0000000000067,-36.000000000001364,-426.9999999999996,,-3876.000000000035
2021.07.05,-170.00000000000347,-161.00000000001114,-131.00000000000023,-162.99999999999093,-50.99999999998994,421.0000000000047,160.99999999998892,-368.9999999999971,-298.0000000000018,-1417.0000000000016,-519.9999999999872,-931.9999999999995,543.0000000000045,-172.9999999999876,-162.9999999999967,-22.00000000000557,-422.00000000000017,,-3866.999999999975
2021.07.05,-216.0000000000051,-150.00000000000568,-100.99999999999909,-146.99999999999713,-35.999999999991594,445.0000000000065,133.99999999998968,-380.00000000000256,-302.99999999999727,-1478.0000000000016,-523.9999999999911,-923.0000000000072,436.9999999999985,-170.0000000000017,-195.99999999999795,-52.99999999999727,-441.99999999999795,,-4102.999999999998
2021.07.05,-168.00000000000148,-104.99999999999955,-72.00000000000273,-148.99999999999915,-47.9999999999925,374.0000000000077,120.99999999999334,-375.0000000000031,-307.9999999999927,-1424.000000000003,-513.0000000000078,-933.000000000006,439.99999999999596,-158.99999999999181,-192.00000000000728,-51.00000000000193,-451.9999999999969,,-4014.0000000000086
