date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.02.01,0.0,-52.99999999999194,-28.999999999990145,-9.000000000000341,-89.99999999999008,-134.0000000000008,-181.00000000000892,0.0,-126.99999999999933,-192.00000000000327,-43.999999999999595,-103.00000000000864,-104.00000000001519,-7.0000000000014495,-139.00000000000023,-36.999999999998145,-64.99999999999773,0.0,-152.00000000000102,-155.00000000000514,-234.99999999999633,-129.00000000000134,,-1985.0000000000098
2021.02.01,104.00000000000409,-76.0000000000094,-34.99999999998504,-1.0000000000047748,21.00000000000435,-124.99999999999733,-173.00000000000094,53.00000000001415,-114.00000000000298,-158.0000000000026,1.0000000000065512,-108.00000000000409,-138.0000000000159,53.999999999998494,35.999999999991594,215.00000000000963,-87.99999999999386,33.00000000000125,-153.99999999999636,-151.00000000000114,-221.99999999999997,-28.000000000005798,,-1053.99999999999
2021.02.01,102.00000000000209,-65.00000000000395,-95.00000000000064,-37.9999999999967,19.999999999997797,-165.9999999999995,-345.0000000000175,73.00000000001194,-185.00000000000182,-260.00000000000466,-19.999999999997797,-84.00000000000318,-395.000000000012,-25.999999999992696,4.000000000004,144.0000000000108,-76.00000000000762,-135.99999999999568,-174.99999999999716,-196.00000000000728,-256.0000000000007,-45.99999999999049,,-2221.000000000003
2021.02.01,214.99999999999852,0.0,-85.99999999998609,-84.00000000000318,113.00000000000753,-104.00000000000409,-321.0000000000157,202.9999999999976,-217.99999999999596,-263.99999999999756,20.0000000000089,27.999999999991587,-358.9999999999982,131.00000000001444,76.99999999999375,289.0000000000059,24.00000000000091,-111.0000000000042,-60.000000000002274,-229.00000000000142,-275.000000000003,2.999999999997449,,-1007.999999999995
2021.02.01,224.9999999999974,-42.999999999993044,-99.99999999998899,-75.00000000000284,59.000000000009045,-209.00000000000364,-358.00000000001387,207.00000000000162,-239.0000000000003,-348.00000000000387,4.000000000004,15.999999999991132,-191.00000000000784,19.00000000001345,35.999999999991594,85.00000000000173,-19.99999999999602,-37.9999999999967,-171.00000000000648,-226.99999999999943,-310.9999999999946,-4.999999999988347,,-1683.9999999999861
2021.02.01,187.9999999999993,-137.00000000000932,-85.99999999998609,-99.99999999999432,58.000000000002494,-219.00000000000253,-395.000000000012,198.99999999999363,-234.00000000000088,-348.00000000000387,-42.999999999993044,-38.000000000010914,-303.0000000000088,43.999999999999595,52.99999999999194,68.00000000000139,-7.000000000005002,-33.00000000000125,-162.9999999999967,-281.00000000000904,-358.0000000000028,-22.999999999995246,,-2158.0000000000437
2021.02.01,168.00000000000148,-259.9999999999936,-31.000000000003247,-156.99999999999648,-73.99999999999629,-353.0000000000033,-463.0000000000134,200.00000000000017,-260.00000000000466,-434.000000000001,-70.99999999999883,-86.99999999998909,-289.0000000000059,-34.000000000000696,-7.0000000000014495,-136.99999999998712,-34.000000000006025,72.00000000000273,-259.00000000000034,-314.99999999999864,-421.0000000000047,-59.000000000009045,,-3305.000000000009
2021.02.01,172.00000000000549,-256.99999999999613,-43.999999999999595,-146.0000000000008,-72.99999999998974,-353.99999999999875,-504.9999999999999,207.00000000000162,-270.99999999999903,-455.0000000000054,-105.99999999999498,-127.00000000000955,-337.0000000000095,39.00000000001125,-25.00000000000835,-183.99999999998417,-37.00000000000614,69.00000000000261,-269.00000000000546,-274.00000000000756,-429.0000000000016,-89.99999999999008,,-3495.9999999999854
2021.02.01,214.00000000000307,-283.99999999999534,-44.99999999998394,-96.9999999999942,-41.000000000002146,-407.0000000000018,-601.000000000007,219.99999999999798,-304.00000000000426,-533.0000000000057,-139.99999999999568,-223.99999999998954,-336.00000000000296,-28.000000000005798,-52.000000000007596,-360.9999999999891,-73.0000000000075,125.99999999999056,-362.99999999999955,-356.00000000000074,-493.99999999999443,-82.00000000000429,,-4261.000000000001
2021.02.01,260.00000000000466,-275.000000000003,-52.99999999999194,-60.000000000002274,-28.000000000005798,-380.999999999998,-612.9999999999969,265.0000000000041,-326.9999999999995,-524.0000000000023,-139.99999999999568,-228.999999999985,-329.00000000000153,22.999999999995246,-65.99999999998829,-307.99999999999716,-81.00000000000307,144.99999999999602,-355.99999999999454,-330.0000000000081,-471.99999999999466,-82.00000000000429,,-3960.999999999972
