date,GBPUSD,EURCHF,GBPJPY,GBPCAD,EURJPY,AUDJPY,empty,sum
2017.10.23,-56.99999999999594,-31.000000000003247,-22.999999999996135,-200.00000000000017,-74.99999999998863,-114.99999999999488,,-500.999999999979
2017.10.23,-42.0000000000087,18.0000000000069,-40.99999999999682,-224.000000000002,-25.999999999982037,-111.99999999999477,,-426.9999999999774
2017.10.23,-32.999999999994145,39.999999999995595,-121.00000000000932,-358.9999999999982,-48.00000000000182,-128.0000000000001,,-649.000000000008
2017.10.23,-41.000000000002146,15.999999999993797,-86.99999999998909,-357.99999999999164,-55.00000000000682,-126.00000000000477,,-651.0000000000007
2017.10.23,-43.999999999999595,19.999999999997797,-141.9999999999959,-347.9999999999928,-93.99999999999409,-118.99999999999977,,-726.9999999999843
2017.10.23,-1.999999999990898,-11.999999999989797,-356.9999999999993,-445.0000000000065,1.0000000000047748,-52.99999999999727,,-867.999999999979
2017.10.23,-116.00000000000499,-52.000000000007596,-318.9999999999884,-451.99999999998573,-43.99999999998272,-126.00000000000477,,-1108.9999999999743
2017.10.23,-164.00000000000858,-60.99999999999994,-145.99999999998658,-306.00000000000625,-104.99999999998977,-144.00000000000546,,-925.9999999999966
2017.10.23,-97.9999999999981,-53.999999999998494,-157.99999999998704,-409.99999999999926,-111.99999999999477,-162.9999999999967,,-994.9999999999744
2017.10.23,-24.000000000001798,-52.99999999999194,-126.00000000000477,-395.99999999999636,-79.00000000000773,-144.00000000000546,,-822.0000000000081
2017.10.23,2.0000000000131024,-78.00000000000028,-56.000000000011596,-360.9999999999891,-109.99999999998522,-112.99999999999955,,-715.9999999999726
2017.10.23,76.99999999999375,-53.999999999998494,-6.000000000000227,-367.99999999999056,-134.9999999999909,-103.9999999999992,,-589.9999999999857
2017.10.23,42.0000000000087,-34.000000000000696,-9.999999999990905,-367.0000000000062,-132.99999999998136,-102.99999999999443,,-604.9999999999649
2017.10.23,97.9999999999981,-29.999999999996696,-50.99999999998772,-387.99999999998835,-121.99999999998568,-78.00000000000296,,-570.9999999999633
2017.10.23,107.00000000001265,-28.000000000005798,-102.00000000000387,-383.0,-87.99999999999386,-49.99999999999716,,-543.9999999999881
2017.10.23,127.99999999999478,-58.99999999998684,-63.99999999999295,-367.0000000000062,-121.99999999998568,-76.00000000000762,,-559.9999999999845
2017.10.23,124.00000000001299,-75.99999999998718,-44.00000000001114,-363.9999999999866,-181.99999999998795,-96.00000000000364,,-637.9999999999635
2017.10.23,146.00000000000168,-113.99999999999189,-121.99999999998568,-479.99999999999153,-167.0000000000016,-73.99999999999807,,-810.999999999967
2017.10.23,226.99999999999943,-157.99999999999147,-183.9999999999975,-604.0000000000045,-195.99999999999795,-75.00000000000284,,-989.9999999999949
2017.10.23,134.00000000001188,-150.00000000000568,-106.99999999999932,-512.0000000000014,-229.99999999998977,-70.00000000000739,,-934.9999999999917
2017.10.23,5.999999999994898,-174.00000000000747,-50.00000000001137,-517.9999999999962,-276.9999999999868,-79.00000000000773,,-1092.0000000000148
2017.10.23,36.999999999998145,-147.99999999999258,-79.00000000000773,-468.00000000000176,-251.00000000000477,-85.99999999999852,,-995.0000000000072
2017.10.23,-221.00000000000452,-180.99999999998673,38.000000000010914,-346.0000000000019,-365.99999999998545,-153.99999999999636,,-1229.999999999964
2017.10.23,-140.0000000000068,-161.99999999999548,31.00000000000591,-280.9999999999979,-325.9999999999934,-141.00000000000534,,-1018.9999999999931
2017.10.23,-113.00000000000753,-140.99999999999113,54.000000000002046,-302.9999999999866,-287.9999999999825,-138.9999999999958,,-929.9999999999615
2017.10.23,-174.99999999999181,-31.999999999987594,42.00000000000159,-211.00000000000563,-258.99999999998613,-131.00000000000023,,-765.9999999999698
2017.10.23,-190.00000000000128,-19.999999999997797,-68.00000000001205,-256.99999999999613,-263.00000000000523,-140.00000000000057,,-938.0000000000131
2017.10.23,-229.99999999999687,38.0000000000047,69.99999999999318,-188.9999999999947,-239.00000000000432,-108.99999999999466,,-658.9999999999927
2017.10.23,-279.00000000000705,49.99999999999449,51.9999999999925,-211.00000000000563,-260.9999999999957,-76.99999999999818,,-726.0000000000196
2017.10.23,-248.00000000000378,-69.9999999999923,162.00000000000614,-58.99999999998684,-368.9999999999998,-121.99999999999989,,-705.9999999999765
2017.10.23,-236.99999999999832,-96.99999999999153,62.99999999998818,-432.9999999999945,-409.9999999999966,-141.9999999999959,,-1255.9999999999886
2017.10.23,-146.00000000000168,-147.99999999999258,111.99999999999477,-435.9999999999919,-466.0000000000082,-180.99999999999739,,-1264.9999999999968
2017.10.23,-170.00000000000347,-131.99999999999878,64.99999999999773,-385.99999999999744,-402.9999999999916,-188.0000000000024,,-1213.999999999996
2017.10.23,-79.00000000000685,-92.00000000000318,0.0,-547.999999999993,-455.99999999998886,-257.99999999999557,,-1432.9999999999873
2017.10.23,14.000000000002899,-85.00000000000173,-58.9999999999975,-646.9999999999976,-406.0000000000059,-287.9999999999967,,-1470.9999999999968
2017.10.23,-31.999999999987594,-127.99999999999478,-13.00000000000523,-666.9999999999953,-462.99999999999386,-314.9999999999977,,-1617.9999999999745
2017.10.23,-89.99999999999008,-121.99999999999989,175.99999999998772,-600.0000000000006,-439.9999999999977,-349.9999999999943,,-1425.9999999999948
2017.10.23,-70.99999999999883,-45.000000000006146,84.00000000000318,-665.9999999999889,-421.99999999999704,-356.9999999999993,,-1476.999999999987
2017.10.23,117.99999999999588,-28.999999999990145,54.000000000002046,-766.0,-354.99999999998977,-347.0000000000084,,-1324.9999999999905
2017.10.23,66.00000000001049,-100.99999999999554,38.99999999998727,-668.9999999999862,-453.00000000000296,-316.0000000000025,,-1433.9999999999895
2017.10.23,144.0000000000108,-100.99999999999554,-138.00000000000523,-890.9999999999974,-478.999999999985,-323.0000000000075,,-1787.9999999999798
2017.10.23,156.00000000000057,-112.000000000001,-114.00000000000432,-855.9999999999901,-469.99999999999886,-346.00000000000364,,-1741.9999999999973
2017.10.23,86.0000000000083,-157.00000000000713,-45.99999999999227,-775.9999999999989,-579.9999999999841,-346.00000000000364,,-1818.9999999999777
2017.10.23,139.00000000000023,-116.00000000000499,-69.99999999999318,-753.9999999999881,-514.9999999999864,-311.9999999999976,,-1627.99999999997
2017.10.23,110.00000000001009,-124.99999999999733,-20.999999999986585,-631.9999999999882,-530.0000000000011,-379.0000000000049,,-1576.9999999999682
2017.10.23,107.00000000001265,-188.9999999999947,137.00000000000045,-723.9999999999914,-875.0,-611.9999999999948,,-2155.9999999999677
2017.10.23,107.00000000001265,-164.99999999999292,433.9999999999975,-733.0000000000059,-873.9999999999952,-582.9999999999984,,-1813.9999999999823
2017.10.23,104.99999999999955,-174.00000000000747,401.00000000001046,-723.9999999999914,-746.9999999999857,-522.0000000000056,,-1660.99999999998
2017.10.24,65.00000000000395,-235.99999999999176,437.0000000000118,-639.9999999999961,-735.99999999999,-507.000000000005,,-1616.9999999999673
2017.10.24,76.99999999999375,-214.00000000000307,375.0,-695.9999999999856,-739.0000000000043,-495.9999999999951,,-1692.999999999994
