date,USDCHF,EURUSD,USDCAD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,CADJPY,AUDCAD,empty,sum
2019.05.13,-120.99999999999334,0.0,-87.00000000001484,-1.0000000000065512,-126.0000000000039,-143.9999999999997,0.0,-84.99999999999064,0.0,-189.00000000001694,-180.0000000000024,0.0,-180.99999999998673,-50.00000000001137,-29.999999999996696,,-1194.000000000023
2019.05.13,-143.99999999998857,7.0000000000014495,-80.99999999999774,-259.9999999999936,-123.00000000000644,-100.00000000000009,-87.00000000000374,-103.99999999999298,103.00000000000864,-253.00000000001432,-120.99999999999334,16.000000000005343,-191.99999999999218,-91.00000000000819,-12.000000000000899,,-1441.9999999999768
2019.05.13,-70.99999999999883,41.000000000002146,-116.00000000000499,17.000000000000348,-102.00000000000209,-96.00000000000719,74.99999999999174,-92.99999999999864,93.99999999999409,-334.9999999999964,63.000000000013046,-10.000000000005116,12.999999999996348,-108.00000000000409,-19.00000000000235,,-647.0000000000219
2019.05.13,-72.99999999998974,42.0000000000087,-138.0000000000159,127.99999999999478,-42.0000000000087,-45.000000000006146,41.000000000002146,-68.99999999999685,93.99999999999409,-351.0000000000124,290.00000000001245,-10.000000000005116,134.00000000001188,-27.000000000001023,22.999999999995246,,-3.000000000016577
2019.05.13,-29.999999999996696,53.00000000001415,-121.00000000001555,109.00000000000354,-17.000000000000348,7.0000000000014495,37.99999999999359,-69.9999999999923,125.0,-368.00000000001273,364.9999999999931,9.000000000000341,188.9999999999947,-16.000000000005343,17.999999999995797,,290.99999999997374
2019.05.13,-4.999999999988347,43.00000000001525,-229.99999999999687,76.0000000000094,7.9999999999968985,17.000000000000348,-34.000000000000696,-62.99999999999084,-2.0000000000095497,-479.0000000000072,378.00000000001165,-121.99999999999989,194.0000000000053,-1.0000000000047748,21.00000000000435,,-198.99999999995495
2019.05.13,-29.999999999996696,36.0000000000138,-246.00000000001288,76.99999999999375,22.999999999995246,76.99999999999375,-78.00000000000028,-63.99999999999739,-44.00000000001114,-517.9999999999962,547.999999999993,-156.0000000000059,316.0000000000052,53.999999999987836,-41.9999999999976,,-47.00000000003563
2019.05.13,-28.000000000005798,9.000000000014552,-188.00000000001037,112.000000000001,12.000000000000899,85.99999999999719,-52.000000000007596,-51.000000000001044,60.000000000002274,-434.000000000001,560.0000000000049,-105.99999999999454,327.00000000001063,43.99999999999693,-36.0000000000027,,315.00000000000523
2019.05.13,-22.999999999995246,15.999999999993797,-180.0000000000024,96.99999999999153,0.0,58.99999999999794,-65.99999999999939,-52.99999999999194,79.99999999998408,-429.00000000001273,504.9999999999999,-88.00000000000807,262.00000000000665,-5.000000000009663,-28.000000000005798,,146.99999999994867
2019.05.13,-7.0000000000014495,29.999999999996696,-182.99999999999983,96.99999999999153,15.999999999993797,78.99999999999574,-87.99999999999919,-48.99999999999905,98.99999999998954,-463.0000000000134,510.00000000001046,-40.00000000000625,293.99999999999426,16.999999999995907,-38.0000000000047,,273.99999999994407
2019.05.13,-42.999999999993044,-9.999999999998899,-248.00000000000378,117.00000000001154,35.999999999991594,107.99999999999699,-126.0000000000039,-34.99999999999615,117.999999999995,-513.0000000000078,636.9999999999986,-48.00000000000182,361.9999999999957,7.999999999995566,-83.9999999999952,,278.9999999999843
2019.05.13,-31.000000000003247,7.0000000000014495,-232.00000000000998,151.00000000001222,26.999999999999247,117.00000000000044,-124.00000000000189,-13.999999999991797,132.000000000005,-529.0000000000017,723.0000000000069,-73.99999999999807,391.000000000008,35.99999999998715,-80.99999999999774,,499.00000000001603
2019.05.13,-24.000000000001798,22.0000000000109,-204.00000000000418,158.99999999999804,34.000000000000696,124.99999999999733,-104.99999999999955,-17.000000000000348,151.9999999999868,-513.0000000000078,741.9999999999982,-39.00000000000148,405.0000000000109,48.99999999999238,-95.99999999999609,,689.999999999984
2019.05.13,-39.999999999995595,-4.000000000004,-214.00000000000307,147.99999999999258,29.999999999996696,149.99999999999457,-114.99999999999844,-12.000000000000899,162.00000000000614,-512.0000000000014,800.0000000000007,-43.99999999999693,435.0000000000076,31.999999999996476,-94.00000000000519,,721.9999999999892
2019.05.13,-31.999999999987594,-18.0000000000069,-202.9999999999976,144.99999999999514,31.999999999998696,129.00000000000134,-84.0000000000063,0.0,175.99999999998772,-494.00000000001666,717.000000000012,-51.00000000000193,374.999999999992,32.99999999998704,-78.99999999999574,,645.9999999999613
2019.05.13,-53.999999999998494,-17.000000000000348,-202.00000000001327,151.00000000001222,2.000000000002,97.9999999999981,-80.00000000000229,-21.999999999999797,156.99999999998226,-461.0000000000003,663.0000000000135,-52.00000000000671,348.9999999999993,12.999999999991019,-60.99999999999994,,483.9999999999773
