names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,20,"['EURGBP', 'USDJPY', 'CADCHF']",100.0,-0.9133333333333333,B
EURUSD,15,"['EURGBP', 'NZDUSD', 'CHFJPY', 'USDJPY']",100.0,-0.9816666666666666,B
USDJPY,15,"['EURNZD', 'EURCAD']",100.0,0.9963636363636365,S
AUDUSD,15,"['USDCHF', 'NZDCHF']",100.0,1.0,S
NZDUSD,10,['AUDUSD'],80.0,-0.966,B
GBPCHF,30,['NZDCHF'],100.0,0.5091231424234521,S
EURCHF,30,['NZDJPY'],80.0,0.30122804972804973,S
CADCHF,10,"['EURNZD', 'NZDCAD', 'NZDUSD']",80.0,0.7878571428571429,S
AUDCHF,15,['NZDCHF'],80.0,1.0,S
NZDCHF,10,"['AUDNZD', 'GBPUSD', 'EURUSD']",80.0,0.22,S
EURGBP,10,['NZDCHF'],80.0,-0.986,B
GBPCAD,10,"['GBPCHF', 'GBPJPY']",100.0,-1.0,B
GBPAUD,10,['USDCHF'],80.0,-1.0,B
EURJPY,20,"['NZDCAD', 'USDJPY', 'EURUSD']",100.0,-1.0,B
EURCAD,15,"['EURNZD', 'NZDCAD', 'NZDUSD', 'NZDJPY', 'NZDCHF']",80.0,-0.7490000000000001,B
EURAUD,15,"['USDCHF', 'NZDCHF']",100.0,-1.0,B
EURNZD,10,"['USDCHF', 'GBPUSD', 'NZDUSD', 'CHFJPY']",100.0,0.56,S
CADJPY,10,['NZDCAD'],80.0,-0.2964523809523809,B
AUDJPY,15,"['USDCHF', 'NZDCHF']",100.0,1.0,S
NZDJPY,30,['USDCHF'],80.0,0.7422355212726727,S
AUDCAD,10,"['USDCHF', 'GBPUSD', 'USDCAD', 'EURJPY', 'NZDJPY', 'EURUSD']",80.0,-0.18,B
NZDCAD,10,"['NZDUSD', 'GBPUSD', 'EURNZD', 'NZDJPY', 'AUDUSD', 'EURUSD']",80.0,-0.98,B
AUDNZD,10,"['NZDUSD', 'AUDCHF', 'CADJPY', 'AUDUSD', 'GBPJPY', 'NZDJPY']",80.0,1.0,S
