date,USDCHF,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2017.01.30,-107.99999999999699,-21.000000000000796,-30.0000000000189,-20.0000000000089,-95.99999999999609,-88.99999999999864,-39.999999999995595,-63.00000000000195,-78.00000000000296,-81.00000000000307,-55.000000000005045,-9.000000000000341,-27.000000000001023,-59.00000000001171,0.0,,-776.000000000042
2017.01.30,-131.00000000000333,24.00000000000091,-13.000000000018552,19.999999999997797,-16.0000000000049,-73.99999999999807,69.00000000000794,153.99999999999858,-37.99999999998249,-33.00000000000125,-72.99999999998974,28.000000000005798,64.99999999999773,63.99999999999295,17.999999999995797,,63.99999999999916
2017.01.30,-168.99999999999693,-75.9999999999934,-110.00000000001009,-19.00000000000235,-6.0000000000060005,-108.99999999999466,70.99999999999883,163.99999999999747,-43.99999999998272,-121.99999999999989,-68.00000000000139,-60.99999999999284,-16.999999999995907,-8.000000000009777,8.999999999992347,,-564.9999999999973
2017.01.30,-139.00000000000023,-191.99999999999307,-64.0000000000196,-35.00000000000725,3.999999999992898,-195.99999999999795,68.00000000000139,136.00000000000279,64.99999999999773,-221.00000000000364,-113.00000000000753,-107.99999999998988,-117.00000000000443,-86.00000000001273,40.99999999999105,,-957.0000000000506
2017.01.30,-94.00000000000519,-182.00000000000216,-98.0000000000203,-67.00000000000594,-60.99999999999994,-135.99999999999568,35.00000000000725,68.00000000000139,63.0000000000166,-141.9999999999959,-296.0000000000074,-113.99999999999011,-143.99999999999125,-133.00000000000978,83.9999999999952,,-1217.0000000000032
2017.01.30,-85.00000000000173,-171.99999999999704,-72.0000000000054,-52.000000000007596,-36.0000000000027,-155.9999999999917,43.00000000000415,82.99999999999974,-40.99999999999682,-141.00000000000534,-279.00000000000705,-114.99999999999488,-137.00000000000045,-134.00000000000034,61.999999999995396,,-1232.0000000000118
2017.01.30,-56.0000000000005,-313.99999999999295,-82.00000000000429,-45.000000000006146,-31.000000000003247,-225.9999999999991,14.999999999998348,64.99999999999284,-180.99999999998317,-189.99999999999773,-334.9999999999964,-222.99999999999898,-206.99999999999363,-204.00000000000773,17.999999999995797,,-1995.9999999999968
2017.01.30,-24.999999999997247,-411.9999999999919,-47.00000000001925,-18.0000000000069,-19.999999999997797,-295.99999999999227,21.00000000000435,58.000000000002494,-258.99999999998613,-225.9999999999991,-405.9999999999952,-268.0000000000007,-301.9999999999925,-283.00000000000125,19.999999999997797,,-2462.999999999976
2017.01.30,-21.00000000000435,-376.99999999999534,-45.000000000006146,-40.00000000000669,-1.0000000000065512,-292.99999999999216,9.999999999998899,60.99999999999994,-237.99999999999955,-230.99999999999454,-394.00000000000546,-263.9999999999958,-302.99999999999727,-246.00000000000932,68.99999999999685,,-2313.0000000000177
2017.01.30,-31.000000000003247,-435.99999999999284,-8.000000000008,-26.999999999999247,4.999999999999449,-345.9999999999894,45.000000000006146,86.99999999999264,-377.9999999999859,-283.00000000000125,-334.9999999999964,-277.000000000001,-340.0000000000034,-294.00000000001114,63.99999999999739,,-2553.9999999999964
