date,USDCHF,EURUSD,USDCAD,AUDUSD,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDCAD,empty,sum
2016.08.22,-53.999999999998494,-1.0000000000065512,-60.99999999999994,-124.99999999999733,-8.000000000008,-21.00000000000435,-44.99999999999504,-106.00000000002296,-170.00000000000347,-134.99999999999625,-66.0000000000025,-97.9999999999981,-141.99999999999767,-75.00000000000284,-124.00000000000189,,-1231.0000000000355
2016.08.22,-53.00000000000304,22.999999999995246,5.000000000010552,-141.99999999999767,7.0000000000014495,48.000000000003595,-0.999999999995449,-97.00000000000841,-17.999999999984695,-146.00000000000168,-79.9999999999983,-17.000000000000348,-59.99999999999339,-15.000000000000568,-148.0000000000037,,-693.9999999999764
2016.08.22,6.0000000000060005,63.99999999999739,-18.999999999991246,-175.99999999999838,0.999999999995449,53.999999999998494,-34.000000000000696,-40.99999999999682,117.00000000001154,-184.00000000000637,-259.9999999999909,-92.00000000000318,-85.00000000000173,-167.0000000000016,-207.00000000000162,,-1022.9999999999836
2016.08.22,-2.000000000002,42.999999999993044,-24.000000000001798,-236.00000000000287,39.999999999995595,92.00000000000318,-17.999999999995797,86.99999999998909,141.00000000001333,-191.00000000000784,-311.9999999999976,-48.000000000003595,-1.999999999990898,-183.9999999999975,-259.0000000000092,,-873.0000000000149
2016.08.22,6.0000000000060005,12.999999999996348,-9.999999999998899,-263.99999999999756,60.99999999999994,70.99999999999883,8.000000000008,132.99999999998136,151.9999999999966,-19.999999999997797,-463.99999999999864,-11.00000000000545,-63.99999999999739,-259.00000000000034,-287.0000000000039,,-935.000000000013
2016.08.22,-114.99999999999844,-148.00000000001478,-156.00000000000057,-239.0000000000003,51.000000000001044,92.99999999999864,8.000000000008,131.00000000000023,136.00000000000279,-151.9999999999966,-375.0,1.999999999990898,17.000000000000348,-162.9999999999967,-248.99999999999923,,-1159.0000000000048
2016.08.22,-158.0000000000026,-200.00000000000017,-239.99999999999577,-94.00000000000519,30.999999999992145,-29.000000000001247,40.00000000000669,-74.00000000001228,238.0000000000049,-380.00000000000256,-340.999999999994,-49.00000000001015,-280.9999999999979,-141.00000000000534,-150.00000000000568,,-1828.0000000000293
2016.08.22,-207.00000000000162,-236.00000000001398,-269.9999999999925,2.000000000002,47.9999999999925,-22.999999999995246,43.00000000000415,-37.00000000000614,114.99999999999844,-295.0000000000008,-391.9999999999959,-2.999999999997449,-256.99999999999613,-194.00000000000261,-115.00000000000954,,-1821.000000000015
2016.08.22,-166.99999999999494,-202.9999999999976,-259.9999999999936,-82.00000000000429,60.99999999999994,-12.000000000000899,40.00000000000669,87.99999999999386,246.00000000001288,-265.0000000000041,-415.9999999999968,-7.0000000000014495,-265.0000000000041,-233.0000000000041,-82.00000000000429,,-1556.999999999993
2016.08.22,-219.99999999999798,-252.0000000000078,-319.999999999987,-26.999999999999247,43.999999999999595,-58.99999999999794,72.0000000000054,-70.0000000000216,314.00000000001427,-466.9999999999952,-393.0000000000007,-65.00000000000395,-401.99999999999125,-215.99999999999397,-101.00000000000664,,-2161.999999999984
2016.08.22,-226.99999999999943,-246.00000000001288,-306.9999999999906,4.999999999999449,63.99999999999739,-56.99999999999594,91.00000000000774,-75.00000000001705,364.00000000000875,-402.9999999999978,-250.99999999999056,-51.000000000001044,-415.99999999999415,-135.99999999999568,-68.00000000000139,,-1712.9999999999832
2016.08.22,-258.9999999999981,-234.00000000000088,-368.9999999999971,46.999999999997044,49.99999999999449,-65.00000000000395,53.00000000000304,-17.00000000002433,293.0000000000099,-390.0000000000015,-240.99999999999966,-70.99999999999883,-445.99999999999085,-147.00000000000557,-24.000000000001798,,-1820.0000000000182
2016.08.22,-285.9999999999974,-275.000000000003,-377.9999999999894,53.00000000000304,61.999999999995396,-48.000000000003595,71.00000000000995,-16.000000000019554,336.00000000000296,-373.00000000000114,-257.99999999999557,-65.00000000000395,-400.00000000000034,-125.0,-60.00000000000449,,-1762.0000000000068
2016.08.22,-359.99999999999363,-380.00000000000256,-432.9999999999945,63.99999999999739,83.9999999999952,-41.000000000002146,72.0000000000054,-32.00000000001069,290.9999999999968,-334.9999999999964,-296.99999999999704,-28.999999999990145,-394.9999999999898,-126.00000000000477,2.999999999997449,,-1913.999999999989
2016.08.22,-334.9999999999964,-334.00000000001205,-425.99999999999307,56.0000000000005,74.99999999999174,-29.000000000001247,71.00000000000995,-22.00000000001978,307.00000000001285,-299.99999999998914,-299.99999999999716,-45.99999999999049,-363.0000000000022,-150.00000000000568,-18.0000000000069,,-1813.9999999999989
