date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2020.08.17,-180.0000000000024,-49.00000000001015,-20.000000000020002,-135.00000000000733,-73.00000000000084,-95.00000000000064,-65.99999999998829,-149.0000000000009,-22.999999999995246,-115.99999999999389,-210.00000000000796,-133.99999999998968,-231.99999999999932,-134.00000000000034,-213.00000000000807,-2.999999999997449,-124.99999999999733,,-1957.0000000000202
2020.08.17,-213.99999999998087,-55.000000000005045,-21.00000000000435,-143.9999999999997,-80.00000000000229,-55.000000000005045,-78.99999999998464,-191.0000000000025,31.999999999998696,-66.99999999999484,-253.99999999999068,-124.99999999999733,-243.99999999999977,-161.00000000000136,-214.00000000001285,183.99999999999528,-100.99999999999554,,-1788.9999999999825
2020.08.17,-192.99999999999872,-78.00000000000028,227.99999999998377,-162.0000000000066,-53.00000000000304,-19.999999999997797,-93.99999999999409,-161.00000000000136,4.000000000004,-87.99999999999919,-233.0000000000041,-58.000000000002494,-245.9999999999951,-79.9999999999983,-208.00000000001262,244.99999999999523,-222.99999999999542,,-1420.0000000000261
2020.08.17,-144.99999999999514,-53.999999999998494,252.99999999999213,-141.00000000000225,-31.000000000003247,-17.000000000000348,-79.99999999999119,-156.0000000000059,83.9999999999952,-78.99999999999574,-206.99999999999363,32.999999999994145,-238.9999999999901,-58.9999999999975,-195.0000000000074,347.9999999999928,-304.9999999999997,,-990.0000000000066
2020.08.17,-201.99999999999108,-112.000000000001,224.99999999998633,-221.00000000000452,26.999999999999247,11.999999999989797,-105.99999999998388,-126.00000000000477,95.99999999999609,-85.99999999999719,-206.99999999999363,56.99999999999594,-231.99999999999932,-57.00000000000216,-240.99999999999966,349.99999999999477,-456.9999999999963,,-1280.0000000000114
2020.08.17,-232.99999999999432,-153.00000000000313,205.99999999999508,-306.00000000000625,1.999999999990898,21.999999999988695,-136.99999999998712,-120.99999999999511,146.99999999999713,-95.00000000000064,-234.00000000000887,171.99999999999437,-265.99999999999113,-52.99999999999727,-328.00000000000296,439.0000000000005,-534.0000000000123,,-1472.0000000000325
2020.08.17,-217.0000000000005,-137.9999999999937,222.99999999999542,-291.0000000000079,0.0,21.999999999988695,-152.99999999998093,-164.00000000000148,200.00000000000017,-96.99999999999153,-258.0000000000098,290.9999999999968,-300.9999999999877,-93.00000000000352,-351.0000000000133,490.999999999997,-546.000000000002,,-1382.0000000000143
2020.08.17,-190.00000000000128,-97.9999999999981,250.99999999997902,-330.0000000000081,65.99999999999939,62.99999999999084,-159.99999999998238,-61.99999999999761,204.99999999999963,-82.99999999999974,-189.99999999999773,269.9999999999925,-216.99999999999875,-39.00000000000148,-324.0000000000123,486.999999999993,-758.9999999999985,,-1110.0000000000416
2020.08.17,-205.99999999999508,-110.99999999999443,247.99999999998158,-325.00000000000864,82.99999999999974,59.000000000009045,-167.9999999999904,-1.9999999999953388,229.00000000000142,-112.99999999999643,-139.99999999998636,327.99999999999494,-168.99999999999693,-1.0000000000047748,-323.0000000000075,512.9999999999968,-743.0000000000048,,-840.999999999997
2020.08.17,-184.99999999999073,-104.99999999999955,257.99999999998045,-294.00000000000534,58.99999999999794,63.99999999999739,-165.9999999999995,18.000000000000682,210.99999999999451,-107.00000000000153,-97.99999999998477,269.9999999999925,-144.99999999999602,10.99999999999568,-282.0000000000107,502.9999999999979,-695.0000000000011,,-683.0000000000323
2020.08.17,-220.99999999998232,-221.00000000000452,197.99999999998707,-314.0000000000032,-17.000000000000348,69.9999999999923,-238.99999999998923,-84.99999999999375,222.99999999999542,-168.99999999999693,-204.99999999998408,304.9999999999997,-348.99999999998954,-66.0000000000025,-328.00000000000296,500.00000000000045,-544.0000000000111,,-1461.9999999999854
2020.08.17,-269.9999999999925,-295.0000000000008,143.99999999998857,-323.0000000000066,-57.00000000000705,79.00000000000685,-266.999999999995,-87.99999999999386,239.99999999999577,-166.99999999999494,-243.99999999999977,304.9999999999997,-385.9999999999957,-82.00000000000784,-343.0000000000035,504.9999999999999,-483.99999999999557,,-1733.0000000000023
2020.08.17,-208.99999999999253,-217.0000000000005,166.99999999998383,-297.00000000000284,-4.000000000004,52.000000000007596,-252.99999999999213,-60.99999999999284,207.99999999999707,-175.99999999999838,-195.99999999999795,279.00000000000705,-337.99999999999386,-76.99999999999818,-312.0000000000118,463.0000000000023,-527.0000000000108,,-1497.9999999999982
2020.08.17,-165.9999999999995,-235.99999999999176,206.99999999997942,-253.0000000000032,66.99999999999484,41.000000000002146,-273.9999999999965,-61.99999999999761,170.99999999999892,-205.99999999999508,-167.0000000000016,178.99999999999582,-345.9999999999894,-58.000000000006935,-273.00000000001035,424.00000000000216,-571.9999999999948,,-1524.0000000000136
2020.08.17,-156.00000000000057,-222.99999999999542,217.0000000000005,-206.00000000000617,102.99999999999754,41.000000000002146,-264.9999999999819,-30.000000000001137,134.99999999999625,-190.99999999999673,-115.0000000000091,104.99999999999955,-304.9999999999926,-43.00000000000637,-198.0000000000075,344.99999999999534,-539.0000000000006,,-1325.0000000000066
2020.08.17,-117.99999999999588,-184.99999999999073,179.99999999998016,-168.00000000000148,110.99999999999443,-14.000000000002899,-239.99999999999577,-111.99999999999477,119.99999999999788,-221.99999999999997,-159.9999999999966,99.00000000000463,-362.99999999999955,-105.00000000000398,-220.00000000001307,324.9999999999975,-500.00000000001154,,-1572.0000000000318
2020.08.17,-79.99999999999119,-201.99999999999108,187.99999999998818,-163.00000000000205,79.99999999999119,-36.999999999998145,-235.99999999999176,-120.99999999999511,121.00000000000443,-230.99999999999233,-138.00000000000523,147.00000000000824,-381.0000000000002,-96.9999999999942,-204.00000000000773,334.00000000000097,-452.99999999999227,,-1472.9999999999686
2020.08.17,-103.99999999999298,-245.99999999999068,189.99999999997908,-161.00000000000003,83.9999999999952,-100.99999999999554,-214.99999999998744,-161.00000000000136,85.00000000000173,-257.9999999999916,-115.99999999998545,158.99999999999804,-382.99999999999557,-79.00000000000773,-188.0000000000024,312.9999999999966,-449.0000000000105,,-1629.9999999999902
2020.08.17,-238.99999999998923,-302.0000000000023,91.99999999998099,-228.00000000000597,37.99999999999359,-79.99999999999119,-224.99999999998633,-185.00000000000227,71.99999999999429,-249.99999999999466,-176.9999999999925,39.00000000001125,-425.9999999999877,-103.9999999999992,-218.00000000000352,341.99999999999784,-466.00000000001086,,-2316.9999999999877
