date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,GBPAUD,EURJPY,NZDJPY,AUDCAD,empty,sum
2020.10.05,2.000000000002,5.000000000010552,45.000000000001705,13.999999999980695,43.00000000000415,-83.00000000001084,38.0000000000047,-13.00000000000523,-358.00000000001387,5.000000000009663,66.99999999999307,65.00000000000395,,-170.00000000001947
2020.10.05,-12.000000000000899,12.999999999996348,219.99999999999886,-12.000000000012001,26.999999999999247,41.000000000002146,59.000000000009045,-246.00000000000932,-104.99999999999955,-241.99999999999022,192.99999999999784,12.999999999996348,,-51.00000000001212
2020.10.05,-16.0000000000049,9.999999999998899,195.99999999999795,-6.000000000017103,14.000000000002899,76.99999999999375,79.99999999999119,-263.00000000000523,-101.00000000001774,-202.99999999998875,161.99999999999193,7.9999999999968985,,-42.000000000060226
2020.10.05,-163.00000000000205,-17.000000000000348,246.9999999999999,-20.000000000020002,-7.9999999999968985,177.99999999998929,236.99999999999832,-492.00000000000443,-192.99999999999872,-294.9999999999875,179.00000000000205,-9.00000000000345,,-356.00000000002393
2020.10.05,-307.0000000000017,-32.999999999994145,317.99999999999784,-31.000000000003247,-15.999999999993797,371.99999999999454,391.000000000008,-756.0000000000002,-165.9999999999995,-397.99999999999613,238.9999999999901,-12.000000000000899,,-398.9999999999992
2020.10.05,-143.9999999999997,-62.99999999999084,250.99999999999056,-67.00000000001705,-78.99999999999574,164.99999999999292,175.99999999999838,-489.0000000000043,-7.0000000000014495,-343.9999999999941,206.99999999999363,-68.00000000000139,,-462.0000000000291
2020.10.05,-136.99999999999824,-70.99999999999883,274.0000000000009,-159.00000000002024,-195.00000000000074,14.999999999987246,160.99999999998892,-504.0000000000049,69.9999999999923,-378.9999999999907,331.99999999999363,-158.99999999999804,,-752.0000000000488
2020.10.05,-153.99999999999858,-119.00000000000244,287.9999999999967,-179.00000000001802,-169.99999999999238,48.99999999998794,136.99999999998712,-540.0000000000063,30.999999999981043,-448.99999999999807,319.0000000000026,-112.000000000001,,-899.0000000000614
2020.10.05,-209.00000000000364,-153.00000000000313,262.00000000000045,-203.00000000001984,-196.99999999999162,153.9999999999875,173.00000000000094,-584.0000000000032,145.99999999997948,-453.9999999999935,304.9999999999926,-126.0000000000039,,-886.0000000000576
2020.10.05,-231.0000000000034,-207.99999999998596,250.99999999999056,-214.00000000000307,-218.99999999999142,122.99999999998423,147.99999999999258,-600.9999999999991,105.99999999998388,-500.0,304.9999999999926,-151.9999999999966,,-1192.0000000000357
2020.10.05,-268.99999999999704,-201.99999999999108,266.9999999999959,-249.00000000001032,-214.99999999999852,160.99999999998892,195.9999999999962,-667.0000000000016,84.99999999997954,-512.999999999991,322.9999999999933,-121.99999999999989,,-1205.000000000036
2020.10.05,-253.0000000000032,-187.99999999998818,289.0000000000015,-232.00000000000998,-206.99999999999054,147.99999999999258,190.00000000000128,-668.0000000000064,76.99999999999375,-520.9999999999866,358.99999999999466,-122.99999999999534,,-1128.9999999999966
2020.10.05,-253.99999999999866,-191.99999999999218,277.9999999999916,-250.00000000001688,-204.99999999999963,130.99999999999224,188.9999999999947,-655.0000000000011,41.99999999998649,-509.9999999999909,326.9999999999982,-104.00000000000409,,-1203.0000000000405
2020.10.05,-251.00000000000122,-150.99999999999002,265.99999999999113,-223.00000000001762,-144.99999999999514,219.99999999999798,221.00000000000452,-638.0000000000052,27.999999999983594,-450.9999999999934,280.00000000000114,-44.99999999999504,,-889.0000000000193
2020.10.05,-243.00000000000432,-171.99999999999437,281.9999999999965,-219.00000000001364,-134.99999999999625,207.00000000000162,192.99999999999872,-644.0000000000055,0.9999999999843467,-495.9999999999951,322.00000000000273,-34.000000000000696,,-938.0000000000259
2020.10.05,-210.99999999999451,-188.9999999999947,295.99999999999227,-243.99999999999977,-163.99999999999747,170.99999999998784,140.0000000000068,-621.0000000000093,76.99999999999375,-532.999999999987,334.99999999999375,-58.000000000002494,,-1001.000000000011
2020.10.05,-209.9999999999991,-195.9999999999962,304.9999999999926,-263.00000000001324,-167.9999999999904,197.00000000000273,126.99999999998823,-632.9999999999956,129.00000000000134,-547.9999999999876,334.99999999999375,-46.999999999997044,,-972.0000000000006
2020.10.05,-215.99999999999397,-211.99999999998997,305.9999999999974,-275.000000000003,-165.9999999999995,204.99999999998852,126.0000000000039,-638.9999999999958,124.99999999999733,-567.9999999999978,340.999999999994,-36.999999999998145,,-1009.9999999999974
2020.10.05,-170.00000000000347,-133.99999999998968,317.99999999999784,-197.00000000000273,-80.99999999999774,158.99999999999804,146.00000000000168,-597.999999999999,-70.0000000000145,-500.99999999999056,278.99999999999636,21.999999999999797,,-827.0000000000039
2020.10.05,-131.00000000000333,-112.000000000001,357.9999999999899,-236.00000000001398,-76.99999999999375,275.000000000003,120.99999999999334,-594.9999999999989,170.99999999998784,-521.9999999999914,323.99999999999807,56.99999999999594,,-367.00000000003416
2020.10.05,-146.00000000000168,-134.99999999999625,331.99999999999363,-150.00000000000568,-14.999999999998348,339.0000000000004,116.00000000000499,-582.9999999999984,83.9999999999952,-515.9999999999911,221.9999999999942,78.00000000000028,,-374.0000000000028
2020.10.05,-178.00000000000037,-191.99999999999218,343.9999999999941,-167.00000000000603,-41.9999999999976,187.00000000000384,96.99999999999153,-634.0000000000003,-143.00000000000423,-587.9999999999939,268.0000000000007,53.00000000000304,,-995.0000000000013
2020.10.05,-168.00000000000148,-287.9999999999994,399.0000000000009,-253.00000000001432,-117.99999999999588,19.999999999997797,0.0,-683.9999999999975,-190.00000000000128,-752.9999999999859,319.9999999999932,14.000000000002899,,-1701.000000000001
2020.10.05,-293.99999999999426,-360.9999999999891,375.0,-282.0000000000045,-151.9999999999966,141.99999999999767,83.9999999999952,-814.0000000000072,-159.00000000002024,-796.999999999997,340.0000000000034,-14.999999999998348,,-1933.000000000011
2020.10.05,-356.9999999999962,-385.99999999999744,385.9999999999957,-307.00000000001285,-202.9999999999976,234.99999999998522,130.99999999999224,-909.9999999999966,-17.000000000000348,-843.9999999999941,396.0000000000008,-60.00000000000449,,-1936.0000000000255
2020.10.05,-338.00000000000495,-436.9999999999985,347.999999999999,-324.0000000000132,-193.99999999999417,200.99999999998454,62.000000000006494,-841.9999999999987,-46.0000000000127,-854.9999999999898,364.9999999999949,-36.999999999998145,,-2097.000000000025
2020.10.05,-251.99999999999667,-364.9999999999931,365.99999999999966,-259.0000000000092,-117.00000000000044,178.99999999999582,28.000000000005798,-751.9999999999953,-110.00000000001009,-799.9999999999972,325.00000000000284,19.00000000000235,,-1737.999999999996
2020.10.05,-290.00000000000136,-392.9999999999989,384.00000000000034,-261.0000000000001,-131.99999999999878,190.00000000000128,42.0000000000087,-820.0000000000074,-128.000000000017,-849.9999999999943,365.99999999999966,-2.000000000002,,-1894.0000000000098
2020.10.05,-263.0000000000021,-394.9999999999898,376.99999999999534,-237.00000000002052,-139.99999999999568,235.99999999999176,15.999999999993797,-778.0000000000058,7.0000000000014495,-845.9999999999894,320.99999999999795,-24.999999999997247,,-1727.0000000000202
2020.10.05,-305.99999999999517,-516.9999999999897,350.9999999999991,-306.00000000000625,-178.99999999999582,160.00000000000458,-49.99999999999449,-802.9999999999973,-94.00000000001629,-940.9999999999883,354.99999999998977,-27.999999999994696,,-2357.9999999999845
2020.10.05,-309.0000000000037,-473.99999999999665,367.999999999995,-260.0000000000158,-118.99999999999133,181.9999999999933,-1.999999999990898,-829.0000000000077,-198.00000000000927,-915.9999999999968,323.99999999999807,19.00000000000235,,-2214.000000000023
2020.10.05,-312.00000000000114,-506.9999999999908,320.99999999999795,-235.00000000000742,-163.99999999999747,51.99999999998539,-29.00000000001235,-783.0000000000013,-308.0000000000194,-894.999999999996,299.99999999999716,-58.99999999999794,,-2619.0000000000427
2020.10.05,-324.9999999999975,-565.9999999999999,298.0000000000018,-293.0000000000099,-137.9999999999937,-9.000000000014552,-70.99999999999883,-772.9999999999961,-495.000000000001,-932.9999999999927,242.999999999995,14.000000000002899,,-3048.0000000000045
2020.10.05,-436.9999999999985,-730.9999999999927,275.99999999999625,-353.0000000000033,-200.99999999999562,144.99999999999514,-92.00000000000318,-865.0000000000091,-285.00000000000193,-1080.9999999999889,298.9999999999924,-14.000000000002899,,-3339.0000000000123
2020.10.05,-429.99999999999704,-722.0000000000005,363.9999999999901,-341.00000000001353,-192.99999999999872,103.99999999999298,-92.00000000000318,-972.999999999999,-380.00000000000256,-1175.9999999999877,360.99999999999,-24.999999999997247,,-3503.0000000000264
2020.10.05,-431.99999999999903,-764.9999999999934,373.9999999999952,-314.00000000001427,-234.99999999999633,129.00000000000134,-130.0000000000079,-987.9999999999995,-252.0000000000078,-1229.9999999999898,375.99999999999056,-95.99999999999609,,-3563.0000000000173
2020.10.05,-397.99999999999835,-707.9999999999975,390.99999999999113,-285.00000000000193,-174.99999999999181,116.00000000000499,-116.00000000000499,-963.9999999999986,-344.00000000001097,-1190.9999999999882,334.0000000000032,-39.999999999995595,,-3379.9999999999886
2020.10.05,-399.0000000000049,-712.9999999999859,449.99999999998863,-303.0000000000088,-147.99999999999258,121.99999999999989,-120.00000000000898,-1028.9999999999964,-404.0000000000044,-1263.999999999996,349.00000000000375,12.999999999996348,,-3446.0000000000095
2020.10.05,-407.0000000000018,-729.9999999999862,457.9999999999984,-283.000000000011,-164.99999999999292,132.99999999998312,-124.99999999999733,-1051.0000000000018,-364.00000000000875,-1291.9999999999873,359.99999999999943,-29.999999999996696,,-3496.0000000000027
2020.10.05,-385.99999999999744,-730.9999999999927,491.9999999999902,-377.0000000000051,-206.99999999999054,21.00000000000435,-151.9999999999966,-1055.9999999999973,-394.00000000000546,-1334.9999999999936,391.9999999999959,-16.0000000000049,,-3748.9999999999936
2020.10.05,-382.00000000000455,-686.9999999999932,456.99999999999363,-345.0000000000175,-192.99999999999872,-48.000000000003595,-117.00000000001154,-1013.0000000000052,-524.0000000000133,-1247.0,370.9999999999951,-22.999999999995246,,-3751.000000000055
2020.10.05,-358.0000000000028,-636.9999999999986,447.9999999999933,-218.00000000000708,-97.9999999999981,35.999999999991594,-96.00000000000719,-977.0000000000039,-592.0000000000148,-1184.9999999999882,280.9999999999917,19.00000000000235,,-3377.0000000000414
2020.10.05,-368.00000000000165,-607.0000000000019,442.99999999999784,-206.00000000001728,-79.99999999999119,34.000000000000696,-62.000000000006494,-981.0000000000088,-660.0000000000161,-1150.9999999999964,265.99999999999113,27.999999999994696,,-3344.0000000000555
2020.10.05,-341.99999999999784,-617.0000000000009,458.999999999989,-277.00000000001614,-95.99999999999609,31.000000000003247,-100.0000000000112,-966.9999999999987,-567.0000000000064,-1174.9999999999973,284.9999999999966,61.999999999995396,,-3304.00000000004
2020.10.05,-380.00000000000256,-653.999999999999,485.99999999999,-347.0000000000084,-164.99999999999292,-51.000000000001044,-93.00000000000975,-1046.0000000000064,-586.0000000000198,-1248.9999999999952,372.99999999999045,17.000000000000348,,-3695.0000000000546
2020.10.05,-404.99999999999983,-705.0000000000001,503.0000000000001,-368.00000000001273,-183.99999999999528,7.0000000000014495,-103.99999999999298,-1097.0000000000084,-510.00000000001046,-1319.9999999999932,426.00000000000193,11.00000000000545,,-3746.0000000000045
2020.10.05,-448.9999999999994,-716.9999999999899,473.99999999998954,-356.00000000000074,-168.99999999999693,70.99999999999883,-62.000000000006494,-1117.0000000000045,-537.0000000000097,-1295.9999999999923,399.9999999999915,21.999999999999797,,-3736.0000000000196
2020.10.05,-441.0000000000025,-693.9999999999947,481.9999999999993,-371.00000000001023,-134.99999999999625,113.99999999999189,-82.00000000000429,-1061.000000000007,-426.9999999999996,-1279.9999999999868,409.9999999999966,104.99999999999955,,-3380.000000000014
2020.10.06,-422.00000000000017,-689.9999999999907,455.99999999998886,-418.0000000000073,-147.99999999999258,58.99999999998684,-73.99999999999629,-1018.0000000000007,-465.0000000000043,-1253.9999999999907,405.9999999999917,60.99999999999994,,-3507.0000000000155
2020.10.06,-422.00000000000017,-676.9999999999943,449.99999999998863,-392.00000000001455,-130.99999999999224,55.99999999998939,-78.00000000000028,-1010.9999999999957,-485.0000000000021,-1233.9999999999945,354.99999999998977,66.99999999999484,,-3502.0000000000314
2020.10.06,-429.0000000000016,-740.9999999999917,494.99999999999034,-448.000000000004,-203.99999999999307,-9.999999999998899,-102.00000000000209,-1109.9999999999995,-510.00000000001046,-1340.999999999994,417.0000000000016,34.000000000000696,,-3949.0000000000027
2020.10.06,-427.99999999999505,-740.9999999999917,512.999999999991,-445.0000000000065,-264.999999999993,-18.0000000000069,-119.00000000000244,-1131.0000000000002,-364.00000000000875,-1375.0,481.9999999999993,-48.000000000003595,,-3939.0000000000173
2020.10.06,-424.00000000000216,-737.9999999999942,472.999999999999,-416.00000000001637,-234.99999999999633,-19.999999999997797,-110.00000000001009,-1085.9999999999986,-435.0000000000076,-1319.9999999999932,471.00000000000364,-24.999999999997247,,-3865.000000000011
2020.10.06,-427.99999999999505,-758.9999999999985,444.9999999999932,-416.00000000001637,-279.99999999999136,-46.999999999997044,-123.00000000000644,-1058.9999999999975,-391.000000000008,-1305.9999999999973,489.9999999999949,-85.00000000000173,,-3959.0000000000214
