date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,EURCAD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2016.11.21,-100.99999999999554,-107.99999999999699,-130.99999999999224,-51.000000000001044,-14.999999999998348,-135.00000000000512,-57.99999999999139,-89.00000000000574,-99.00000000000375,-156.99999999999648,-82.00000000000429,,-1025.999999999991
2016.11.21,-62.000000000006494,-43.999999999999595,-103.00000000000864,-51.99999999999649,-59.99999999999339,-206.00000000000307,-34.99999999999615,-93.00000000000975,-114.00000000000432,-347.999999999999,-70.0000000000034,,-1187.0000000000202
2016.11.21,-116.00000000000499,-234.00000000000088,-116.99999999998934,-148.99999999999915,-24.999999999997247,-196.00000000001216,-17.000000000000348,-36.999999999998145,-147.99999999999613,-242.00000000000443,-77.00000000000485,,-1358.0000000000075
2016.11.21,-141.99999999999767,-234.99999999998522,-177.00000000000495,-153.00000000000313,-67.9999999999903,-162.00000000000614,1.0000000000065512,-36.999999999998145,19.99999999999602,-125.0,0.0,,-1077.999999999983
2016.11.21,-112.000000000001,-228.99999999999034,-151.9999999999966,-73.00000000000084,54.00000000000959,-193.00000000001205,-14.999999999998348,-127.00000000001043,-61.00000000000705,-307.00000000000216,-36.0000000000027,,-1251.0000000000118
2016.11.21,14.000000000002899,34.000000000000696,62.99999999999084,-5.999999999994898,201.00000000000674,-194.00000000000261,9.999999999998899,-104.00000000001519,-49.000000000006594,-319.9999999999932,-2.000000000002,,-353.00000000001444
2016.11.21,1.0000000000065512,15.00000000000945,82.00000000000429,-7.0000000000014495,175.00000000000293,-135.00000000000512,56.0000000000005,7.0000000000014495,-61.00000000000705,-280.00000000000114,53.999999999998494,,-92.99999999999108
2016.11.21,28.000000000005798,-8.999999999992347,177.00000000000495,-17.000000000000348,165.00000000000404,-84.00000000000318,75.9999999999983,-17.000000000000348,6.000000000000227,-233.99999999999466,42.999999999993044,,134.00000000001543
2016.11.21,52.99999999999194,-23.999999999979593,219.99999999999798,-39.999999999995595,109.00000000000354,-161.00000000000136,95.00000000000064,43.999999999999595,-11.00000000000989,-198.99999999999807,149.99999999999457,,236.00000000000378
2016.11.21,25.999999999992696,-32.999999999994145,163.00000000000205,-107.00000000000153,35.00000000000725,-243.99999999999977,82.00000000000429,8.999999999992347,3.0000000000001137,-149.0000000000009,180.99999999999784,,-33.99999999999977
2016.11.21,-17.000000000000348,-105.99999999998388,92.00000000000318,-104.00000000000409,55.000000000005045,-267.0000000000101,62.000000000006494,-9.999999999998899,-58.9999999999975,-254.99999999999545,185.99999999999727,,-422.9999999999784
2016.11.21,-80.99999999999774,-141.99999999999767,49.00000000001015,-185.00000000000182,52.000000000007596,-279.0000000000106,60.00000000000449,-18.0000000000069,-2.0000000000095497,-287.9999999999967,195.9999999999962,,-638.0000000000025
