date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,CADCHF,CADJPY,AUDJPY,NZDCAD,empty,sum
2016.08.01,-11.00000000000545,-62.000000000006494,-60.000000000002274,-107.99999999999699,-73.00000000000084,-31.999999999998696,-19.000000000005457,-70.99999999999795,-165.9999999999995,,-602.0000000000136
2016.08.01,-40.00000000000669,-23.00000000001745,-7.999999999995566,-159.99999999998238,-90.0000000000012,-44.99999999999504,45.000000000001705,-22.00000000000557,-173.00000000000094,,-516.0000000000032
2016.08.01,-25.00000000000835,41.99999999998649,-281.9999999999965,-163.9999999999864,-132.99999999999423,-9.999999999998899,-194.00000000000261,-242.999999999995,-273.000000000001,,-1281.9999999999964
2016.08.01,52.99999999999194,-8.000000000008,-337.0000000000033,-259.9999999999936,-112.000000000001,-19.999999999997797,-177.0000000000067,-290.9999999999968,-270.99999999999903,,-1423.0000000000146
2016.08.01,69.9999999999923,-41.000000000002146,-250.99999999999056,-322.00000000000006,-92.00000000000318,23.00000000000635,-100.99999999999909,-233.99999999999466,-346.9999999999973,,-1294.9999999999884
2016.08.01,51.99999999999649,-59.000000000009045,-206.00000000000307,-383.0,-31.999999999998696,64.0000000000085,-8.000000000009777,-118.99999999999977,-304.00000000000426,,-995.0000000000198
2016.08.01,17.999999999995797,-58.000000000002494,-277.000000000001,-377.9999999999894,-44.99999999999504,45.000000000006146,-125.0,-209.99999999999375,-282.99999999999994,,-1312.9999999999798
2016.08.01,27.999999999994696,-48.000000000003595,-305.9999999999974,-317.9999999999961,-66.99999999999484,29.000000000001247,-167.0000000000016,-266.00000000000534,-313.00000000000773,,-1428.0000000000107
2016.08.01,17.999999999995797,-28.000000000005798,-418.99999999999693,-297.9999999999983,-68.00000000000139,-1.999999999990898,-225.00000000000853,-250.0,-309.0000000000037,,-1581.0000000000095
2016.08.01,53.999999999998494,-36.0000000000138,-415.9999999999968,-363.9999999999866,-131.00000000000333,-13.999999999991797,-231.99999999999932,-320.0000000000074,-383.0,,-1842.0000000000005
2016.08.01,46.999999999997044,-12.000000000012001,-466.99999999999875,-253.99999999999866,-171.99999999999437,-49.99999999999449,-361.0000000000042,-483.99999999999466,-435.0000000000076,,-2188.0000000000077
2016.08.01,35.999999999991594,-19.999999999997797,-465.999999999994,-139.9999999999846,-246.00000000000176,-59.99999999999339,-375.0,-575.0000000000028,-518.0000000000074,,-2363.99999999999
2016.08.01,39.00000000000014,-48.000000000003595,-396.0000000000008,-197.99999999998707,-190.00000000000128,-41.9999999999976,-302.0000000000067,-468.9999999999941,-482.00000000000466,,-2087.9999999999955
2016.08.01,9.999999999998899,-55.000000000005045,-379.99999999999545,-190.00000000000128,-160.00000000000458,-52.99999999999194,-263.00000000000523,-397.00000000000557,-431.0000000000036,,-1919.0000000000136
2016.08.01,0.999999999995449,41.000000000002146,-295.99999999999227,-146.99999999998602,-197.99999999999818,-30.999999999992145,-246.00000000000932,-361.0000000000042,-436.9999999999985,,-1673.9999999999832
2016.08.01,-3.0000000000085514,34.000000000000696,-218.00000000000352,-123.99999999999079,-229.99999999999687,-39.999999999995595,-174.99999999999716,-332.00000000000784,-500.00000000000045,,-1588.0
2016.08.01,-3.0000000000085514,13.999999999980695,-206.99999999999363,-182.99999999999983,-226.00000000000398,-35.999999999991594,-163.0000000000109,-328.00000000000296,-499.000000000005,,-1631.0000000000357
2016.08.01,44.99999999999504,-11.00000000000545,-257.99999999999557,-193.99999999998306,-236.99999999999832,-64.99999999999284,-189.00000000000716,-397.99999999999613,-517.0000000000008,,-1823.9999999999845
2016.08.01,53.999999999998494,-93.00000000000975,-286.00000000000136,-261.0000000000001,-178.99999999999582,-34.99999999999615,-171.99999999999704,-322.00000000000273,-445.0000000000065,,-1739.000000000011
2016.08.01,103.99999999999298,-99.00000000000463,-396.99999999999136,-291.9999999999812,-121.00000000000443,-44.99999999999504,-221.00000000000364,-310.0000000000023,-397.0000000000029,,-1777.9999999999925
2016.08.01,8.999999999992347,-107.00000000001265,-373.9999999999952,-343.99999999998875,-10.999999999994348,-3.999999999992898,-186.9999999999976,-257.000000000005,-270.0000000000036,,-1544.9999999999977
2016.08.01,-58.000000000002494,-76.0000000000094,-298.0000000000018,-309.99999999998806,-51.99999999999649,60.99999999999994,-148.00000000001035,-198.99999999999807,-319.99999999999807,,-1400.000000000005
2016.08.01,-72.0000000000054,-53.00000000001415,-207.9999999999984,-297.9999999999983,-29.000000000001247,72.0000000000054,-109.99999999999943,-147.00000000000557,-307.99999999999716,,-1153.000000000014
2016.08.01,-89.00000000000574,-124.00000000001299,-212.0000000000033,-420.9999999999825,-29.000000000001247,78.00000000000028,-103.9999999999992,-137.00000000000045,-274.00000000000756,,-1312.0000000000125
2016.08.01,-91.00000000000774,-130.0000000000079,-85.99999999999852,-502.9999999999868,85.99999999999719,185.00000000000182,87.99999999999386,48.99999999999238,-358.9999999999982,,-761.0000000000139
