date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.09.10,-4.999999999999449,-4.000000000004,-18.000000000000682,-91.99999999998099,-8.000000000008,-36.0000000000027,-67.00000000001705,-29.000000000001247,-54.00000000000959,-81.99999999999363,-127.99999999999478,-45.99999999999049,-59.99999999998806,-16.999999999995907,-68.00000000000139,-78.00000000000028,,-791.9999999999882
2018.09.10,43.999999999999595,12.000000000012001,-34.99999999999659,-146.00000000000168,-23.00000000000635,-35.00000000000725,-60.99999999999994,-38.0000000000047,-50.0000000000056,-79.00000000000773,-202.9999999999976,-32.999999999994145,-94.99999999999886,-30.000000000001137,-102.99999999999754,-127.99999999999478,,-1003.0000000000023
2018.09.10,39.999999999995595,-72.0000000000054,-51.9999999999925,-123.99999999999079,-75.00000000000284,-52.000000000007596,-96.00000000000719,-82.00000000000429,-56.0000000000005,-163.0000000000109,-232.99999999999432,-121.99999999999989,-83.99999999998897,-55.999999999997385,-171.99999999999437,-129.00000000000134,,-1528.0000000000025
2018.09.10,43.00000000000415,-52.99999999999194,-28.999999999996362,-130.99999999999224,-99.00000000000463,-43.00000000000415,-83.00000000001084,-94.00000000000519,-50.0000000000056,-128.00000000001432,-225.00000000000853,-129.00000000000134,-104.99999999998977,-46.999999999997044,-202.9999999999976,-112.000000000001,,-1488.0000000000164
2018.09.10,12.999999999996348,-52.99999999999194,44.00000000001114,-129.00000000000134,-100.00000000000009,-40.00000000000669,-59.000000000009045,-87.00000000000374,-43.00000000000415,-21.99999999999136,-231.0000000000034,-107.99999999999699,-168.99999999999693,37.00000000000614,-201.99999999999108,-117.99999999999588,,-1266.999999999979
2018.09.10,19.00000000000235,-70.99999999999883,96.00000000000364,-127.99999999999478,-119.00000000000244,-47.00000000000814,-82.00000000000429,-109.00000000000354,-52.000000000007596,-21.000000000015007,-252.0000000000078,-130.99999999999224,-184.99999999998806,21.000000000000796,-232.99999999999432,-120.99999999999334,,-1415.0000000000036
2018.09.10,28.000000000005798,-65.00000000000395,31.00000000000591,-129.99999999998568,-150.00000000000568,-46.00000000000159,-121.00000000001555,-163.99999999999747,-67.00000000000594,-68.00000000001205,-255.99999999998957,-201.99999999999108,-163.99999999998727,8.000000000009777,-265.99999999999955,-120.99999999999334,,-1752.9999999999673
2018.09.10,29.000000000001247,-95.999999999985,-3.9999999999906777,-157.99999999999147,-139.00000000000023,-9.00000000000345,-127.00000000001043,-151.9999999999966,-43.00000000000415,-117.999999999995,-319.0000000000026,-159.99999999998238,-165.99999999999682,18.000000000000682,-247.99999999999267,-82.99999999999974,,-1774.999999999949
2018.09.10,26.999999999999247,-97.9999999999981,69.00000000000261,-139.9999999999846,-136.99999999999824,-9.00000000000345,-118.00000000001809,-129.00000000000134,-20.0000000000089,-74.00000000001228,-309.0000000000037,-105.99999999998388,-212.99999999999386,50.00000000001137,-240.99999999999122,-90.0000000000012,,-1537.9999999999854
2018.09.10,46.00000000000159,-68.99999999998573,51.00000000000193,-200.99999999998454,-123.00000000000644,1.999999999990898,-134.00000000001188,-124.00000000000189,-16.0000000000049,6.000000000000227,-293.99999999999426,-123.99999999999079,-214.9999999999892,96.00000000000364,-249.99999999999466,-80.99999999999774,,-1429.9999999999636
2018.09.10,85.00000000000173,-32.999999999994145,50.00000000001137,-217.99999999998488,-68.00000000000139,119.99999999999788,-129.00000000000134,-104.00000000000409,65.99999999999939,24.00000000000091,-292.9999999999877,-90.99999999999665,-196.99999999998852,199.00000000001228,-215.99999999999397,33.000000000005244,,-771.999999999924
2018.09.10,94.00000000000519,-11.999999999989797,-25.99999999999625,-214.99999999998744,-48.99999999999905,139.00000000000023,-121.99999999999989,-99.00000000000463,72.99999999998974,-34.99999999999659,-272.99999999998994,-79.99999999999119,-191.99999999999307,165.00000000000625,-196.99999999999162,55.000000000005045,,-773.9999999999329
2018.09.10,90.99999999999665,-19.999999999997797,12.000000000000455,-234.00000000000088,-67.00000000000594,126.99999999999933,-124.99999999999733,-114.00000000000298,64.99999999999284,-8.000000000009777,-252.99999999999213,-112.99999999998533,-185.99999999999284,179.00000000000205,-213.99999999999199,50.0000000000056,,-809.9999999999801
2018.09.10,117.00000000000044,9.999999999998899,3.0000000000001137,-228.99999999999034,-53.00000000000304,125.99999999999278,-117.00000000001154,-107.00000000000153,48.99999999999905,12.000000000000455,-214.00000000000307,-127.99999999999478,-160.99999999998715,168.00000000000637,-191.99999999999218,46.00000000000159,,-669.999999999984
2018.09.10,121.99999999999989,85.00000000000173,6.000000000000227,-236.99999999999832,-48.99999999999905,146.99999999999713,-63.000000000013046,-109.99999999999899,65.99999999999939,61.00000000000705,-185.99999999999727,-181.9999999999933,-170.99999999999227,178.00000000001148,-204.99999999999963,48.000000000003595,,-489.9999999999714
2018.09.10,122.99999999999534,79.00000000000685,39.00000000000148,-242.99999999999324,-59.000000000009045,134.99999999999625,-84.0000000000174,-124.99999999999733,48.99999999999905,88.99999999999864,-222.99999999999542,-174.99999999999181,-212.99999999999386,192.00000000000728,-234.00000000000088,31.000000000003247,,-618.9999999999908
2018.09.10,133.00000000000534,83.9999999999952,67.00000000000728,-229.99999999999687,-65.99999999999939,118.99999999999133,-69.00000000000794,-134.0000000000008,38.99999999998904,93.99999999999409,-221.00000000000452,-175.99999999999838,-196.99999999998852,189.00000000000716,-234.99999999999633,18.0000000000069,,-584.9999999999964
