date,AUDUSD,CADCHF,EURJPY,empty,sum
2020.11.09,-50.0000000000056,-31.000000000003247,-79.00000000000773,,-160.00000000001657
2020.11.09,-34.000000000000696,89.00000000000574,-100.00000000000853,,-45.00000000000348
2020.11.09,-147.00000000000824,135.00000000000733,-63.00000000000239,,-75.0000000000033
2020.11.09,-146.00000000000168,258.0000000000027,9.000000000000341,,121.00000000000134
2020.11.09,-138.00000000000477,277.000000000005,-48.00000000000182,,90.99999999999841
2020.11.09,-72.0000000000054,309.0000000000037,-27.000000000001023,,209.99999999999727
2020.11.09,-121.00000000000443,328.0000000000061,24.999999999991473,,231.99999999999312
2020.11.09,-111.00000000000554,341.99999999999784,21.000000000000796,,251.9999999999931
2020.11.09,-106.00000000000608,341.99999999999784,58.9999999999975,,294.99999999998926
2020.11.09,-127.00000000001043,358.0000000000028,97.99999999999898,,328.99999999999136
2020.11.09,-132.0000000000099,380.999999999998,113.99999999999011,,362.99999999997823
2020.11.09,-146.00000000000168,387.99999999999943,114.99999999999488,,356.9999999999926
2020.11.09,-216.0000000000051,375.9999999999986,113.99999999999011,,273.99999999998363
2020.11.09,-231.0000000000034,373.99999999999653,175.99999999998772,,318.99999999998084
2020.11.09,-258.0000000000027,353.99999999999875,200.9999999999934,,296.9999999999895
2020.11.09,-246.00000000000176,361.0000000000002,236.99999999999477,,351.99999999999324
2020.11.09,-250.00000000000577,331.999999999999,238.9999999999901,,320.9999999999833
2020.11.09,-178.00000000000037,304.00000000000426,262.999999999991,,388.9999999999949
2020.11.09,-251.00000000000122,294.00000000000534,269.999999999996,,313.0000000000001
2020.11.09,-162.0000000000066,321.0000000000046,207.9999999999984,,366.9999999999964
2020.11.09,-221.00000000000452,306.00000000000625,199.99999999998863,,284.99999999999034
2020.11.09,-129.00000000000134,295.0000000000008,123.99999999999523,,289.99999999999466
2020.11.09,-157.00000000000713,323.0000000000066,147.99999999999613,,313.99999999999557
2020.11.09,-143.9999999999997,323.0000000000066,329.9999999999983,,509.00000000000523
2020.11.09,-28.000000000005798,353.99999999999875,301.9999999999925,,627.9999999999854
2020.11.09,-63.00000000000195,353.99999999999875,298.9999999999924,,589.9999999999892
2020.11.09,-82.00000000000429,360.0000000000048,295.99999999999227,,573.9999999999927
2020.11.09,-550.000000000006,390.0000000000015,312.9999999999882,,152.99999999998363
2020.11.09,-448.000000000004,541.0000000000026,994.9999999999903,,1087.999999999989
2020.11.09,-638.0000000000052,731.0000000000039,1309.9999999999882,,1402.9999999999868
2020.11.09,-650.0000000000061,1001.0000000000074,1743.9999999999998,,2095.000000000001
2020.11.09,-558.000000000003,1223.0000000000075,1878.9999999999907,,2543.9999999999955
2020.11.09,-650.0000000000061,1229.9999999999977,1941.9999999999932,,2521.9999999999845
2020.11.09,-623.0000000000069,1231.0000000000043,2125.0,,2732.9999999999973
2020.11.09,-442.00000000000904,1331.0000000000043,2000.0,,2888.9999999999955
2020.11.09,-341.0000000000024,1461.0000000000011,1718.999999999994,,2838.9999999999927
2020.11.09,-221.99999999999997,1497.9999999999993,1769.999999999996,,3045.9999999999955
2020.11.09,-95.00000000000064,1541.9999999999989,1845.9999999999895,,3292.9999999999877
2020.11.09,-174.00000000000747,1561.0000000000014,1751.9999999999955,,3138.999999999989
2020.11.09,-177.00000000000495,1551.9999999999977,1797.9999999999877,,3172.9999999999804
2020.11.09,-119.00000000000244,1519.0000000000036,1774.000000000001,,3174.000000000002
2020.11.09,-27.00000000001035,1502.0000000000034,1800.9999999999877,,3275.999999999981
2020.11.09,-91.00000000000774,1465.0000000000052,1799.9999999999973,,3173.9999999999945
2020.11.09,-196.00000000000728,1449.0000000000002,1840.999999999994,,3093.9999999999873
2020.11.09,-247.00000000000833,1509.0000000000048,1897.9999999999961,,3159.9999999999927
2020.11.09,-219.00000000000253,1456.0000000000018,1667.0000000000016,,2904.000000000001
