date,USDCHF,EURUSD,GBPCHF,EURGBP,EURJPY,EURCAD,empty,sum
2015.03.02,-62.000000000006494,49.00000000001015,-133.99999999998968,36.999999999998145,-22.00000000001978,78.00000000000028,,-54.00000000000736
2015.03.02,-53.999999999998494,5.000000000010552,-133.99999999998968,4.999999999999449,-29.000000000024784,43.999999999999595,,-163.00000000000335
2015.03.02,-112.000000000001,-120.99999999999334,-59.99999999999339,12.999999999996348,-74.00000000001228,-48.000000000003595,,-402.0000000000072
2015.03.02,-118.00000000000699,-204.00000000000418,-19.999999999997797,-18.0000000000069,-114.00000000000432,-110.99999999999443,,-585.0000000000146
2015.03.02,-207.00000000000162,-147.99999999999258,-184.99999999999073,-4.000000000004,31.999999999982265,-51.99999999998539,,-563.999999999992
2015.03.02,-202.9999999999976,-141.99999999999767,-182.99999999999983,7.0000000000014495,-13.00000000000523,-19.999999999997797,,-553.9999999999967
2015.03.02,-207.00000000000162,-134.99999999999625,-163.00000000000205,25.999999999992696,-50.00000000001137,-95.00000000000064,,-624.0000000000192
2015.03.02,-200.00000000000017,-82.00000000000429,-185.99999999999727,41.9999999999976,-5.000000000023874,-29.999999999996696,,-461.00000000002467
2015.03.02,-231.99999999999886,-39.999999999995595,-188.9999999999947,93.99999999999409,115.99999999998545,-24.000000000001798,,-275.0000000000114
2015.03.02,-258.9999999999981,-96.00000000000719,-127.99999999999478,104.99999999999955,51.9999999999925,-24.999999999986144,,-350.9999999999942
2015.03.02,-209.9999999999991,-62.99999999999084,-59.000000000009045,119.99999999999788,72.99999999997908,-14.999999999987246,,-154.00000000000924
2015.03.02,-185.00000000000182,-49.99999999999449,-35.999999999991594,122.99999999999534,98.99999999998954,-12.999999999996348,,-61.99999999999936
2015.03.02,-174.00000000000747,-41.000000000002146,-38.0000000000047,120.99999999999334,113.9999999999759,-31.999999999987594,,-50.00000000003267
2015.03.02,-196.00000000000728,-21.00000000000435,-96.99999999999153,119.99999999999788,150.99999999998204,4.000000000004,,-39.00000000001925
2015.03.02,-192.00000000000327,-19.999999999997797,-133.99999999998968,97.00000000000264,127.9999999999859,-38.99999999998904,,-159.9999999999913
2015.03.02,-185.00000000000182,18.0000000000069,-165.9999999999995,100.99999999999554,123.99999999999523,-31.999999999987594,,-139.99999999999125
2015.03.02,-221.00000000000452,-11.999999999989797,-194.99999999998963,100.99999999999554,102.99999999998022,-34.99999999998504,,-258.99999999999324
2015.03.02,-206.00000000000617,-68.00000000000139,-86.99999999999264,102.00000000000209,26.999999999986812,-93.99999999999409,,-326.0000000000054
2015.03.02,-253.99999999999866,-73.99999999999629,-177.99999999998929,93.99999999999409,19.99999999998181,-58.000000000002494,,-450.0000000000108
2015.03.02,-219.00000000000253,-18.0000000000069,-73.99999999999629,154.99999999999403,115.99999999998545,107.99999999999699,,67.99999999997073
2015.03.02,-92.00000000000318,130.0000000000079,174.00000000000747,256.99999999999613,351.99999999997544,334.00000000001205,,1154.999999999996
2015.03.02,-353.99999999999875,114.99999999999844,-297.9999999999983,219.00000000000253,378.9999999999907,197.00000000000273,,257.99999999999727
2015.03.02,-374.0000000000077,157.99999999999147,-354.0000000000099,183.99999999999528,426.9999999999925,255.00000000000523,,295.99999999996686
2015.03.02,-324.9999999999975,356.00000000000074,-458.00000000000284,285.9999999999974,579.9999999999841,384.00000000000654,,822.9999999999884
2015.03.02,-435.0000000000076,350.9999999999902,-571.9999999999948,312.00000000000114,524.9999999999773,356.00000000000074,,536.999999999967
2015.03.02,-326.0000000000041,350.00000000000585,-419.9999999999982,300.99999999999574,542.999999999978,302.0000000000023,,749.9999999999795
2015.03.02,-243.99999999999977,513.9999999999923,-304.9999999999997,400.9999999999958,643.999999999977,568.9999999999973,,1578.999999999963
2015.03.02,-314.0000000000032,436.9999999999985,-289.0000000000059,404.99999999999983,598.9999999999895,561.9999999999958,,1399.9999999999745
2015.03.02,-272.00000000000557,571.9999999999948,-167.00000000000603,526.9999999999997,659.9999999999966,633.0000000000168,,1952.9999999999964
2015.03.02,-309.99999999999915,392.9999999999989,-103.99999999999298,470.9999999999992,536.9999999999777,466.00000000001086,,1452.9999999999945
2015.03.02,-185.99999999999727,496.99999999999187,53.999999999998494,508.9999999999928,653.9999999999964,412.9999999999967,,1940.999999999979
2015.03.02,-275.99999999999847,425.0000000000087,-93.00000000000975,470.9999999999992,582.9999999999984,557.0000000000075,,1667.0000000000057
2015.03.02,-294.00000000000534,468.00000000000176,-110.00000000001009,502.00000000000244,594.9999999999989,693.0000000000102,,1853.999999999998
2015.03.02,-326.9999999999995,334.9999999999964,-175.99999999999838,407.0000000000018,483.99999999998045,985.999999999998,,1708.9999999999786
2015.03.02,-441.0000000000025,137.00000000000932,-55.000000000005045,432.9999999999945,540.9999999999968,697.0000000000143,,1312.0000000000073
2015.03.02,-345.0000000000064,130.0000000000079,53.999999999998494,410.9999999999947,607.9999999999757,428.00000000000614,,1285.9999999999764
2015.03.02,-370.9999999999991,-4.000000000004,56.99999999999594,342.9999999999933,377.9999999999859,463.0000000000134,,865.9999999999854
2015.03.02,-230.000000000008,78.00000000000028,144.0000000000108,327.99999999999494,485.99999999999,466.00000000001086,,1271.9999999999989
2015.03.02,-338.00000000000495,28.999999999990145,103.00000000000864,363.99999999999767,431.99999999998795,402.0000000000135,,991.999999999993
2015.03.02,-594.0000000000057,-34.000000000000696,-297.9999999999983,314.0000000000032,430.9999999999832,368.00000000001273,,186.99999999999443
2015.03.02,-644.0000000000001,62.99999999999084,-409.99999999999926,361.0000000000002,482.99999999997567,458.00000000000284,,310.9999999999701
2015.03.02,-560.0000000000049,120.99999999999334,-340.9999999999913,365.99999999999966,521.9999999999914,538.0000000000163,,646.0000000000044
2015.03.02,-563.0000000000024,119.00000000000244,-357.00000000000733,358.0000000000028,543.9999999999827,564.000000000009,,664.9999999999873
2015.03.02,-658.0000000000031,51.000000000001044,-425.99999999999307,356.9999999999962,561.9999999999834,511.000000000017,,397.00000000000153
2015.03.02,-633.0000000000058,31.000000000003247,-422.9999999999956,324.9999999999975,471.99999999998,421.0000000000047,,192.99999999998403
2015.03.02,-541.9999999999981,5.999999999994898,-289.9999999999903,307.0000000000017,492.999999999995,371.00000000001023,,345.00000000001353
2015.03.02,-587.9999999999997,-12.999999999996348,-364.00000000000875,292.9999999999988,477.9999999999802,375.0000000000142,,180.99999999998852
2015.03.02,-544.0,18.999999999991246,-295.0000000000008,307.99999999999716,476.99999999997544,387.000000000004,,351.99999999996703
2015.03.03,-448.9999999999994,8.000000000008,-140.99999999999113,308.9999999999926,479.99999999998977,382.0000000000157,,589.0000000000156
2015.03.03,-500.00000000000045,-17.000000000000348,-161.00000000001114,322.00000000000006,504.99999999999545,377.0000000000051,,525.9999999999886
2015.03.03,-521.0000000000048,7.0000000000014495,-224.000000000002,315.9999999999941,506.9999999999766,391.000000000008,,475.99999999997345
2015.03.03,-551.0000000000015,-42.0000000000087,-231.0000000000034,309.99999999999915,497.99999999999045,382.0000000000157,,365.9999999999916
2015.03.03,-506.0000000000064,5.999999999994898,-147.99999999999258,342.9999999999933,492.999999999995,446.9999999999974,,634.9999999999816
2015.03.03,-406.00000000000637,12.999999999996348,-76.99999999999375,308.9999999999926,399.99999999997726,392.00000000001455,,630.9999999999807
2015.03.03,-387.000000000004,36.999999999998145,-56.99999999999594,322.00000000000006,396.99999999999136,445.0000000000065,,756.9999999999961
