date,USDCHF,EURUSD,GBPCHF,EURGBP,EURJPY,EURCAD,empty,sum
2015.03.02,-75.9999999999983,-14.000000000002899,-144.0000000000108,-4.999999999999449,-46.00000000002069,-21.999999999988695,,-307.00000000002086
2015.03.02,-85.00000000000173,-14.000000000002899,-160.00000000000458,-4.000000000004,-70.0000000000216,16.000000000016,,-317.00000000001876
2015.03.02,-136.99999999999824,-177.99999999998929,-217.0000000000005,-68.99999999999685,-164.0000000000157,-102.99999999998644,,-867.9999999999869
2015.03.02,-153.00000000000313,-208.00000000000819,-107.99999999999699,-34.000000000000696,-185.00000000000227,-144.99999999999514,,-833.0000000000064
2015.03.02,-224.9999999999974,-202.9999999999976,-214.00000000000307,-36.0000000000027,-115.0000000000091,-110.99999999999443,,-904.0000000000043
2015.03.02,-223.00000000000654,-168.99999999999693,-231.0000000000034,-12.000000000000899,-39.00000000001569,-58.99999999998684,,-733.0000000000102
2015.03.02,-213.00000000000762,-143.00000000000423,-228.00000000000597,7.0000000000014495,-55.00000000000682,-107.99999999999699,,-740.00000000002
2015.03.02,-219.99999999999798,-140.99999999999113,-195.9999999999962,15.999999999993797,-63.0000000000166,-109.99999999998789,,-713.9999999999959
2015.03.02,-243.00000000000432,-90.99999999999665,-221.00000000000452,39.999999999995595,-24.00000000000091,-69.9999999999923,,-609.0000000000031
2015.03.02,-282.0000000000045,-103.00000000000864,-238.0000000000049,68.00000000000139,37.99999999998249,-95.00000000000064,,-612.0000000000348
2015.03.02,-279.00000000000705,-107.99999999999699,-164.99999999999292,97.9999999999981,45.99999999999227,-48.99999999998794,,-456.99999999999454
2015.03.02,-224.000000000002,-78.00000000000028,-129.00000000000134,107.00000000000153,59.99999999997385,-80.99999999999774,,-345.000000000026
2015.03.02,-202.0000000000022,-53.999999999998494,-69.00000000000794,114.00000000000298,88.99999999999864,-75.00000000000284,,-197.00000000000986
2015.03.02,-200.00000000000017,-48.99999999998794,-99.00000000000463,117.00000000000044,94.99999999999886,-51.99999999998539,,-187.9999999999788
2015.03.02,-204.99999999999963,-41.000000000002146,-154.0000000000097,92.99999999999864,123.99999999999523,-48.000000000003595,,-231.0000000000212
2015.03.02,-214.99999999999852,-21.00000000000435,-200.00000000000017,90.99999999999665,50.99999999998772,-90.99999999999665,,-385.00000000001535
2015.03.02,-228.00000000000597,-18.0000000000069,-197.00000000000273,97.00000000000264,77.99999999997453,-37.99999999998249,,-306.0000000000209
2015.03.02,-245.0000000000063,-69.00000000000794,-212.99999999999653,97.9999999999981,18.999999999977035,-93.99999999999409,,-504.0000000000298
