date,USDCAD,NZDJPY,empty,sum
2016.03.14,-129.99999999998568,-156.99999999999648,,-286.99999999998215
2016.03.14,-186.99999999998164,-240.99999999999966,,-427.9999999999813
2016.03.14,-180.99999999998673,-183.9999999999975,,-364.9999999999842
2016.03.14,-139.00000000000023,-129.0000000000049,,-268.0000000000051
2016.03.14,-129.99999999998568,7.999999999995566,,-121.99999999999011
2016.03.14,-47.99999999998139,-10.000000000005116,,-57.99999999998651
2016.03.14,30.0000000000189,128.0000000000001,,158.000000000019
2016.03.14,8.000000000008,96.9999999999942,,105.0000000000022
2016.03.14,64.0000000000196,93.00000000000352,,157.00000000002314
2016.03.14,78.00000000000028,183.9999999999975,,261.9999999999978
2016.03.14,89.00000000000574,147.00000000000557,,236.0000000000113
2016.03.14,50.0000000000167,123.99999999999523,,174.00000000001194
2016.03.14,43.00000000001525,153.99999999999636,,197.0000000000116
2016.03.14,89.00000000000574,72.00000000000273,,161.00000000000847
2016.03.14,128.000000000017,57.00000000000216,,185.00000000001916
2016.03.14,-26.999999999999247,-22.999999999996135,,-49.99999999999538
2016.03.14,-156.00000000000057,-165.99999999999682,,-321.9999999999974
2016.03.14,-286.99999999999284,-245.00000000000455,,-531.9999999999974
2016.03.14,-281.99999999998226,-231.99999999999932,,-513.9999999999816
2016.03.14,-400.00000000000034,-180.00000000000682,,-580.0000000000072
2016.03.14,-478.999999999985,-329.00000000000773,,-807.9999999999927
2016.03.14,-508.9999999999817,-367.00000000000443,,-875.9999999999861
2016.03.14,-388.9999999999949,-430.0000000000068,,-819.0000000000017
2016.03.14,-348.9999999999993,-439.00000000000716,,-788.0000000000065
2016.03.14,-234.99999999998522,-340.0000000000034,,-574.9999999999886
2016.03.14,-273.9999999999965,-391.9999999999959,,-665.9999999999924
2016.03.14,-225.99999999999287,-418.99999999999693,,-644.9999999999898
2016.03.14,-285.99999999998624,-572.0000000000027,,-857.999999999989
2016.03.14,-301.99999999998005,-519.0000000000055,,-820.9999999999854
2016.03.14,-232.99999999999432,-531.9999999999965,,-764.9999999999908
2016.03.14,-314.99999999999864,-522.0000000000056,,-837.0000000000042
2016.03.14,-802.9999999999982,-680.0000000000068,,-1483.000000000005
2016.03.14,-792.9999999999993,-644.999999999996,,-1437.9999999999955
2016.03.14,-617.9999999999852,-671.0000000000065,,-1288.9999999999918
2016.03.14,-724.9999999999978,-677.9999999999973,,-1402.999999999995
2016.03.14,-678.9999999999852,-710.9999999999985,,-1389.9999999999836
2016.03.14,-639.9999999999961,-798.0000000000018,,-1437.999999999998
2016.03.14,-596.9999999999809,-820.0000000000074,,-1416.9999999999882
2016.03.14,-514.9999999999987,-933.9999999999975,,-1448.9999999999964
2016.03.14,-585.9999999999976,-939.0000000000072,,-1525.0000000000048
2016.03.14,-588.9999999999951,-929.000000000002,,-1517.9999999999973
2016.03.14,-448.9999999999883,-885.9999999999957,,-1334.999999999984
2016.03.14,-427.99999999998397,-873.9999999999952,,-1301.999999999979
2016.03.14,-423.99999999997993,-858.0000000000041,,-1281.999999999984
2016.03.14,-400.00000000000034,-853.9999999999992,,-1253.9999999999995
2016.03.14,-396.9999999999807,-849.9999999999943,,-1246.999999999975
2016.03.14,-412.9999999999967,-802.0000000000067,,-1215.0000000000034
2016.03.14,-413.99999999998107,-808.9999999999975,,-1222.9999999999786
2016.03.15,-411.99999999999017,-882.9999999999956,,-1294.9999999999857
2016.03.15,-440.9999999999803,-858.0000000000041,,-1298.9999999999843
2016.03.15,-420.9999999999825,-781.0000000000059,,-1201.9999999999884
2016.03.15,-480.99999999999807,-718.0000000000035,,-1199.0000000000016
2016.03.15,-495.000000000001,-703.000000000003,,-1198.000000000004
2016.03.15,-600.9999999999849,-847.0000000000084,,-1447.9999999999932
