names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['NZDCAD', 'EURCAD']",80.0,-1.0,B
GBPUSD,10,['USDCHF'],80.0,-0.6335476190476192,B
EURUSD,10,['USDCHF'],80.0,-0.6129761904761906,B
USDJPY,20,"['AUDCAD', 'AUDUSD']",100.0,0.6781390831390833,S
AUDUSD,10,['USDCAD'],80.0,0.38305555555555565,S
NZDUSD,15,"['EURJPY', 'AUDCAD', 'AUDUSD']",80.0,0.938,S
GBPCHF,15,"['NZDCHF', 'EURNZD']",80.0,-0.09330952380952379,B
EURCHF,10,"['NZDCAD', 'EURCAD']",80.0,-1.0,B
CHFJPY,10,"['CADCHF', 'USDCHF', 'NZDCAD', 'EURCAD', 'EURCHF']",80.0,0.6013333333333332,S
CADCHF,10,"['USDCHF', 'NZDCAD', 'AUDCAD', 'EURCAD', 'USDJPY', 'CADCHF', 'CADJPY']",80.0,0.44,S
AUDCHF,10,['USDCHF'],80.0,1.0,S
NZDCHF,10,"['AUDUSD', 'EURAUD']",100.0,-1.0,B
GBPJPY,10,['USDCHF'],80.0,-0.5657698412698415,B
GBPCAD,10,['USDCHF'],80.0,-0.5502301587301588,B
EURJPY,15,"['NZDCHF', 'AUDCHF']",100.0,-0.9674545454545455,B
EURCAD,10,['AUDCAD'],100.0,-1.0,B
EURAUD,30,['EURUSD'],80.0,0.2929405999057701,S
EURNZD,10,['AUDUSD'],80.0,0.2567380952380952,S
CADJPY,20,"['AUDCAD', 'AUDUSD']",100.0,0.7676572871572871,S
AUDJPY,10,['EURCHF'],80.0,-0.13440476190476186,B
NZDJPY,10,"['CADCHF', 'USDCHF', 'NZDCAD', 'EURCAD', 'EURCHF']",80.0,0.6334285714285713,S
AUDCAD,10,['USDCAD'],100.0,0.7115238095238097,S
NZDCAD,10,['AUDCAD'],100.0,-1.0,B
AUDNZD,10,['AUDUSD'],100.0,1.0,S
