date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDCAD,empty,sum
2016.02.15,0.999999999995449,-117.00000000001154,131.99999999999878,90.99999999999665,111.00000000001664,154.99999999999403,159.9999999999966,-91.00000000000774,151.99999999997436,91.99999999999875,-239.00000000001143,-140.0000000000068,39.00000000000148,-102.00000000000209,,243.9999999999331
2016.02.15,59.99999999999339,-113.00000000000753,53.999999999998494,81.9999999999821,278.00000000000045,136.00000000000279,301.00000000000193,-55.000000000005045,180.99999999998673,219.99999999999886,-112.000000000001,62.99999999999084,173.00000000000182,-124.99999999999733,,1142.9999999999468
2016.02.15,119.00000000000244,-236.99999999999832,-78.99999999998464,-2.999999999997449,490.0000000000126,90.99999999999665,343.0000000000035,82.99999999999974,241.99999999998667,149.0000000000009,154.0000000000097,380.00000000000256,299.99999999999716,-126.99999999999933,,1905.000000000032
2016.02.15,131.00000000000333,-295.0000000000008,-106.99999999999044,-99.00000000000463,558.9999999999984,89.99999999999008,396.0000000000008,129.9999999999968,231.99999999996555,212.0000000000033,293.99999999999426,595.9999999999966,409.9999999999966,-100.00000000000009,,2448.99999999995
2016.02.15,90.99999999999665,-168.99999999999693,-26.999999999999247,-137.00000000000932,371.00000000001023,124.99999999999733,188.99999999999295,4.999999999999449,-33.000000000038554,26.00000000001046,226.99999999999943,407.99999999998613,253.99999999999068,-117.99999999999588,,1211.9999999999434
2016.02.15,46.999999999997044,-221.00000000000452,1.0000000000065512,-148.00000000001478,368.9999999999971,86.99999999999264,87.0000000000033,12.999999999996348,70.99999999997664,-125.0,201.00000000000674,357.99999999999164,146.0000000000008,-107.99999999999699,,777.9999999999525
2016.02.15,70.99999999999883,-246.99999999999721,22.0000000000109,-218.00000000000708,425.0000000000087,134.99999999999625,224.99999999999432,12.999999999996348,-100.0000000000334,85.00000000000796,253.99999999999866,506.9999999999908,305.9999999999974,-153.00000000000313,,1324.999999999959
2016.02.15,158.99999999999804,-242.00000000000887,-110.99999999999443,-243.00000000001543,547.0000000000086,110.99999999999443,292.99999999999216,98.99999999999353,-362.00000000001785,128.0000000000001,461.0000000000003,600.9999999999849,444.9999999999932,-253.0000000000032,,1632.9999999999254
2016.02.15,234.99999999999633,-195.00000000001182,-156.00000000000057,-174.00000000000747,612.0000000000125,150.99999999999002,283.9999999999918,109.99999999999899,-273.0000000000121,154.00000000001057,452.00000000000796,612.9999999999969,457.9999999999984,-230.99999999999233,,2039.9999999999795
2016.02.15,248.00000000000378,-226.99999999999943,-173.00000000000094,-329.00000000000153,662.000000000007,150.99999999999002,393.0000000000007,134.99999999999625,-651.0000000000016,281.0000000000059,641.0000000000027,893.9999999999948,640.0000000000006,-324.00000000000205,,2340.9999999999964
2016.02.15,220.99999999999343,-327.00000000001063,-132.99999999998312,-375.9999999999986,721.000000000016,149.9999999999835,402.000000000001,158.99999999999804,-652.0000000000082,288.0000000000109,635.0000000000077,1068.9999999999866,643.0000000000007,-361.9999999999957,,2438.000000000002
2016.02.15,266.999999999995,-324.0000000000132,-182.99999999999983,-440.00000000001813,785.9999999999978,147.99999999999258,513.9999999999958,193.99999999999417,-983.0000000000006,407.0000000000107,780.000000000003,1175.9999999999993,798.0000000000018,-473.99999999999665,,2665.9999999999613
2016.02.15,320.9999999999935,-351.99999999999676,-201.99999999999108,-419.0000000000138,896.000000000008,197.00000000000273,478.9999999999992,221.99999999999997,-992.0000000000151,440.00000000001194,787.9999999999887,1261.000000000001,819.0000000000026,-515.9999999999942,,2941.999999999997
2016.02.15,319.0000000000026,-338.0000000000161,-119.00000000000244,-358.00000000001387,873.0000000000126,275.9999999999874,402.000000000001,156.99999999999602,-821.000000000005,432.00000000000216,598.999999999994,1019.9999999999986,718.9999999999941,-468.9999999999972,,2691.999999999954
2016.02.15,322.00000000000006,-382.0000000000157,-151.9999999999966,-419.0000000000138,920.0000000000097,246.99999999999721,474.00000000000375,201.99999999999108,-1019.0000000000143,477.00000000000387,712.0000000000015,1249.9999999999955,804.9999999999926,-549.9999999999949,,2886.99999999996
2016.02.15,310.9999999999946,-412.9999999999967,-93.99999999999409,-466.00000000001086,937.00000000001,286.99999999999284,436.9999999999976,180.99999999999784,-1116.0000000000282,483.0000000000041,687.9999999999998,1177.9999999999902,798.0000000000018,-580.0000000000027,,2630.9999999999563
2016.02.15,264.999999999993,-407.0000000000018,-85.00000000000173,-391.000000000008,859.0000000000098,246.99999999999721,454.9999999999983,167.9999999999904,-884.0000000000181,462.0000000000033,590.0000000000016,1401.999999999992,732.9999999999899,-517.0000000000008,,2896.9999999999454
