date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDCAD,empty,sum
2016.02.15,-134.99999999999625,-175.00000000001404,0.0,-22.0000000000109,-63.99999999999739,-46.999999999997044,-4.0000000000048885,-174.00000000000747,-229.99999999999687,-15.000000000000568,-253.99999999999866,-240.00000000001796,0.0,-129.9999999999968,,-1490.0000000000389
2016.02.15,-38.0000000000047,-160.00000000000458,-41.99999999998649,68.99999999998573,73.00000000001194,80.99999999999774,140.00000000000057,-126.99999999999933,48.99999999996574,31.00000000000591,-276.9999999999939,-158.0000000000137,33.00000000000125,-165.9999999999995,,-492.0000000000333
2016.02.15,51.000000000001044,-303.0000000000088,-102.00000000000209,-51.000000000001044,283.000000000011,79.99999999999119,225.9999999999991,-73.00000000000084,30.999999999981043,133.00000000000978,-171.99999999999437,27.999999999983594,170.99999999999227,-202.0000000000022,,99.99999999995973
2016.02.15,104.99999999999955,-303.0000000000088,-182.99999999999983,-119.00000000000244,453.0000000000145,83.9999999999952,272.99999999999613,65.99999999999939,152.99999999998093,62.00000000001182,141.99999999999767,365.99999999999966,265.99999999999113,-161.00000000000003,,1203.9999999999748
2016.02.15,58.000000000002494,-303.0000000000088,-163.00000000000205,-162.00000000001768,314.00000000001427,28.999999999990145,126.99999999999534,-21.999999999999797,-89.00000000000574,-51.00000000000193,141.99999999999767,302.0000000000023,167.0000000000016,-182.99999999999983,,165.99999999996794
2016.02.15,29.999999999996696,-256.00000000001177,-103.99999999999298,-161.00000000001114,331.999999999999,58.99999999998684,63.00000000000239,-1.0000000000065512,-171.00000000001003,-126.99999999999534,157.00000000000713,133.99999999998968,144.99999999999602,-195.9999999999962,,-96.00000000004627
2016.02.15,39.00000000000014,-270.00000000001467,-45.99999999999049,-260.0000000000158,321.0000000000157,85.00000000000173,87.99999999999386,-30.000000000007798,-476.0000000000098,-117.999999999995,120.99999999999334,209.9999999999991,140.99999999999113,-271.9999999999945,,-467.000000000033
2016.02.15,51.99999999999649,-276.00000000000955,-132.99999999998312,-313.00000000000773,389.0000000000171,97.9999999999981,197.00000000000273,-3.0000000000085514,-401.00000000000693,54.000000000002046,238.99999999998923,434.000000000001,281.9999999999965,-273.000000000001,,345.99999999998636
2016.02.15,100.00000000000009,-277.00000000001614,-176.99999999998272,-274.00000000001864,445.0000000000065,86.99999999999264,179.00000000000205,21.999999999999797,-385.0000000000353,50.00000000001137,219.99999999999798,170.00000000000347,301.9999999999925,-253.0000000000032,,208.9999999999504
2016.02.15,185.99999999999727,-253.00000000001432,-173.00000000000094,-356.00000000000074,573.0000000000013,148.99999999999915,248.99999999999523,69.9999999999923,-677.0000000000387,121.99999999999989,337.99999999999386,541.9999999999981,402.000000000001,-375.0000000000031,,796.9999999999202
2016.02.15,214.99999999999852,-331.0000000000146,-184.99999999999073,-394.00000000000546,656.0000000000122,139.9999999999846,352.99999999999443,124.99999999999733,-808.0000000000088,252.00000000000955,615.9999999999943,821.9999999999894,626.9999999999953,-398.9999999999938,,1688.9999999999625
2016.02.15,219.00000000000253,-354.0000000000099,-200.99999999998454,-457.00000000001853,712.0000000000015,131.99999999999878,370.00000000000455,144.99999999999514,-1070.9999999999998,263.00000000000523,604.9999999999889,1045.9999999999914,625.9999999999906,-525.9999999999932,,1508.9999999999723
2016.02.15,258.9999999999981,-388.9999999999949,-213.99999999998087,-457.00000000001853,778.9999999999964,141.99999999999767,445.99999999999795,173.9999999999964,-1033.0000000000173,359.99999999999943,689.0000000000063,991.9999999999928,717.9999999999893,-515.9999999999942,,1949.9999999999686
2016.02.15,287.9999999999994,-361.0000000000113,-205.99999999999508,-429.00000000001273,831.000000000004,166.99999999998383,346.9999999999942,144.99999999999514,-1029.0000000000355,362.000000000009,590.0000000000016,986.9999999999824,689.9999999999977,-539.999999999996,,1841.9999999999168
2016.02.15,305.99999999999517,-388.9999999999949,-153.9999999999875,-421.0000000000047,861.0000000000007,242.99999999999324,402.000000000001,145.9999999999906,-1050.0000000000398,431.0000000000116,583.0000000000002,1021.9999999999895,717.9999999999893,-561.9999999999958,,2135.9999999999486
2016.02.15,307.99999999999716,-443.99999999999994,-198.99999999999363,-469.0000000000083,890.9999999999974,208.99999999999253,370.00000000000455,179.99999999999127,-1261.000000000001,376.0000000000048,669.9999999999928,1150.999999999991,741.9999999999902,-636.9999999999986,,1886.9999999999604
2016.02.15,248.00000000000378,-461.0000000000003,-200.99999999998454,-499.000000000005,839.9999999999964,224.99999999998633,402.000000000001,145.9999999999906,-1196.0000000000193,418.00000000000637,550.000000000006,1141.9999999999986,714.9999999999892,-612.9999999999969,,1715.9999999999723
2016.02.15,248.99999999999923,-446.9999999999974,-120.99999999999334,-457.00000000001853,797.0000000000033,229.99999999999687,394.999999999996,122.99999999999534,-910.0000000000108,424.0000000000066,502.00000000000244,1210.9999999999843,674.9999999999972,-531.9999999999991,,2138.9999999999623
2016.02.15,261.0000000000001,-422.9999999999956,-285.00000000000193,-483.0000000000112,809.0000000000152,165.9999999999995,325.9999999999934,178.00000000000037,-1073.0000000000127,242.00000000000443,571.0000000000103,1289.9999999999911,691.0000000000025,-530.9999999999926,,1739.0000000000027
