date,USDCHF,EURUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,AUDCHF,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.07.12,0.0,-51.000000000001044,0.0,-250.00000000000577,0.0,-23.00000000001745,-287.9999999999994,-32.999999999994145,0.0,-83.9999999999952,-225.9999999999991,-269.999999999996,-311.9999999999976,-55.99999999998939,-355.0000000000053,,-1948.0000000000005
2021.07.12,53.00000000000304,-46.0000000000127,12.000000000000455,-204.99999999999963,69.9999999999923,-6.000000000017103,-278.9999999999959,74.0000000000185,143.99999999998857,-73.00000000001194,-168.99999999999693,-266.9999999999959,-287.9999999999967,-3.999999999992898,-366.9999999999951,,-1351.000000000012
2021.07.12,17.999999999995797,-52.000000000007596,36.000000000001364,-266.0000000000107,104.99999999999955,-60.99999999999994,-311.00000000000574,23.00000000001745,116.99999999998934,-112.000000000001,-283.00000000000125,-348.99999999998954,-421.0000000000065,13.00000000000745,-429.99999999999704,,-1973.0000000000082
2021.07.12,56.99999999999594,-48.000000000003595,95.00000000001307,-276.00000000000955,197.99999999998707,-8.000000000008,-319.0000000000026,158.99999999999804,163.00000000000205,-39.999999999995595,-305.9999999999974,-365.99999999999966,-450.00000000000284,101.00000000000664,-466.9999999999952,,-1507.0000000000118
2021.07.12,48.99999999999905,-46.0000000000127,66.0000000000025,-282.99999999999994,204.99999999998852,-39.00000000001125,-295.0000000000008,274.00000000001864,191.99999999999218,15.999999999993797,-256.0000000000002,-307.9999999999927,-414.0000000000015,103.00000000000864,-478.9999999999961,,-1215.0000000000118
2021.07.12,34.99999999999615,-17.000000000000348,108.00000000000409,-271.0000000000101,201.99999999999108,-42.0000000000087,-285.00000000000193,246.99999999999721,129.99999999998568,-26.999999999999247,-314.9999999999977,-357.9999999999899,-441.0000000000025,91.00000000000774,-441.99999999999795,,-1385.0000000000266
2021.07.12,19.00000000000235,-48.000000000003595,39.00000000000148,-248.00000000000378,156.99999999998494,-46.0000000000127,-275.000000000003,268.0000000000016,166.99999999998383,4.999999999988347,-301.9999999999925,-334.0000000000032,-418.99999999999693,56.0000000000005,-426.00000000000415,,-1387.0000000000568
2021.07.12,19.999999999997797,-46.0000000000127,40.00000000000625,-145.00000000000622,147.99999999999258,-49.00000000001015,-202.9999999999976,476.0000000000098,278.00000000000045,204.00000000000418,-197.9999999999933,-201.99999999999818,-263.00000000000523,32.0000000000098,-331.999999999999,,-240.00000000000145
2021.07.12,-4.000000000004,-85.00000000000173,-65.99999999998829,-194.0000000000053,209.9999999999991,-32.0000000000098,-223.00000000000654,499.000000000005,248.99999999998812,154.99999999999403,-194.99999999999318,-203.99999999999352,-283.00000000000125,34.000000000000696,-370.9999999999991,,-510.0000000000158
2021.07.12,-4.999999999999449,-87.00000000001484,-64.99999999999773,-163.00000000000205,181.9999999999933,-53.00000000001415,-161.00000000000003,672.0000000000059,273.9999999999965,320.9999999999935,-132.99999999999557,-81.00000000000307,-189.00000000000716,-25.999999999992696,-365.99999999999966,,119.99999999996282
2021.07.12,73.00000000000084,-16.000000000016,45.000000000001705,-91.00000000000774,245.99999999999068,-16.000000000016,-175.99999999999838,621.0000000000049,279.99999999999136,256.99999999999613,-159.9999999999966,-131.00000000000023,-192.99999999999784,8.000000000008,-309.0000000000037,,437.9999999999571
2021.07.12,65.00000000000395,-33.00000000001635,52.00000000000671,-87.00000000000374,219.99999999999798,0.9999999999843467,-211.00000000000563,477.0000000000163,326.9999999999884,218.00000000000708,-161.00000000000136,-171.99999999999704,-198.99999999999807,56.0000000000005,-307.99999999999716,,244.9999999999859
2021.07.12,77.00000000000485,-16.000000000016,87.0000000000033,-81.00000000000884,190.99999999998562,-3.0000000000196536,-200.00000000000017,479.0000000000072,335.9999999999808,218.00000000000708,-164.00000000000148,-189.99999999999773,-201.99999999999818,44.0000000000107,-304.00000000000426,,271.99999999995333
2021.07.12,85.99999999999719,8.999999999992347,58.000000000006935,-21.00000000000435,160.99999999998892,-22.0000000000109,-158.0000000000026,545.0000000000177,378.999999999996,309.0000000000037,-100.99999999999909,-108.99999999999466,-124.00000000000944,59.000000000009045,-280.9999999999979,,789.999999999993
2021.07.12,94.00000000000519,20.999999999982144,47.000000000011255,-5.000000000010552,161.99999999999548,-16.000000000016,-156.00000000000057,545.0000000000177,353.99999999998766,303.9999999999932,-75.9999999999934,-81.99999999999363,-99.00000000000375,36.0000000000027,-265.0000000000041,,863.9999999999732
2021.07.12,94.00000000000519,14.000000000002899,72.00000000000273,-34.000000000000696,167.9999999999904,-14.000000000002899,-175.99999999999838,529.0000000000017,307.99999999999716,256.99999999999613,-143.00000000000068,-140.99999999999113,-152.00000000000102,41.000000000002146,-280.9999999999979,,542.0000000000055
2021.07.12,83.9999999999952,14.000000000002899,86.00000000001273,-53.00000000000304,168.99999999999693,-19.00000000001345,-178.00000000000037,493.0000000000101,298.9999999999826,242.99999999999324,-149.99999999999147,-155.00000000000114,-174.99999999999716,50.0000000000056,-292.00000000000335,,415.99999999998926
2021.07.12,87.99999999999919,24.999999999986144,86.00000000001273,-32.0000000000098,149.9999999999835,-20.000000000020002,-165.00000000000404,511.000000000017,313.99999999999204,275.000000000003,-131.00000000000023,-128.0000000000001,-141.9999999999959,38.0000000000047,-275.99999999999847,,592.9999999999698
