date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.07.31,-200.00000000000017,-9.999999999998899,-43.999999999999595,-106.99999999999044,-106.00000000000608,-101.99999999999099,-165.9999999999995,-154.99999999999403,-241.99999999999022,-161.99999999999548,-165.9999999999995,-163.99999999999747,-16.0000000000049,-51.9999999999925,-43.999999999999595,-55.000000000005045,-118.99999999999977,-36.999999999998145,-2.0000000000131024,0.0,-31.00000000000591,-88.00000000000807,-120.00000000000898,-124.99999999999733,,-2312.999999999996
2017.07.31,-16.999999999989246,-9.999999999998899,-41.99999999998649,-126.0000000000039,-28.000000000005798,-151.9999999999966,-211.00000000000563,-183.99999999998417,-179.00000000000205,-148.99999999999915,-127.99999999999478,36.999999999998145,5.999999999994898,-26.999999999986812,24.000000000001798,-32.999999999994145,-123.99999999999523,-15.999999999993797,-22.0000000000109,48.99999999999238,-23.000000000010346,-144.00000000000546,-157.00000000000713,35.00000000000725,,-1620.9999999999761
2017.07.31,-10.999999999994348,69.9999999999923,-27.999999999983594,-150.99999999999002,-9.999999999998899,-181.9999999999933,-280.9999999999979,-197.00000000000273,-186.9999999999976,51.99999999999649,21.00000000000435,52.000000000007596,-21.999999999999797,-39.99999999999204,158.99999999999804,143.99999999998857,-134.9999999999909,-70.99999999999883,-72.0000000000054,54.000000000002046,-54.000000000002046,-149.0000000000009,-197.99999999999818,69.00000000000794,,-1166.999999999949
2017.07.31,-0.999999999995449,119.00000000000244,-14.999999999987246,-170.00000000000347,0.0,-204.99999999999963,-246.99999999999721,-170.99999999998784,-227.99999999999443,56.0000000000005,23.00000000000635,68.00000000000139,0.999999999995449,57.999999999992724,241.00000000000233,211.99999999998997,-133.99999999998613,-82.99999999998863,-79.00000000000685,84.99999999999375,-24.00000000000091,-168.99999999999693,-221.99999999999997,52.000000000007596,,-832.9999999999523
2017.07.31,1.0000000000065512,151.9999999999966,-6.999999999979245,-283.99999999999534,-8.000000000008,-219.99999999999798,-258.0000000000027,-180.99999999998673,-138.9999999999958,-29.000000000001247,2.000000000002,136.99999999999824,-11.00000000000545,10.99999999999568,302.0000000000023,255.99999999998957,-90.00000000000341,-224.000000000002,-108.00000000001918,-42.00000000000159,-89.00000000001285,-143.00000000000068,-401.00000000000693,-38.99999999998904,,-1412.0000000000173
2017.07.31,-48.99999999999905,151.9999999999966,-66.99999999999484,-378.999999999996,-11.00000000000545,-251.99999999999667,-273.0000000000121,-119.99999999998678,-185.00000000000227,-93.99999999999409,-0.999999999995449,143.9999999999997,-62.000000000006494,-20.999999999986585,530.0000000000082,262.00000000000665,21.99999999999136,-268.0000000000016,-58.000000000002494,-135.00000000000512,-115.99999999999966,-176.00000000000193,-502.00000000000244,-83.9999999999952,,-1742.9999999999818
2017.07.31,13.00000000000745,60.99999999999994,-176.99999999998272,-553.0000000000035,-204.00000000000418,-249.99999999999466,-280.9999999999979,-130.99999999999224,-119.99999999999034,-139.99999999999568,-141.99999999999767,156.00000000000057,-75.00000000000284,-96.00000000000364,598.999999999994,336.00000000000296,91.00000000000819,-337.99999999999386,-279.00000000000705,-246.9999999999999,-285.0000000000108,-174.0000000000066,-606.0000000000065,-300.99999999999574,,-3142.9999999999723
2017.07.31,-161.99999999999548,32.999999999994145,-136.99999999998712,-601.9999999999915,-218.00000000000708,-251.99999999999667,-155.00000000001623,2.0000000000131024,-167.0000000000016,-319.0000000000026,-314.99999999999864,45.000000000006146,-64.0000000000085,-349.9999999999943,665.9999999999889,520.0000000000093,174.0000000000066,-444.9999999999843,-338.0000000000161,-373.00000000000466,-440.00000000001194,-134.00000000000034,-631.9999999999992,-326.9999999999884,,-3989.9999999999864
2017.07.31,-215.99999999999397,55.000000000005045,-144.99999999999514,-539.999999999985,-253.99999999999866,-244.99999999999523,-60.99999999999994,49.00000000001015,-242.999999999995,-312.00000000000114,-352.9999999999922,4.000000000004,-48.99999999999905,-284.9999999999966,629.9999999999973,415.0000000000098,253.99999999999068,-398.9999999999938,-404.0000000000044,-343.0000000000035,-448.0000000000075,-67.99999999999784,-602.0000000000025,-334.9999999999964,,-3894.999999999941
2017.07.31,-55.99999999998939,55.99999999998939,-132.99999999998312,-507.9999999999973,-119.00000000000244,-251.99999999999667,-63.99999999999739,2.0000000000131024,-96.9999999999942,-217.0000000000005,-151.9999999999966,112.000000000001,-35.00000000000725,-245.00000000000455,658.0000000000031,180.0000000000024,198.0000000000075,-383.99999999998437,-193.00000000002092,-308.9999999999975,-299.0000000000066,-115.0000000000091,-589.0000000000061,-218.99999999999142,,-2779.9999999999695
2017.07.31,-81.9999999999932,60.99999999999994,-134.99999999999625,-500.9999999999959,-43.999999999999595,-281.99999999999335,-66.99999999999484,53.00000000001415,-129.99999999999545,-229.00000000000142,-90.99999999999665,121.00000000000443,-41.000000000002146,-242.999999999995,587.0000000000042,114.99999999999844,239.00000000000432,-336.00000000000296,-24.000000000001798,-289.0000000000015,-208.00000000001262,-126.00000000000477,-616.0000000000055,-156.00000000000057,,-2423.9999999999677
2017.07.31,-61.999999999995396,9.999999999998899,-168.99999999999693,-448.000000000004,-43.00000000000415,-239.99999999999577,-25.00000000000835,86.0000000000083,-109.99999999999943,-180.99999999999784,-78.99999999999574,75.00000000000284,-55.000000000005045,-240.99999999998545,539.0000000000006,194.99999999998963,253.99999999999068,-211.99999999998997,32.999999999994145,-222.99999999999898,-187.00000000001182,-103.9999999999992,-517.0000000000008,-60.99999999999994,,-1765.0000000000036
2017.07.31,-35.999999999991594,-26.999999999999247,-203.99999999998198,-487.99999999999955,-121.99999999999989,-182.99999999999983,-60.000000000015596,60.000000000015596,-176.00000000000193,-163.00000000000205,-113.99999999999189,72.0000000000054,-46.00000000000159,-241.99999999999022,523.9999999999911,235.99999999999176,167.0000000000016,-228.99999999999034,-74.0000000000185,-222.99999999999898,-206.00000000000307,-91.99999999999875,-474.00000000000773,-86.0000000000083,,-2185.999999999995
2017.07.31,-25.999999999992696,-49.99999999999449,-206.99999999997942,-502.9999999999868,-121.99999999999989,-130.99999999999224,-12.999999999996348,82.00000000000429,-174.99999999999716,-178.99999999999582,-126.99999999999933,12.000000000000899,-21.999999999999797,-183.9999999999975,544.9999999999955,265.0000000000041,175.00000000001137,-249.99999999999466,-91.00000000001884,-189.99999999999773,-213.00000000000807,-54.000000000002046,-436.00000000000307,-78.00000000000028,,-1971.9999999999397
2017.07.31,-17.999999999995797,-48.000000000003595,-208.99999999999253,-536.0000000000032,-102.00000000000209,-128.99999999999022,19.999999999997797,104.00000000001519,-168.99999999999693,-198.99999999999363,-105.99999999999498,24.000000000001798,-26.000000000003798,-193.00000000001205,558.9999999999984,212.99999999999653,206.99999999999363,-275.000000000003,-36.0000000000138,-218.00000000000352,-186.00000000000705,-42.00000000000159,-467.0000000000063,-8.999999999992347,,-1841.0000000000127
2017.07.31,-17.999999999995797,-29.999999999996696,-193.99999999998306,-514.9999999999987,-69.00000000000794,-141.99999999999767,-5.999999999994898,87.99999999999919,-152.9999999999916,-195.00000000000074,-74.99999999999174,2.000000000002,-34.000000000000696,-209.00000000000318,533.0000000000057,164.99999999999292,213.99999999999864,-271.99999999998334,-4.000000000004,-213.00000000000807,-177.0000000000067,-42.00000000000159,-434.000000000001,-4.999999999988347,,-1784.9999999999575
2017.07.31,-37.99999999999359,-9.000000000014552,-164.99999999999292,-435.9999999999919,-43.00000000000415,-180.99999999999784,0.9999999999843467,86.0000000000083,-147.99999999999613,-148.99999999999915,-51.99999999999649,53.999999999998494,-21.00000000000435,-211.9999999999891,476.0000000000098,96.99999999999153,217.9999999999893,-200.00000000000017,38.99999999998904,-180.99999999999739,-153.0000000000058,-64.00000000000716,-435.0000000000076,12.999999999996348,,-1503.0000000000314
