date,USDCHF,GBPUSD,EURUSD,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDCAD,AUDNZD,empty,sum
2015.10.05,29.999999999996696,-2.999999999997449,25.00000000000835,42.999999999993044,43.00000000000415,-49.99999999999449,-103.00000000000864,27.999999999991587,-8.000000000008,73.00000000000084,-45.000000000006146,23.999999999979593,57.999999999992724,-29.999999999996696,4.999999999988347,-80.99999999999774,-16.999999999995907,-19.00000000000235,-32.999999999994145,,-60.00000000004624
2015.10.05,15.999999999993797,153.00000000000313,35.999999999991594,63.99999999999739,8.000000000008,87.00000000001484,-64.0000000000196,-54.000000000002046,-10.000000000010001,153.99999999999858,130.0000000000079,-262.999999999991,34.99999999999659,-25.999999999992696,-42.0000000000087,-65.99999999998829,-0.999999999990564,-39.00000000000014,-65.99999999998829,,52.00000000002049
2015.10.05,101.99999999999099,100.0000000000112,100.0000000000112,215.99999999999397,94.00000000000519,8.000000000008,-75.00000000000284,63.00000000000239,-49.00000000001015,87.99999999999919,-150.00000000000568,-112.00000000002319,225.9999999999991,-116.99999999998934,-92.00000000000318,-184.99999999999073,-165.99999999999682,-15.999999999993797,-163.9999999999864,,-128.99999999998082
2015.10.05,95.99999999999609,41.000000000002146,49.00000000001015,251.00000000000122,157.00000000000713,-53.999999999998494,-119.00000000000244,-35.0000000000108,-9.00000000000345,94.00000000000519,-279.99999999999136,114.99999999999844,85.00000000000796,-217.99999999998488,93.99999999999409,-446.9999999999974,-137.00000000000045,50.0000000000056,-222.99999999999542,,-489.9999999999568
2015.10.05,100.00000000000009,35.00000000000725,36.999999999998145,234.99999999998522,185.99999999999727,-61.99999999998429,-129.00000000000134,-1.0000000000047748,-26.999999999999247,100.00000000000009,-275.9999999999874,86.99999999999264,115.0000000000091,-214.99999999998744,80.99999999999774,-546.000000000002,-153.99999999999636,96.00000000000719,-296.9999999999917,,-634.99999999996
2015.10.05,47.9999999999925,25.999999999992696,12.000000000012001,234.00000000000088,84.0000000000063,9.000000000014552,-96.00000000000719,-162.00000000000614,69.9999999999923,111.00000000000554,-282.9999999999888,260.99999999997794,-16.999999999995907,-255.00000000000523,238.99999999998923,-316.0000000000052,-88.99999999999864,-46.00000000000159,-47.99999999998139,,-218.0000000000061
2015.10.05,23.999999999990695,-66.00000000001049,12.000000000012001,78.00000000000028,53.999999999998494,-42.999999999993044,-78.00000000000028,-143.00000000000068,32.999999999994145,73.00000000000084,-167.9999999999904,263.99999999999756,24.00000000000091,-80.99999999999774,145.99999999997948,-229.99999999999687,-12.999999999991019,23.00000000000635,-66.99999999999484,,-157.99999999999457
2015.10.05,56.0000000000005,-112.000000000001,-8.999999999992347,107.99999999999699,75.9999999999983,-143.00000000000423,-132.00000000002098,-125.0,34.99999999999615,63.00000000000195,-265.0000000000041,387.000000000004,-9.999999999990905,-136.00000000000279,219.99999999999798,-322.00000000000006,-21.99999999999136,21.999999999999797,-62.99999999999084,,-372.000000000003
2015.10.05,-4.000000000004,-144.99999999999514,-62.000000000006494,69.9999999999923,48.000000000003595,-75.00000000000284,-115.00000000002063,-164.00000000000148,-62.000000000006494,82.99999999999974,-252.0000000000078,-5.999999999994898,-31.00000000000591,-167.9999999999904,-25.00000000000835,-343.00000000000443,-24.999999999991473,19.00000000000235,-248.99999999998812,,-1506.0000000000305
2015.10.05,-140.0000000000068,-282.9999999999888,-235.00000000000742,-29.00000000001235,-83.9999999999952,-2.999999999997449,-123.00000000000644,-273.00000000001035,-65.99999999999939,131.00000000000333,-286.99999999999284,-125.00000000001954,-162.9999999999825,-283.99999999999534,-18.0000000000069,-248.00000000000378,-6.000000000000227,-92.00000000000318,-183.99999999998417,,-2512.000000000009
