date,USDCHF,CADCHF,EURGBP,empty,sum
2020.11.02,-87.99999999999919,-104.99999999999955,-3.999999999992898,,-196.99999999999164
2020.11.02,-102.99999999999754,-119.00000000000244,53.00000000000304,,-168.99999999999696
2020.11.02,-137.9999999999937,4.999999999999449,1.0000000000065512,,-131.99999999998766
2020.11.02,-173.9999999999964,75.9999999999983,-7.0000000000014495,,-104.99999999999955
2020.11.02,-162.99999999999093,-2.000000000002,0.0,,-164.99999999999292
2020.11.02,-179.99999999999127,3.999999999992898,-63.99999999999739,,-239.99999999999577
2020.11.02,-153.99999999999858,-35.00000000000725,-27.999999999994696,,-217.0000000000005
2020.11.02,-156.99999999999602,-98.0000000000092,8.000000000008,,-246.99999999999721
2020.11.02,-167.9999999999904,-86.0000000000083,39.00000000000014,,-214.99999999999855
2020.11.02,-131.99999999999878,-81.00000000000884,48.000000000003595,,-165.00000000000404
2020.11.02,-153.99999999999858,-95.00000000000064,48.99999999999905,,-200.00000000000017
2020.11.02,-165.9999999999995,-85.00000000000173,7.0000000000014495,,-243.99999999999977
2020.11.02,-206.99999999999054,-82.00000000000429,-64.99999999999284,,-353.99999999998766
2020.11.02,-222.99999999999542,-81.00000000000884,-78.99999999999574,,-383.0
2020.11.02,-205.99999999999508,-100.00000000000009,-88.99999999999464,,-394.9999999999898
2020.11.02,-182.99999999999983,-92.00000000000318,-131.99999999999878,,-407.0000000000018
2020.11.02,-179.99999999999127,-91.00000000000774,-163.00000000000205,,-434.0000000000011
2020.11.02,-144.99999999999514,-62.000000000006494,-156.99999999999602,,-363.99999999999767
2020.11.02,-179.99999999999127,-149.00000000001023,-74.99999999999174,,-403.99999999999324
2020.11.02,-237.99999999999378,-182.00000000000438,-41.000000000002146,,-461.00000000000034
2020.11.02,-247.99999999999267,-117.00000000000044,-315.9999999999941,,-680.9999999999873
2020.11.02,-259.9999999999936,-178.00000000000037,-395.99999999999636,,-833.9999999999903
2020.11.02,-197.99999999999818,-210.00000000001017,-271.9999999999945,,-680.0000000000028
2020.11.02,-181.9999999999933,-216.0000000000051,-105.99999999999498,,-503.9999999999934
2020.11.02,-231.99999999999886,-262.00000000000665,-26.999999999999247,,-521.0000000000048
2020.11.02,-197.99999999999818,-286.00000000000847,-85.00000000000173,,-569.0000000000084
2020.11.02,-212.99999999999653,-334.00000000000097,-130.99999999999224,,-677.9999999999898
2020.11.02,-191.99999999999218,-350.00000000000585,-192.99999999999872,,-734.9999999999968
2020.11.02,-228.99999999999034,-352.00000000000784,-56.0000000000005,,-636.9999999999986
2020.11.02,-285.9999999999974,-364.00000000000875,-44.99999999999504,,-695.0000000000011
2020.11.02,-269.9999999999925,-541.0000000000026,29.000000000001247,,-781.9999999999939
2020.11.02,-336.9999999999984,-572.0000000000058,90.0000000000012,,-819.000000000003
2020.11.02,-401.99999999999125,-594.0000000000057,-25.999999999992696,,-1021.9999999999897
2020.11.02,-400.00000000000034,-594.0000000000057,-35.999999999991594,,-1029.9999999999977
2020.11.02,-415.99999999999415,-687.0000000000043,-103.99999999999298,,-1206.9999999999914
2020.11.02,-398.9999999999938,-570.0000000000039,-74.99999999999174,,-1043.9999999999895
2020.11.02,-462.9999999999912,-687.9999999999998,-161.00000000000003,,-1311.999999999991
2020.11.02,-451.9999999999969,-721.000000000005,-98.99999999999353,,-1271.9999999999955
2020.11.02,-473.99999999999665,-763.0000000000026,-124.99999999999733,,-1361.9999999999966
2020.11.02,-477.99999999998954,-765.0000000000045,-46.00000000000159,,-1288.9999999999957
2020.11.02,-489.99999999999045,-752.0000000000082,-108.99999999999244,,-1350.9999999999911
2020.11.02,-471.99999999999466,-736.0000000000033,-81.9999999999932,,-1289.9999999999911
2020.11.02,-413.99999999999216,-792.0000000000039,-78.99999999999574,,-1284.9999999999916
2020.11.02,-464.9999999999932,-866.0000000000001,-102.99999999999754,,-1433.9999999999907
2020.11.02,-374.999999999992,-790.0000000000018,-71.99999999999429,,-1236.9999999999882
2020.11.02,-380.999999999998,-809.0000000000042,-41.000000000002146,,-1231.0000000000043
2020.11.02,-378.999999999996,-790.0000000000018,-41.9999999999976,,-1210.9999999999952
2020.11.02,-301.9999999999912,-804.0000000000047,-53.999999999998494,,-1159.9999999999943
2020.11.03,-315.9999999999941,-767.0000000000066,-46.00000000000159,,-1129.0000000000023
2020.11.03,-297.9999999999983,-722.0000000000005,-61.999999999995396,,-1081.999999999994
2020.11.03,-341.99999999999784,-801.0000000000073,-53.999999999998494,,-1197.0000000000034
2020.11.03,-337.99999999999386,-821.000000000005,-24.999999999997247,,-1183.9999999999961
2020.11.03,-311.99999999999005,-823.000000000007,-41.000000000002146,,-1175.999999999999
2020.11.03,-358.9999999999982,-850.0000000000063,-27.999999999994696,,-1236.9999999999993
2020.11.03,-329.999999999997,-809.9999999999997,-68.00000000000139,,-1207.999999999998
2020.11.03,-313.99999999999204,-842.0000000000094,-59.99999999999339,,-1215.9999999999948
2020.11.03,-332.99999999999443,-866.0000000000001,-12.999999999996348,,-1211.999999999991
2020.11.03,-305.99999999999517,-813.0000000000082,-25.999999999992696,,-1144.9999999999961
2020.11.03,-318.99999999999153,-799.0000000000052,-63.00000000000195,,-1180.9999999999989
2020.11.03,-289.9999999999903,-758.0000000000031,-90.99999999999665,,-1138.99999999999
2020.11.03,-314.99999999999864,-765.0000000000045,-122.99999999999534,,-1202.9999999999986
2020.11.03,-323.99999999999096,-738.0000000000053,-141.99999999999767,,-1203.999999999994
2020.11.03,-264.999999999993,-752.0000000000082,-131.99999999999878,,-1149.0
2020.11.03,-261.99999999999557,-723.0000000000069,-124.99999999999733,,-1109.9999999999998
2020.11.03,-254.99999999999412,-708.0000000000086,-95.00000000000064,,-1058.0000000000034
2020.11.03,-239.99999999999577,-696.0000000000077,-120.99999999999334,,-1056.9999999999968
2020.11.03,-235.99999999999176,-734.0000000000014,-125.99999999999278,,-1095.999999999986
2020.11.03,-219.99999999999798,-750.0000000000063,-114.99999999999844,,-1085.0000000000027
2020.11.03,-131.99999999999878,-829.0000000000019,-83.9999999999952,,-1044.999999999996
2020.11.03,-129.9999999999968,-933.000000000006,19.999999999997797,,-1043.000000000005
2020.11.03,-61.999999999995396,-937.00000000001,-46.00000000000159,,-1045.000000000007
2020.11.03,-3.999999999992898,-983.0000000000006,24.000000000001798,,-962.9999999999917
2020.11.03,-53.999999999998494,-988.0,11.00000000000545,,-1030.999999999993
2020.11.03,-44.99999999999504,-885.0000000000025,-13.999999999991797,,-943.9999999999893
2020.11.03,5.000000000010552,-865.0000000000047,-41.000000000002146,,-900.9999999999962
2020.11.03,71.00000000000995,-844.0000000000003,-34.99999999999615,,-807.9999999999866
2020.11.03,72.0000000000054,-836.0000000000034,-7.9999999999968985,,-771.9999999999949
2020.11.03,40.00000000000669,-877.0000000000056,-29.000000000001247,,-866.0000000000001
2020.11.03,109.00000000000354,-886.000000000009,28.000000000005798,,-748.9999999999997
2020.11.03,13.00000000000745,-939.0000000000009,46.00000000000159,,-879.9999999999918
2020.11.03,132.0000000000099,-918.0000000000077,-36.999999999998145,,-822.999999999996
2020.11.03,109.00000000000354,-972.0000000000061,129.00000000000134,,-734.0000000000013
2020.11.03,195.00000000000074,-969.0000000000088,228.00000000000597,,-546.000000000002
2020.11.03,309.0000000000037,-928.0000000000066,301.0000000000068,,-317.99999999999613
2020.11.03,327.00000000001063,-811.0000000000061,309.0000000000037,,-174.99999999999181
2020.11.03,285.00000000000193,-805.0000000000001,209.9999999999991,,-309.9999999999991
2020.11.03,335.0000000000075,-707.000000000002,180.0000000000024,,-191.99999999999216
2020.11.03,268.0000000000016,-693.0000000000102,267.00000000000614,,-158.0000000000025
2020.11.03,262.00000000000665,-628.0000000000064,338.00000000000495,,-27.99999999999477
2020.11.03,247.00000000000833,-622.0000000000003,236.00000000000287,,-138.99999999998917
2020.11.03,252.0000000000078,-624.0000000000023,196.00000000000728,,-175.9999999999872
2020.11.03,293.0000000000099,-600.0000000000006,184.00000000000637,,-122.99999999998431
2020.11.03,239.0000000000003,-685.0000000000023,204.99999999999963,,-241.0000000000023
2020.11.03,269.00000000000813,-725.000000000009,219.00000000000253,,-236.99999999999832
2020.11.03,349.0000000000104,-693.0000000000102,269.00000000000813,,-74.9999999999917
2020.11.03,271.0000000000101,-739.0000000000008,365.99999999999966,,-101.99999999999102
2020.11.04,319.0000000000026,-772.000000000006,362.00000000000676,,-90.99999999999665
2020.11.04,371.00000000001023,-750.0000000000063,355.0000000000053,,-23.999999999990735
2020.11.04,450.00000000000597,-804.0000000000047,407.0000000000018,,53.000000000003126
2020.11.04,481.0000000000092,-809.9999999999997,411.0000000000058,,82.00000000001535
2020.11.04,439.0000000000005,-684.0000000000068,409.0000000000038,,163.9999999999975
2020.11.04,137.00000000000932,-626.0000000000043,233.00000000000543,,-255.99999999998957
2020.11.04,93.00000000000975,-709.9999999999995,292.9999999999988,,-323.99999999999096
2020.11.04,103.00000000000864,-685.0000000000023,382.00000000000455,,-199.9999999999891
2020.11.04,-131.99999999999878,-632.0000000000103,406.00000000000637,,-358.00000000000273
2020.11.04,-232.99999999999432,-578.0000000000007,473.0000000000012,,-337.9999999999938
2020.11.04,-56.99999999999594,-513.0000000000078,431.0000000000036,,-139.00000000000017
2020.11.04,-45.99999999999049,-518.0000000000074,463.9999999999977,,-100.00000000000011
2020.11.04,55.000000000005045,-487.99999999999955,336.9999999999984,,-95.99999999999608
2020.11.04,-4.999999999999449,-474.00000000000773,347.0000000000084,,-131.99999999999875
2020.11.04,87.00000000000374,-464.00000000000887,317.0000000000006,,-60.00000000000449
2020.11.04,17.000000000000348,-474.00000000000773,304.9999999999997,,-152.00000000000767
2020.11.04,77.00000000000485,-435.0000000000076,360.0000000000048,,2.0000000000019895
2020.11.04,-12.999999999996348,-441.0000000000025,413.0000000000078,,-40.999999999991076
2020.11.04,-150.99999999999002,-400.00000000000034,364.00000000000875,,-186.99999999998158
2020.11.04,5.000000000010552,-259.0000000000092,0.0,,-253.99999999999866
2020.11.04,110.00000000001009,-359.0000000000093,-171.99999999999437,,-420.99999999999363
2020.11.04,79.00000000000685,-331.0000000000035,-208.99999999999253,,-460.9999999999892
2020.11.04,-39.999999999995595,-519.0000000000028,-146.00000000000168,,-705.0000000000001
2020.11.04,-4.999999999999449,-595.0000000000011,52.000000000007596,,-547.999999999993
2020.11.04,129.00000000000134,-471.0000000000103,-3.999999999992898,,-346.0000000000019
2020.11.04,199.00000000000472,-482.00000000000466,107.00000000000153,,-175.9999999999984
2020.11.04,233.00000000000543,-422.00000000000017,26.999999999999247,,-161.9999999999955
2020.11.04,327.00000000001063,-552.0000000000081,143.9999999999997,,-80.99999999999775
2020.11.04,478.0000000000006,-571.0000000000103,89.00000000000574,,-4.000000000003979
2020.11.04,508.00000000000847,-513.0000000000078,192.99999999999872,,187.99999999999935
2020.11.04,515.0000000000099,-577.0000000000052,-60.99999999999994,,-122.99999999999528
2020.11.04,386.0000000000086,-511.0000000000059,-175.99999999999838,,-300.9999999999957
2020.11.04,264.0000000000087,-540.0000000000072,-212.00000000000108,,-487.99999999999955
2020.11.04,304.00000000000426,-536.0000000000032,-81.9999999999932,,-313.9999999999921
2020.11.04,309.0000000000037,-731.9999999999993,38.0000000000047,,-384.9999999999909
2020.11.04,360.0000000000048,-744.0000000000002,-69.9999999999923,,-453.9999999999877
2020.11.04,376.00000000000966,-717.000000000001,-182.99999999999983,,-523.9999999999911
2020.11.04,471.0000000000103,-767.0000000000066,-29.999999999996696,,-325.999999999993
2020.11.04,348.00000000000387,-842.0000000000094,-81.9999999999932,,-575.9999999999987
2020.11.04,289.0000000000059,-867.0000000000067,-74.99999999999174,,-652.9999999999925
2020.11.04,286.00000000000847,-925.0000000000091,-126.99999999999933,,-766.0
2020.11.04,302.0000000000023,-870.0000000000041,-117.99999999999588,,-685.9999999999977
2020.11.04,256.0000000000007,-855.0000000000058,-146.00000000000168,,-745.0000000000068
2020.11.04,318.00000000000716,-823.000000000007,-163.99999999999747,,-668.9999999999974
2020.11.04,335.0000000000075,-726.0000000000044,-185.99999999999727,,-576.9999999999942
2020.11.04,304.00000000000426,-757.0000000000076,-152.99999999999204,,-605.9999999999955
2020.11.04,339.0000000000004,-801.0000000000073,-251.00000000000122,,-713.0000000000081
2020.11.04,385.000000000002,-701.0000000000072,-215.99999999999397,,-531.9999999999991
2020.11.05,437.0000000000096,-689.0000000000063,-171.99999999999437,,-423.999999999991
2020.11.05,276.00000000000955,-790.0000000000018,-505.99999999999534,,-1019.9999999999876
2020.11.05,396.00000000000745,-744.0000000000002,-504.9999999999999,,-852.9999999999927
2020.11.05,383.0,-763.0000000000026,-424.9999999999976,,-805.0000000000002
2020.11.05,448.000000000004,-753.0000000000036,-444.9999999999954,,-749.999999999995
2020.11.05,406.00000000000637,-700.0000000000006,-451.0000000000014,,-744.9999999999957
2020.11.05,403.0000000000089,-575.0000000000033,-432.9999999999945,,-604.9999999999889
2020.11.05,377.0000000000051,-572.0000000000058,-419.9999999999982,,-614.9999999999989
2020.11.05,330.0000000000081,-587.0000000000042,-401.99999999999125,,-658.9999999999874
2020.11.05,413.0000000000078,-612.0000000000015,-395.0000000000009,,-593.9999999999945
2020.11.05,417.0000000000007,-639.0000000000007,-496.99999999999187,,-718.9999999999918
2020.11.05,424.00000000000216,-648.0000000000041,-504.9999999999999,,-729.0000000000018
2020.11.05,423.0000000000067,-659.0000000000095,-505.99999999999534,,-741.9999999999982
2020.11.05,435.0000000000076,-681.0000000000093,-530.9999999999926,,-776.9999999999943
2020.11.05,447.0000000000085,-672.0000000000059,-496.99999999999187,,-721.9999999999893
2020.11.05,441.0000000000025,-700.0000000000006,-459.99999999999375,,-718.9999999999918
2020.11.05,469.0000000000083,-641.0000000000027,-524.0000000000023,,-695.9999999999967
2020.11.05,413.0000000000078,-651.0000000000016,-583.0000000000002,,-820.9999999999941
2020.11.05,504.9999999999999,-713.0000000000081,-137.9999999999937,,-346.0000000000019
2020.11.05,539.0000000000006,-672.0000000000059,-143.9999999999997,,-277.000000000005
2020.11.05,609.000000000004,-638.0000000000052,-271.9999999999945,,-300.99999999999574
2020.11.05,584.0000000000067,-585.0000000000022,-329.00000000000153,,-329.999999999997
2020.11.05,598.0000000000097,-565.9999999999999,-312.00000000000114,,-279.99999999999136
2020.11.05,772.000000000006,-472.00000000000574,-334.9999999999964,,-34.999999999996135
2020.11.05,801.0000000000073,-423.0000000000067,-361.0000000000002,,17.00000000000034
2020.11.05,848.9999999999998,-452.00000000000796,-295.99999999999625,,100.99999999999557
2020.11.05,818.0000000000076,-432.0000000000102,-282.99999999999994,,102.9999999999975
2020.11.05,815.0000000000101,-484.00000000000665,-305.99999999999517,,25.0000000000083
2020.11.05,889.0000000000065,-609.9999999999994,-387.99999999999943,,-108.99999999999238
2020.11.05,1033.0000000000061,-603.0000000000091,-479.99999999999153,,-49.999999999994486
2020.11.05,1033.0000000000061,-577.0000000000052,-439.0000000000005,,17.000000000000398
2020.11.05,986.0000000000091,-629.0000000000018,-410.9999999999947,,-53.99999999998744
2020.11.05,929.000000000002,-667.0000000000065,-398.9999999999938,,-136.99999999999824
2020.11.05,925.0000000000091,-791.0000000000084,-320.9999999999935,,-186.99999999999284
2020.11.05,743.0000000000048,-922.0000000000006,-251.99999999999667,,-430.9999999999925
2020.11.05,930.0000000000086,-859.0000000000098,-134.99999999999625,,-63.999999999997385
2020.11.05,922.0000000000006,-825.0000000000091,-192.99999999999872,,-96.00000000000725
2020.11.05,909.9999999999997,-791.0000000000084,21.00000000000435,,139.9999999999956
2020.11.05,857.0000000000077,-707.000000000002,-95.00000000000064,,55.000000000005045
2020.11.05,925.0000000000091,-740.0000000000073,-43.999999999999595,,141.00000000000222
2020.11.05,926.0000000000045,-720.0000000000095,-58.99999999999794,,146.99999999999704
2020.11.05,967.0000000000067,-662.000000000007,-37.99999999999359,,267.0000000000061
2020.11.05,1045.000000000007,-687.9999999999998,-53.999999999998494,,303.00000000000875
2020.11.05,1117.0000000000014,-673.0000000000014,-24.999999999997247,,419.00000000000273
2020.11.05,1063.0000000000027,-630.0000000000083,40.00000000000669,,473.00000000000114
2020.11.05,1095.0000000000016,-635.0000000000077,85.00000000000173,,544.9999999999956
2020.11.05,1078.0000000000011,-646.0000000000022,64.0000000000085,,496.0000000000075
2020.11.05,1158.0000000000034,-632.0000000000103,87.00000000000374,,612.9999999999968
2020.11.06,1130.0000000000089,-575.0000000000033,136.99999999999824,,692.0000000000039
2020.11.06,1081.0000000000098,-568.0000000000018,117.00000000000044,,630.0000000000084
2020.11.06,1102.000000000003,-509.00000000000387,70.0000000000034,,663.0000000000025
2020.11.06,1109.9999999999998,-441.0000000000025,119.00000000000244,,787.9999999999998
2020.11.06,1114.0000000000039,-513.0000000000078,55.000000000005045,,656.000000000001
2020.11.06,1018.0000000000077,-548.9999999999995,79.00000000000685,,548.000000000015
2020.11.06,1054.0000000000105,-528.0000000000063,90.0000000000012,,616.0000000000055
2020.11.06,1077.0000000000057,-526.9999999999997,85.00000000000173,,635.0000000000077
2020.11.06,1141.0000000000032,-455.0000000000054,24.000000000001798,,709.9999999999995
2020.11.06,1165.000000000005,-459.0000000000094,43.999999999999595,,749.9999999999952
2020.11.06,1189.0000000000068,-372.0000000000057,-17.000000000000348,,800.0000000000008
2020.11.06,1179.0000000000077,-353.0000000000033,-9.999999999998899,,816.0000000000056
2020.11.06,1208.000000000009,-354.0000000000099,9.999999999998899,,863.9999999999981
2020.11.06,1187.0000000000048,-347.0000000000084,9.999999999998899,,849.9999999999952
2020.11.06,1198.0000000000102,-365.99999999999966,-2.000000000002,,830.0000000000085
2020.11.06,1170.0000000000043,-369.0000000000082,25.00000000000835,,826.0000000000044
2020.11.06,1189.0000000000068,-343.9999999999999,-21.999999999999797,,823.0000000000072
2020.11.06,1241.0000000000032,-343.9999999999999,-46.00000000000159,,851.0000000000017
2020.11.06,1269.000000000009,-430.00000000000813,-34.000000000000696,,805.0000000000002
2020.11.06,1281.00000000001,-434.000000000001,19.00000000000235,,866.0000000000114
2020.11.06,1197.0000000000036,-504.9999999999999,-17.000000000000348,,675.0000000000034
2020.11.06,1337.0000000000105,-308.00000000000824,-170.99999999999892,,858.0000000000034
2020.11.06,1350.0000000000068,-301.0000000000068,-229.99999999999687,,819.0000000000032
2020.11.06,1392.9999999999998,-289.0000000000059,-141.00000000000225,,962.9999999999916
2020.11.06,1430.000000000009,-287.9999999999994,-217.99999999999596,,924.0000000000139
2020.11.06,1424.000000000003,-300.0000000000003,-187.9999999999993,,936.0000000000034
2020.11.06,1483.000000000001,-239.0000000000003,-324.9999999999975,,919.0000000000032
2020.11.06,1526.0000000000052,-226.99999999999943,-398.9999999999938,,900.000000000012
2020.11.06,1466.0000000000007,-243.00000000000432,-478.0000000000006,,744.9999999999957
2020.11.06,1561.0000000000014,-157.00000000000713,-459.99999999999375,,944.0000000000006
2020.11.06,1621.0000000000057,-139.00000000000023,-400.00000000000034,,1082.000000000005
2020.11.06,1678.0000000000018,-160.00000000000458,-373.00000000000114,,1144.9999999999961
2020.11.06,1559.0000000000105,-269.00000000000813,-430.9999999999925,,859.0000000000098
