date,USDCHF,CADCHF,EURGBP,empty,sum
2020.11.02,-112.99999999999643,-130.0000000000079,-86.99999999999264,,-329.99999999999693
2020.11.02,-115.99999999999389,-131.00000000000333,-7.0000000000014495,,-253.99999999999866
2020.11.02,-158.99999999999804,-126.0000000000039,-4.999999999999449,,-290.00000000000136
2020.11.02,-181.9999999999933,-1.0000000000065512,-53.999999999998494,,-236.99999999999832
2020.11.02,-182.99999999999983,-4.999999999999449,-47.9999999999925,,-235.9999999999918
2020.11.02,-195.9999999999962,-15.00000000000945,-68.00000000000139,,-279.00000000000705
2020.11.02,-190.99999999999673,-45.000000000006146,-68.00000000000139,,-304.00000000000426
2020.11.02,-163.99999999999747,-110.00000000001009,-44.99999999999504,,-319.0000000000026
2020.11.02,-173.9999999999964,-110.00000000001009,1.0000000000065512,,-282.99999999999994
2020.11.02,-168.99999999999693,-108.00000000000809,26.999999999999247,,-250.00000000000574
2020.11.02,-153.99999999999858,-101.00000000000664,31.999999999998696,,-223.00000000000654
2020.11.02,-170.99999999999892,-101.00000000000664,0.0,,-272.00000000000557
2020.11.02,-210.99999999999451,-113.00000000000753,-71.99999999999429,,-395.99999999999636
2020.11.02,-232.99999999999432,-95.00000000000064,-124.99999999999733,,-452.99999999999227
2020.11.02,-223.99999999999088,-104.99999999999955,-90.99999999999665,,-419.9999999999871
2020.11.02,-213.99999999999199,-118.00000000000699,-131.99999999999878,,-463.9999999999977
2020.11.02,-197.99999999999818,-95.00000000000064,-185.00000000000182,,-478.0000000000006
2020.11.02,-193.99999999999417,-115.00000000000954,-173.00000000000094,,-482.00000000000466
2020.11.02,-191.99999999999218,-154.0000000000097,-176.99999999999383,,-522.9999999999957
2020.11.02,-257.9999999999916,-184.00000000000637,-115.99999999999389,,-557.9999999999918
2020.11.02,-265.99999999999955,-220.00000000000907,-359.99999999999363,,-846.0000000000023
2020.11.02,-332.99999999999443,-204.00000000000418,-417.0000000000007,,-953.9999999999993
2020.11.02,-266.999999999995,-221.00000000000452,-434.000000000001,,-922.0000000000006
2020.11.02,-201.99999999999108,-229.00000000000142,-310.9999999999946,,-741.999999999987
2020.11.02,-233.99999999998977,-273.000000000001,-217.99999999999596,,-724.9999999999868
2020.11.02,-273.9999999999965,-320.00000000000915,-104.99999999999955,,-699.0000000000052
2020.11.02,-241.99999999999778,-365.99999999999966,-146.00000000000168,,-753.9999999999992
2020.11.02,-214.99999999999852,-365.0000000000042,-230.99999999999233,,-810.999999999995
2020.11.02,-232.99999999999432,-364.00000000000875,-195.9999999999962,,-792.9999999999993
2020.11.02,-318.99999999999153,-410.00000000001035,-65.99999999999939,,-795.0000000000013
2020.11.02,-285.9999999999974,-544.0,-69.9999999999923,,-899.9999999999897
2020.11.02,-378.999999999996,-620.0000000000094,-24.999999999997247,,-1024.0000000000027
2020.11.02,-426.9999999999996,-625.0000000000089,-32.999999999994145,,-1085.0000000000025
2020.11.02,-423.9999999999911,-616.0000000000055,-85.99999999999719,,-1125.9999999999939
2020.11.02,-425.99999999999307,-708.0000000000086,-124.00000000000189,,-1258.0000000000036
2020.11.02,-488.999999999995,-698.0000000000098,-136.99999999999824,,-1324.000000000003
2020.11.02,-472.9999999999901,-696.0000000000077,-191.99999999999218,,-1360.99999999999
2020.11.02,-509.9999999999993,-773.0000000000015,-164.99999999999292,,-1447.9999999999939
2020.11.02,-495.9999999999964,-767.0000000000066,-154.99999999999403,,-1417.999999999997
2020.11.02,-527.9999999999951,-787.9999999999998,-129.00000000000134,,-1444.9999999999964
2020.11.02,-499.9999999999893,-770.000000000004,-130.99999999999224,,-1400.9999999999854
2020.11.02,-505.99999999999534,-763.0000000000026,-119.99999999999788,,-1388.999999999996
2020.11.02,-478.9999999999961,-812.0000000000016,-113.99999999999189,,-1404.9999999999895
2020.11.02,-468.9999999999972,-867.0000000000067,-109.99999999999899,,-1446.000000000003
2020.11.02,-463.9999999999977,-867.0000000000067,-108.99999999999244,,-1439.999999999997
2020.11.02,-415.99999999999415,-830.0000000000085,-78.99999999999574,,-1324.9999999999984
2020.11.02,-384.9999999999909,-816.0000000000056,-61.999999999995396,,-1262.9999999999918
2020.11.02,-396.9999999999918,-881.0000000000095,-64.99999999999284,,-1342.999999999994
2020.11.03,-354.9999999999942,-822.0000000000005,-107.00000000000153,,-1283.9999999999961
