date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,GBPAUD,EURJPY,EURCAD,EURAUD,NZDJPY,AUDCAD,empty,sum
2020.09.21,-46.00000000000159,-34.000000000000696,-13.00000000000523,-163.00000000000205,-41.000000000002146,-114.0000000000141,-93.99999999999409,-439.0000000000116,-30.9999999999917,-70.99999999999883,-300.99999999999574,-110.99999999999,-0.999999999995449,,-1459.0000000000032
2020.09.21,-33.000000000005244,-14.000000000002899,-3.0000000000001137,-170.99999999998784,-10.999999999994348,-111.00000000001664,-118.99999999999977,-456.00000000001194,-52.99999999999727,-56.000000000011596,-259.0000000000092,-40.99999999999682,94.00000000000519,,-1233.0000000000284
2020.09.21,-23.00000000000635,-19.999999999997797,-78.00000000000296,-150.00000000000568,-21.00000000000435,-130.0000000000079,-75.00000000000284,-651.0000000000016,-16.999999999995907,-146.00000000000168,-360.9999999999891,-148.9999999999867,75.00000000000284,,-1746.0
2020.09.21,20.999999999993246,-26.999999999999247,-46.00000000000648,-72.99999999998974,24.000000000001798,-134.00000000001188,-64.99999999999773,-561.0000000000115,-3.0000000000001137,-146.00000000000168,-377.9999999999894,-117.999999999995,88.99999999999464,,-1417.0000000000132
2020.09.21,29.000000000001247,-39.00000000001125,-19.000000000005457,-124.99999999999733,6.0000000000060005,-170.00000000000347,-76.00000000000762,-514.9999999999987,-24.999999999991473,-130.0000000000079,-337.99999999999386,-89.9999999999892,95.99999999999609,,-1396.000000000003
2020.09.21,48.99999999999905,-42.999999999993044,-16.000000000005343,-161.99999999999548,-12.000000000000899,-168.0000000000126,-39.00000000000148,-493.0000000000101,-21.99999999999136,-69.00000000000794,-299.99999999998914,-69.99999999999318,100.99999999999554,,-1244.0000000000061
2020.09.21,73.00000000000084,-102.00000000000209,3.9999999999906777,-231.0000000000034,-92.00000000000318,-229.99999999999687,-31.00000000000591,-544.0000000000111,-90.99999999999397,-52.000000000007596,-337.99999999999386,-72.99999999999329,55.000000000005045,,-1652.0000000000146
2020.09.21,7.0000000000014495,-150.00000000000568,-73.0000000000075,-273.9999999999965,-146.99999999999713,-224.000000000002,-51.00000000000193,-412.00000000001234,-112.99999999999955,-53.999999999998494,-175.99999999999838,-23.9999999999867,11.00000000000545,,-1679.999999999999
2020.09.21,-9.999999999998899,-158.99999999999804,-132.000000000005,-333.9999999999899,-143.9999999999997,-205.00000000001074,-19.99999999999602,-527.0000000000108,-57.999999999992724,-46.0000000000127,-248.99999999998812,-61.99999999999761,29.000000000001247,,-1916.9999999999993
2020.09.21,9.00000000000345,-147.99999999999258,-150.00000000000568,-317.9999999999961,-134.0000000000008,-202.00000000001327,-6.000000000000227,-483.0000000000112,-40.99999999999682,-52.99999999999194,-231.99999999998778,-71.99999999998852,48.99999999999905,,-1780.9999999999823
2020.09.21,4.000000000004,-156.00000000000057,-161.00000000000136,-316.0000000000052,-180.99999999999784,-209.00000000001472,73.99999999999807,-441.0000000000025,37.00000000000614,-42.0000000000087,-205.99999999999508,-70.99999999999795,-0.999999999995449,,-1669.000000000011
2020.09.21,-24.000000000001798,-167.00000000000603,-186.00000000000705,-346.0000000000019,-224.9999999999974,-195.9999999999962,42.999999999992156,-283.99999999999534,19.000000000005457,-2.0000000000131024,-35.999999999991594,-66.99999999999307,-41.9999999999976,,-1513.0000000000034
2020.09.21,-36.999999999998145,-190.00000000000128,-216.00000000000819,-322.00000000000006,-219.99999999999798,-182.0000000000155,57.00000000000216,-280.9999999999979,60.000000000002274,-42.999999999993044,-38.0000000000047,-90.99999999999397,-49.99999999999449,,-1553.000000000001
