date,USDCHF,EURCHF,CADCHF,EURGBP,GBPJPY,AUDJPY,empty,sum
2020.10.12,-19.999999999997797,-36.999999999998145,-56.99999999999594,-60.99999999999994,-26.00000000001046,-51.9999999999925,,-252.99999999999477
2020.10.12,-36.0000000000027,-51.000000000001044,-64.99999999999284,-21.00000000000435,-38.000000000010914,-74.99999999998863,,-286.00000000000045
2020.10.12,-39.00000000000014,-36.999999999998145,-63.99999999999739,12.000000000000899,-62.00000000001182,-73.99999999999807,,-264.00000000000466
2020.10.12,-39.00000000000014,-25.00000000000835,-46.999999999997044,17.999999999995797,-88.00000000002228,-110.99999999999,,-292.00000000002206
2020.10.12,-9.00000000000345,-8.999999999992347,-19.999999999997797,-9.999999999998899,-112.99999999999955,-128.99999999999068,,-289.9999999999827
2020.10.12,-10.999999999994348,-19.999999999997797,-19.999999999997797,-7.9999999999968985,-128.00000000001432,-179.9999999999926,,-366.99999999999375
2020.10.12,-51.000000000001044,-18.0000000000069,-17.999999999995797,-12.000000000000899,-214.00000000002706,-271.0000000000008,,-584.0000000000325
2020.10.12,-48.000000000003595,-29.999999999996696,-20.999999999993246,2.999999999997449,-157.0000000000107,-263.9999999999958,,-517.0000000000025
2020.10.12,-61.999999999995396,-22.999999999995246,-9.999999999998899,-17.999999999995797,-226.0000000000275,-278.99999999999636,,-618.0000000000092
2020.10.12,12.000000000000899,2.999999999997449,-17.999999999995797,-34.000000000000696,-218.00000000001774,-221.9999999999942,,-477.0000000000101
2020.10.12,-15.999999999993797,-18.0000000000069,-25.999999999992696,-26.000000000003798,-243.00000000002342,-197.9999999999933,,-527.0000000000139
2020.10.12,-36.999999999998145,-29.999999999996696,-28.999999999990145,-21.999999999999797,-267.00000000002433,-226.99999999998965,,-611.9999999999987
2020.10.12,-31.000000000003247,-36.999999999998145,-21.999999999999797,-21.999999999999797,-279.0000000000248,-259.00000000000034,,-650.0000000000261
2020.10.12,-34.99999999999615,-41.000000000002146,-29.999999999996696,-17.999999999995797,-297.00000000002547,-230.99999999999454,,-652.0000000000108
2020.10.12,-32.999999999994145,-45.000000000006146,-26.999999999999247,12.999999999996348,-295.0000000000159,-247.99999999999045,,-635.0000000000095
2020.10.12,-15.999999999993797,-42.999999999993044,-12.999999999996348,29.999999999996696,-281.0000000000059,-278.99999999999636,,-601.9999999999887
2020.10.12,-19.00000000000235,-42.0000000000087,-43.999999999999595,39.999999999995595,-212.0000000000175,-227.99999999999443,,-505.00000000002694
2020.10.12,0.0,-55.000000000005045,-42.999999999993044,27.999999999994696,-228.00000000000864,-208.99999999998897,,-507.000000000001
2020.10.12,-46.999999999997044,-25.00000000000835,-56.99999999999594,66.99999999999484,-182.00000000001637,-245.9999999999951,,-490.00000000001796
2020.10.12,-37.99999999999359,-9.999999999998899,-69.9999999999923,114.99999999999844,-171.0000000000207,-273.9999999999867,,-447.99999999999375
2020.10.12,-68.99999999999685,-24.000000000001798,-87.99999999999919,124.99999999999733,-162.00000000000614,-265.00000000000057,,-483.0000000000072
2020.10.12,-78.00000000000028,-96.00000000000719,-122.99999999999534,-63.99999999999739,-266.00000000001955,-242.999999999995,,-870.0000000000148
2020.10.12,-107.99999999999699,-96.99999999999153,-131.99999999999878,-22.999999999995246,-239.00000000000432,-161.99999999999193,,-760.9999999999787
2020.10.12,-197.99999999999818,-163.00000000000205,-156.00000000000057,-63.99999999999739,-317.0000000000073,-242.999999999995,,-1141.0000000000005
2020.10.12,-153.00000000000313,-72.0000000000054,-118.99999999999133,-95.00000000000064,-380.0000000000239,-307.9999999999927,,-1127.000000000017
2020.10.12,-158.99999999999804,-22.0000000000109,-123.99999999999079,11.00000000000545,-481.00000000002296,-450.9999999999934,,-1226.0000000000107
2020.10.12,-109.00000000000354,-8.999999999992347,-100.00000000000009,-2.000000000002,-414.0000000000157,-414.99999999999204,,-1049.0000000000057
2020.10.12,-98.99999999999353,22.999999999995246,-86.99999999999264,-41.000000000002146,-521.000000000015,-406.9999999999965,,-1132.0000000000045
2020.10.12,-104.00000000000409,76.99999999999375,-84.99999999999064,7.9999999999968985,-514.00000000001,-444.9999999999932,,-1063.0000000000073
2020.10.12,-78.99999999999574,140.99999999999113,-78.00000000000028,87.99999999999919,-461.00000000001273,-457.9999999999984,,-847.0000000000168
2020.10.12,-51.000000000001044,140.99999999999113,-57.99999999999139,80.00000000000229,-450.00000000001705,-437.9999999999882,,-776.0000000000043
2020.10.12,-7.0000000000014495,103.99999999999298,-56.99999999999594,73.99999999999629,-406.0000000000059,-440.9999999999883,,-733.0000000000023
2020.10.12,34.99999999999615,136.00000000000279,-53.999999999998494,109.99999999999899,-412.00000000000614,-512.999999999991,,-697.9999999999977
2020.10.12,63.99999999999739,147.99999999999258,-56.0000000000005,90.99999999999665,-422.00000000002547,-539.999999999992,,-715.0000000000314
2020.10.12,75.00000000000284,143.99999999998857,-23.999999999990695,70.0000000000034,-449.0000000000123,-521.9999999999914,,-705.9999999999995
2020.10.12,80.99999999999774,173.00000000000094,-50.99999999998994,107.00000000000153,-405.00000000000114,-544.9999999999875,,-639.9999999999784
2020.10.12,84.0000000000063,173.00000000000094,-70.99999999999883,253.0000000000032,-234.00000000000887,-591.9999999999987,,-386.999999999996
2020.10.12,56.99999999999594,177.00000000000495,-63.99999999999739,290.9999999999968,-203.00000000000296,-589.9999999999892,,-331.9999999999918
2020.10.12,24.000000000001798,150.99999999999002,-90.99999999999665,275.99999999999847,-206.00000000001728,-578.9999999999935,,-425.00000000001717
2020.10.12,92.99999999999864,167.00000000000603,-43.999999999999595,251.99999999999667,-184.00000000002592,-525.9999999999962,,-242.00000000002046
2020.10.12,75.9999999999983,171.99999999999437,-30.999999999992145,265.99999999999955,-169.00000000001114,-521.0000000000008,,-207.00000000001188
2020.10.12,67.00000000000594,168.99999999999693,-56.99999999999594,316.0000000000052,-129.0000000000191,-515.0000000000006,,-149.00000000000756
2020.10.12,67.00000000000594,150.00000000000568,-58.99999999999794,321.0000000000046,-82.00000000002206,-494.99999999999034,,-97.99999999999409
2020.10.12,70.99999999999883,153.9999999999875,-39.999999999995595,273.9999999999965,-140.00000000001478,-513.9999999999958,,-195.00000000002336
2020.10.12,100.00000000000009,174.00000000000747,-31.999999999998696,273.9999999999965,-136.0000000000241,-503.9999999999907,,-124.00000000000944
2020.10.12,100.00000000000009,170.00000000000347,-27.999999999994696,270.99999999999903,-134.00000000001455,-521.9999999999914,,-142.99999999999807
2020.10.12,92.00000000000318,150.00000000000568,-39.999999999995595,270.0000000000036,-135.00000000001933,-521.9999999999914,,-184.99999999999386
2020.10.12,111.00000000000554,154.99999999999403,-40.99999999999105,265.99999999999955,-239.00000000000432,-555.9999999999974,,-303.99999999999363
2020.10.13,102.99999999999754,131.99999999999878,-22.999999999995246,241.00000000000233,-282.0000000000107,-588.9999999999986,,-418.0000000000059
2020.10.13,129.00000000000134,192.99999999999872,-3.999999999992898,258.9999999999981,-247.0000000000141,-606.9999999999993,,-277.0000000000082
2020.10.13,128.00000000000588,178.99999999999582,-13.999999999991797,273.000000000001,-198.0000000000075,-575.9999999999934,,-207.99999999999
2020.10.13,131.99999999999878,181.9999999999933,-11.999999999989797,265.99999999999955,-152.00000000001523,-577.9999999999887,,-162.00000000000216
2020.10.13,128.00000000000588,170.99999999998784,-8.999999999992347,261.99999999999557,-138.00000000000523,-554.9999999999926,,-141.0000000000008
2020.10.13,121.99999999999989,178.99999999999582,-14.999999999998348,263.0000000000021,-134.00000000001455,-552.9999999999973,,-138.0000000000124
2020.10.13,41.000000000002146,175.99999999999838,-15.999999999993797,243.99999999999977,-285.000000000025,-833.999999999989,,-674.0000000000075
2020.10.13,7.9999999999968985,192.99999999999872,16.0000000000049,239.0000000000003,-354.0000000000134,-901.9999999999868,,-799.9999999999994
2020.10.13,31.000000000003247,198.00000000000927,32.0000000000098,231.0000000000034,-345.0000000000273,-875.9999999999906,,-728.9999999999922
2020.10.13,58.000000000002494,224.000000000002,62.000000000006494,253.0000000000032,-373.0000000000189,-959.9999999999937,,-735.9999999999984
2020.10.13,31.000000000003247,245.99999999999068,57.00000000000705,243.00000000000432,-425.00000000001137,-1000.0,,-848.0000000000061
2020.10.13,39.00000000000014,262.999999999991,65.00000000000395,234.99999999999633,-370.00000000000455,-965.999999999994,,-734.000000000007
2020.10.13,51.99999999999649,265.0000000000041,40.00000000000669,258.0000000000027,-325.00000000001705,-936.9999999999976,,-647.0000000000047
2020.10.13,53.00000000000304,262.00000000000665,28.000000000005798,258.9999999999981,-274.0000000000009,-882.9999999999956,,-554.9999999999828
2020.10.13,45.000000000006146,265.0000000000041,31.000000000003247,255.00000000000523,-286.00000000000136,-851.9999999999897,,-541.9999999999724
2020.10.13,78.99999999999574,275.000000000003,37.00000000000925,260.00000000000466,-220.00000000002728,-772.9999999999961,,-342.0000000000107
2020.10.13,85.99999999999719,245.0000000000063,-9.999999999998899,261.99999999999557,-208.00000000002683,-729.9999999999898,,-355.00000000001637
2020.10.13,63.99999999999739,242.99999999999324,-34.99999999999615,234.00000000000088,-278.00000000002,-745.9999999999951,,-518.0000000000198
2020.10.13,39.00000000000014,262.999999999991,-53.999999999998494,270.0000000000036,-290.00000000002046,-763.9999999999958,,-536.00000000002
2020.10.13,21.00000000000435,282.0000000000045,-44.99999999999504,292.9999999999988,-299.0000000000066,-821.9999999999885,,-569.9999999999825
2020.10.13,-70.99999999999883,231.0000000000034,-92.99999999999864,244.99999999999523,-407.0000000000107,-844.9999999999989,,-940.0000000000084
2020.10.13,-82.00000000000429,201.99999999999108,-105.99999999999498,221.99999999999997,-395.00000000001023,-819.9999999999932,,-979.0000000000116
2020.10.13,-65.99999999999939,238.99999999998923,-94.99999999998954,163.99999999999747,-465.0000000000034,-768.9999999999912,,-991.9999999999969
2020.10.13,-0.999999999995449,208.00000000000819,-134.99999999999625,217.99999999999596,-264.00000000001,-619.9999999999903,,-593.999999999988
2020.10.13,-58.99999999999794,153.9999999999875,-211.99999999998997,338.00000000000495,-110.00000000001364,-606.9999999999993,,-496.0000000000084
2020.10.13,-73.00000000000084,164.00000000000858,-201.99999999999108,299.00000000000483,-142.00000000002433,-582.9999999999984,,-537.0000000000013
2020.10.13,-112.000000000001,150.00000000000568,-182.99999999999983,314.0000000000032,-156.0000000000059,-634.0000000000003,,-620.9999999999982
2020.10.13,-90.0000000000012,157.99999999999147,-170.99999999999892,329.00000000000153,-149.0000000000009,-646.9999999999914,,-569.9999999999993
2020.10.13,-73.00000000000084,141.99999999999767,-179.99999999999127,121.00000000000443,-365.0000000000091,-638.9999999999958,,-993.9999999999949
2020.10.13,-71.99999999999429,182.99999999999983,-185.99999999999727,161.00000000000003,-415.00000000002046,-663.9999999999873,,-992.9999999999994
2020.10.13,-46.00000000000159,208.00000000000819,-161.99999999999548,49.99999999999449,-477.00000000000387,-685.9999999999928,,-1112.9999999999911
2020.10.13,-4.999999999999449,231.99999999998778,-135.99999999999167,56.99999999999594,-454.00000000000773,-690.9999999999883,,-997.0000000000034
2020.10.13,-154.99999999999403,218.99999999999142,-134.99999999999625,-44.99999999999504,-775.0000000000057,-771.9999999999914,,-1662.999999999991
2020.10.13,-295.99999999999625,255.00000000000523,-198.99999999999363,-14.999999999998348,-846.0000000000036,-884.0000000000003,,-1984.9999999999868
2020.10.13,-385.000000000002,195.9999999999962,-275.99999999999847,68.00000000000139,-905.0000000000011,-902.9999999999916,,-2204.9999999999955
2020.10.13,-395.99999999999636,195.9999999999962,-286.99999999999284,149.99999999999457,-793.0000000000064,-920.9999999999923,,-2050.9999999999973
2020.10.13,-434.9999999999965,177.99999999998929,-304.9999999999997,194.0000000000053,-797.0000000000255,-871.9999999999999,,-2037.0000000000268
2020.10.13,-461.99999999999574,161.99999999999548,-328.9999999999904,117.99999999999588,-901.0000000000105,-857.9999999999899,,-2269.999999999995
2020.10.13,-500.9999999999959,187.00000000000384,-346.9999999999973,90.99999999999665,-997.0000000000141,-913.9999999999873,,-2480.999999999994
2020.10.13,-475.99999999999864,181.00000000000892,-380.999999999998,90.0000000000012,-1030.0000000000011,-939.9999999999977,,-2555.9999999999854
2020.10.13,-487.0000000000041,181.9999999999933,-376.99999999999403,87.99999999999919,-1076.0000000000218,-965.999999999994,,-2636.0000000000214
