date,NZDCAD,empty,sum
2017.11.06,-122.99999999999534,,-122.99999999999534
2017.11.06,-175.00000000000293,,-175.00000000000293
2017.11.06,-146.00000000000168,,-146.00000000000168
2017.11.06,-117.00000000000044,,-117.00000000000044
2017.11.06,-136.99999999999824,,-136.99999999999824
2017.11.06,-124.00000000000189,,-124.00000000000189
2017.11.06,-90.0000000000012,,-90.0000000000012
2017.11.06,-109.99999999999899,,-109.99999999999899
2017.11.06,-73.00000000000084,,-73.00000000000084
2017.11.06,70.0000000000034,,70.0000000000034
2017.11.06,58.99999999999794,,58.99999999999794
2017.11.06,58.000000000002494,,58.000000000002494
2017.11.06,17.999999999995797,,17.999999999995797
2017.11.06,-10.999999999994348,,-10.999999999994348
2017.11.06,7.0000000000014495,,7.0000000000014495
2017.11.06,9.999999999998899,,9.999999999998899
2017.11.06,62.000000000006494,,62.000000000006494
2017.11.06,202.9999999999976,,202.9999999999976
2017.11.06,124.99999999999733,,124.99999999999733
2017.11.06,180.0000000000024,,180.0000000000024
2017.11.06,170.00000000000347,,170.00000000000347
2017.11.06,70.99999999999883,,70.99999999999883
2017.11.06,53.00000000000304,,53.00000000000304
2017.11.06,99.00000000000463,,99.00000000000463
2017.11.06,119.00000000000244,,119.00000000000244
2017.11.06,117.99999999999588,,117.99999999999588
2017.11.06,138.00000000000477,,138.00000000000477
2017.11.06,138.00000000000477,,138.00000000000477
2017.11.06,60.00000000000449,,60.00000000000449
2017.11.06,28.000000000005798,,28.000000000005798
2017.11.06,-44.99999999999504,,-44.99999999999504
2017.11.06,-112.99999999999643,,-112.99999999999643
2017.11.06,-163.99999999999747,,-163.99999999999747
2017.11.06,-134.0000000000008,,-134.0000000000008
2017.11.06,-85.99999999999719,,-85.99999999999719
2017.11.06,-78.00000000000028,,-78.00000000000028
2017.11.06,-5.999999999994898,,-5.999999999994898
2017.11.06,-4.999999999999449,,-4.999999999999449
2017.11.06,-129.00000000000134,,-129.00000000000134
2017.11.06,-66.99999999999484,,-66.99999999999484
2017.11.06,-63.00000000000195,,-63.00000000000195
2017.11.06,-65.00000000000395,,-65.00000000000395
2017.11.06,-78.99999999999574,,-78.99999999999574
2017.11.06,-192.99999999999872,,-192.99999999999872
2017.11.06,-124.00000000000189,,-124.00000000000189
2017.11.06,-73.00000000000084,,-73.00000000000084
2017.11.06,-353.99999999999875,,-353.99999999999875
2017.11.06,-173.9999999999964,,-173.9999999999964
2017.11.07,-210.99999999999451,,-210.99999999999451
2017.11.07,-209.9999999999991,,-209.9999999999991
2017.11.07,-236.00000000000287,,-236.00000000000287
2017.11.07,-204.99999999999963,,-204.99999999999963
2017.11.07,-207.00000000000162,,-207.00000000000162
2017.11.07,-334.00000000000097,,-334.00000000000097
2017.11.07,-331.0000000000035,,-331.0000000000035
2017.11.07,-263.99999999999756,,-263.99999999999756
2017.11.07,-222.99999999999542,,-222.99999999999542
2017.11.07,-204.00000000000418,,-204.00000000000418
2017.11.07,-158.99999999999804,,-158.99999999999804
2017.11.07,-166.99999999999494,,-166.99999999999494
2017.11.07,-170.00000000000347,,-170.00000000000347
2017.11.07,-190.99999999999673,,-190.99999999999673
2017.11.07,-102.00000000000209,,-102.00000000000209
2017.11.07,-105.99999999999498,,-105.99999999999498
2017.11.07,-78.99999999999574,,-78.99999999999574
2017.11.07,-43.00000000000415,,-43.00000000000415
2017.11.07,-54.999999999993946,,-54.999999999993946
2017.11.07,-100.00000000000009,,-100.00000000000009
2017.11.07,-139.00000000000023,,-139.00000000000023
2017.11.07,-141.00000000000225,,-141.00000000000225
2017.11.07,-204.00000000000418,,-204.00000000000418
2017.11.07,-265.0000000000041,,-265.0000000000041
2017.11.07,-227.99999999999488,,-227.99999999999488
2017.11.07,-215.99999999999397,,-215.99999999999397
2017.11.07,-258.0000000000027,,-258.0000000000027
2017.11.07,-312.9999999999966,,-312.9999999999966
2017.11.07,-224.000000000002,,-224.000000000002
2017.11.07,-226.99999999999943,,-226.99999999999943
2017.11.07,-263.99999999999756,,-263.99999999999756
2017.11.07,-263.0000000000021,,-263.0000000000021
2017.11.07,-237.99999999999378,,-237.99999999999378
2017.11.07,-241.00000000000233,,-241.00000000000233
2017.11.07,-324.9999999999975,,-324.9999999999975
2017.11.07,-271.9999999999945,,-271.9999999999945
2017.11.07,-209.9999999999991,,-209.9999999999991
2017.11.07,-200.00000000000017,,-200.00000000000017
2017.11.07,-212.00000000000108,,-212.00000000000108
2017.11.07,-204.99999999999963,,-204.99999999999963
