date,USDCHF,USDJPY,USDCAD,AUDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.07.30,-34.000000000000696,-18.000000000000682,-96.00000000000719,-58.99999999999794,-202.9999999999976,-110.99999999999443,-100.00000000000009,-115.99999999999389,-175.99999999998772,-140.99999999999113,-96.99999999999153,-82.99999999998863,-81.9999999999821,-19.000000000005457,-60.99999999999284,-27.000000000001023,-114.99999999999844,-94.00000000000519,0.0,,-1631.9999999999363
2018.07.30,39.00000000000014,-1.0000000000047748,-107.99999999999699,-29.999999999996696,-97.9999999999981,-45.99999999999049,-61.999999999995396,-90.0000000000012,-115.99999999998545,-55.99999999998939,-121.99999999999989,-24.000000000001798,-18.999999999991246,-28.999999999996362,-52.99999999999727,10.99999999999568,-95.00000000000064,-112.000000000001,24.999999999986144,,-985.9999999999649
2018.07.30,87.00000000000374,9.999999999990905,-127.99999999999478,-42.999999999993044,-123.99999999999079,-56.0000000000005,-75.00000000000284,-110.99999999999443,-33.999999999991815,-14.000000000002899,-147.99999999999258,-14.000000000002899,8.000000000008,-36.000000000001364,-90.99999999999397,43.99999999999693,-123.00000000000644,-123.00000000000644,45.99999999999049,,-924.999999999985
2018.07.30,75.00000000000284,18.999999999991246,-127.99999999999478,-34.99999999999615,-117.00000000001154,-39.999999999995595,-70.99999999999883,-117.00000000000044,8.000000000009777,49.99999999999449,-160.00000000000458,17.000000000000348,8.000000000008,-22.00000000000557,-81.99999999999363,63.00000000000239,-112.000000000001,-134.0000000000008,24.999999999986144,,-753.0000000000078
2018.07.30,74.00000000000739,11.999999999986244,-133.00000000000534,-44.99999999999504,-112.000000000001,-28.999999999990145,-65.00000000000395,-117.00000000000044,14.000000000010004,83.00000000001084,-158.99999999999804,4.000000000004,-22.999999999995246,-6.000000000000227,-70.99999999999795,54.000000000002046,-119.00000000000244,-156.00000000000057,21.00000000000435,,-772.9999999999656
2018.07.30,77.00000000000485,-23.000000000010346,-147.00000000000824,-37.99999999999359,-120.99999999999334,-31.999999999998696,-65.00000000000395,-107.99999999999699,-44.999999999987494,86.0000000000083,-181.00000000000892,12.999999999996348,30.0000000000189,-3.0000000000001137,-72.00000000000273,19.99999999999602,-120.00000000000898,-136.00000000000279,11.999999999989797,,-853.000000000002
2018.07.30,78.00000000000028,-40.00000000000625,-161.99999999999548,-36.999999999998145,-137.9999999999937,-34.000000000000696,-63.00000000000195,-124.00000000000189,-20.999999999986585,121.99999999999989,-181.00000000000892,35.999999999991594,12.000000000012001,1.0000000000047748,-51.9999999999925,21.000000000000796,-114.99999999999844,-153.99999999999858,4.999999999988347,,-845.9999999999852
2018.07.30,63.00000000000195,-43.00000000000637,-167.9999999999904,-42.999999999993044,-158.99999999999804,-56.0000000000005,-70.0000000000034,-142.99999999999312,-25.000000000005684,114.99999999999844,-235.99999999999176,45.000000000006146,-2.999999999997449,-64.00000000000716,-90.99999999999397,37.9999999999967,-119.00000000000244,-170.00000000000347,-50.0000000000167,,-1179.0000000000002
2018.07.30,106.00000000000608,70.99999999999795,-174.00000000000747,-56.99999999999594,-146.00000000000168,-39.999999999995595,-102.00000000000209,-161.00000000000003,52.99999999999727,18.0000000000069,-207.00000000000162,-2.999999999997449,-45.99999999999049,-81.00000000000307,-114.99999999999488,114.00000000000432,-158.0000000000026,-192.00000000000327,-70.99999999999883,,-1190.9999999999825
2018.07.30,114.99999999999844,75.9999999999934,-232.99999999999432,-63.00000000000195,-148.99999999999915,-50.99999999998994,-110.99999999999443,-197.99999999999818,39.00000000001569,5.999999999994898,-235.00000000000742,-14.000000000002899,-120.99999999999334,-43.99999999999693,-132.99999999999557,73.99999999999807,-163.00000000000205,-229.00000000000142,-90.99999999999665,,-1524.9999999999736
