date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.01.04,83.9999999999952,-93.99999999999409,23.00000000001745,106.00000000000875,125.99999999998168,16.0000000000049,-9.00000000000345,-100.0000000000112,-230.00000000000398,-56.0000000000005,-39.00000000000014,-57.00000000000705,-314.9999999999977,-252.99999999999213,-336.9999999999873,144.0000000000108,158.0000000000137,43.999999999999595,-76.99999999999818,-88.99999999999864,-7.0000000000014495,-36.999999999998145,,-998.9999999999619
2021.01.04,136.99999999999824,-144.0000000000108,53.999999999998494,78.00000000000296,122.99999999998423,39.00000000000014,-3.999999999992898,-110.00000000001009,-146.0000000000008,-79.00000000000685,-72.0000000000054,-145.00000000000622,-283.9999999999918,-286.99999999999284,-374.999999999992,85.00000000000173,131.00000000001444,-21.999999999988695,-48.00000000000182,-68.9999999999884,12.999999999996348,-21.999999999999797,,-1146.9999999999918
2021.01.04,139.00000000000023,-231.0000000000034,-3.999999999981796,171.00000000000648,59.99999999999339,-88.99999999999464,-53.999999999998494,-140.0000000000068,-317.99999999999784,-148.0000000000037,-174.00000000000747,-168.00000000000148,-527.9999999999916,-373.99999999998545,-300.99999999999574,117.99999999999588,-1.999999999990898,46.999999999997044,-237.99999999999955,-171.99999999999704,-136.00000000000279,-70.0000000000034,,-2611.9999999999695
2021.01.04,95.99999999999609,-348.9999999999993,-105.99999999998388,125.0,39.999999999995595,-122.99999999999534,-82.99999999999974,-170.00000000000347,-331.00000000000307,-123.00000000000644,-167.00000000000603,-157.00000000000713,-588.9999999999986,-509.99999999998823,-365.99999999999966,234.00000000000088,51.000000000001044,127.00000000001043,-237.99999999999955,-167.0000000000016,-170.00000000000347,-94.00000000000519,,-3069.999999999997
2021.01.04,151.00000000000114,-209.9999999999991,-59.99999999999339,-10.99999999999568,115.99999999998278,36.0000000000027,-9.999999999998899,-201.00000000000674,-106.99999999999932,-126.0000000000039,-67.00000000000594,-135.00000000000733,-252.9999999999859,-434.9999999999854,-558.9999999999984,273.9999999999965,334.9999999999964,231.0000000000034,34.000000000006025,6.000000000000227,-25.00000000000835,-58.99999999999794,,-1074.999999999997
2021.01.04,151.9999999999966,-275.000000000003,-11.999999999989797,-58.9999999999975,127.99999999999478,121.00000000000443,56.0000000000005,-158.0000000000137,-49.000000000006594,-121.99999999999989,1.999999999990898,-78.00000000000028,-254.99999999999545,-530.9999999999926,-836.9999999999989,221.00000000000452,439.99999999999596,321.0000000000157,154.00000000001057,106.00000000000875,73.00000000000084,17.999999999995797,,-583.9999999999784
2021.01.04,190.00000000000128,-374.0000000000077,-49.99999999999449,-3.0000000000001137,-29.00000000001235,-52.99999999999194,-7.0000000000014495,-236.00000000001398,-64.00000000000716,-234.00000000000088,-175.00000000000293,-159.00000000000912,-432.9999999999927,-447.99999999998175,-563.0000000000024,83.00000000001084,134.00000000001188,233.00000000001654,-66.99999999999307,3.0000000000001137,-30.000000000007798,51.000000000001044,,-2230.999999999978
2021.01.04,139.99999999999568,-371.00000000001023,-130.99999999999224,-64.99999999999773,-124.00000000001299,-177.99999999998929,-139.00000000000023,-248.00000000000378,-57.00000000000216,-251.00000000000122,-253.0000000000032,-243.99999999999977,-344.99999999999886,-312.00000000000114,-266.999999999995,68.00000000000139,-24.000000000001798,26.999999999999247,-149.99999999999147,-90.99999999999397,-115.00000000000954,-52.000000000007596,,-3182.0000000000164
2021.01.04,129.9999999999968,-425.0000000000087,-152.99999999998093,-103.9999999999992,-159.00000000002024,-159.9999999999935,-154.99999999999403,-259.0000000000092,-25.99999999999625,-258.0000000000027,-226.00000000000398,-248.99999999999923,-347.99999999998477,-329.99999999998585,-380.00000000000256,53.999999999998494,43.00000000001525,12.999999999996348,-99.99999999999432,-78.99999999999352,-64.0000000000085,-47.00000000000814,,-3281.9999999999795
2021.01.04,130.99999999999224,-469.0000000000083,-142.99999999998204,-137.99999999999102,-188.00000000001037,-155.99999999998948,-146.00000000000168,-253.99999999999866,18.000000000000682,-277.000000000005,-228.00000000000597,-242.00000000000887,-345.9999999999752,-346.0000000000019,-446.9999999999974,8.000000000008,39.999999999995595,29.999999999996696,-67.99999999999784,-42.00000000000159,-36.0000000000027,-13.00000000000745,,-3311.999999999992
