date,USDCAD,GBPJPY,EURAUD,AUDCAD,empty,sum
2017.05.08,-434.000000000001,-152.00000000001523,-773.9999999999858,24.000000000001798,,-1336.0000000000002
2017.05.09,-459.0000000000094,-187.00000000001182,-836.9999999999989,13.000000000018552,,-1470.0000000000014
2017.05.09,-463.9999999999977,-129.0000000000191,-783.0000000000003,26.999999999999247,,-1349.000000000018
2017.05.09,-483.0000000000112,-140.00000000001478,-798.9999999999942,11.00000000000545,,-1411.0000000000146
2017.05.09,-465.0000000000043,-187.00000000001182,-723.9999999999914,2.999999999997449,,-1373.00000000001
2017.05.09,-446.0000000000131,-171.99999999999704,-814.999999999988,-54.99999999998284,,-1487.9999999999811
2017.05.09,-414.00000000000324,-195.99999999999795,-832.9999999999949,-65.99999999998829,,-1508.999999999984
2017.05.09,-428.00000000000614,-213.99999999999864,-789.9999999999797,-28.999999999990145,,-1460.9999999999748
2017.05.09,-446.9999999999974,-81.00000000001728,-913.9999999999926,-75.99999999998718,,-1517.9999999999945
2017.05.09,-438.00000000000506,-42.00000000000159,-966.9999999999845,-85.00000000000173,,-1531.999999999993
2017.05.09,-456.00000000001194,-171.99999999999704,-866.9999999999956,-7.0000000000014495,,-1502.000000000006
2017.05.09,-483.99999999999557,-141.00000000001955,-345.99999999997965,248.00000000000378,,-722.999999999991
2017.05.09,-465.0000000000043,-161.00000000000136,-225.99999999999287,327.00000000001063,,-524.999999999988
2017.05.09,-458.00000000000284,-158.99999999999181,-223.99999999997976,331.0000000000146,,-509.9999999999598
2017.05.09,-401.00000000000693,-134.00000000001455,-193.99999999998306,352.000000000019,,-376.99999999998556
2017.05.09,-426.00000000001523,7.999999999981355,-161.99999999999548,395.000000000012,,-185.00000000001734
2017.05.09,-443.99999999999994,13.00000000000523,-100.99999999999554,394.00000000000546,,-137.99999999998477
2017.05.09,-460.000000000016,43.99999999998272,-97.9999999999981,436.00000000001415,,-78.00000000001722
2017.05.09,-449.0000000000105,62.99999999998818,-124.99999999999733,442.00000000000904,,-69.00000000001063
2017.05.09,-558.9999999999984,78.00000000000296,-59.99999999999339,494.00000000001666,,-46.999999999972204
2017.05.09,-543.0000000000045,91.00000000000819,-124.99999999999733,558.9999999999984,,-17.999999999995225
2017.05.09,-514.9999999999987,88.99999999999864,-63.99999999999739,561.0000000000115,,71.00000000001398
2017.05.09,-456.9999999999963,331.99999999999363,-166.99999999998383,548.9999999999995,,257.0000000000131
2017.05.09,-414.00000000000324,390.99999999999113,-152.99999999998093,543.0000000000045,,367.0000000000115
2017.05.09,-419.0000000000138,314.9999999999977,-364.9999999999931,550.000000000006,,80.99999999999682
2017.05.09,-367.0000000000062,218.9999999999941,-288.99999999998374,636.0000000000143,,199.00000000001847
2017.05.09,-455.0000000000054,228.00000000000864,-285.99999999998624,639.0000000000118,,126.00000000002888
2017.05.09,-365.0000000000153,332.9999999999984,-337.99999999999386,584.0000000000067,,213.99999999999596
2017.05.09,-277.00000000001614,373.9999999999952,-612.9999999999969,534.0000000000123,,17.99999999999443
2017.05.09,-370.00000000000364,347.0000000000084,-646.9999999999976,429.99999999999704,,-239.9999999999958
2017.05.09,-522.0000000000002,328.00000000000296,-696.999999999992,414.00000000000324,,-476.9999999999861
2017.05.09,-685.0000000000023,419.9999999999875,-644.0000000000001,384.00000000000654,,-525.0000000000084
2017.05.09,-807.0000000000022,409.9999999999966,-518.9999999999806,382.0000000000157,,-533.9999999999704
2017.05.09,-907.0000000000133,606.9999999999993,-520.9999999999936,260.0000000000158,,-560.9999999999918
2017.05.09,-931.0000000000151,657.999999999987,-517.9999999999962,139.00000000000023,,-652.0000000000241
2017.05.09,-930.0000000000086,692.9999999999836,-495.000000000001,124.00000000001299,,-608.0000000000131
2017.05.09,-885.0000000000025,991.9999999999902,-750.9999999999906,168.0000000000126,,-475.9999999999902
2017.05.09,-781.0000000000094,881.0000000000002,-755.9999999999789,209.00000000001472,,-446.99999999997334
2017.05.09,-690.0000000000128,918.9999999999827,-742.9999999999826,258.0000000000027,,-256.00000000001006
2017.05.09,-819.0000000000142,1067.9999999999836,-725.9999999999823,291.00000000001904,,-185.9999999999938
2017.05.09,-931.0000000000151,1061.000000000007,-598.999999999994,228.00000000000597,,-240.99999999999608
2017.05.09,-1008.0000000000089,1031.9999999999823,-380.9999999999869,221.00000000000452,,-136.000000000009
2017.05.09,-927.0000000000111,983.0000000000041,-562.9999999999802,233.00000000001654,,-273.9999999999707
2017.05.09,-753.0000000000036,1013.9999999999816,-543.999999999989,318.00000000001825,,35.00000000000722
2017.05.09,-774.000000000008,1014.9999999999864,-545.9999999999799,443.99999999999994,,138.99999999999847
2017.05.09,-724.0000000000135,998.9999999999952,-565.9999999999999,443.0000000000156,,151.99999999999739
2017.05.09,-775.9999999999989,496.9999999999857,-563.9999999999867,368.00000000001273,,-474.99999999998715
2017.05.09,-788.0000000000109,513.9999999999816,-590.999999999986,360.0000000000048,,-505.0000000000106
2017.05.09,-753.0000000000036,587.9999999999939,-595.9999999999966,382.0000000000157,,-378.9999999999907
2017.05.10,-682.0000000000048,701.9999999999982,-620.9999999999827,412.00000000001234,,-188.99999999997698
2017.05.10,-641.0000000000027,751.9999999999811,-625.9999999999932,421.0000000000047,,-94.00000000001006
2017.05.10,-634.0000000000013,685.0000000000023,-609.9999999999994,385.00000000001313,,-173.99999999998528
2017.05.10,-575.0000000000144,555.9999999999832,-652.9999999999925,371.00000000001023,,-301.00000000001353
2017.05.10,-588.0000000000107,555.0000000000068,-548.9999999999995,460.000000000016,,-121.99999999998744
2017.05.10,-587.0000000000042,534.9999999999966,-441.99999999998687,484.00000000001774,,-9.999999999976751
2017.05.10,-651.0000000000016,519.9999999999818,-406.9999999999796,459.0000000000094,,-78.99999999998994
2017.05.10,-626.9999999999998,637.0000000000005,-542.9999999999824,353.0000000000033,,-179.9999999999784
2017.05.10,-578.9999999999961,686.9999999999834,-618.9999999999918,319.0000000000026,,-192.00000000000193
2017.05.10,-555.0000000000166,728.0000000000086,-617.9999999999852,289.0000000000059,,-155.99999999998727
2017.05.10,-530.0000000000082,688.999999999993,-636.9999999999986,323.0000000000066,,-155.00000000000728
2017.05.10,-537.0000000000097,566.0000000000025,-597.9999999999874,350.00000000000585,,-218.9999999999887
2017.05.10,-548.9999999999995,558.9999999999975,-607.9999999999864,313.00000000000773,,-284.9999999999807
2017.05.10,-571.0000000000103,568.9999999999884,-673.9999999999968,246.99999999999721,,-429.00000000002154
2017.05.10,-571.9999999999948,528.9999999999964,-789.9999999999797,178.00000000001148,,-654.9999999999666
2017.05.10,-575.0000000000144,564.9999999999977,-763.9999999999869,202.00000000001327,,-571.9999999999903
2017.05.10,-560.0000000000049,687.9999999999882,-855.9999999999901,177.00000000000495,,-551.0000000000018
2017.05.10,-588.9999999999951,722.0000000000084,-893.9999999999948,137.00000000000932,,-623.9999999999721
2017.05.10,-656.0000000000122,745.9999999999809,-848.9999999999886,168.0000000000126,,-591.0000000000073
2017.05.10,-797.0000000000033,1094.9999999999989,-814.999999999988,148.00000000001478,,-368.9999999999776
2017.05.10,-797.0000000000033,1216.0000000000082,-774.9999999999924,110.00000000001009,,-245.9999999999774
2017.05.10,-656.9999999999965,1081.9999999999936,-838.9999999999898,158.0000000000137,,-255.9999999999789
2017.05.10,-554.00000000001,1026.9999999999868,-960.9999999999897,192.00000000001438,,-295.99999999999847
2017.05.10,-439.99999999999596,798.0000000000018,-1169.9999999999823,209.00000000001472,,-602.9999999999616
2017.05.10,-585.0000000000133,631.0000000000002,-1236.9999999999993,177.00000000000495,,-1014.0000000000073
2017.05.10,-605.9999999999955,699.9999999999886,-1262.9999999999918,141.99999999999767,,-1027.000000000001
2017.05.10,-580.0000000000027,753.9999999999907,-1397.9999999999882,38.0000000000047,,-1185.9999999999955
2017.05.10,-584.0000000000067,462.99999999999386,-1381.9999999999943,26.0000000000149,,-1476.9999999999923
2017.05.10,-565.0000000000155,472.99999999998477,-1588.999999999996,-83.9999999999952,,-1765.0000000000218
2017.05.10,-621.0000000000049,655.0000000000011,-1522.9999999999854,-95.00000000000064,,-1583.9999999999898
2017.05.10,-531.9999999999991,718.9999999999941,-1294.9999999999795,36.0000000000138,,-1071.9999999999707
2017.05.10,-479.0000000000072,704.9999999999841,-1149.9999999999843,162.00000000001768,,-761.9999999999898
2017.05.10,-416.00000000001637,620.0000000000045,-1311.9999999999798,131.99999999999878,,-975.9999999999928
2017.05.10,-609.9999999999994,548.0000000000018,-1440.9999999999811,22.0000000000109,,-1480.9999999999677
2017.05.10,-514.0000000000144,600.9999999999991,-1505.0000000000007,-41.000000000002146,,-1459.000000000018
2017.05.10,-441.0000000000025,612.9999999999995,-1673.9999999999977,-3.999999999981796,,-1505.9999999999825
2017.05.10,-239.00000000001143,888.0000000000052,-1663.9999999999989,158.0000000000137,,-856.9999999999914
2017.05.10,-212.99999999999653,771.9999999999914,-1550.9999999999914,195.00000000001182,,-796.9999999999848
2017.05.10,-90.99999999999665,817.9999999999836,-1383.000000000001,364.00000000000875,,-292.0000000000051
2017.05.10,-73.00000000001194,826.9999999999982,-1305.0000000000007,411.0000000000058,,-140.00000000000864
2017.05.10,-66.99999999999484,926.9999999999925,-1322.000000000001,458.00000000000284,,-4.000000000000455
2017.05.10,-123.00000000000644,1079.0000000000077,-1334.9999999999973,453.0000000000145,,74.00000000001847
2017.05.10,-199.00000000001583,1067.9999999999836,-1327.999999999996,446.9999999999974,,-12.000000000030695
2017.05.10,-229.00000000001253,1120.0000000000045,-1259.9999999999945,432.0000000000102,,63.000000000007674
2017.05.10,-222.99999999999542,1200.9999999999934,-1149.0,496.00000000000756,,325.0000000000055
2017.05.10,-120.00000000000898,1189.9999999999977,-1083.9999999999961,573.0000000000013,,558.9999999999937
2017.05.10,-43.00000000001525,1171.999999999997,-1137.9999999999945,578.0000000000118,,568.9999999999991
2017.05.10,-52.000000000007596,1165.9999999999968,-1168.9999999999977,580.0000000000027,,524.9999999999943
2017.05.11,-134.00000000001188,1137.0000000000005,-1173.9999999999861,611.000000000006,,440.0000000000085
2017.05.11,-195.00000000001182,1120.999999999981,-1033.9999999999793,581.0000000000093,,472.9999999999991
2017.05.11,-275.000000000003,1104.9999999999898,-985.999999999998,584.0000000000067,,427.99999999999557
2017.05.11,-277.00000000001614,1079.0000000000077,-950.9999999999908,548.0000000000151,,399.0000000000159
2017.05.11,-734.9999999999968,1075.9999999999934,-918.9999999999809,345.0000000000175,,-232.9999999999668
2017.05.11,-605.9999999999955,1103.0000000000086,-1032.999999999995,265.0000000000041,,-270.9999999999777
2017.05.11,-675.0000000000034,1069.9999999999932,-947.9999999999933,289.0000000000059,,-263.9999999999976
2017.05.11,-713.0000000000081,1031.000000000006,-1019.9999999999986,148.99999999999915,,-553.0000000000016
2017.05.11,-821.000000000005,973.9999999999895,-953.9999999999882,150.00000000000568,,-650.999999999998
2017.05.11,-880.9999999999984,936.000000000007,-620.9999999999827,301.0000000000179,,-264.9999999999562
2017.05.11,-903.0000000000093,948.9999999999839,-723.9999999999914,217.0000000000005,,-461.0000000000163
2017.05.11,-808.0000000000088,1025.0000000000057,-659.999999999994,233.00000000001654,,-209.9999999999805
2017.05.11,-805.0000000000113,1058.9999999999975,-671.9999999999837,262.00000000000665,,-155.99999999999085
2017.05.11,-802.9999999999982,1054.000000000002,-620.9999999999827,301.0000000000179,,-68.99999999996095
2017.05.11,-853.9999999999992,1084.0000000000032,-641.999999999987,274.00000000001864,,-137.99999999996442
2017.05.11,-870.9999999999995,1117.999999999995,-728.9999999999797,216.00000000001617,,-265.99999999996805
2017.05.11,-880.0000000000141,1006.0000000000002,-768.9999999999975,236.00000000001398,,-406.9999999999974
2017.05.11,-899.0000000000053,1063.999999999993,-846.9999999999977,140.0000000000068,,-542.0000000000033
2017.05.11,-880.9999999999984,966.0000000000082,-872.9999999999905,119.00000000000244,,-668.9999999999782
2017.05.11,-761.999999999996,920.9999999999923,-1054.9999999999836,38.0000000000047,,-857.9999999999827
2017.05.11,-753.0000000000036,953.000000000003,-1070.9999999999998,62.000000000006494,,-808.999999999994
2017.05.11,-683.9999999999957,1034.9999999999966,-1046.999999999998,104.99999999999955,,-590.9999999999975
2017.05.11,-658.0000000000031,971.0000000000036,-1129.9999999999866,-3.999999999981796,,-820.9999999999678
2017.05.11,-628.0000000000064,718.9999999999941,-1037.9999999999834,85.00000000000173,,-861.999999999994
2017.05.11,-625.0000000000089,659.9999999999966,-1081.999999999983,94.00000000001629,,-952.999999999979
2017.05.11,-512.0000000000014,712.9999999999939,-1155.9999999999793,258.0000000000027,,-696.9999999999841
2017.05.11,-496.00000000000756,710.000000000008,-1224.9999999999873,195.00000000001182,,-815.999999999975
2017.05.11,-570.0000000000039,573.0000000000075,-1252.999999999993,80.99999999999774,,-1168.9999999999916
2017.05.11,-621.0000000000049,108.99999999998045,-1286.9999999999936,57.00000000001815,,-1742.0
2017.05.11,-734.9999999999968,-292.0000000000016,-1261.9999999999854,42.0000000000087,,-2246.999999999975
2017.05.11,-809.9999999999997,-265.0000000000148,-1580.999999999988,-41.000000000002146,,-2697.000000000005
2017.05.11,-1175.9999999999993,-189.99999999999773,-1460.999999999979,-144.99999999999514,,-2971.9999999999714
2017.05.11,-912.0000000000017,-158.99999999999181,-1391.9999999999932,-44.99999999998394,,-2507.999999999971
2017.05.11,-924.9999999999981,-350.9999999999991,-1183.999999999985,26.999999999999247,,-2432.999999999983
2017.05.11,-978.9999999999966,-516.9999999999959,-1138.9999999999789,-10.999999999983245,,-2645.9999999999545
2017.05.11,-753.0000000000036,-438.0000000000166,-1177.9999999999902,124.00000000001299,,-2244.9999999999973
2017.05.11,-428.00000000000614,-295.99999999999227,-1204.9999999999893,232.00000000000998,,-1696.9999999999777
2017.05.11,-459.0000000000094,-182.99999999999272,-1244.0000000000007,197.00000000000273,,-1689.0
2017.05.11,-461.0000000000003,-99.99999999999432,-1351.9999999999977,148.00000000001478,,-1764.9999999999775
2017.05.11,-526.0000000000042,-171.99999999999704,-1311.9999999999798,144.0000000000108,,-1865.99999999997
2017.05.11,-541.0000000000136,-141.9999999999959,-1289.9999999999911,148.00000000001478,,-1824.999999999986
2017.05.11,-492.0000000000035,-37.00000000000614,-1292.9999999999886,143.00000000000423,,-1678.9999999999939
2017.05.11,-463.9999999999977,55.00000000000682,-1306.9999999999916,184.00000000000637,,-1531.9999999999761
2017.05.11,-477.0000000000163,34.99999999999659,-1289.9999999999911,151.00000000001222,,-1580.9999999999986
2017.05.11,-419.9999999999982,81.99999999999363,-1391.9999999999932,192.00000000001438,,-1537.9999999999834
2017.05.11,-422.9999999999956,52.99999999999727,-1496.9999999999927,106.00000000000608,,-1760.999999999985
2017.05.11,-442.00000000000904,67.00000000000728,-1465.9999999999895,96.00000000000719,,-1744.999999999984
2017.05.11,-455.0000000000054,52.99999999999727,-1501.9999999999811,76.0000000000094,,-1827.99999999998
2017.05.12,-473.0000000000123,-4.9999999999954525,-1488.0000000000005,114.0000000000141,,-1851.999999999994
2017.05.12,-487.99999999999955,0.0,-1509.999999999989,48.000000000003595,,-1949.999999999985
2017.05.12,-490.0000000000126,0.0,-1448.999999999989,99.00000000000463,,-1839.9999999999973
2017.05.12,-524.9999999999977,-33.00000000001546,-1350.9999999999911,113.00000000000753,,-1795.9999999999968
2017.05.12,-530.0000000000082,-55.00000000000682,-1294.9999999999795,135.00000000001845,,-1744.9999999999761
2017.05.12,-551.0000000000126,-55.00000000000682,-1388.999999999996,58.000000000002494,,-1937.000000000013
2017.05.12,-551.9999999999969,-15.00000000001478,-1383.9999999999852,73.00000000001194,,-1877.999999999985
2017.05.12,-563.0000000000024,-22.999999999996135,-1415.999999999995,42.0000000000087,,-1959.999999999985
2017.05.12,-561.9999999999958,-16.000000000019554,-1359.9999999999834,86.0000000000083,,-1851.9999999999905
2017.05.12,-470.9999999999992,-33.00000000001546,-1505.9999999999852,46.999999999997044,,-1963.000000000003
2017.05.12,-509.00000000000387,-161.00000000000136,-1461.9999999999854,2.0000000000131024,,-2129.9999999999777
2017.05.12,-480.00000000001376,-218.00000000001774,-1451.9999999999866,5.000000000010552,,-2145.0000000000077
2017.05.12,-483.99999999999557,-218.9999999999941,-1350.9999999999911,74.0000000000185,,-1979.9999999999625
2017.05.12,-436.9999999999985,-200.9999999999934,-1302.9999999999875,138.0000000000159,,-1802.9999999999636
2017.05.12,-461.0000000000003,-129.99999999999545,-1352.999999999982,100.0000000000112,,-1843.9999999999666
2017.05.12,-482.00000000000466,-187.00000000001182,-1381.9999999999943,55.000000000005045,,-1996.000000000006
2017.05.12,-473.99999999999665,-152.9999999999916,-1412.9999999999975,38.0000000000047,,-2001.999999999981
2017.05.12,-463.0000000000134,-116.00000000001387,-1465.9999999999895,18.0000000000069,,-2027.00000000001
2017.05.12,-424.00000000000216,-158.00000000001546,-1471.9999999999845,48.000000000003595,,-2005.9999999999986
2017.05.12,-426.9999999999996,-164.99999999999204,-1461.9999999999854,85.00000000000173,,-1968.9999999999754
2017.05.12,-570.0000000000039,-356.9999999999993,-1437.9999999999836,87.00000000001484,,-2277.999999999972
2017.05.12,-533.0000000000057,-664.0000000000157,-1749.999999999985,-93.99999999999409,,-3041.0000000000005
2017.05.12,-482.00000000000466,-581.9999999999936,-1920.999999999995,-203.99999999998198,,-3188.999999999975
2017.05.12,-517.9999999999962,-706.0000000000173,-1783.9999999999857,-163.9999999999864,,-3171.9999999999854
2017.05.12,-522.0000000000002,-725.9999999999991,-1703.9999999999943,-180.0000000000024,,-3131.999999999996
2017.05.12,-531.9999999999991,-592.000000000013,-1695.9999999999864,-188.9999999999947,,-3008.9999999999927
2017.05.12,-604.0000000000045,-545.0000000000159,-1624.9999999999875,-188.9999999999947,,-2963.0000000000027
2017.05.12,-717.9999999999964,-474.9999999999943,-1496.9999999999927,-166.99999999998383,,-2856.9999999999673
2017.05.12,-781.0000000000094,-421.99999999999704,-1416.9999999999793,-177.99999999998929,,-2797.9999999999745
2017.05.12,-743.0000000000048,-366.00000000001387,-1344.9999999999961,-106.99999999999044,,-2561.000000000005
2017.05.12,-896.000000000008,-438.99999999999295,-1495.9999999999861,-261.0000000000001,,-3091.9999999999873
2017.05.12,-700.999999999996,-673.0000000000018,-1768.9999999999984,-347.9999999999928,,-3490.999999999989
2017.05.12,-626.0000000000155,-692.0000000000073,-1603.9999999999832,-333.9999999999899,,-3255.999999999996
2017.05.12,-626.9999999999998,-617.0000000000186,-1125.9999999999825,-269.9999999999925,,-2639.9999999999936
2017.05.12,-720.0000000000095,-598.0000000000132,-1089.999999999991,-256.99999999999613,,-2665.00000000001
2017.05.12,-751.0000000000127,-745.0000000000045,-969.999999999982,-320.9999999999935,,-2786.9999999999927
2017.05.12,-765.0000000000157,-843.0000000000177,-1032.999999999995,-380.00000000000256,,-3021.000000000031
2017.05.12,-699.0000000000052,-818.000000000012,-1015.9999999999947,-370.999999999988,,-2904.0
2017.05.12,-669.0000000000085,-855.0000000000182,-935.9999999999812,-295.99999999998516,,-2755.999999999993
2017.05.12,-765.0000000000157,-850.9999999999991,-948.9999999999999,-278.9999999999848,,-2843.9999999999995
2017.05.12,-740.0000000000073,-753.0000000000143,-901.9999999999806,-235.99999999999176,,-2630.999999999994
2017.05.12,-668.0000000000019,-735.0000000000136,-937.9999999999944,-242.99999999999324,,-2584.000000000003
2017.05.12,-645.0000000000067,-676.0000000000161,-899.9999999999897,-224.000000000002,,-2445.000000000014
2017.05.12,-634.0000000000013,-621.0000000000093,-911.9999999999795,-207.00000000000162,,-2373.999999999992
2017.05.12,-604.0000000000045,-682.9999999999927,-886.9999999999934,-204.99999999998852,,-2378.9999999999795
2017.05.12,-624.0000000000023,-756.0000000000002,-847.9999999999822,-207.99999999998596,,-2435.9999999999704
2017.05.12,-641.0000000000027,-753.0000000000143,-871.9999999999839,-198.99999999999363,,-2464.9999999999945
2017.05.12,-629.0000000000128,-724.9999999999943,-805.9999999999956,-181.9999999999933,,-2341.999999999996
