names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,50,"['AUDUSD', 'GBPAUD', 'EURAUD', 'CHFJPY', 'NZDCHF', 'CADJPY', 'EURGBP', 'GBPCAD']",80.0,-0.92,S
GBPUSD,20,"['AUDJPY', 'NZDJPY', 'CADJPY', 'CHFJPY', 'USDJPY', 'CADCHF', 'EURUSD', 'GBPJPY']",100.0,0.52,B
USDJPY,10,['AUDNZD'],80.0,0.7039841269841273,B
USDCAD,30,"['AUDCHF', 'USDCHF']",100.0,-0.5902287157287158,S
AUDUSD,10,"['AUDJPY', 'EURJPY']",80.0,-1.0,S
NZDUSD,30,"['AUDNZD', 'EURAUD', 'NZDUSD']",80.0,-0.9719444444444444,S
GBPCHF,50,"['AUDJPY', 'NZDJPY']",100.0,0.3928392845370231,B
EURCHF,50,"['NZDCAD', 'EURCAD', 'USDCHF']",100.0,-0.6054696414696417,S
CHFJPY,15,"['EURGBP', 'CADJPY', 'GBPUSD', 'GBPAUD']",100.0,-0.56,S
AUDCHF,10,['EURCHF'],80.0,-1.0,S
NZDCHF,20,['EURJPY'],80.0,-0.529259906759907,S
EURGBP,10,['USDJPY'],80.0,-0.3444920634920635,S
GBPCAD,10,"['AUDJPY', 'CHFJPY']",100.0,0.988,B
GBPAUD,20,"['AUDJPY', 'EURJPY', 'NZDJPY', 'CADJPY', 'USDJPY']",100.0,0.9533333333333335,B
EURJPY,10,['EURAUD'],80.0,0.9840000000000001,B
EURCAD,10,['EURCAD'],80.0,-0.5621111111111115,S
EURNZD,20,['EURJPY'],80.0,0.5139483849483851,B
AUDJPY,10,['GBPUSD'],80.0,0.5929761904761909,B
AUDCAD,10,['EURCHF'],100.0,-1.0,S
