date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,AUDCAD,empty,sum
2016.07.04,-143.9999999999997,290.9999999999968,-49.000000000006594,-111.00000000001664,-154.99999999999403,-152.00000000000767,388.9999999999949,-42.999999999993044,-49.000000000006594,-233.00000000000543,-202.9999999999976,93.99999999999409,451.0000000000014,59.000000000009045,-30.000000000001137,-116.99999999998934,-109.00000000000354,174.99999999999716,-213.00000000000762,,-149.00000000003553
2016.07.04,-136.00000000000279,377.0000000000051,31.999999999996476,-83.00000000001084,-131.00000000000333,-163.00000000000205,476.9999999999941,-52.99999999999194,-186.00000000000705,-197.99999999999818,-201.99999999999108,97.9999999999981,537.0000000000097,286.00000000000847,51.00000000000193,-130.99999999999224,-59.99999999999339,201.99999999999818,-185.00000000000182,,532.0000000000174
2016.07.04,-197.00000000000273,398.9999999999938,-24.00000000000091,-87.00000000001484,-229.00000000000142,-282.0000000000045,565.9999999999999,-178.00000000001148,-104.00000000001342,-336.9999999999984,-378.999999999996,66.99999999999484,565.9999999999999,104.00000000001519,87.0000000000033,-211.99999999998997,-212.99999999999653,259.00000000000034,-285.00000000000193,,-479.00000000002484
2016.07.04,-277.000000000005,417.0000000000007,-2.0000000000095497,-51.000000000001044,-195.9999999999962,-215.00000000000963,687.9999999999998,-197.00000000000273,-59.00000000001171,-365.0000000000042,-363.99999999999767,132.99999999999423,537.0000000000097,216.00000000001617,40.99999999999682,-82.99999999998863,-163.00000000000205,240.99999999999966,-214.99999999999852,,85.99999999999
2016.07.04,-246.00000000000176,483.99999999999557,-50.00000000001137,0.9999999999843467,-209.9999999999991,-147.00000000000824,714.999999999999,-228.00000000000597,-42.00000000000159,-355.0000000000053,-278.00000000000045,129.00000000000134,557.0000000000075,280.0000000000136,48.00000000000182,-102.99999999998644,85.00000000000173,224.00000000000375,-194.0000000000053,,669.999999999983
2016.07.04,-260.00000000000466,417.99999999998505,-136.0000000000099,-51.000000000001044,-180.0000000000024,-114.00000000000298,663.999999999998,-156.00000000000057,54.99999999999261,-334.9999999999964,-252.99999999999213,151.00000000000114,539.0000000000006,266.0000000000107,-131.00000000000023,-54.99999999998284,43.999999999999595,126.00000000000477,-194.0000000000053,,397.99999999999403
2016.07.04,-238.0000000000049,394.00000000000546,-73.99999999999807,-36.0000000000138,-229.00000000000142,-195.00000000000074,613.9999999999812,-158.0000000000137,-32.00000000001069,-368.00000000000165,-319.99999999999807,108.99999999999244,493.0000000000101,120.00000000000898,-37.00000000000614,-72.99999999998974,-96.99999999999153,221.9999999999942,-247.00000000000833,,-152.00000000004633
2016.07.04,-195.9999999999962,367.99999999999056,-28.000000000005798,-31.000000000003247,-305.99999999999517,-193.00000000000983,527.9999999999951,-100.0000000000112,-128.0000000000001,-407.0000000000018,-288.9999999999948,95.99999999999609,445.0000000000065,-113.99999999999189,7.999999999995566,-54.99999999998284,-97.9999999999981,335.9999999999985,-341.0000000000024,,-505.000000000011
2016.07.04,-178.99999999999582,300.99999999999574,-10.000000000005116,36.999999999998145,-361.0000000000002,-167.00000000000603,442.9999999999934,-104.99999999999955,-159.00000000000603,-446.9999999999974,-241.99999999999778,41.9999999999976,275.000000000003,-336.9999999999873,48.00000000000182,-9.999999999998899,-26.999999999999247,405.00000000000114,-365.0000000000042,,-858.0000000000066
2016.07.04,-211.00000000000563,412.9999999999967,12.000000000000455,136.99999999998712,-517.9999999999962,-230.000000000008,600.9999999999849,-178.00000000001148,-149.0000000000009,-629.0000000000018,-339.0000000000004,83.9999999999952,289.9999999999903,-526.9999999999886,114.00000000000432,55.000000000005045,-106.99999999999044,582.9999999999984,-490.00000000000153,,-1089.0000000000427
2016.07.04,-119.00000000000244,655.9999999999899,36.000000000001364,149.9999999999835,-500.00000000000045,-195.00000000000074,706.999999999991,-137.00000000000932,-281.0000000000059,-539.999999999996,-229.99999999999687,190.99999999999673,583.0000000000002,-177.00000000000495,200.9999999999934,-11.999999999989797,55.000000000005045,582.9999999999984,-460.00000000000483,,510.99999999994833
2016.07.04,-148.99999999999915,578.9999999999961,119.99999999999034,82.99999999998863,-468.9999999999972,-172.00000000000549,671.9999999999837,-137.9999999999937,-328.00000000000296,-533.0000000000057,-234.99999999999633,166.99999999999494,571.9999999999948,-205.99999999999508,254.0000000000049,-36.999999999998145,60.000000000015596,612.9999999999995,-467.0000000000063,,385.99999999996834
