date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,AUDCAD,empty,sum
2016.07.04,-207.99999999999707,-55.000000000005045,-61.00000000000705,-117.00000000001154,-181.9999999999933,-239.0000000000003,-93.00000000000975,-181.9999999999933,-225.00000000000853,-248.00000000000378,-274.9999999999919,-85.00000000000173,0.0,-139.00000000000023,-57.00000000000216,-210.99999999998343,-258.0000000000027,0.0,-235.00000000000742,,-2870.0000000000196
2016.07.04,-321.0000000000046,279.00000000000705,-82.99999999999841,-140.0000000000068,-159.9999999999935,-180.0000000000024,332.9999999999833,-204.00000000000418,-186.00000000000705,-333.0000000000055,-324.9999999999975,85.00000000000173,428.9999999999905,26.0000000000149,-67.99999999999784,-176.99999999998272,-207.99999999998596,106.99999999999932,-234.00000000000088,,-1359.9999999999905
2016.07.04,-253.0000000000032,287.9999999999994,-53.00000000001148,-112.000000000001,-231.99999999999886,-309.0000000000037,425.99999999999307,-197.00000000000273,-219.0000000000083,-368.9999999999971,-433.99999999998994,41.9999999999976,432.0000000000102,35.00000000000725,-13.00000000000523,-228.99999999999034,-340.9999999999913,161.00000000000136,-296.0000000000074,,-1673.0000000000018
2016.07.04,-280.9999999999979,387.99999999998835,-25.000000000005684,-90.00000000001229,-253.99999999999866,-331.0000000000035,559.9999999999827,-249.00000000001032,-139.00000000001,-404.99999999999983,-451.9999999999969,65.99999999999939,502.00000000000244,72.0000000000054,15.000000000000568,-212.99999999999653,-378.999999999996,225.9999999999991,-311.00000000000574,,-1300.0000000000553
2016.07.04,-289.0000000000059,385.99999999999744,-50.00000000001137,-86.0000000000083,-237.99999999999378,-226.00000000000398,649.999999999995,-249.99999999999466,-77.00000000001239,-406.00000000000637,-374.999999999992,85.99999999999719,519.0000000000028,144.0000000000108,12.000000000000455,-146.99999999998602,-171.99999999999437,189.00000000000716,-256.0000000000007,,-585.999999999999
2016.07.04,-280.9999999999979,404.9999999999887,-172.00000000001125,-65.00000000000395,-241.99999999999778,-215.00000000000963,657.9999999999808,-229.00000000001253,-53.00000000001148,-387.99999999999943,-339.0000000000004,112.99999999999643,519.0000000000028,208.00000000000819,-165.99999999999682,-122.99999999998423,-69.9999999999923,96.00000000000364,-239.0000000000003,,-583.0000000000373
2016.07.04,-275.000000000003,387.99999999998835,-201.99999999999818,-53.00000000001415,-239.99999999999577,-233.00000000000543,605.9999999999955,-201.00000000000674,-54.000000000002046,-389.000000000006,-367.99999999999056,83.9999999999952,448.000000000004,97.9999999999981,-186.9999999999976,-84.99999999997954,-175.99999999999838,84.00000000000318,-258.0000000000027,,-1013.0000000000159
2016.07.04,-241.00000000000233,336.9999999999873,-79.9999999999983,-72.0000000000054,-325.99999999999295,-230.000000000008,527.9999999999951,-160.00000000000458,-154.00000000001057,-446.9999999999974,-339.99999999999585,88.99999999999464,438.00000000000506,-164.99999999999292,-70.99999999999795,-96.99999999999153,-197.00000000000273,216.99999999999875,-375.0000000000031,,-1346.000000000023
2016.07.04,-200.99999999999562,297.9999999999983,-55.00000000000682,-51.000000000001044,-390.0000000000015,-243.99999999999977,442.9999999999934,-121.99999999999989,-211.00000000001273,-477.0000000000052,-325.99999999999295,41.9999999999976,270.99999999999903,-346.0000000000019,1.0000000000047748,-75.99999999998718,-185.99999999999727,322.00000000000273,-418.0000000000073,,-1726.0000000000132
2016.07.04,-221.99999999999997,303.9999999999932,-48.00000000000182,33.99999999997849,-553.0000000000035,-239.0000000000003,442.9999999999934,-178.00000000001148,-199.00000000001228,-641.0000000000027,-342.9999999999933,29.000000000001247,173.00000000000094,-615.9999999999943,25.99999999999625,-23.999999999979593,-146.99999999998602,361.99999999999477,-518.0000000000074,,-2357.0000000000346
2016.07.04,-212.00000000000108,411.0000000000058,-17.000000000010118,107.99999999999699,-597.0000000000031,-290.00000000000136,557.9999999999918,-192.99999999999872,-303.0000000000115,-648.0000000000041,-372.99999999999,71.99999999999429,265.99999999998846,-580.999999999987,111.0000000000042,-25.999999999992696,-146.99999999998602,552.9999999999973,-548.9999999999995,,-1857.0000000000064
